AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
18-19,Damir Sharipov,M,SBD,Raw,17.5,14-18,Sub-Juniors,93,93,370,6,235.41,232.43,222.46,48.4,Yes,NA,NA,FPR,Best3DeadliftKg,150
18-19,Ethan Zachman,M,SBD,Single-ply,19,19-23,M-T3,100,100,662.5,1,407.78,403.19,385.09,69.28,Yes,USA,NA,USAPL,Best3SquatKg,282.5
18-19,Ethan Zachman,M,SBD,Single-ply,19,19-23,M-T3,100,100,662.5,1,407.78,403.19,385.09,69.28,Yes,USA,NA,USAPL,Best3BenchKg,175
18-19,Ethan Zachman,M,SBD,Single-ply,19,19-23,M-T3,100,100,662.5,1,407.78,403.19,385.09,69.28,Yes,USA,NA,USAPL,Best3DeadliftKg,205
18-19,Rafail Dosaev,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,67.15,67.5,505,16,390.7,390.99,379.62,66.82,Yes,NA,NA,FPR,Best3SquatKg,210
18-19,Rafail Dosaev,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,67.15,67.5,505,16,390.7,390.99,379.62,66.82,Yes,NA,NA,FPR,Best3BenchKg,115
18-19,Rafail Dosaev,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,67.15,67.5,505,16,390.7,390.99,379.62,66.82,Yes,NA,NA,FPR,Best3DeadliftKg,180
18-19,Sergey Derbenyov,M,SBD,Single-ply,18.5,19-23,Open,59.3,60,435,5,370.73,375.02,366.45,63.08,Yes,NA,NA,FPR,Best3SquatKg,195
18-19,Sergey Derbenyov,M,SBD,Single-ply,18.5,19-23,Open,59.3,60,435,5,370.73,375.02,366.45,63.08,Yes,NA,NA,FPR,Best3BenchKg,90
18-19,Sergey Derbenyov,M,SBD,Single-ply,18.5,19-23,Open,59.3,60,435,5,370.73,375.02,366.45,63.08,Yes,NA,NA,FPR,Best3DeadliftKg,150
18-19,Zachary McIntyre,M,SBD,Raw,18,NA,Juniors 18-19,84.6,90,522.5,1,349.02,344.91,331.49,71.64,Yes,USA,CA,USPA,Best3SquatKg,187.5
18-19,Zachary McIntyre,M,SBD,Raw,18,NA,Juniors 18-19,84.6,90,522.5,1,349.02,344.91,331.49,71.64,Yes,USA,CA,USPA,Best3BenchKg,125
18-19,Zachary McIntyre,M,SBD,Raw,18,NA,Juniors 18-19,84.6,90,522.5,1,349.02,344.91,331.49,71.64,Yes,USA,CA,USPA,Best3DeadliftKg,210
18-19,Sam Heinlen,M,SBD,Raw,18.5,19-23,MR-T3,80.4,82.5,525,3,360.95,357.3,344.19,73.86,Yes,USA,OH,USAPL,Best3SquatKg,192.5
18-19,Sam Heinlen,M,SBD,Raw,18.5,19-23,MR-T3,80.4,82.5,525,3,360.95,357.3,344.19,73.86,Yes,USA,OH,USAPL,Best3BenchKg,105
18-19,Sam Heinlen,M,SBD,Raw,18.5,19-23,MR-T3,80.4,82.5,525,3,360.95,357.3,344.19,73.86,Yes,USA,OH,USAPL,Best3DeadliftKg,227.5
18-19,Ash Walz,M,SBD,Raw,17.5,14-18,MR-T3,89.1,90,617.5,1,401.32,396.25,379.93,82.5,Yes,USA,OH,USAPL,Best3SquatKg,242.5
18-19,Ash Walz,M,SBD,Raw,17.5,14-18,MR-T3,89.1,90,617.5,1,401.32,396.25,379.93,82.5,Yes,USA,OH,USAPL,Best3BenchKg,147.5
18-19,Ash Walz,M,SBD,Raw,17.5,14-18,MR-T3,89.1,90,617.5,1,401.32,396.25,379.93,82.5,Yes,USA,OH,USAPL,Best3DeadliftKg,227.5
18-19,Daniel Loro Rodriguez,M,SBD,Raw,17.5,14-18,Open,82.9,83,500,7,337.77,333.99,321.29,69.26,Yes,NA,NA,AEP,Best3SquatKg,197.5
18-19,Daniel Loro Rodriguez,M,SBD,Raw,17.5,14-18,Open,82.9,83,500,7,337.77,333.99,321.29,69.26,Yes,NA,NA,AEP,Best3BenchKg,97.5
18-19,Daniel Loro Rodriguez,M,SBD,Raw,17.5,14-18,Open,82.9,83,500,7,337.77,333.99,321.29,69.26,Yes,NA,NA,AEP,Best3DeadliftKg,205
18-19,Orlando Montes de Oca,M,SBD,Raw,17.5,14-18,MR-T3,72.35,75,495,2,363.56,361.89,350.21,73.53,Yes,USA,FL,USAPL,Best3SquatKg,180
18-19,Orlando Montes de Oca,M,SBD,Raw,17.5,14-18,MR-T3,72.35,75,495,2,363.56,361.89,350.21,73.53,Yes,USA,FL,USAPL,Best3BenchKg,132.5
18-19,Orlando Montes de Oca,M,SBD,Raw,17.5,14-18,MR-T3,72.35,75,495,2,363.56,361.89,350.21,73.53,Yes,USA,FL,USAPL,Best3DeadliftKg,182.5
18-19,Dwayne Wilson,M,SBD,Single-ply,18.5,19-23,M-C,82.9,83,630,1,425.59,420.83,404.83,72.8,Yes,USA,NE,USAPL,Best3SquatKg,270
18-19,Dwayne Wilson,M,SBD,Single-ply,18.5,19-23,M-C,82.9,83,630,1,425.59,420.83,404.83,72.8,Yes,USA,NE,USAPL,Best3BenchKg,127.5
18-19,Dwayne Wilson,M,SBD,Single-ply,18.5,19-23,M-C,82.9,83,630,1,425.59,420.83,404.83,72.8,Yes,USA,NE,USAPL,Best3DeadliftKg,232.5
18-19,Felipe de Jesus Briro,M,SBD,Raw,17.5,14-18,Sub-Juniors,63.25,66,400,3,323.69,325.54,317,63.78,Yes,Brazil,PR,CBLB,Best3SquatKg,125
18-19,Felipe de Jesus Briro,M,SBD,Raw,17.5,14-18,Sub-Juniors,63.25,66,400,3,323.69,325.54,317,63.78,Yes,Brazil,PR,CBLB,Best3BenchKg,97.5
18-19,Felipe de Jesus Briro,M,SBD,Raw,17.5,14-18,Sub-Juniors,63.25,66,400,3,323.69,325.54,317,63.78,Yes,Brazil,PR,CBLB,Best3DeadliftKg,177.5
18-19,Luca Evans,M,SBD,Raw,19,19-23,MR-O,91.8,93,577.5,21,369.76,365.05,349.57,76.03,Yes,England,NA,BP,Best3SquatKg,195
18-19,Luca Evans,M,SBD,Raw,19,19-23,MR-O,91.8,93,577.5,21,369.76,365.05,349.57,76.03,Yes,England,NA,BP,Best3BenchKg,130
18-19,Luca Evans,M,SBD,Raw,19,19-23,MR-O,91.8,93,577.5,21,369.76,365.05,349.57,76.03,Yes,England,NA,BP,Best3DeadliftKg,252.5
18-19,Jabar Ghafari Abdul,M,SBD,Raw,17.5,14-18,Sub-Juniors,63.8,66,370,2,297.42,298.9,290.92,58.72,Yes,Afghanistan,NA,AsianPF,Best3SquatKg,130
18-19,Jabar Ghafari Abdul,M,SBD,Raw,17.5,14-18,Sub-Juniors,63.8,66,370,2,297.42,298.9,290.92,58.72,Yes,Afghanistan,NA,AsianPF,Best3BenchKg,90
18-19,Jabar Ghafari Abdul,M,SBD,Raw,17.5,14-18,Sub-Juniors,63.8,66,370,2,297.42,298.9,290.92,58.72,Yes,Afghanistan,NA,AsianPF,Best3DeadliftKg,150
18-19,Jeb Veatch,M,SBD,Raw,17.5,14-18,MR-T3,89.15,90,452.5,2,294,290.28,278.32,60.44,Yes,USA,VA,USAPL,Best3SquatKg,150
18-19,Jeb Veatch,M,SBD,Raw,17.5,14-18,MR-T3,89.15,90,452.5,2,294,290.28,278.32,60.44,Yes,USA,VA,USAPL,Best3BenchKg,102.5
18-19,Jeb Veatch,M,SBD,Raw,17.5,14-18,MR-T3,89.15,90,452.5,2,294,290.28,278.32,60.44,Yes,USA,VA,USAPL,Best3DeadliftKg,200
18-19,Franz Niemczyk,M,SBD,Single-ply,17.5,14-18,Youth A,98.3,105,542.5,11,336.44,332.48,317.66,57.21,Yes,NA,NA,BVDK,Best3SquatKg,190
18-19,Franz Niemczyk,M,SBD,Single-ply,17.5,14-18,Youth A,98.3,105,542.5,11,336.44,332.48,317.66,57.21,Yes,NA,NA,BVDK,Best3BenchKg,132.5
18-19,Franz Niemczyk,M,SBD,Single-ply,17.5,14-18,Youth A,98.3,105,542.5,11,336.44,332.48,317.66,57.21,Yes,NA,NA,BVDK,Best3DeadliftKg,220
18-19,Georgiy Uvarov,M,SBD,Raw,18.5,19-23,Open,72.3,74,430,8,315.97,314.53,304.39,63.9,Yes,NA,NA,FPR,Best3SquatKg,150
18-19,Georgiy Uvarov,M,SBD,Raw,18.5,19-23,Open,72.3,74,430,8,315.97,314.53,304.39,63.9,Yes,NA,NA,FPR,Best3BenchKg,105
18-19,Georgiy Uvarov,M,SBD,Raw,18.5,19-23,Open,72.3,74,430,8,315.97,314.53,304.39,63.9,Yes,NA,NA,FPR,Best3DeadliftKg,175
18-19,Alex Sharpe,M,SBD,Raw,17.5,14-18,M-C-Open,64.7,67.5,330,2,262.45,263.44,256.23,51.99,Yes,England,NM,EPA,Best3SquatKg,110
18-19,Alex Sharpe,M,SBD,Raw,17.5,14-18,M-C-Open,64.7,67.5,330,2,262.45,263.44,256.23,51.99,Yes,England,NM,EPA,Best3BenchKg,70
18-19,Alex Sharpe,M,SBD,Raw,17.5,14-18,M-C-Open,64.7,67.5,330,2,262.45,263.44,256.23,51.99,Yes,England,NM,EPA,Best3DeadliftKg,150
18-19,Vladimir Sadretinov,M,SBD,Single-ply,18.5,19-23,Open,58.8,60,475,3,407.69,412.73,403.5,69.34,Yes,Russia,NA,FPR,Best3SquatKg,185
18-19,Vladimir Sadretinov,M,SBD,Single-ply,18.5,19-23,Open,58.8,60,475,3,407.69,412.73,403.5,69.34,Yes,Russia,NA,FPR,Best3BenchKg,97.5
18-19,Vladimir Sadretinov,M,SBD,Single-ply,18.5,19-23,Open,58.8,60,475,3,407.69,412.73,403.5,69.34,Yes,Russia,NA,FPR,Best3DeadliftKg,192.5
18-19,Viktor Batischev,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,95.5,100,682.5,1,428.84,423.53,404.98,73.01,Yes,NA,NA,UkrainePF,Best3SquatKg,250
18-19,Viktor Batischev,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,95.5,100,682.5,1,428.84,423.53,404.98,73.01,Yes,NA,NA,UkrainePF,Best3BenchKg,172.5
18-19,Viktor Batischev,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,95.5,100,682.5,1,428.84,423.53,404.98,73.01,Yes,NA,NA,UkrainePF,Best3DeadliftKg,260
18-19,Carlos Medina,M,SBD,Raw,18.5,19-23,Juniors,65.3,66,405,17,319.86,320.82,311.9,63.49,Yes,NA,NA,FEMEPO,Best3SquatKg,137.5
18-19,Carlos Medina,M,SBD,Raw,18.5,19-23,Juniors,65.3,66,405,17,319.86,320.82,311.9,63.49,Yes,NA,NA,FEMEPO,Best3BenchKg,100
18-19,Carlos Medina,M,SBD,Raw,18.5,19-23,Juniors,65.3,66,405,17,319.86,320.82,311.9,63.49,Yes,NA,NA,FEMEPO,Best3DeadliftKg,167.5
18-19,Dan Misenbach,M,SBD,Raw,18.5,NA,RT 18-19,90,90,392.5,1,253.79,250.57,240.15,52.18,Yes,USA,CA,AAU,Best3SquatKg,112.5
18-19,Dan Misenbach,M,SBD,Raw,18.5,NA,RT 18-19,90,90,392.5,1,253.79,250.57,240.15,52.18,Yes,USA,CA,AAU,Best3BenchKg,92.5
18-19,Dan Misenbach,M,SBD,Raw,18.5,NA,RT 18-19,90,90,392.5,1,253.79,250.57,240.15,52.18,Yes,USA,CA,AAU,Best3DeadliftKg,187.5
18-19,Viktor Akselrod,M,SBD,Raw,18.5,19-23,Juniors,75.7,83,510,5,363.73,361.08,348.75,74,Yes,NA,NA,FPR,Best3SquatKg,170
18-19,Viktor Akselrod,M,SBD,Raw,18.5,19-23,Juniors,75.7,83,510,5,363.73,361.08,348.75,74,Yes,NA,NA,FPR,Best3BenchKg,130
18-19,Viktor Akselrod,M,SBD,Raw,18.5,19-23,Juniors,75.7,83,510,5,363.73,361.08,348.75,74,Yes,NA,NA,FPR,Best3DeadliftKg,210
18-19,Landon Taylor,M,SBD,Raw,17.5,14-18,MR-T3,106.2,110,650,1,390.24,386.89,369.49,79.83,Yes,USA,OH,USAPL,Best3SquatKg,247.5
18-19,Landon Taylor,M,SBD,Raw,17.5,14-18,MR-T3,106.2,110,650,1,390.24,386.89,369.49,79.83,Yes,USA,OH,USAPL,Best3BenchKg,147.5
18-19,Landon Taylor,M,SBD,Raw,17.5,14-18,MR-T3,106.2,110,650,1,390.24,386.89,369.49,79.83,Yes,USA,OH,USAPL,Best3DeadliftKg,255
18-19,Feras Alwahhabi,M,SBD,Raw,18,14-18,Sub-Juniors,82.23,83,560,4,380.05,375.89,361.73,77.89,Yes,Saudi Arabia,NA,AsianPF,Best3SquatKg,210
18-19,Feras Alwahhabi,M,SBD,Raw,18,14-18,Sub-Juniors,82.23,83,560,4,380.05,375.89,361.73,77.89,Yes,Saudi Arabia,NA,AsianPF,Best3BenchKg,112.5
18-19,Feras Alwahhabi,M,SBD,Raw,18,14-18,Sub-Juniors,82.23,83,560,4,380.05,375.89,361.73,77.89,Yes,Saudi Arabia,NA,AsianPF,Best3DeadliftKg,237.5
18-19,Matty Stokoe,M,SBD,Raw,18,NA,M_TR_3_ABPU,72.2,75,425,1,312.58,311.19,301.17,63.2,Yes,NA,NA,BPU,Best3SquatKg,132.5
18-19,Matty Stokoe,M,SBD,Raw,18,NA,M_TR_3_ABPU,72.2,75,425,1,312.58,311.19,301.17,63.2,Yes,NA,NA,BPU,Best3BenchKg,92.5
18-19,Matty Stokoe,M,SBD,Raw,18,NA,M_TR_3_ABPU,72.2,75,425,1,312.58,311.19,301.17,63.2,Yes,NA,NA,BPU,Best3DeadliftKg,200
18-19,Andrea Braghi,M,SBD,Raw,18.5,19-23,Juniors,58.1,59,372.5,1,322.96,327.33,320.22,62.15,Yes,NA,NA,FFForce,Best3SquatKg,130
18-19,Andrea Braghi,M,SBD,Raw,18.5,19-23,Juniors,58.1,59,372.5,1,322.96,327.33,320.22,62.15,Yes,NA,NA,FFForce,Best3BenchKg,72.5
18-19,Andrea Braghi,M,SBD,Raw,18.5,19-23,Juniors,58.1,59,372.5,1,322.96,327.33,320.22,62.15,Yes,NA,NA,FFForce,Best3DeadliftKg,170
18-19,Oscar McMaster,M,SBD,Raw,18,19-23,Junior,102.85,105,530,1,322.36,319.08,304.67,66.07,Yes,Australia,NA,APLA,Best3SquatKg,180
18-19,Oscar McMaster,M,SBD,Raw,18,19-23,Junior,102.85,105,530,1,322.36,319.08,304.67,66.07,Yes,Australia,NA,APLA,Best3BenchKg,125
18-19,Oscar McMaster,M,SBD,Raw,18,19-23,Junior,102.85,105,530,1,322.36,319.08,304.67,66.07,Yes,Australia,NA,APLA,Best3DeadliftKg,225
18-19,I. Zaytsev,M,SBD,Single-ply,17.5,14-18,Teen,64.7,66,510,1,405.6,407.13,395.99,69.29,Yes,NA,NA,KPF,Best3SquatKg,190
18-19,I. Zaytsev,M,SBD,Single-ply,17.5,14-18,Teen,64.7,66,510,1,405.6,407.13,395.99,69.29,Yes,NA,NA,KPF,Best3BenchKg,120
18-19,I. Zaytsev,M,SBD,Single-ply,17.5,14-18,Teen,64.7,66,510,1,405.6,407.13,395.99,69.29,Yes,NA,NA,KPF,Best3DeadliftKg,200
18-19,Bryan Calderon,M,SBD,Raw,18,14-18,MR-O,81.05,83,617.5,5,422.56,418.15,402.67,86.51,Yes,USA,GA,AMP,Best3SquatKg,227.5
18-19,Bryan Calderon,M,SBD,Raw,18,14-18,MR-O,81.05,83,617.5,5,422.56,418.15,402.67,86.51,Yes,USA,GA,AMP,Best3BenchKg,137.5
18-19,Bryan Calderon,M,SBD,Raw,18,14-18,MR-O,81.05,83,617.5,5,422.56,418.15,402.67,86.51,Yes,USA,GA,AMP,Best3DeadliftKg,252.5
18-19,Jordan Mason,M,SBD,Single-ply,17.5,14-18,M-T2,98.9,100,596.5,2,368.93,364.65,348.36,62.71,Yes,NA,NA,USAPL,Best3SquatKg,254
18-19,Jordan Mason,M,SBD,Single-ply,17.5,14-18,M-T2,98.9,100,596.5,2,368.93,364.65,348.36,62.71,Yes,NA,NA,USAPL,Best3BenchKg,115.7
18-19,Jordan Mason,M,SBD,Single-ply,17.5,14-18,M-T2,98.9,100,596.5,2,368.93,364.65,348.36,62.71,Yes,NA,NA,USAPL,Best3DeadliftKg,226.8
18-19,Kiril Kochenov,M,SBD,Raw,17.5,14-18,Sub-Juniors,62.25,66,377.5,5,309.32,311.52,303.6,60.7,Yes,NA,NA,FPR,Best3SquatKg,122.5
18-19,Kiril Kochenov,M,SBD,Raw,17.5,14-18,Sub-Juniors,62.25,66,377.5,5,309.32,311.52,303.6,60.7,Yes,NA,NA,FPR,Best3BenchKg,90
18-19,Kiril Kochenov,M,SBD,Raw,17.5,14-18,Sub-Juniors,62.25,66,377.5,5,309.32,311.52,303.6,60.7,Yes,NA,NA,FPR,Best3DeadliftKg,165
18-19,Nicolai Inniss,M,SBD,Raw,18.5,19-23,MR-O,73.31,74,355,2,258.47,257.07,248.63,52.37,Yes,USA,FL,USAPL,Best3SquatKg,135
18-19,Nicolai Inniss,M,SBD,Raw,18.5,19-23,MR-O,73.31,74,355,2,258.47,257.07,248.63,52.37,Yes,USA,FL,USAPL,Best3BenchKg,67.5
18-19,Nicolai Inniss,M,SBD,Raw,18.5,19-23,MR-O,73.31,74,355,2,258.47,257.07,248.63,52.37,Yes,USA,FL,USAPL,Best3DeadliftKg,152.5
18-19,Gage Joyner,M,SBD,Raw,18,NA,Open,84.6,90,417.5,2,278.88,275.6,264.87,57.24,Yes,USA,NC,RAW,Best3SquatKg,157.5
18-19,Gage Joyner,M,SBD,Raw,18,NA,Open,84.6,90,417.5,2,278.88,275.6,264.87,57.24,Yes,USA,NC,RAW,Best3BenchKg,95
18-19,Gage Joyner,M,SBD,Raw,18,NA,Open,84.6,90,417.5,2,278.88,275.6,264.87,57.24,Yes,USA,NC,RAW,Best3DeadliftKg,165
18-19,Jacob Bortnick,M,SBD,Raw,17.5,14-18,MR-T3,91.7,93,510,1,326.71,322.56,308.89,67.18,Yes,USA,VT,USAPL,Best3SquatKg,187.5
18-19,Jacob Bortnick,M,SBD,Raw,17.5,14-18,MR-T3,91.7,93,510,1,326.71,322.56,308.89,67.18,Yes,USA,VT,USAPL,Best3BenchKg,127.5
18-19,Jacob Bortnick,M,SBD,Raw,17.5,14-18,MR-T3,91.7,93,510,1,326.71,322.56,308.89,67.18,Yes,USA,VT,USAPL,Best3DeadliftKg,195
18-19,Josh Fogel,M,SBD,Raw,18.5,19-23,MR-T3,76.5,83,387.5,2,274.55,272.39,262.97,55.92,Yes,USA,SC,USAPL,Best3SquatKg,127.5
18-19,Josh Fogel,M,SBD,Raw,18.5,19-23,MR-T3,76.5,83,387.5,2,274.55,272.39,262.97,55.92,Yes,USA,SC,USAPL,Best3BenchKg,92.5
18-19,Josh Fogel,M,SBD,Raw,18.5,19-23,MR-T3,76.5,83,387.5,2,274.55,272.39,262.97,55.92,Yes,USA,SC,USAPL,Best3DeadliftKg,167.5
18-19,Alaistair Mealey,M,SBD,Raw,19,19-23,M-T3,88.4,90,395,1,257.75,254.52,244.12,52.98,Yes,England,NA,WDFPF,Best3SquatKg,142.5
18-19,Alaistair Mealey,M,SBD,Raw,19,19-23,M-T3,88.4,90,395,1,257.75,254.52,244.12,52.98,Yes,England,NA,WDFPF,Best3BenchKg,102.5
18-19,Alaistair Mealey,M,SBD,Raw,19,19-23,M-T3,88.4,90,395,1,257.75,254.52,244.12,52.98,Yes,England,NA,WDFPF,Best3DeadliftKg,150
18-19,Hassan Aslam,M,SBD,Single-ply,18.5,19-23,Juniors,74.4,75,465,16,335.33,333.21,322.07,57.43,Yes,Pakistan,NA,IPF,Best3SquatKg,185
18-19,Hassan Aslam,M,SBD,Single-ply,18.5,19-23,Juniors,74.4,75,465,16,335.33,333.21,322.07,57.43,Yes,Pakistan,NA,IPF,Best3BenchKg,100
18-19,Hassan Aslam,M,SBD,Single-ply,18.5,19-23,Juniors,74.4,75,465,16,335.33,333.21,322.07,57.43,Yes,Pakistan,NA,IPF,Best3DeadliftKg,180
18-19,Roman Bazhukov,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,65.5,66,505,5,397.93,399.02,387.87,68.01,Yes,NA,NA,FPR,Best3SquatKg,200
18-19,Roman Bazhukov,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,65.5,66,505,5,397.93,399.02,387.87,68.01,Yes,NA,NA,FPR,Best3BenchKg,115
18-19,Roman Bazhukov,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,65.5,66,505,5,397.93,399.02,387.87,68.01,Yes,NA,NA,FPR,Best3DeadliftKg,190
18-19,Jonathan Padro,M,SBD,Single-ply,19,19-23,M-C,67.3,67.5,525,2,405.51,405.75,393.91,69.36,Yes,NA,NA,USAPL,Best3SquatKg,195
18-19,Jonathan Padro,M,SBD,Single-ply,19,19-23,M-C,67.3,67.5,525,2,405.51,405.75,393.91,69.36,Yes,NA,NA,USAPL,Best3BenchKg,135
18-19,Jonathan Padro,M,SBD,Single-ply,19,19-23,M-C,67.3,67.5,525,2,405.51,405.75,393.91,69.36,Yes,NA,NA,USAPL,Best3DeadliftKg,195
18-19,Logi Snær Gunnarsson,M,SBD,Raw,17.5,14-18,Sub-Juniors,89.65,93,555,1,359.57,355.01,340.3,73.92,Yes,NA,NA,KRAFT,Best3SquatKg,190
18-19,Logi Snær Gunnarsson,M,SBD,Raw,17.5,14-18,Sub-Juniors,89.65,93,555,1,359.57,355.01,340.3,73.92,Yes,NA,NA,KRAFT,Best3BenchKg,112.5
18-19,Logi Snær Gunnarsson,M,SBD,Raw,17.5,14-18,Sub-Juniors,89.65,93,555,1,359.57,355.01,340.3,73.92,Yes,NA,NA,KRAFT,Best3DeadliftKg,252.5
18-19,Matt Waters #2,M,SBD,Raw,18,NA,MR-O,83.23,90,412.77,4,278.22,275.07,264.57,57.06,Yes,USA,MA,USAPL,Best3SquatKg,106.59
18-19,Matt Waters #2,M,SBD,Raw,18,NA,MR-O,83.23,90,412.77,4,278.22,275.07,264.57,57.06,Yes,USA,MA,USAPL,Best3BenchKg,108.86
18-19,Matt Waters #2,M,SBD,Raw,18,NA,MR-O,83.23,90,412.77,4,278.22,275.07,264.57,57.06,Yes,USA,MA,USAPL,Best3DeadliftKg,197.31
18-19,Oleksandr Barabaniv,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,51.8,52,355,1,341.26,349.76,344.53,57.46,Yes,NA,NA,UkrainePF,Best3SquatKg,120
18-19,Oleksandr Barabaniv,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,51.8,52,355,1,341.26,349.76,344.53,57.46,Yes,NA,NA,UkrainePF,Best3BenchKg,72.5
18-19,Oleksandr Barabaniv,M,SBD,Single-ply,17.5,14-18,Sub-Juniors,51.8,52,355,1,341.26,349.76,344.53,57.46,Yes,NA,NA,UkrainePF,Best3DeadliftKg,162.5
18-19,John Strauch VI,M,SBD,Raw,18.5,19-23,MR-C,86.9,90,640,2,421.38,416.19,399.5,86.57,Yes,USA,CO,USAPL,Best3SquatKg,247.5
18-19,John Strauch VI,M,SBD,Raw,18.5,19-23,MR-C,86.9,90,640,2,421.38,416.19,399.5,86.57,Yes,USA,CO,USAPL,Best3BenchKg,137.5
18-19,John Strauch VI,M,SBD,Raw,18.5,19-23,MR-C,86.9,90,640,2,421.38,416.19,399.5,86.57,Yes,USA,CO,USAPL,Best3DeadliftKg,255
18-19,Zane Scott,M,SBD,Raw,19,19-23,Juniors 18-19,86.8,90,350,1,230.58,227.74,218.63,47.37,Yes,USA,MI,USPA,Best3SquatKg,117.5
18-19,Zane Scott,M,SBD,Raw,19,19-23,Juniors 18-19,86.8,90,350,1,230.58,227.74,218.63,47.37,Yes,USA,MI,USPA,Best3BenchKg,82.5
18-19,Zane Scott,M,SBD,Raw,19,19-23,Juniors 18-19,86.8,90,350,1,230.58,227.74,218.63,47.37,Yes,USA,MI,USPA,Best3DeadliftKg,150
18-19,Danny Wahl,M,SBD,Single-ply,18.5,NA,M-C,77.2,82.5,570,17,401.58,398.24,384.31,68.76,Yes,NA,NA,USAPL,Best3SquatKg,225
18-19,Danny Wahl,M,SBD,Single-ply,18.5,NA,M-C,77.2,82.5,570,17,401.58,398.24,384.31,68.76,Yes,NA,NA,USAPL,Best3BenchKg,122.5
18-19,Danny Wahl,M,SBD,Single-ply,18.5,NA,M-C,77.2,82.5,570,17,401.58,398.24,384.31,68.76,Yes,NA,NA,USAPL,Best3DeadliftKg,222.5
18-19,Austin Perret,M,SBD,Raw,18,NA,Juniors 18-19,99.9,100,517.5,1,318.67,315.07,300.93,65.41,Yes,USA,GA,USPA,Best3SquatKg,185
18-19,Austin Perret,M,SBD,Raw,18,NA,Juniors 18-19,99.9,100,517.5,1,318.67,315.07,300.93,65.41,Yes,USA,GA,USPA,Best3BenchKg,107.5
18-19,Austin Perret,M,SBD,Raw,18,NA,Juniors 18-19,99.9,100,517.5,1,318.67,315.07,300.93,65.41,Yes,USA,GA,USPA,Best3DeadliftKg,225
18-19,Samarjit Kandi,M,SBD,Raw,17.5,14-18,Sub-Juniors,90.3,93,397.5,12,256.59,253.33,242.76,52.76,Yes,NA,NA,PI,Best3SquatKg,160
18-19,Samarjit Kandi,M,SBD,Raw,17.5,14-18,Sub-Juniors,90.3,93,397.5,12,256.59,253.33,242.76,52.76,Yes,NA,NA,PI,Best3BenchKg,117.5
18-19,Samarjit Kandi,M,SBD,Raw,17.5,14-18,Sub-Juniors,90.3,93,397.5,12,256.59,253.33,242.76,52.76,Yes,NA,NA,PI,Best3DeadliftKg,120
18-19,Umang Yadav,M,SBD,Raw,17.5,14-18,Sub-Juniors,65.8,66,442.5,9,347.49,348.32,338.51,69.09,Yes,NA,NA,PI,Best3SquatKg,170
18-19,Umang Yadav,M,SBD,Raw,17.5,14-18,Sub-Juniors,65.8,66,442.5,9,347.49,348.32,338.51,69.09,Yes,NA,NA,PI,Best3BenchKg,92.5
18-19,Umang Yadav,M,SBD,Raw,17.5,14-18,Sub-Juniors,65.8,66,442.5,9,347.49,348.32,338.51,69.09,Yes,NA,NA,PI,Best3DeadliftKg,180
18-19,Xavier Schaeffer,M,SBD,Raw,18.5,19-23,MR-T3,80.35,82.5,580,1,398.91,394.88,380.41,81.62,Yes,USA,PA,USAPL,Best3SquatKg,202.5
18-19,Xavier Schaeffer,M,SBD,Raw,18.5,19-23,MR-T3,80.35,82.5,580,1,398.91,394.88,380.41,81.62,Yes,USA,PA,USAPL,Best3BenchKg,117.5
18-19,Xavier Schaeffer,M,SBD,Raw,18.5,19-23,MR-T3,80.35,82.5,580,1,398.91,394.88,380.41,81.62,Yes,USA,PA,USAPL,Best3DeadliftKg,260
18-19,Manchoju Akhil Kumar Chary,M,SBD,Raw,17.5,14-18,Sub-Juniors,54.4,59,290,16,266.38,271.7,266.85,50.12,Yes,NA,NA,PI,Best3SquatKg,90
18-19,Manchoju Akhil Kumar Chary,M,SBD,Raw,17.5,14-18,Sub-Juniors,54.4,59,290,16,266.38,271.7,266.85,50.12,Yes,NA,NA,PI,Best3BenchKg,60
18-19,Manchoju Akhil Kumar Chary,M,SBD,Raw,17.5,14-18,Sub-Juniors,54.4,59,290,16,266.38,271.7,266.85,50.12,Yes,NA,NA,PI,Best3DeadliftKg,140
18-19,Ilan Pless,M,SBD,Raw,18,19-23,Juniors,73.5,74,555,2,403.41,401.15,387.94,81.77,Yes,Switzerland,NA,KDKS,Best3SquatKg,205
18-19,Ilan Pless,M,SBD,Raw,18,19-23,Juniors,73.5,74,555,2,403.41,401.15,387.94,81.77,Yes,Switzerland,NA,KDKS,Best3BenchKg,120
