tourney_date,match_year,surface,winner_name,loser_name,winner_rank,loser_rank,lower_rank_player,lower_rank_won,lower_rank,higher_rank,lower_rank_wins,rank_diff
2014-06-23,2014,Grass,Gael Monfils,Malek Jaziri,21,121,Malek Jaziri,0,21,121,1,100
2014-06-23,2014,Grass,Frank Dancevic,Ivo Karlovic,107,32,Frank Dancevic,1,32,107,0,75
2014-06-23,2014,Grass,Mikhail Kukushkin,Dudi Sela,63,101,Dudi Sela,0,63,101,1,38
2014-06-23,2014,Grass,Lukas Rosol,Benoit Paire,52,71,Benoit Paire,0,52,71,1,19
2014-06-23,2014,Grass,Rafael Nadal,Martin Klizan,1,51,Martin Klizan,0,1,51,1,50
2014-06-23,2014,Grass,Novak Djokovic,Radek Stepanek,2,38,Radek Stepanek,0,2,38,1,36
2014-06-23,2014,Grass,Gilles Simon,Robin Haase,44,53,Robin Haase,0,44,53,1,9
2014-06-23,2014,Grass,Jimmy Wang,Mikhail Youzhny,147,16,Jimmy Wang,1,16,147,0,131
2014-06-23,2014,Grass,Jo-Wilfried Tsonga,Sam Querrey,17,67,Sam Querrey,0,17,67,1,50
2014-06-23,2014,Grass,Sergiy Stakhovsky,Ernests Gulbis,90,10,Sergiy Stakhovsky,1,10,90,0,80
2014-06-23,2014,Grass,Jeremy Chardy,Marinko Matosevic,42,58,Marinko Matosevic,0,42,58,1,16
2014-06-23,2014,Grass,Marin Cilic,Andreas Haider Maurer,29,95,Andreas Haider Maurer,0,29,95,1,66
2014-06-23,2014,Grass,Tomas Berdych,Bernard Tomic,6,86,Bernard Tomic,0,6,86,1,80
2014-06-23,2014,Grass,Andy Murray,Blaz Rola,5,92,Blaz Rola,0,5,92,1,87
2014-06-23,2014,Grass,Roberto Bautista Agut,Jan Hernych,23,285,Jan Hernych,0,23,285,1,262
2014-06-23,2014,Grass,Kevin Anderson,Edouard Roger Vasselin,18,50,Edouard Roger Vasselin,0,18,50,1,32
2014-06-23,2014,Grass,Fabio Fognini,Tim Puetz,15,251,Tim Puetz,0,15,251,1,236
2014-06-23,2014,Grass,Grigor Dimitrov,Luke Saville,13,236,Luke Saville,0,13,236,1,223
2014-06-23,2014,Grass,Alexandr Dolgopolov,Benjamin Becker,19,65,Benjamin Becker,0,19,65,1,46
2014-06-23,2014,Grass,Leonardo Mayer,Marcos Baghdatis,64,119,Marcos Baghdatis,0,64,119,1,55
2014-06-23,2014,Grass,Andrey Kuznetsov,David Ferrer,118,7,Andrey Kuznetsov,1,7,118,0,111
2014-06-23,2014,Grass,Stan Wawrinka,Yen Hsun Lu,3,47,Yen Hsun Lu,0,3,47,1,44
2014-06-23,2014,Grass,Denis Istomin,Julian Reister,45,110,Julian Reister,0,45,110,1,65
2014-06-23,2014,Grass,Feliciano Lopez,Ante Pavic,26,163,Ante Pavic,0,26,163,1,137
2014-06-23,2014,Grass,John Isner,Jarkko Nieminen,11,62,Jarkko Nieminen,0,11,62,1,51
2014-06-23,2014,Grass,Jerzy Janowicz,Lleyton Hewitt,25,48,Lleyton Hewitt,0,25,48,1,23
2014-06-23,2014,Grass,Tommy Robredo,Adrian Mannarino,22,81,Adrian Mannarino,0,22,81,1,59
2014-06-23,2014,Grass,Santiago Giraldo,Marcel Granollers,35,30,Santiago Giraldo,1,30,35,0,5
2014-06-23,2014,Grass,Roger Federer,Gilles Muller,4,103,Gilles Muller,0,4,103,1,99
2014-06-23,2014,Grass,Milos Raonic,Jack Sock,9,77,Jack Sock,0,9,77,1,68
2014-06-23,2014,Grass,Lukasz Kubot,Dusan Lajovic,72,84,Dusan Lajovic,0,72,84,1,12
2014-06-23,2014,Grass,Simone Bolelli,Philipp Kohlschreiber,132,28,Simone Bolelli,1,28,132,0,104
2014-06-23,2014,Grass,Kei Nishikori,Denis Kudla,12,136,Denis Kudla,0,12,136,1,124
2014-06-23,2014,Grass,Nick Kyrgios,Richard Gasquet,144,14,Nick Kyrgios,1,14,144,0,130
2014-06-23,2014,Grass,Jiri Vesely,Gael Monfils,68,21,Jiri Vesely,1,21,68,0,47
2014-06-23,2014,Grass,Mikhail Kukushkin,Frank Dancevic,63,107,Frank Dancevic,0,63,107,1,44
2014-06-23,2014,Grass,Rafael Nadal,Lukas Rosol,1,52,Lukas Rosol,0,1,52,1,51
2014-06-23,2014,Grass,Novak Djokovic,Gilles Simon,2,44,Gilles Simon,0,2,44,1,42
2014-06-23,2014,Grass,Jo-Wilfried Tsonga,Jimmy Wang,17,147,Jimmy Wang,0,17,147,1,130
2014-06-23,2014,Grass,Jeremy Chardy,Sergiy Stakhovsky,42,90,Sergiy Stakhovsky,0,42,90,1,48
2014-06-23,2014,Grass,Marin Cilic,Tomas Berdych,29,6,Marin Cilic,1,6,29,0,23
2014-06-23,2014,Grass,Andy Murray,Roberto Bautista Agut,5,23,Roberto Bautista Agut,0,5,23,1,18
2014-06-23,2014,Grass,Kevin Anderson,Fabio Fognini,18,15,Kevin Anderson,1,15,18,0,3
2014-06-23,2014,Grass,Grigor Dimitrov,Alexandr Dolgopolov,13,19,Alexandr Dolgopolov,0,13,19,1,6
2014-06-23,2014,Grass,Leonardo Mayer,Andrey Kuznetsov,64,118,Andrey Kuznetsov,0,64,118,1,54
2014-06-23,2014,Grass,Stan Wawrinka,Denis Istomin,3,45,Denis Istomin,0,3,45,1,42
2014-06-23,2014,Grass,Feliciano Lopez,John Isner,26,11,Feliciano Lopez,1,11,26,0,15
2014-06-23,2014,Grass,Tommy Robredo,Jerzy Janowicz,22,25,Jerzy Janowicz,0,22,25,1,3
2014-06-23,2014,Grass,Roger Federer,Santiago Giraldo,4,35,Santiago Giraldo,0,4,35,1,31
2014-06-23,2014,Grass,Milos Raonic,Lukasz Kubot,9,72,Lukasz Kubot,0,9,72,1,63
2014-06-23,2014,Grass,Kei Nishikori,Simone Bolelli,12,132,Simone Bolelli,0,12,132,1,120
2014-06-23,2014,Grass,Nick Kyrgios,Jiri Vesely,144,68,Nick Kyrgios,1,68,144,0,76
2014-06-23,2014,Grass,Rafael Nadal,Mikhail Kukushkin,1,63,Mikhail Kukushkin,0,1,63,1,62
2014-06-23,2014,Grass,Novak Djokovic,Jo-Wilfried Tsonga,2,17,Jo-Wilfried Tsonga,0,2,17,1,15
2014-06-23,2014,Grass,Marin Cilic,Jeremy Chardy,29,42,Jeremy Chardy,0,29,42,1,13
2014-06-23,2014,Grass,Andy Murray,Kevin Anderson,5,18,Kevin Anderson,0,5,18,1,13
2014-06-23,2014,Grass,Grigor Dimitrov,Leonardo Mayer,13,64,Leonardo Mayer,0,13,64,1,51
2014-06-23,2014,Grass,Stan Wawrinka,Feliciano Lopez,3,26,Feliciano Lopez,0,3,26,1,23
2014-06-23,2014,Grass,Roger Federer,Tommy Robredo,4,22,Tommy Robredo,0,4,22,1,18
2014-06-23,2014,Grass,Milos Raonic,Kei Nishikori,9,12,Kei Nishikori,0,9,12,1,3
2014-06-23,2014,Grass,Nick Kyrgios,Rafael Nadal,144,1,Nick Kyrgios,1,1,144,0,143
2014-06-23,2014,Grass,Novak Djokovic,Marin Cilic,2,29,Marin Cilic,0,2,29,1,27
2014-06-23,2014,Grass,Grigor Dimitrov,Andy Murray,13,5,Grigor Dimitrov,1,5,13,0,8
2014-06-23,2014,Grass,Roger Federer,Stan Wawrinka,4,3,Roger Federer,1,3,4,0,1
2014-06-23,2014,Grass,Milos Raonic,Nick Kyrgios,9,144,Nick Kyrgios,0,9,144,1,135
2014-06-23,2014,Grass,Novak Djokovic,Grigor Dimitrov,2,13,Grigor Dimitrov,0,2,13,1,11
2014-06-23,2014,Grass,Roger Federer,Milos Raonic,4,9,Milos Raonic,0,4,9,1,5
2014-06-23,2014,Grass,Novak Djokovic,Roger Federer,2,4,Roger Federer,0,2,4,1,2
2014-07-07,2014,Clay,Victor Hanescu,Pablo Andujar,104,75,Victor Hanescu,1,75,104,0,29
2014-07-07,2014,Clay,Radu Albot,Kenny De Schepper,229,110,Radu Albot,1,110,229,0,119
2014-07-07,2014,Clay,Carlos Berlocq,Julian Reister,41,122,Julian Reister,0,41,122,1,81
2014-07-07,2014,Clay,Dusan Lajovic,Albert Montanes,73,103,Albert Montanes,0,73,103,1,30
2014-07-07,2014,Clay,Elias Ymer,Mikhail Kukushkin,310,52,Elias Ymer,1,52,310,0,258
2014-07-07,2014,Clay,Joao Sousa,Pere Riba,40,93,Pere Riba,0,40,93,1,53
2014-07-07,2014,Clay,Pablo Carreno Busta,Dustin Brown,62,100,Dustin Brown,0,62,100,1,38
2014-07-07,2014,Clay,Paolo Lorenzi,Markus Eriksson,80,399,Markus Eriksson,0,80,399,1,319
2014-07-07,2014,Clay,Albert Ramos,Jiri Vesely,89,67,Albert Ramos,1,67,89,0,22
2014-07-07,2014,Clay,Pablo Cuevas,Jeremy Chardy,111,35,Pablo Cuevas,1,35,111,0,76
2014-07-07,2014,Clay,Christian Lindell,Inigo Cervantes Huegun,402,363,Christian Lindell,1,363,402,0,39
2014-07-07,2014,Clay,Renzo Olivo,Paul Henri Mathieu,282,77,Renzo Olivo,1,77,282,0,205
2014-07-07,2014,Clay,David Ferrer,Victor Hanescu,7,104,Victor Hanescu,0,7,104,1,97
2014-07-07,2014,Clay,Carlos Berlocq,Radu Albot,41,229,Radu Albot,0,41,229,1,188
2014-07-07,2014,Clay,Dusan Lajovic,Jerzy Janowicz,73,51,Dusan Lajovic,1,51,73,0,22
2014-07-07,2014,Clay,Joao Sousa,Elias Ymer,40,310,Elias Ymer,0,40,310,1,270
2014-07-07,2014,Clay,Pablo Carreno Busta,Paolo Lorenzi,62,80,Paolo Lorenzi,0,62,80,1,18
2014-07-07,2014,Clay,Fernando Verdasco,Albert Ramos,29,89,Albert Ramos,0,29,89,1,60
2014-07-07,2014,Clay,Pablo Cuevas,Christian Lindell,111,402,Christian Lindell,0,111,402,1,291
2014-07-07,2014,Clay,Renzo Olivo,Tommy Robredo,282,18,Renzo Olivo,1,18,282,0,264
2014-07-07,2014,Clay,Carlos Berlocq,David Ferrer,41,7,Carlos Berlocq,1,7,41,0,34
2014-07-07,2014,Clay,Joao Sousa,Dusan Lajovic,40,73,Dusan Lajovic,0,40,73,1,33
2014-07-07,2014,Clay,Fernando Verdasco,Pablo Carreno Busta,29,62,Pablo Carreno Busta,0,29,62,1,33
2014-07-07,2014,Clay,Pablo Cuevas,Renzo Olivo,111,282,Renzo Olivo,0,111,282,1,171
2014-07-07,2014,Clay,Joao Sousa,Carlos Berlocq,40,41,Carlos Berlocq,0,40,41,1,1
2014-07-07,2014,Clay,Pablo Cuevas,Fernando Verdasco,111,29,Pablo Cuevas,1,29,111,0,82
2014-07-07,2014,Clay,Pablo Cuevas,Joao Sousa,111,40,Pablo Cuevas,1,40,111,0,71
2014-07-07,2014,Grass,John Isner,Wayne Odesnik,12,216,Wayne Odesnik,0,12,216,1,204
2014-07-07,2014,Grass,Austin Krajicek,Tim Smyczek,208,107,Austin Krajicek,1,107,208,0,101
2014-07-07,2014,Grass,Rajeev Ram,Matthew Ebden,157,78,Rajeev Ram,1,78,157,0,79
2014-07-07,2014,Grass,Jack Sock,Alex Kuznetsov,76,149,Alex Kuznetsov,0,76,149,1,73
2014-07-07,2014,Grass,Lleyton Hewitt,Ryan Harrison,43,144,Ryan Harrison,0,43,144,1,101
2014-07-07,2014,Grass,Ante Pavic,Marius Copil,145,161,Marius Copil,0,145,161,1,16
2014-07-07,2014,Grass,Tatsuma Ito,Mitchell Krueger,129,398,Mitchell Krueger,0,129,398,1,269
2014-07-07,2014,Grass,Steve Johnson,Clay Thompson,69,2159,Clay Thompson,0,69,2159,1,2090
2014-07-07,2014,Grass,Sam Groth,Donald Young,123,70,Sam Groth,1,70,123,0,53
2014-07-07,2014,Grass,Malek Jaziri,Ricardas Berankis,117,141,Ricardas Berankis,0,117,141,1,24
2014-07-07,2014,Grass,Luke Saville,Peter Polansky,184,133,Luke Saville,1,133,184,0,51
2014-07-07,2014,Grass,Nicolas Mahut,Facundo Arguello,59,119,Facundo Arguello,0,59,119,1,60
2014-07-07,2014,Grass,Adrian Mannarino,Jimmy Wang,92,138,Jimmy Wang,0,92,138,1,46
2014-07-07,2014,Grass,Dudi Sela,Michal Przysiezny,98,134,Michal Przysiezny,0,98,134,1,36
2014-07-07,2014,Grass,Sergiy Stakhovsky,Farrukh Dustov,88,142,Farrukh Dustov,0,88,142,1,54
2014-07-07,2014,Grass,Ivo Karlovic,Robby Ginepri,31,275,Robby Ginepri,0,31,275,1,244
2014-07-07,2014,Grass,John Isner,Austin Krajicek,12,208,Austin Krajicek,0,12,208,1,196
2014-07-07,2014,Grass,Jack Sock,Rajeev Ram,76,157,Rajeev Ram,0,76,157,1,81
2014-07-07,2014,Grass,Lleyton Hewitt,Ante Pavic,43,145,Ante Pavic,0,43,145,1,102
2014-07-07,2014,Grass,Steve Johnson,Tatsuma Ito,69,129,Tatsuma Ito,0,69,129,1,60
2014-07-07,2014,Grass,Sam Groth,Malek Jaziri,123,117,Sam Groth,1,117,123,0,6
2014-07-07,2014,Grass,Nicolas Mahut,Luke Saville,59,184,Luke Saville,0,59,184,1,125
2014-07-07,2014,Grass,Dudi Sela,Adrian Mannarino,98,92,Dudi Sela,1,92,98,0,6
2014-07-07,2014,Grass,Ivo Karlovic,Sergiy Stakhovsky,31,88,Sergiy Stakhovsky,0,31,88,1,57
2014-07-07,2014,Grass,Jack Sock,John Isner,76,12,Jack Sock,1,12,76,0,64
2014-07-07,2014,Grass,Lleyton Hewitt,Steve Johnson,43,69,Steve Johnson,0,43,69,1,26
2014-07-07,2014,Grass,Sam Groth,Nicolas Mahut,123,59,Sam Groth,1,59,123,0,64
2014-07-07,2014,Grass,Ivo Karlovic,Dudi Sela,31,98,Dudi Sela,0,31,98,1,67
2014-07-07,2014,Grass,Lleyton Hewitt,Jack Sock,43,76,Jack Sock,0,43,76,1,33
2014-07-07,2014,Grass,Ivo Karlovic,Sam Groth,31,123,Sam Groth,0,31,123,1,92
2014-07-07,2014,Grass,Lleyton Hewitt,Ivo Karlovic,43,31,Lleyton Hewitt,1,31,43,0,12
2014-07-07,2014,Clay,Andrey Golubev,Philipp Petzschner,61,508,Philipp Petzschner,0,61,508,1,447
2014-07-07,2014,Clay,Philip Davydenko,Blaz Rola,658,81,Philip Davydenko,1,81,658,0,577
2014-07-07,2014,Clay,Santiago Giraldo,Mate Delic,34,189,Mate Delic,0,34,189,1,155
2014-07-07,2014,Clay,Louk Sorensen,Igor Sijsling,236,68,Louk Sorensen,1,68,236,0,168
2014-07-07,2014,Clay,Yann Marti,Henri Laaksonen,232,259,Henri Laaksonen,0,232,259,1,27
2014-07-07,2014,Clay,Guillermo Garcia Lopez,Marco Cecchinato,32,140,Marco Cecchinato,0,32,140,1,108
2014-07-07,2014,Clay,Philipp Kohlschreiber,Jan Lennard Struff,26,71,Jan Lennard Struff,0,26,71,1,45
2014-07-07,2014,Clay,Lukas Rosol,Alexander Zverev,48,285,Alexander Zverev,0,48,285,1,237
2014-07-07,2014,Clay,Daniel Gimeno Traver,Peter Gojowczyk,94,114,Peter Gojowczyk,0,94,114,1,20
2014-07-07,2014,Clay,Federico Delbonis,Juan Monaco,38,87,Juan Monaco,0,38,87,1,49
2014-07-07,2014,Clay,Benjamin Becker,Benoit Paire,60,79,Benoit Paire,0,60,79,1,19
2014-07-07,2014,Clay,Leonardo Mayer,Michael Berrer,47,127,Michael Berrer,0,47,127,1,80
2014-07-07,2014,Clay,Fabio Fognini,Andrey Golubev,15,61,Andrey Golubev,0,15,61,1,46
2014-07-07,2014,Clay,Santiago Giraldo,Philip Davydenko,34,658,Philip Davydenko,0,34,658,1,624
2014-07-07,2014,Clay,Roberto Bautista Agut,Louk Sorensen,23,236,Louk Sorensen,0,23,236,1,213
2014-07-07,2014,Clay,Guillermo Garcia Lopez,Yann Marti,32,232,Yann Marti,0,32,232,1,200
2014-07-07,2014,Clay,Lukas Rosol,Philipp Kohlschreiber,48,26,Lukas Rosol,1,26,48,0,22
2014-07-07,2014,Clay,Feliciano Lopez,Daniel Gimeno Traver,24,94,Daniel Gimeno Traver,0,24,94,1,70
2014-07-07,2014,Clay,Federico Delbonis,Benjamin Becker,38,60,Benjamin Becker,0,38,60,1,22
2014-07-07,2014,Clay,Mikhail Youzhny,Leonardo Mayer,22,47,Leonardo Mayer,0,22,47,1,25
2014-07-07,2014,Clay,Fabio Fognini,Santiago Giraldo,15,34,Santiago Giraldo,0,15,34,1,19
2014-07-07,2014,Clay,Roberto Bautista Agut,Guillermo Garcia Lopez,23,32,Guillermo Garcia Lopez,0,23,32,1,9
2014-07-07,2014,Clay,Lukas Rosol,Feliciano Lopez,48,24,Lukas Rosol,1,24,48,0,24
2014-07-07,2014,Clay,Mikhail Youzhny,Federico Delbonis,22,38,Federico Delbonis,0,22,38,1,16
2014-07-07,2014,Clay,Roberto Bautista Agut,Fabio Fognini,23,15,Roberto Bautista Agut,1,15,23,0,8
2014-07-07,2014,Clay,Lukas Rosol,Mikhail Youzhny,48,22,Lukas Rosol,1,22,48,0,26
2014-07-07,2014,Clay,Roberto Bautista Agut,Lukas Rosol,23,48,Lukas Rosol,0,23,48,1,25
2014-07-14,2014,Hard,Peter Polansky,Nicolas Barrientos,130,329,Nicolas Barrientos,0,130,329,1,199
2014-07-14,2014,Hard,Victor Estrella,Juan Ignacio Londero,92,193,Juan Ignacio Londero,0,92,193,1,101
2014-07-14,2014,Hard,Alex Kuznetsov,Adrian Mannarino,155,93,Alex Kuznetsov,1,93,155,0,62
2014-07-14,2014,Hard,Bernard Tomic,Farrukh Dustov,124,140,Farrukh Dustov,0,124,140,1,16
2014-07-14,2014,Hard,Alejandro Falla,Tatsuma Ito,54,126,Tatsuma Ito,0,54,126,1,72
2014-07-14,2014,Hard,Alejandro Gonzalez,Evgeny Donskoy,74,111,Evgeny Donskoy,0,74,111,1,37
2014-07-14,2014,Hard,Thiemo De Bakker,Kevin King,147,344,Kevin King,0,147,344,1,197
2014-07-14,2014,Hard,Guido Pella,Eduardo Struvay,158,336,Eduardo Struvay,0,158,336,1,178
2014-07-14,2014,Hard,James Ward,Matthew Ebden,152,81,James Ward,1,81,152,0,71
2014-07-14,2014,Hard,Jimmy Wang,Michal Przysiezny,133,144,Michal Przysiezny,0,133,144,1,11
2014-07-14,2014,Hard,Dudi Sela,Facundo Arguello,102,121,Facundo Arguello,0,102,121,1,19
2014-07-14,2014,Hard,Richard Gasquet,Sam Groth,14,99,Sam Groth,0,14,99,1,85
2014-07-14,2014,Hard,Victor Estrella,Peter Polansky,92,130,Peter Polansky,0,92,130,1,38
2014-07-14,2014,Hard,Vasek Pospisil,Alex Kuznetsov,34,155,Alex Kuznetsov,0,34,155,1,121
2014-07-14,2014,Hard,Bernard Tomic,Alejandro Falla,124,54,Bernard Tomic,1,54,124,0,70
2014-07-14,2014,Hard,Alejandro Gonzalez,Thiemo De Bakker,74,147,Thiemo De Bakker,0,74,147,1,73
2014-07-14,2014,Hard,Radek Stepanek,Guido Pella,39,158,Guido Pella,0,39,158,1,119
2014-07-14,2014,Hard,Jimmy Wang,James Ward,133,152,James Ward,0,133,152,1,19
2014-07-14,2014,Hard,Ivo Karlovic,Dudi Sela,29,102,Dudi Sela,0,29,102,1,73
2014-07-14,2014,Hard,Victor Estrella,Richard Gasquet,92,14,Victor Estrella,1,14,92,0,78
2014-07-14,2014,Hard,Bernard Tomic,Vasek Pospisil,124,34,Bernard Tomic,1,34,124,0,90
2014-07-14,2014,Hard,Radek Stepanek,Alejandro Gonzalez,39,74,Alejandro Gonzalez,0,39,74,1,35
2014-07-14,2014,Hard,Ivo Karlovic,Jimmy Wang,29,133,Jimmy Wang,0,29,133,1,104
2014-07-14,2014,Hard,Bernard Tomic,Victor Estrella,124,92,Bernard Tomic,1,92,124,0,32
2014-07-14,2014,Hard,Ivo Karlovic,Radek Stepanek,29,39,Radek Stepanek,0,29,39,1,10
2014-07-14,2014,Hard,Bernard Tomic,Ivo Karlovic,124,29,Bernard Tomic,1,29,124,0,95
2014-07-14,2014,Clay,Mikhail Kukushkin,Marsel Ilhan,53,141,Marsel Ilhan,0,53,141,1,88
2014-07-14,2014,Clay,Juan Monaco,Pere Riba,86,97,Pere Riba,0,86,97,1,11
2014-07-14,2014,Clay,Dustin Brown,Pablo Carreno Busta,104,59,Dustin Brown,1,59,104,0,45
2014-07-14,2014,Clay,Pablo Andujar,Mate Delic,78,182,Mate Delic,0,78,182,1,104
2014-07-14,2014,Clay,Jerzy Janowicz,Albert Ramos,48,95,Albert Ramos,0,48,95,1,47
2014-07-14,2014,Clay,Tobias Kamke,Jarkko Nieminen,83,58,Tobias Kamke,1,58,83,0,25
2014-07-14,2014,Clay,Benoit Paire,Andrey Golubev,89,60,Benoit Paire,1,60,89,0,29
2014-07-14,2014,Clay,Alexander Zverev,Robin Haase,285,51,Alexander Zverev,1,51,285,0,234
2014-07-14,2014,Clay,Gastao Elias,Albert Montanes,150,106,Gastao Elias,1,106,150,0,44
2014-07-14,2014,Clay,Martin Klizan,Igor Sijsling,57,72,Igor Sijsling,0,57,72,1,15
2014-07-14,2014,Clay,Lukas Rosol,Julian Reister,42,125,Julian Reister,0,42,125,1,83
2014-07-14,2014,Clay,Daniel Gimeno Traver,Teymuraz Gabashvili,94,65,Daniel Gimeno Traver,1,65,94,0,29
2014-07-14,2014,Clay,Dominic Thiem,Jiri Vesely,55,68,Jiri Vesely,0,55,68,1,13
2014-07-14,2014,Clay,Leonardo Mayer,Peter Gojowczyk,46,115,Peter Gojowczyk,0,46,115,1,69
2014-07-14,2014,Clay,Dusan Lajovic,Kenny De Schepper,71,110,Kenny De Schepper,0,71,110,1,39
2014-07-14,2014,Clay,Filip Krajinovic,Jan Lennard Struff,149,73,Filip Krajinovic,1,73,149,0,76
2014-07-14,2014,Clay,David Ferrer,Mikhail Kukushkin,7,53,Mikhail Kukushkin,0,7,53,1,46
2014-07-14,2014,Clay,Andreas Seppi,Juan Monaco,44,86,Juan Monaco,0,44,86,1,42
2014-07-14,2014,Clay,Dustin Brown,Fernando Verdasco,104,33,Dustin Brown,1,33,104,0,71
2014-07-14,2014,Clay,Pablo Andujar,Thomaz Bellucci,78,96,Thomaz Bellucci,0,78,96,1,18
2014-07-14,2014,Clay,Alexandr Dolgopolov,Jerzy Janowicz,21,48,Jerzy Janowicz,0,21,48,1,27
2014-07-14,2014,Clay,Tobias Kamke,Federico Delbonis,83,36,Tobias Kamke,1,36,83,0,47
2014-07-14,2014,Clay,Santiago Giraldo,Benoit Paire,32,89,Benoit Paire,0,32,89,1,57
2014-07-14,2014,Clay,Alexander Zverev,Mikhail Youzhny,285,19,Alexander Zverev,1,19,285,0,266
2014-07-14,2014,Clay,Philipp Kohlschreiber,Gastao Elias,26,150,Gastao Elias,0,26,150,1,124
2014-07-14,2014,Clay,Gilles Simon,Martin Klizan,38,57,Martin Klizan,0,38,57,1,19
2014-07-14,2014,Clay,Lukas Rosol,Joao Sousa,42,35,Lukas Rosol,1,35,42,0,7
2014-07-14,2014,Clay,Tommy Robredo,Daniel Gimeno Traver,20,94,Daniel Gimeno Traver,0,20,94,1,74
2014-07-14,2014,Clay,Dominic Thiem,Marcel Granollers,55,28,Dominic Thiem,1,28,55,0,27
2014-07-14,2014,Clay,Leonardo Mayer,Guillermo Garcia Lopez,46,31,Leonardo Mayer,1,31,46,0,15
2014-07-14,2014,Clay,Dusan Lajovic,Carlos Berlocq,71,56,Dusan Lajovic,1,56,71,0,15
2014-07-14,2014,Clay,Filip Krajinovic,Fabio Fognini,149,15,Filip Krajinovic,1,15,149,0,134
2014-07-14,2014,Clay,David Ferrer,Andreas Seppi,7,44,Andreas Seppi,0,7,44,1,37
2014-07-14,2014,Clay,Pablo Andujar,Dustin Brown,78,104,Dustin Brown,0,78,104,1,26
2014-07-14,2014,Clay,Tobias Kamke,Alexandr Dolgopolov,83,21,Tobias Kamke,1,21,83,0,62
2014-07-14,2014,Clay,Alexander Zverev,Santiago Giraldo,285,32,Alexander Zverev,1,32,285,0,253
2014-07-14,2014,Clay,Philipp Kohlschreiber,Gilles Simon,26,38,Gilles Simon,0,26,38,1,12
2014-07-14,2014,Clay,Lukas Rosol,Tommy Robredo,42,20,Lukas Rosol,1,20,42,0,22
2014-07-14,2014,Clay,Leonardo Mayer,Dominic Thiem,46,55,Dominic Thiem,0,46,55,1,9
2014-07-14,2014,Clay,Dusan Lajovic,Filip Krajinovic,71,149,Filip Krajinovic,0,71,149,1,78
2014-07-14,2014,Clay,David Ferrer,Pablo Andujar,7,78,Pablo Andujar,0,7,78,1,71
2014-07-14,2014,Clay,Alexander Zverev,Tobias Kamke,285,83,Alexander Zverev,1,83,285,0,202
2014-07-14,2014,Clay,Philipp Kohlschreiber,Lukas Rosol,26,42,Lukas Rosol,0,26,42,1,16
2014-07-14,2014,Clay,Leonardo Mayer,Dusan Lajovic,46,71,Dusan Lajovic,0,46,71,1,25
2014-07-14,2014,Clay,David Ferrer,Alexander Zverev,7,285,Alexander Zverev,0,7,285,1,278
2014-07-14,2014,Clay,Leonardo Mayer,Philipp Kohlschreiber,46,26,Leonardo Mayer,1,26,46,0,20
2014-07-14,2014,Clay,Leonardo Mayer,David Ferrer,46,7,Leonardo Mayer,1,7,46,0,39
2014-07-21,2014,Hard,Robby Ginepri,Sergiy Stakhovsky,281,79,Robby Ginepri,1,79,281,0,202
2014-07-21,2014,Hard,Tim Smyczek,Ryan Harrison,112,145,Ryan Harrison,0,112,145,1,33
2014-07-21,2014,Hard,Marinko Matosevic,Victor Estrella,52,82,Victor Estrella,0,52,82,1,30
2014-07-21,2014,Hard,Jack Sock,Alejandro Gonzalez,72,75,Alejandro Gonzalez,0,72,75,1,3
2014-07-21,2014,Hard,Lukas Lacko,Nathan Pasha,91,1187,Nathan Pasha,0,91,1187,1,1096
2014-07-21,2014,Hard,Denis Istomin,Rajeev Ram,41,157,Rajeev Ram,0,41,157,1,116
2014-07-21,2014,Hard,Sam Querrey,Steve Johnson,61,64,Steve Johnson,0,61,64,1,3
2014-07-21,2014,Hard,Dudi Sela,Donald Young,94,73,Dudi Sela,1,73,94,0,21
2014-07-21,2014,Hard,Illya Marchenko,John Patrick Smith,182,178,Illya Marchenko,1,178,182,0,4
2014-07-21,2014,Hard,Yen Hsun Lu,Alex Kuznetsov,42,171,Alex Kuznetsov,0,42,171,1,129
2014-07-21,2014,Hard,Benjamin Becker,Matthew Ebden,66,86,Matthew Ebden,0,66,86,1,20
2014-07-21,2014,Hard,Thiemo De Bakker,Steven Diez,142,265,Steven Diez,0,142,265,1,123
2014-07-21,2014,Hard,John Isner,Robby Ginepri,12,281,Robby Ginepri,0,12,281,1,269
2014-07-21,2014,Hard,Marinko Matosevic,Tim Smyczek,52,112,Tim Smyczek,0,52,112,1,60
2014-07-21,2014,Hard,Jack Sock,Michael Venus,72,349,Michael Venus,0,72,349,1,277
2014-07-21,2014,Hard,Lukas Lacko,Denis Istomin,91,41,Lukas Lacko,1,41,91,0,50
2014-07-21,2014,Hard,Dudi Sela,Sam Querrey,94,61,Dudi Sela,1,61,94,0,33
2014-07-21,2014,Hard,Vasek Pospisil,Illya Marchenko,39,182,Illya Marchenko,0,39,182,1,143
2014-07-21,2014,Hard,Benjamin Becker,Yen Hsun Lu,66,42,Benjamin Becker,1,42,66,0,24
2014-07-21,2014,Hard,Thiemo De Bakker,Kevin Anderson,142,17,Thiemo De Bakker,1,17,142,0,125
2014-07-21,2014,Hard,John Isner,Marinko Matosevic,12,52,Marinko Matosevic,0,12,52,1,40
2014-07-21,2014,Hard,Jack Sock,Lukas Lacko,72,91,Lukas Lacko,0,72,91,1,19
2014-07-21,2014,Hard,Dudi Sela,Vasek Pospisil,94,39,Dudi Sela,1,39,94,0,55
