tourney_date,match_year,surface,winner_name,loser_name,winner_rank,loser_rank,lower_rank_player,lower_rank_won,lower_rank,higher_rank,lower_rank_wins,rank_diff
2010-01-03,2010,Hard,Andy Roddick,Peter Luczak,7,77,Peter Luczak,0,7,77,1,70
2010-01-03,2010,Hard,Carsten Ball,Mischa Zverev,134,78,Carsten Ball,1,78,134,0,56
2010-01-03,2010,Hard,Richard Gasquet,Jarkko Nieminen,52,88,Jarkko Nieminen,0,52,88,1,36
2010-01-03,2010,Hard,Matthew Ebden,Jurgen Melzer,285,28,Matthew Ebden,1,28,285,0,257
2010-01-03,2010,Hard,Tomas Berdych,Nick Lindahl,20,251,Nick Lindahl,0,20,251,1,231
2010-01-03,2010,Hard,Marcos Baghdatis,Mardy Fish,42,55,Mardy Fish,0,42,55,1,13
2010-01-03,2010,Hard,Harel Levy,Michael Llodra,119,67,Harel Levy,1,67,119,0,52
2010-01-03,2010,Hard,Thomaz Bellucci,Juan Ignacio Chela,36,73,Juan Ignacio Chela,0,36,73,1,37
2010-01-03,2010,Hard,James Blake,Sam Querrey,44,25,James Blake,1,25,44,0,19
2010-01-03,2010,Hard,Marc Gicquel,Philipp Petzschner,58,80,Philipp Petzschner,0,58,80,1,22
2010-01-03,2010,Hard,Florent Serra,Julian Reister,65,173,Julian Reister,0,65,173,1,108
2010-01-03,2010,Hard,Gael Monfils,Taylor Dent,13,76,Taylor Dent,0,13,76,1,63
2010-01-03,2010,Hard,Alejandro Falla,Jeremy Chardy,81,32,Alejandro Falla,1,32,81,0,49
2010-01-03,2010,Hard,Wayne Odesnik,Arnaud Clement,105,63,Wayne Odesnik,1,63,105,0,42
2010-01-03,2010,Hard,Alexandr Dolgopolov,Bernard Tomic,131,286,Bernard Tomic,0,131,286,1,155
2010-01-03,2010,Hard,Radek Stepanek,John Millman,12,306,John Millman,0,12,306,1,294
2010-01-03,2010,Hard,Andy Roddick,Carsten Ball,7,134,Carsten Ball,0,7,134,1,127
2010-01-03,2010,Hard,Richard Gasquet,Matthew Ebden,52,285,Matthew Ebden,0,52,285,1,233
2010-01-03,2010,Hard,Tomas Berdych,Marcos Baghdatis,20,42,Marcos Baghdatis,0,20,42,1,22
2010-01-03,2010,Hard,Thomaz Bellucci,Harel Levy,36,119,Harel Levy,0,36,119,1,83
2010-01-03,2010,Hard,James Blake,Marc Gicquel,44,58,Marc Gicquel,0,44,58,1,14
2010-01-03,2010,Hard,Gael Monfils,Florent Serra,13,65,Florent Serra,0,13,65,1,52
2010-01-03,2010,Hard,Wayne Odesnik,Alejandro Falla,105,81,Wayne Odesnik,1,81,105,0,24
2010-01-03,2010,Hard,Radek Stepanek,Alexandr Dolgopolov,12,131,Alexandr Dolgopolov,0,12,131,1,119
2010-01-03,2010,Hard,Andy Roddick,Richard Gasquet,7,52,Richard Gasquet,0,7,52,1,45
2010-01-03,2010,Hard,Tomas Berdych,Thomaz Bellucci,20,36,Thomaz Bellucci,0,20,36,1,16
2010-01-03,2010,Hard,Gael Monfils,James Blake,13,44,James Blake,0,13,44,1,31
2010-01-03,2010,Hard,Radek Stepanek,Wayne Odesnik,12,105,Wayne Odesnik,0,12,105,1,93
2010-01-03,2010,Hard,Andy Roddick,Tomas Berdych,7,20,Tomas Berdych,0,7,20,1,13
2010-01-03,2010,Hard,Radek Stepanek,Gael Monfils,12,13,Gael Monfils,0,12,13,1,1
2010-01-03,2010,Hard,Andy Roddick,Radek Stepanek,7,12,Radek Stepanek,0,7,12,1,5
2010-01-04,2010,Hard,Robby Ginepri,Robin Soderling,100,8,Robby Ginepri,1,8,100,0,92
2010-01-04,2010,Hard,Lukas Lacko,Yen Hsun Lu,82,98,Yen Hsun Lu,0,82,98,1,16
2010-01-04,2010,Hard,Kevin Kim,Daniel Brands,117,92,Kevin Kim,1,92,117,0,25
2010-01-04,2010,Hard,Dudi Sela,Denis Istomin,43,102,Denis Istomin,0,43,102,1,59
2010-01-04,2010,Hard,Stan Wawrinka,Rohan Bopanna,21,391,Rohan Bopanna,0,21,391,1,370
2010-01-04,2010,Hard,Michael Russell,Prakash Amritraj,83,212,Prakash Amritraj,0,83,212,1,129
2010-01-04,2010,Hard,Stephane Robert,Louk Sorensen,108,293,Louk Sorensen,0,108,293,1,185
2010-01-04,2010,Hard,Michael Berrer,Santiago Ventura,74,109,Santiago Ventura,0,74,109,1,35
2010-01-04,2010,Hard,Thiemo De Bakker,Rajeev Ram,96,79,Thiemo De Bakker,1,79,96,0,17
2010-01-04,2010,Hard,Robin Haase,Tsung Hua Yang,447,341,Robin Haase,1,341,447,0,106
2010-01-04,2010,Hard,Somdev Devvarman,Rainer Schuettler,126,85,Somdev Devvarman,1,85,126,0,41
2010-01-04,2010,Hard,Janko Tipsarevic,Carlos Moya,38,446,Carlos Moya,0,38,446,1,408
2010-01-04,2010,Hard,Jan Hajek,Simon Greul,103,59,Jan Hajek,1,59,103,0,44
2010-01-04,2010,Hard,Santiago Giraldo,Bjorn Phau,107,111,Bjorn Phau,0,107,111,1,4
2010-01-04,2010,Hard,Marcel Granollers,James Ward,91,272,James Ward,0,91,272,1,181
2010-01-04,2010,Hard,Marin Cilic,Igor Kunitsyn,14,104,Igor Kunitsyn,0,14,104,1,90
2010-01-04,2010,Hard,Lukas Lacko,Robby Ginepri,82,100,Robby Ginepri,0,82,100,1,18
2010-01-04,2010,Hard,Dudi Sela,Kevin Kim,43,117,Kevin Kim,0,43,117,1,74
2010-01-04,2010,Hard,Stan Wawrinka,Michael Russell,21,83,Michael Russell,0,21,83,1,62
2010-01-04,2010,Hard,Michael Berrer,Stephane Robert,74,108,Stephane Robert,0,74,108,1,34
2010-01-04,2010,Hard,Thiemo De Bakker,Robin Haase,96,447,Robin Haase,0,96,447,1,351
2010-01-04,2010,Hard,Janko Tipsarevic,Somdev Devvarman,38,126,Somdev Devvarman,0,38,126,1,88
2010-01-04,2010,Hard,Santiago Giraldo,Jan Hajek,107,103,Santiago Giraldo,1,103,107,0,4
2010-01-04,2010,Hard,Marin Cilic,Marcel Granollers,14,91,Marcel Granollers,0,14,91,1,77
2010-01-04,2010,Hard,Dudi Sela,Lukas Lacko,43,82,Lukas Lacko,0,43,82,1,39
2010-01-04,2010,Hard,Stan Wawrinka,Michael Berrer,21,74,Michael Berrer,0,21,74,1,53
2010-01-04,2010,Hard,Janko Tipsarevic,Thiemo De Bakker,38,96,Thiemo De Bakker,0,38,96,1,58
2010-01-04,2010,Hard,Marin Cilic,Santiago Giraldo,14,107,Santiago Giraldo,0,14,107,1,93
2010-01-04,2010,Hard,Stan Wawrinka,Dudi Sela,21,43,Dudi Sela,0,21,43,1,22
2010-01-04,2010,Hard,Marin Cilic,Janko Tipsarevic,14,38,Janko Tipsarevic,0,14,38,1,24
2010-01-04,2010,Hard,Marin Cilic,Stan Wawrinka,14,21,Stan Wawrinka,0,14,21,1,7
2010-01-04,2010,Hard,Roger Federer,Christophe Rochus,1,86,Christophe Rochus,0,1,86,1,85
2010-01-04,2010,Hard,Evgeny Korolev,Martin Vassallo Arguello,53,99,Martin Vassallo Arguello,0,53,99,1,46
2010-01-04,2010,Hard,Andreas Seppi,Oscar Hernandez,49,70,Oscar Hernandez,0,49,70,1,21
2010-01-04,2010,Hard,Ernests Gulbis,Albert Montanes,90,31,Ernests Gulbis,1,31,90,0,59
2010-01-04,2010,Hard,Nikolay Davydenko,Mikhail Kukushkin,6,132,Mikhail Kukushkin,0,6,132,1,126
2010-01-04,2010,Hard,Marco Chiudinelli,Paolo Lorenzi,56,84,Paolo Lorenzi,0,56,84,1,28
2010-01-04,2010,Hard,Benjamin Becker,Daniel Koellerer,40,71,Daniel Koellerer,0,40,71,1,31
2010-01-04,2010,Hard,Ivo Karlovic,Fabio Fognini,37,54,Fabio Fognini,0,37,54,1,17
2010-01-04,2010,Hard,Viktor Troicki,Daniel Gimeno Traver,29,72,Daniel Gimeno Traver,0,29,72,1,43
2010-01-04,2010,Hard,Lukasz Kubot,Karim Maamoun,101,291,Karim Maamoun,0,101,291,1,190
2010-01-04,2010,Hard,Sergiy Stakhovsky,Mikhail Youzhny,60,19,Sergiy Stakhovsky,1,19,60,0,41
2010-01-04,2010,Hard,Steve Darcis,Guillermo Garcia Lopez,122,41,Steve Darcis,1,41,122,0,81
2010-01-04,2010,Hard,Potito Starace,Frederico Gil,62,69,Frederico Gil,0,62,69,1,7
2010-01-04,2010,Hard,Rafael Nadal,Simone Bolelli,2,93,Simone Bolelli,0,2,93,1,91
2010-01-04,2010,Hard,Roger Federer,Evgeny Korolev,1,53,Evgeny Korolev,0,1,53,1,52
2010-01-04,2010,Hard,Ernests Gulbis,Andreas Seppi,90,49,Ernests Gulbis,1,49,90,0,41
2010-01-04,2010,Hard,Nikolay Davydenko,Marco Chiudinelli,6,56,Marco Chiudinelli,0,6,56,1,50
2010-01-04,2010,Hard,Ivo Karlovic,Benjamin Becker,37,40,Benjamin Becker,0,37,40,1,3
2010-01-04,2010,Hard,Viktor Troicki,Olivier Rochus,29,57,Olivier Rochus,0,29,57,1,28
2010-01-04,2010,Hard,Lukasz Kubot,Sergiy Stakhovsky,101,60,Lukasz Kubot,1,60,101,0,41
2010-01-04,2010,Hard,Rafael Nadal,Potito Starace,2,62,Potito Starace,0,2,62,1,60
2010-01-04,2010,Hard,Roger Federer,Ernests Gulbis,1,90,Ernests Gulbis,0,1,90,1,89
2010-01-04,2010,Hard,Nikolay Davydenko,Ivo Karlovic,6,37,Ivo Karlovic,0,6,37,1,31
2010-01-04,2010,Hard,Viktor Troicki,Lukasz Kubot,29,101,Lukasz Kubot,0,29,101,1,72
2010-01-04,2010,Hard,Rafael Nadal,Steve Darcis,2,122,Steve Darcis,0,2,122,1,120
2010-01-04,2010,Hard,Nikolay Davydenko,Roger Federer,6,1,Nikolay Davydenko,1,1,6,0,5
2010-01-04,2010,Hard,Rafael Nadal,Viktor Troicki,2,29,Viktor Troicki,0,2,29,1,27
2010-01-04,2010,Hard,Nikolay Davydenko,Rafael Nadal,6,2,Nikolay Davydenko,1,2,6,0,4
2010-01-11,2010,Hard,Simon Greul,Paolo Lorenzi,60,86,Paolo Lorenzi,0,60,86,1,26
2010-01-11,2010,Hard,John Isner,Guillermo Garcia Lopez,33,43,Guillermo Garcia Lopez,0,33,43,1,10
2010-01-11,2010,Hard,Juan Monaco,Horacio Zeballos,30,48,Horacio Zeballos,0,30,48,1,18
2010-01-11,2010,Hard,Michael Lammer,Daniel Evans,209,266,Daniel Evans,0,209,266,1,57
2010-01-11,2010,Hard,Jose Rubin Statham,Daniel King Turner,332,263,Jose Rubin Statham,1,263,332,0,69
2010-01-11,2010,Hard,Albert Montanes,James Lemke,31,456,James Lemke,0,31,456,1,425
2010-01-11,2010,Hard,Philipp Kohlschreiber,Inigo Cervantes Huegun,27,235,Inigo Cervantes Huegun,0,27,235,1,208
2010-01-11,2010,Hard,Thomaz Bellucci,Marco Chiudinelli,34,56,Marco Chiudinelli,0,34,56,1,22
2010-01-11,2010,Hard,Marc Gicquel,Olivier Rochus,58,57,Marc Gicquel,1,57,58,0,1
2010-01-11,2010,Hard,Jurgen Melzer,Fabio Fognini,28,54,Fabio Fognini,0,28,54,1,26
2010-01-11,2010,Hard,Sebastien Grosjean,Florian Mayer,675,59,Sebastien Grosjean,1,59,675,0,616
2010-01-11,2010,Hard,Arnaud Clement,Jeremy Chardy,67,32,Arnaud Clement,1,32,67,0,35
2010-01-11,2010,Hard,Tommy Robredo,Simon Greul,16,60,Simon Greul,0,16,60,1,44
2010-01-11,2010,Hard,John Isner,Juan Monaco,33,30,John Isner,1,30,33,0,3
2010-01-11,2010,Hard,Michael Lammer,Juan Carlos Ferrero,209,23,Michael Lammer,1,23,209,0,186
2010-01-11,2010,Hard,Albert Montanes,Jose Rubin Statham,31,332,Jose Rubin Statham,0,31,332,1,301
2010-01-11,2010,Hard,Philipp Kohlschreiber,Thomaz Bellucci,27,34,Thomaz Bellucci,0,27,34,1,7
2010-01-11,2010,Hard,Marc Gicquel,Nicolas Almagro,58,26,Marc Gicquel,1,26,58,0,32
2010-01-11,2010,Hard,Jurgen Melzer,Sebastien Grosjean,28,675,Sebastien Grosjean,0,28,675,1,647
2010-01-11,2010,Hard,Arnaud Clement,David Ferrer,67,17,Arnaud Clement,1,17,67,0,50
2010-01-11,2010,Hard,John Isner,Tommy Robredo,33,16,John Isner,1,16,33,0,17
2010-01-11,2010,Hard,Albert Montanes,Michael Lammer,31,209,Michael Lammer,0,31,209,1,178
2010-01-11,2010,Hard,Philipp Kohlschreiber,Marc Gicquel,27,58,Marc Gicquel,0,27,58,1,31
2010-01-11,2010,Hard,Arnaud Clement,Jurgen Melzer,67,28,Arnaud Clement,1,28,67,0,39
2010-01-11,2010,Hard,John Isner,Albert Montanes,33,31,John Isner,1,31,33,0,2
2010-01-11,2010,Hard,Arnaud Clement,Philipp Kohlschreiber,67,27,Arnaud Clement,1,27,67,0,40
2010-01-11,2010,Hard,John Isner,Arnaud Clement,33,67,Arnaud Clement,0,33,67,1,34
2010-01-11,2010,Hard,Potito Starace,Frederico Gil,62,69,Frederico Gil,0,62,69,1,7
2010-01-11,2010,Hard,Richard Gasquet,Feliciano Lopez,53,46,Richard Gasquet,1,46,53,0,7
2010-01-11,2010,Hard,Benjamin Becker,Juan Ignacio Chela,39,75,Juan Ignacio Chela,0,39,75,1,36
2010-01-11,2010,Hard,Julien Benneteau,Dudi Sela,45,40,Julien Benneteau,1,40,45,0,5
2010-01-11,2010,Hard,Pablo Cuevas,Michael Llodra,50,70,Michael Llodra,0,50,70,1,20
2010-01-11,2010,Hard,Leonardo Mayer,Igor Andreev,76,36,Leonardo Mayer,1,36,76,0,40
2010-01-11,2010,Hard,Viktor Troicki,Florent Serra,29,64,Florent Serra,0,29,64,1,35
2010-01-11,2010,Hard,Marcos Baghdatis,Nick Lindahl,42,233,Nick Lindahl,0,42,233,1,191
2010-01-11,2010,Hard,Andreas Seppi,Marinko Matosevic,49,184,Marinko Matosevic,0,49,184,1,135
2010-01-11,2010,Hard,Evgeny Korolev,Sam Querrey,52,25,Evgeny Korolev,1,25,52,0,27
2010-01-11,2010,Hard,Mardy Fish,Carsten Ball,55,131,Carsten Ball,0,55,131,1,76
2010-01-11,2010,Hard,Peter Luczak,Jose Acasuso,78,51,Peter Luczak,1,51,78,0,27
2010-01-11,2010,Hard,Potito Starace,Daniel Gimeno Traver,62,73,Daniel Gimeno Traver,0,62,73,1,11
2010-01-11,2010,Hard,Richard Gasquet,Benjamin Becker,53,39,Richard Gasquet,1,39,53,0,14
2010-01-11,2010,Hard,Julien Benneteau,Taylor Dent,45,83,Taylor Dent,0,45,83,1,38
2010-01-11,2010,Hard,Leonardo Mayer,Pablo Cuevas,76,50,Leonardo Mayer,1,50,76,0,26
2010-01-11,2010,Hard,Marcos Baghdatis,Viktor Troicki,42,29,Marcos Baghdatis,1,29,42,0,13
2010-01-11,2010,Hard,Lleyton Hewitt,Andreas Seppi,22,49,Andreas Seppi,0,22,49,1,27
2010-01-11,2010,Hard,Mardy Fish,Evgeny Korolev,55,52,Mardy Fish,1,52,55,0,3
2010-01-11,2010,Hard,Peter Luczak,Tomas Berdych,78,21,Peter Luczak,1,21,78,0,57
2010-01-11,2010,Hard,Richard Gasquet,Potito Starace,53,62,Potito Starace,0,53,62,1,9
2010-01-11,2010,Hard,Julien Benneteau,Leonardo Mayer,45,76,Leonardo Mayer,0,45,76,1,31
2010-01-11,2010,Hard,Marcos Baghdatis,Lleyton Hewitt,42,22,Marcos Baghdatis,1,22,42,0,20
2010-01-11,2010,Hard,Mardy Fish,Peter Luczak,55,78,Peter Luczak,0,55,78,1,23
2010-01-11,2010,Hard,Richard Gasquet,Julien Benneteau,53,45,Richard Gasquet,1,45,53,0,8
2010-01-11,2010,Hard,Marcos Baghdatis,Mardy Fish,42,55,Mardy Fish,0,42,55,1,13
2010-01-11,2010,Hard,Marcos Baghdatis,Richard Gasquet,42,53,Richard Gasquet,0,42,53,1,11
2010-01-18,2010,Hard,Roger Federer,Igor Andreev,1,37,Igor Andreev,0,1,37,1,36
2010-01-18,2010,Hard,Victor Hanescu,Juan Ignacio Chela,47,76,Juan Ignacio Chela,0,47,76,1,29
2010-01-18,2010,Hard,Stephane Robert,Potito Starace,104,63,Stephane Robert,1,63,104,0,41
2010-01-18,2010,Hard,Albert Montanes,Oscar Hernandez,32,71,Oscar Hernandez,0,32,71,1,39
2010-01-18,2010,Hard,Lleyton Hewitt,Ricardo Hocevar,22,194,Ricardo Hocevar,0,22,194,1,172
2010-01-18,2010,Hard,Donald Young,Christophe Rochus,195,85,Donald Young,1,85,195,0,110
2010-01-18,2010,Hard,Marcos Baghdatis,Paolo Lorenzi,31,83,Paolo Lorenzi,0,31,83,1,52
2010-01-18,2010,Hard,David Ferrer,Frederico Gil,18,68,Frederico Gil,0,18,68,1,50
2010-01-18,2010,Hard,Fernando Verdasco,Carsten Ball,9,129,Carsten Ball,0,9,129,1,120
2010-01-18,2010,Hard,Ivan Sergeyev,Dudi Sela,209,41,Ivan Sergeyev,1,41,209,0,168
2010-01-18,2010,Hard,Stefan Koubek,Rajeev Ram,134,84,Stefan Koubek,1,84,134,0,50
2010-01-18,2010,Hard,Ivan Dodig,Juan Carlos Ferrero,185,23,Ivan Dodig,1,23,185,0,162
2010-01-18,2010,Hard,Juan Monaco,Ernests Gulbis,33,82,Ernests Gulbis,0,33,82,1,49
2010-01-18,2010,Hard,Michael Llodra,Martin Vassallo Arguello,72,96,Martin Vassallo Arguello,0,72,96,1,24
2010-01-18,2010,Hard,Illya Marchenko,Carlos Moya,119,509,Carlos Moya,0,119,509,1,390
2010-01-18,2010,Hard,Nikolay Davydenko,Dieter Kindlmann,6,175,Dieter Kindlmann,0,6,175,1,169
2010-01-18,2010,Hard,Novak Djokovic,Daniel Gimeno Traver,3,74,Daniel Gimeno Traver,0,3,74,1,71
2010-01-18,2010,Hard,Marco Chiudinelli,Marinko Matosevic,58,180,Marinko Matosevic,0,58,180,1,122
2010-01-18,2010,Hard,Michael Berrer,Kristof Vliegen,66,112,Kristof Vliegen,0,66,112,1,46
2010-01-18,2010,Hard,Denis Istomin,Jeremy Chardy,103,34,Denis Istomin,1,34,103,0,69
2010-01-18,2010,Hard,Mikhail Youzhny,Richard Gasquet,20,52,Richard Gasquet,0,20,52,1,32
2010-01-18,2010,Hard,Jan Hajek,Robby Ginepri,92,99,Robby Ginepri,0,92,99,1,7
2010-01-18,2010,Hard,Lukasz Kubot,Mischa Zverev,86,78,Lukasz Kubot,1,78,86,0,8
2010-01-18,2010,Hard,Santiago Giraldo,Tommy Robredo,114,16,Santiago Giraldo,1,16,114,0,98
2010-01-18,2010,Hard,Jo-Wilfried Tsonga,Sergiy Stakhovsky,10,62,Sergiy Stakhovsky,0,10,62,1,52
2010-01-18,2010,Hard,Taylor Dent,Fabio Fognini,79,56,Taylor Dent,1,56,79,0,23
2010-01-18,2010,Hard,Janko Tipsarevic,Ryan Harrison,36,341,Ryan Harrison,0,36,341,1,305
2010-01-18,2010,Hard,Tommy Haas,Simon Greul,17,61,Simon Greul,0,17,61,1,44
2010-01-18,2010,Hard,Nicolas Almagro,Xavier Malisse,25,93,Xavier Malisse,0,25,93,1,68
2010-01-18,2010,Hard,Benjamin Becker,Grega Zemlja,38,169,Grega Zemlja,0,38,169,1,131
2010-01-18,2010,Hard,Alejandro Falla,Marcos Daniel,77,88,Marcos Daniel,0,77,88,1,11
2010-01-18,2010,Hard,Marcel Granollers,Robin Soderling,113,8,Marcel Granollers,1,8,113,0,105
2010-01-18,2010,Hard,Andy Roddick,Thiemo De Bakker,7,80,Thiemo De Bakker,0,7,80,1,73
2010-01-18,2010,Hard,Thomaz Bellucci,Teymuraz Gabashvili,35,102,Teymuraz Gabashvili,0,35,102,1,67
2010-01-18,2010,Hard,Feliciano Lopez,Pablo Cuevas,46,48,Pablo Cuevas,0,46,48,1,2
2010-01-18,2010,Hard,Rainer Schuettler,Sam Querrey,107,29,Rainer Schuettler,1,29,107,0,78
2010-01-18,2010,Hard,Tomas Berdych,Robin Haase,21,390,Robin Haase,0,21,390,1,369
2010-01-18,2010,Hard,Evgeny Korolev,Daniel Brands,53,91,Daniel Brands,0,53,91,1,38
2010-01-18,2010,Hard,Marsel Ilhan,Sebastien Grosjean,154,564,Sebastien Grosjean,0,154,564,1,410
2010-01-18,2010,Hard,Fernando Gonzalez,Olivier Rochus,11,59,Olivier Rochus,0,11,59,1,48
2010-01-18,2010,Hard,Marin Cilic,Fabrice Santoro,14,67,Fabrice Santoro,0,14,67,1,53
2010-01-18,2010,Hard,Bernard Tomic,Guillaume Rufin,289,173,Bernard Tomic,1,173,289,0,116
2010-01-18,2010,Hard,Igor Kunitsyn,Jose Acasuso,100,51,Igor Kunitsyn,1,51,100,0,49
2010-01-18,2010,Hard,Stan Wawrinka,Guillermo Garcia Lopez,19,44,Guillermo Garcia Lopez,0,19,44,1,25
2010-01-18,2010,Hard,Viktor Troicki,Nicolas Lapentti,30,94,Nicolas Lapentti,0,30,94,1,64
2010-01-18,2010,Hard,Florian Mayer,Philipp Petzschner,60,81,Philipp Petzschner,0,60,81,1,21
2010-01-18,2010,Hard,James Blake,Arnaud Clement,45,55,Arnaud Clement,0,45,55,1,10
2010-01-18,2010,Hard,Juan Martin del Potro,Michael Russell,5,90,Michael Russell,0,5,90,1,85
2010-01-18,2010,Hard,Andy Murray,Kevin Anderson,4,148,Kevin Anderson,0,4,148,1,144
2010-01-18,2010,Hard,Marc Gicquel,Simone Bolelli,57,98,Simone Bolelli,0,57,98,1,41
2010-01-18,2010,Hard,Jarkko Nieminen,Nick Lindahl,132,235,Nick Lindahl,0,132,235,1,103
2010-01-18,2010,Hard,Florent Serra,Jurgen Melzer,64,27,Florent Serra,1,27,64,0,37
2010-01-18,2010,Hard,John Isner,Andreas Seppi,28,49,Andreas Seppi,0,28,49,1,21
2010-01-18,2010,Hard,Louk Sorensen,Yen Hsun Lu,284,101,Louk Sorensen,1,101,284,0,183
2010-01-18,2010,Hard,Antonio Veic,Daniel Koellerer,224,73,Antonio Veic,1,73,224,0,151
2010-01-18,2010,Hard,Gael Monfils,Matthew Ebden,12,251,Matthew Ebden,0,12,251,1,239
2010-01-18,2010,Hard,Ivo Karlovic,Radek Stepanek,39,13,Ivo Karlovic,1,13,39,0,26
2010-01-18,2010,Hard,Julien Benneteau,David Guez,43,133,David Guez,0,43,133,1,90
2010-01-18,2010,Hard,Andrey Golubev,Mardy Fish,131,54,Andrey Golubev,1,54,131,0,77
2010-01-18,2010,Hard,Philipp Kohlschreiber,Horacio Zeballos,26,50,Horacio Zeballos,0,26,50,1,24
2010-01-18,2010,Hard,Wayne Odesnik,Blaz Kavcic,89,124,Blaz Kavcic,0,89,124,1,35
2010-01-18,2010,Hard,Lukas Lacko,Leonardo Mayer,75,69,Lukas Lacko,1,69,75,0,6
2010-01-18,2010,Hard,Rafael Nadal,Peter Luczak,2,70,Peter Luczak,0,2,70,1,68
2010-01-18,2010,Hard,Roger Federer,Victor Hanescu,1,47,Victor Hanescu,0,1,47,1,46
2010-01-18,2010,Hard,Albert Montanes,Stephane Robert,32,104,Stephane Robert,0,32,104,1,72
2010-01-18,2010,Hard,Lleyton Hewitt,Donald Young,22,195,Donald Young,0,22,195,1,173
2010-01-18,2010,Hard,Marcos Baghdatis,David Ferrer,31,18,Marcos Baghdatis,1,18,31,0,13
2010-01-18,2010,Hard,Fernando Verdasco,Ivan Sergeyev,9,209,Ivan Sergeyev,0,9,209,1,200
2010-01-18,2010,Hard,Stefan Koubek,Ivan Dodig,134,185,Ivan Dodig,0,134,185,1,51
2010-01-18,2010,Hard,Juan Monaco,Michael Llodra,33,72,Michael Llodra,0,33,72,1,39
2010-01-18,2010,Hard,Nikolay Davydenko,Illya Marchenko,6,119,Illya Marchenko,0,6,119,1,113
2010-01-18,2010,Hard,Novak Djokovic,Marco Chiudinelli,3,58,Marco Chiudinelli,0,3,58,1,55
2010-01-18,2010,Hard,Denis Istomin,Michael Berrer,103,66,Denis Istomin,1,66,103,0,37
2010-01-18,2010,Hard,Mikhail Youzhny,Jan Hajek,20,92,Jan Hajek,0,20,92,1,72
2010-01-18,2010,Hard,Lukasz Kubot,Santiago Giraldo,86,114,Santiago Giraldo,0,86,114,1,28
2010-01-18,2010,Hard,Jo-Wilfried Tsonga,Taylor Dent,10,79,Taylor Dent,0,10,79,1,69
2010-01-18,2010,Hard,Tommy Haas,Janko Tipsarevic,17,36,Janko Tipsarevic,0,17,36,1,19
2010-01-18,2010,Hard,Nicolas Almagro,Benjamin Becker,25,38,Benjamin Becker,0,25,38,1,13
2010-01-18,2010,Hard,Alejandro Falla,Marcel Granollers,77,113,Marcel Granollers,0,77,113,1,36
2010-01-18,2010,Hard,Andy Roddick,Thomaz Bellucci,7,35,Thomaz Bellucci,0,7,35,1,28
2010-01-18,2010,Hard,Feliciano Lopez,Rainer Schuettler,46,107,Rainer Schuettler,0,46,107,1,61
2010-01-18,2010,Hard,Evgeny Korolev,Tomas Berdych,53,21,Evgeny Korolev,1,21,53,0,32
2010-01-18,2010,Hard,Fernando Gonzalez,Marsel Ilhan,11,154,Marsel Ilhan,0,11,154,1,143
2010-01-18,2010,Hard,Marin Cilic,Bernard Tomic,14,289,Bernard Tomic,0,14,289,1,275
2010-01-18,2010,Hard,Stan Wawrinka,Igor Kunitsyn,19,100,Igor Kunitsyn,0,19,100,1,81
2010-01-18,2010,Hard,Florian Mayer,Viktor Troicki,60,30,Florian Mayer,1,30,60,0,30
2010-01-18,2010,Hard,Juan Martin del Potro,James Blake,5,45,James Blake,0,5,45,1,40
2010-01-18,2010,Hard,Andy Murray,Marc Gicquel,4,57,Marc Gicquel,0,4,57,1,53
2010-01-18,2010,Hard,Florent Serra,Jarkko Nieminen,64,132,Jarkko Nieminen,0,64,132,1,68
2010-01-18,2010,Hard,John Isner,Louk Sorensen,28,284,Louk Sorensen,0,28,284,1,256
2010-01-18,2010,Hard,Gael Monfils,Antonio Veic,12,224,Antonio Veic,0,12,224,1,212
2010-01-18,2010,Hard,Ivo Karlovic,Julien Benneteau,39,43,Julien Benneteau,0,39,43,1,4
2010-01-18,2010,Hard,Ivan Ljubicic,Andrey Golubev,24,131,Andrey Golubev,0,24,131,1,107
2010-01-18,2010,Hard,Philipp Kohlschreiber,Wayne Odesnik,26,89,Wayne Odesnik,0,26,89,1,63
2010-01-18,2010,Hard,Rafael Nadal,Lukas Lacko,2,75,Lukas Lacko,0,2,75,1,73
2010-01-18,2010,Hard,Roger Federer,Albert Montanes,1,32,Albert Montanes,0,1,32,1,31
2010-01-18,2010,Hard,Lleyton Hewitt,Marcos Baghdatis,22,31,Marcos Baghdatis,0,22,31,1,9
2010-01-18,2010,Hard,Fernando Verdasco,Stefan Koubek,9,134,Stefan Koubek,0,9,134,1,125
2010-01-18,2010,Hard,Nikolay Davydenko,Juan Monaco,6,33,Juan Monaco,0,6,33,1,27
2010-01-18,2010,Hard,Novak Djokovic,Denis Istomin,3,103,Denis Istomin,0,3,103,1,100
2010-01-18,2010,Hard,Lukasz Kubot,Mikhail Youzhny,86,20,Lukasz Kubot,1,20,86,0,66
2010-01-18,2010,Hard,Jo-Wilfried Tsonga,Tommy Haas,10,17,Tommy Haas,0,10,17,1,7
2010-01-18,2010,Hard,Nicolas Almagro,Alejandro Falla,25,77,Alejandro Falla,0,25,77,1,52
2010-01-18,2010,Hard,Andy Roddick,Feliciano Lopez,7,46,Feliciano Lopez,0,7,46,1,39
2010-01-18,2010,Hard,Fernando Gonzalez,Evgeny Korolev,11,53,Evgeny Korolev,0,11,53,1,42
