Name,Sex,Age,BodyweightKg,BenchKg,SquatKg,DeadliftKg
Erin Schaefer,F,25,65.9,62.5,142.5,165
Courtney Carpunky,F,25,67.5,72.5,130,160
Shani Goines,F,25,76.5,52.5,100,137.5
Amanda Wolff,F,25,73.2,75,110,160
Lauren Dean,F,25,66.6,80,145,185
Kaylee Wagnon,F,25,79.9,55,90,105
Andrea Todd,F,25,75.3,50,102.5,125
Sarah Shearin,F,25,122.4,70,130,137.5
Vanessa Alvarez,F,25,81.9,85,182.5,187.5
Gina Caiafa,F,25,73.9,85,172.5,182.5
Brie Levy,F,25,95.5,125.5,220,207.5
Haiyen Ackerman,F,25,54.3,55,97.5,125
Rebecca Mrotek,F,25,79.8,65,110,147.5
Marissa Heeb,F,25,91.9,67.5,145,147.5
Jessica Balderrama,F,25,148.3,70,132.5,137.5
Rebecca Lorch,F,25,74,85,115,157.5
Sylwia Surowiec,F,25,78.29,50,97.5,115
Jillian Mull,F,25,71.7,72.5,157.5,167.5
Christina Sosa,F,25,111.86,55,90,115
Kelly Yates,F,25,70.6,80,140,170
Katie Best,F,25,81.2,50,112.5,140
Abigayle Wilbanks,F,25,90,50,87.5,110
Tammy Luu,F,25,55.7,50,97.5,95
Amie Madelozo,F,25,59.51,42.5,100,132.5
Melissa Avanesian,F,25,67.45,57.5,110,152.5
Elizabeth Parker,F,25,68.81,77.5,117.5,147.5
Katie Keltos,F,25,64.1,77.5,105,137.5
Anna Vitt,F,25,89.6,70,110,147.5
Natalia Fumero,F,25,64.7,70,150,170
Michelle Duong,F,25,69.1,60,117.5,142.5
Sylvia Lovanrack,F,25,52.4,60,120,158
Allie Nadeau,F,25,53.6,37.5,97.5,110
Robyn Jeffrey,F,25,65.4,87.5,152.5,182.5
Courtney Cornwell,F,25,59.9,75,142.5,142.5
Cindy Yang,F,25,59.9,62.5,115,125
Danielle Diaz,F,25,67.3,60,110,112.5
Nhi Nguyen,F,25,73,50,95,120
Rebecca Moore,F,25,77.7,65,155,127.5
Alexandra Retzer,F,25,51.9,55,90,137.5
Carissa Chalsma,F,25,73.8,62.5,110,135
Kathyrine Tumada,F,25,51.45,55,112.5,145
Rachel Wood,F,25,50.7,55,102.5,135
Michelle Orgeta,F,25,48.2,50,100,127.5
Anne Morsette,F,25,69,62.5,92.5,125
Taylor Maloney,F,25,64,62.5,107.5,137.5
Samantha Reinhardt,F,25,81.1,47.5,80,127.5
Marissa Heeb,F,25,90,75,142.5,155
Jessica Balderrama,F,25,145.3,77.5,152.5,150
Marivic Matanza,F,25,55,52.5,92.5,137.5
Hefziba Carbajal,F,25,60,47.5,90,102.5
Corinna Guerra,F,25,67.5,65,132.5,157.5
Rachel Ayala,F,25,67.5,72.5,117.5,157.5
Yadira Aguayo,F,25,65.3,57.5,117.5,140
Shauna Williams,F,25,101.1,77.5,142.5,192.5
Tiffinee Derby,F,25,70.95,47.5,85,112.5
Sarah Ibarra,F,25,59.6,62.5,127.5,150
Rebecca Buringrud,F,25,60,60,125,142.5
Natalie Gallardo,F,25,73,62.5,120,147.5
Rebecca Johnson,F,25,51.55,47.5,95,105
Trisha Fudge,F,25,64.3,47.5,77.5,117.5
Richelle Ledesma,F,25,48.2,60,102.5,132.5
Noelani Lopez,F,25,71,65,102.5,147.5
MacKenzie Dumas,F,25,78.2,57.5,107.5,127.5
Kelli Ennis,F,25,47.6,45,87.5,120
Hannah Polly,F,25,64.9,82.5,147.5,167.5
Eileen Guan,F,25,67.5,47.5,80,102.5
Alison Leddy,F,25,73.3,55,100,115
Claire Droppelman,F,25,78.3,57.5,102.5,137.5
McKenzie Ringo,F,25,71.8,70,105,125
Jasmine Venable,F,25,79.8,85,165,182.5
Molly Hubbell,F,25,83.6,82.5,140,162.5
Iris Farias,F,25,62.6,47.5,110,142.5
Jamie Meyer,F,25,90,80,140,145
Manuela G Toscano,F,25,73.4,70,172.5,185
Kendall Polk,F,25,68,52.5,85,110
Amanda Brothers,F,25,66.6,57.5,90,122.5
Stephanie Zundel,F,25,51.3,47.5,85,120
Taylor Bolding,F,25,82.4,70,130,175
Kayce Morris,F,25,66.2,92.5,172.5,185
Erika Stevens,F,25,66.36,70,120,145
Rachel Madryga,F,25,80.6,40,100,117.5
Anastasia North,F,25,89.3,77.5,130,165
Grace Thomas #1,F,25,72.5,72.5,167.5,167.5
Brooke Yorgesen,F,25,109,97.5,192.5,180
Tailor Johnson,F,25,59.1,62.5,117.5,130
Harmanpreet Kaur,F,25,87.3,32.5,100,122.5
Chelsea Rotz,F,25,62.5,55,90,127.5
Kristen Zanon,F,25,59.4,47.5,97.5,130
Nashali Covello,F,25,73.8,62.5,147.5,165
Michelle Ventaloro,F,25,55.7,75,140,140
Olivia Mustain,F,25,55,62.5,97.5,120
Lisette Cornejo,F,25,66.7,57.5,112.5,150
Ashley Cale,F,25,55.7,45,82.5,107.5
Lara Avanesian,F,25,70.4,67.5,142.5,165
Lizbeth Ruiz Lara,F,25,48,55.5,72.5,102.5
Jane Chen,F,25,51.4,25,72.5,82.5
Allison Whorton,F,25,59.7,57.5,125,170
Kristen Robbins #1,F,25,56,82.5,142.5,160
Alexis Wells,F,25,58.6,72.5,140,160
Nelly Morillo,F,25,66.2,62.5,120,132.5
Sarah Parker,F,25,115.7,100,195,192.5
Dana Williamson #1,F,25,64.3,62.5,127.5,137.5
Dunia Monroy,F,25,81.85,47.5,125,122.5
Tiana Reola,F,25,109.35,55,95,122.5
Marycandler Minish,F,25,57.8,57.5,92.5,120
Samantha Langley,F,25,77.9,60,100,137.5
Katie Maier,F,25,81.3,95,127.5,155
Jessica Cook #2,F,25,67.5,50,107.5,132.5
Dakota Hawthorne,F,25,55.8,45,65,100
Diana Garcia,F,25,57.1,67.5,122.5,142.5
Chandler Campbell,F,25,60.5,47.5,67.5,85
Rana Dregia,F,25,73.9,62.5,150,182.5
Ashlin Winkler,F,25,74.3,72.5,107.5,140
Natalie Parker #2,F,25,100.3,70,145,165
Melanie Ong,F,25,80,65,132.5,130
Taya Gordon,F,25,64.6,80,137.5,165
Kaye Padron,F,25,97.2,77.5,172.5,177.5
Brooke Yorgesen,F,25,116.2,100,200,187.5
Rachel Davidson,F,25,63.8,65,107.5,130
Sarah Cruthirds,F,25,74.3,55,107.5,152.5
Amber Madrid,F,25,74.4,47.5,107.5,122.5
Deanna Lopez,F,25,60,80,140,172.5
Amaya Batiza,F,25,55.8,60,95,115
Hunter Young #2,F,25,69.4,50,85,110
Victoria Betolatti,F,25,62,80,115,145
Christina Nosari,F,25,65.8,55,92.5,140
Ruthie Beck,F,25,73.7,97.5,150,162.5
Makala Corbett,F,25,132.1,92.5,150,157.5
Denicia Miller,F,25,60,52.5,107.5,122.5
Lian Hoffman,F,25,77.6,92.5,155,182.5
Krista Bonikowske,F,25,84.2,70,140,130
Taylor De La Rosa,F,25,59.4,67.5,132.5,145
Ana Malagon,F,25,72.7,105,167.5,197.5
Tiffany Johnson,F,25,54.9,42.5,75,127.5
Allison Kaminski,F,25,66.1,60,110,107.5
Carrie Althoff,F,25,59.1,67.5,117.5,125
Samantha Barcomb,F,25,73.8,60,110,135
Tiffany Clemins,F,25,67.8,65,127.5,142.5
Amira Sixkiller,F,25,86.2,47.5,122.5,157.5
Christalbel No,F,25,56,35,85,115
Beatriz Gonzalez,F,25,60,60,95,132.5
Valerie Leuta,F,25,103.8,70,132.5,152.5
Maria Mohamed,F,25,66.2,72.5,140,140
Daniela Lopez,F,25,51.3,42.5,107.5,97.5
Beatriz Neri,F,25,80.1,70,125,140
Marisa Bubica,F,25,86.1,57.5,117.5,170
Mariama Wilson,F,25,81.5,55,90,132.5
Marisela Allen,F,25,65,80,110,145
Dana Tran,F,25,62.2,50,100,117.5
Jasmine Saenz,F,25,59.7,65,135,142.5
Alyssa Butler,F,25,74,82.5,125,145
Catherine Hyland,F,25,59.8,70,102.5,137.5
Katie Fertig,F,25,66.2,47.5,90,110
Shadra Green,F,25,63.8,77.5,117.5,125
Holly Quinn,F,25,50.1,55,105,112.5
Taylor Scavone,F,25,73,87.5,170,175
Ashley Cline,F,25,64.7,72.5,115,140
Naomi-Lynn Sonnier,F,25,76.8,55,102.5,145
Kasia Dinkeloo,F,25,69.6,72.5,132.5,162.5
Leilana Tupua-Rodriguez,F,25,59.6,85,132.5,125
Amber Prado,F,25,79.7,95,157.5,192.5
Ashley Percy,F,25,82.2,70,155,162.5
Katie Carroll,F,25,58.97,70,105,132.5
Erin Schaefer,F,25,66.2,65,147.5,165
Kristine Countryman,F,25,74.1,65,110,140
Erin Casing,F,25,47.26,45,87.5,112.5
Autumn Tarango,F,25,112.5,75,175,170
Roxann Rhodes,F,25,44.7,60,95,107.5
Ji Min Noh,F,25,55.7,47.5,127.5,152.5
Joanne Wang,F,25,47.65,40,85,122.5
Isabel Aguirre,F,25,76.45,60,112.5,110
Amanda Killgo-Groves,F,25,54.6,75,112.5,147.5
Morgan Secor,F,25,69.2,82.5,125,155
Anna Mangialardo,F,25,97.8,75,115,140
Nancy Martin,F,25,110.5,57.5,145,162.5
Sydney Rupe,F,25,87.5,82.5,160,165
Sophia Park,F,25,48,50,80,102.5
Hala Ashraf,F,25,63.5,60,102.5,137.5
Marlow King,F,25,71.2,67.5,137.5,152.5
Margarita Zwisler,F,25,74.5,52.5,125,137.5
Colleen Beery,F,25,95.3,87.5,180,197.5
Katelyn Synoground,F,25,55.4,57.5,97.5,107.5
Madison Gilfert,F,25,55,70,112.5,140
Taylor Maloney,F,25,60,62.5,117.5,147.5
Natalia Korenev,F,25,72.3,75,137.5,170
Jenna Osterman,F,25,55.7,65,105,140
Aubri Lucero,F,25,57.2,40,62.5,75
Abby Highsmith,F,25,59,70,135,142.5
Cassidy Hardin,F,25,59.2,45,87.5,97.5
Feng Chew,F,25,54.61,67.5,95,145
Brittany Pryor,F,25,99.97,125,187.5,217.5
Kayla Clancey,F,25,79.2,57.5,90,132.5
Arkady Unterleidner,F,25,58.7,62.5,105,120
Alejandra Tenorio,F,25,65.6,45,120,120
Monica Pen,F,25,65.8,42.5,102.5,117.5
Kelsey Hirte,F,25,74.4,72.5,132.5,175
Lindsey Higgins,F,25,74.2,57.5,125,165
Shasta Blake,F,25,59.3,52.5,97.5,110
Yarizeth Sosa,F,25,45,32.5,60,80
Mackensie Emco,F,25,50.45,52.5,110,137.5
Desiree Hooper,F,25,61.95,62.5,105,127.5
Alexandra Peek,F,25,69.75,85,112.5,150
Aimee Adams,F,25,61,65,120,142.5
Marya Wallen,F,25,70.9,65,112.5,142.5
Michelle Green,F,25,55.4,50,95,125
Jessica Whalen,F,25,92.2,67.5,127.5,160
Sonia Chourappa,F,25,96.1,52.5,120,120
Harlie Briskey,F,25,88.6,85,150,150
Kristen Robbins #1,F,25,55.4,85,145,165
Hikaru Komiyama,F,25,55.9,72.5,132.5,160
Micheale Morgan,F,25,53.7,67.5,122.5,142.5
Kelsie Davis,F,25,55.2,65,105,122.5
Alexandra Konstantinou,F,25,59.8,65,125,137.5
Kara Drummond,F,25,67.2,60,137.5,150
Alexandra Posada,F,25,89,57.5,125,152.5
Tyrianna Knight,F,25,98.2,85,137.5,162.5
Molly Mullikin,F,25,73.6,97.5,192.5,215
Melissa Walford,F,25,71.67,67.5,102.5,120
Dominique Runner,F,25,55.4,55,97.5,120
Sydney Herman,F,25,73.4,55,115,122.5
Kelly Huff,F,25,69.85,47.5,90,117.5
Flordeline Pascual,F,25,51.7,67.5,112.5,140
Belle Morrow,F,25,50.7,40,102.5,117.5
Ellie Perez,F,25,51.4,55,92.5,102.5
Kayla Jacques,F,25,57.5,70,110,115
Kristen Wilson,F,25,79.7,65,125,155
Aly Vergin,F,25,70.8,65,115,160
Kelsie Davis,F,25,54.9,52.5,75,102.5
Pia Joy Agra,F,25,44.04,42.5,82.5,130
Tiffany Dang,F,25,55.61,45,112.5,127.5
Nicole Herbig,F,25,65.91,60,127.5,150
Deshawndra Trevino,F,25,67.36,67.5,100,155
Corrina Rocha,F,25,67.4,67.5,97.5,145
Haley Bohland,F,25,54.7,65,105,142.5
Lauren Wise,F,25,71.7,50,102.5,120
Denise Portillo,F,25,69,60,115,170
Alejandra Lemus,F,25,80.6,75,145,157.5
Samantha Branum,F,25,80.55,77.5,137.5,155
Sammie Dalton,F,25,59.3,72.5,140,140
Brittany Reilly,F,25,81,77.5,142.5,167.5
Andrea Gonzalez #1,F,25,63.4,57.5,125,137.5
Coral Lopez,F,25,61.7,45,92.5,105
Chelsea Dion,F,25,98.6,110,152.5,182.5
Caitlin Cabrera,F,25,68.2,60,100,120
Nikki Baker,F,25,59.7,67.5,130,160
Joannelys Mir,F,25,74.8,65,137.5,165
Janet Macias,F,25,63.5,57.5,107.5,120
Brittany Lisa,F,25,60,70,122.5,140
Kirsten Rockwood,F,25,82.6,77.5,130,150
Cynthia Platt,F,25,59.7,55,100,160
Ashley Wilson #1,F,25,67,85,167.5,220
Alisha Hedrick,F,25,79.8,65,145,167.5
Carmen Hu,F,25,66.7,87.5,160,185
Morelia Ayala,F,25,61,50,82.5,137.5
Ha Nguyen,F,25,56,62.5,128,150.5
Sierra Myers,F,25,66.6,70,112.5,147.5
Leah Russell,F,25,76.4,80,130,152.5
Ciarra Hutton,F,25,80.4,107.5,202.5,257.5
Gabriela Bolivar,F,25,54.2,57.5,100,130
Jessica Roos,F,25,59.2,50,107.5,135
Megan Marshall #2,F,25,67.5,107.5,167.5,170
Monique Rodriguez,F,25,66.2,70,122.5,135
Jennifer Gonzales-Romero,F,25,85.5,60,135,162.5
Dreannan McConnell,F,25,75,52.5,130,140
Alyssa Butler,F,25,76.5,85,130,142.5
Taylor Dooley,F,25,70.3,85,155,172.5
Samantha Takac,F,25,66,57.5,105,150
Savannah Smith,F,25,92.8,62.5,150,150
Caitlin Gray,F,25,59.2,37.5,80,95
Yesenia Tovar,F,25,67.5,47.5,107.5,125
Sandra Torres #1,F,25,49.5,57.5,113,140
Lauren Pon,F,25,59,47.5,110,147.5
Jacqueline Alas,F,25,62.01,65.77,136.08,163.29
Isha Maini,F,25,60,77.5,102.5,127.5
Rebecca Stace,F,25,67.4,75,140,170
Fjola Blandon,F,25,75.8,72.5,105,150
Sophie Barringer,F,25,69.7,67.5,135,175
Lucy Connelly,F,25,51.6,35,80,90
Lauren Wilson,F,25,62.1,50,100,127.5
Gina Wiley,F,25,56.8,52.5,100,110
Michelle Bauer,F,25,63.8,65,127.5,165
Michelle Bauer,F,25,71,75,142.5,175
Michelle Bauer,F,25,63,60,110,160
Sophie Barringer,F,25,71.1,65,145,180
Amy-Lee Angus,F,25,70.3,45,85,120
Boglarka Chis,F,25,97.1,77.5,137.5,140
Kathryn Kerr,F,25,49.3,47.5,70,100
Lara Dalgarno,F,25,73.7,57.5,110,135
Jade Elliott,F,25,67.3,60,120,130
Eeva Ylimäki,F,25,77.6,55,105,120
Emma Lahti,F,25,71.1,120,178,200
Jacquelyn Hastings,F,25,72.21,61.23,131.54,174.63
Kaitlin Goy,F,25,51.71,70.31,104.33,124.74
Sumire Clevenger,F,25,54.7,56.7,111.13,108.86
Stephanie Winchip,F,25,97.79,63.5,124.74,145.15
Elizabeth Wahlman,F,25,89.99,52.16,124.74,145.15
Rachel Busch,F,25,58.88,83.91,120.2,129.27
Megan Chipman,F,25,98.16,63.5,138.35,147.42
Sophie Munoz,F,25,59.87,38.56,36.29,79.38
Elyse Velardi,F,25,80.2,65.77,97.52,145.15
Briana Duval,F,25,59.51,61.23,111.13,122.47
Amelia Watts,F,25,74.5,42.5,107.5,122.5
Alexis Truitt,F,25,57.5,55,77.5,105
Emily Smith #5,F,25,74.57,47.63,83.91,113.4
Amelia Watts,F,25,74.5,50,105,115
Lauren Elkin,F,25,81.65,62.5,107.5,152.5
Stephanie Winchip,F,25,93.71,58.97,136.08,149.69
Destiny Day,F,25,74,30,82.5,95
Christina Consigli,F,25,59.51,47.63,79.38,97.52
DeAnna D'Amico,F,25,78.83,86.18,142.88,182.34
Victoria Parker,F,25,64.5,63.5,99.79,142.88
Kathleen Gomes,F,25,73.71,77.56,150.14,152.41
Jessica Tyler,F,25,53.2,62.5,107.5,130
Ashley Fertile,F,25,119.2,85,130,145
Katrina Curtis,F,25,80.97,91.17,159.21,186.43
Ann Vanderbush,F,25,82.74,124.74,183.7,229.06
Ornella Toledo,F,25,78,40,120,130
Katherine Booras,F,25,42.68,25,25,45
Breanna Salazar,F,25,62.64,57.5,100,137.5
Yvonne Young,F,25,56,65,82.5,140
Melaina King,F,25,67.5,65,102.5,142.5
Juliet Deane,F,25,56.25,45,75,125.5
Heidi Cutter,F,25,55.34,57.5,92.5,125
Heidi Cutter,F,25,55.34,57.5,92.5,125
Sarah Evans,F,25,67.5,80,135,140
Rebecca Barnes,F,25,67.5,50,80,107.5
Olga Martinyuk,F,25,55,45,75,87.5
Brittany Vinesett,F,25,75,68.04,120.2,138.35
Sandrine Quignaudon,F,25,46.85,55,107.5,122.5
Sandrine Quignaudon,F,25,46.3,55,105,102
Isabella von Weissenberg,F,25,67.5,85,170,192.5
Sofia Kamlund,F,25,71.07,65,137.5,160
Micaela Ödling,F,25,69,77.5,95,127.5
Kayla Edmondson,F,25,87.81,55,105,127.5
Haley McEntire,F,25,51.8,57.5,107.5,115
Ronni Schaber,F,25,114.08,75,142.5,130
Cheyli Perez,F,25,68.4,47.5,97.5,102.5
Ellen Savage,F,25,59.65,37.5,75,100
Amy Masterson,F,25,61.1,45,65,105
Belen Reyes,F,25,50.3,22.5,30,75
Laura Buckley,F,25,63.7,60,100,140
Anna Reddin,F,25,65.8,57.5,92.5,152.5
Nicola Horan,F,25,67.95,42.5,97.5,122.5
Siobhan Cotter,F,25,58.1,60,102.5,142.5
Geina McGrath,F,25,57.7,57.5,92.5,150
Sarah Ryan,F,25,60.8,55,100,135
Laura Fox #2,F,25,61.8,42.5,72.5,117.5
Stephanie Gleeson,F,25,69.8,85,127.5,145
Angela O'Mahony,F,25,69.7,55,115,130
Aoife Daly,F,25,68.6,52.5,110,130
Kathryn O Neill,F,25,81,60,120,150
Niamh Ryan,F,25,86.2,30,60,105
Gillian O Connell,F,25,71.7,40,90,105
Lisa Smith,F,25,69.5,52.5,107.5,150
Aoife Daly,F,25,75.1,45,77.5,105
Anna Reddin,F,25,65.2,55,92.5,152.5
Anna Reddin,F,25,65.2,55,92.5,152.5
Ivana Cvetojević,F,25,56.7,35,55,97.5
Marina Džapo,F,25,62.8,42.5,80,100
Nataša Cvijanović,F,25,69.6,65,147.5,165
Lana Volarević,F,25,70,52.5,85,115
Romana Tea Kirinić,F,25,64.2,80,142.5,175
Hannah Altman,F,25,70.15,97,158,170
Jennifer Simmons,F,25,84.32,55,85,127.5
Jess Sewastenko,F,25,57.25,91,140,194
Hannah Topp,F,25,83.2,72.5,165,162.5
Rosie Wilson,F,25,70.7,61,102,116
Rebecca Biermann,F,25,55,65,122.5,125
Denica Russ,F,25,60.3,70,130,135
Lesley Flanagan,F,25,81.1,75,125,127.5
Lauren O'Sullivan,F,25,82.9,70,125,155
Emma Wisdom,F,25,69.1,65,115,152.5
Alesha Pimm,F,25,71.15,57.5,122.5,132.5
Ayesha Parsons,F,25,81.25,65,120,155
Stacey Rogers,F,25,55.7,67.5,120,150
Marzena Wierzbicka,F,25,70.85,100,150,190
Ellie Silvers,F,25,63.95,66,111,171
Mel Flett,F,25,71.62,77.5,105,130
Jess Sewastenko,F,25,56.5,91,148,196
Courtney Miller,F,25,67.25,65,132.5,162.5
Caitlin McCurrie,F,25,57.65,65,105,147.5
Jess Sewastenko,F,25,56.15,91,152,193
Karina Fourman,F,25,54.65,57.5,110,130
Grace Valenti,F,25,68.05,54,95,120
Ariel Symon,F,25,52.3,80,130,115
Hannah Topp,F,25,76.75,70,157.5,165
Katherine Valle,F,25,67.1,65,122.5,132.5
Lauren O'Sullivan,F,25,88.55,70,120,150
Emma Wisdom,F,25,69.55,55,107.5,147.5
Georgia Carter,F,25,57.54,50,98,132
Josephine Bale,F,25,56.9,42.5,70,92.5
Maisie Purchase,F,25,96.4,55,117.5,140
Jovana Ribar,F,25,61.8,47.5,95,125
Kristina Cvjetičanin,F,25,71.4,72.5,130,142.5
Jovana Mitrović,F,25,74.55,42.5,95,115
Barbara Totarvaj,F,25,72.2,50,82.5,100
Milena Ranđelović,F,25,62.7,65,115,150
Selena Džajić,F,25,67.9,50,105,142.5
Aleksandra Vukić,F,25,66.6,45,80,115
Zoe Lee Baker,F,25,69.4,82.5,130,160
Fumi Takahashi,F,25,42.2,50,85,95
Tania Lanfranca,F,25,72.9,57.5,127.5,147.5
Alex Smith #6,F,25,54.45,71.5,87.5,142.5
Samantha Collings,F,25,58.5,52.5,82.5,110
Asha Ttraceu,F,25,114.8,70,145,170
Helen Fegan,F,25,73.3,67.5,95,140
Ruby Hains,F,25,69.5,57.5,105,130
Bree Struges,F,25,67.8,52.5,115,142.5
Taylor Herbert,F,25,62,32.5,62.5,92.5
Arilí García García,F,25,62.8,67.5,117.5,145
Ana Karen Flores Quinto,F,25,63,57.5,125,120
Fridda C Fuentes Gama,F,25,71.5,75,130,155
Ciara Corrigan,F,25,63.4,75,132.5,140
Kavishi Kariyawasam,F,25,51.1,47.5,115,150
Rachel Bellew,F,25,82.4,50,97,166
Samantha Dutton,F,25,62.7,60,108,127
Jessica Cabañil Chávez,F,25,51.46,70,142.5,147.5
Viktória Flávia Tóth,F,25,62.83,95,135,150
Barbora Josková,F,25,67.67,102.5,147.5,195
Chiara Luraschi,F,25,64.44,90,150,177.5
Tuulia Lohivuo,F,25,75.75,110,172.5,180
Ziana Azariah,F,25,83.84,100,207.5,246
Sarah Gardiner,F,25,113.13,120,200,205
Katja Babič,F,25,55.6,75,142.5,150
Agnès Alves,F,25,56.79,97.5,142.5,170
Olimpia Felińska,F,25,55.8,80,125,130
Julia Rozmus,F,25,45.01,47.5,95,107.5
Nina Svarvare Oleinikova,F,25,52,72.5,130,150
Zoé Coinne,F,25,55.6,82.5,137.5,145
Manon Ettori,F,25,65.46,65,137.5,160
Ambre Motosso,F,25,67.61,47.5,135,157.5
Alžběta Michlová,F,25,66.42,70,120,137.5
Ana Lores Fernández,F,25,46.9,57.5,132.5,142.5
Agnès Alves,F,25,56.35,92.5,135,160
Yana Abolina,F,25,60.55,90,150,170
Sonia Gonçalves Da Silva,F,25,67.5,85,165,192.5
Sophia Ellis,F,25,72.9,110,160,230.5
Andreea Vasilescu,F,25,46.53,47.5,92.5,117.5
Pleun Dekkers,F,25,51.15,72.5,160.5,152.5
Prescillia Bavoil,F,25,63,105,193,216
Karmen Kaljula,F,25,69.75,75,130,150
Leigh Wetheridge,F,25,119.15,117.5,232.5,229
Noe Kesinirat Saritkriang,F,25,55.83,72.5,127.5,150
Sonita Muluh,F,25,109,127.5,253,250.5
Sarah Gardiner,F,25,111.56,117.5,200,202.5
Kerri Anne Martinez,F,25,45.85,45,85,100
Liu Hui Min,F,25,55.55,55,105,117.5
Milleana Regushevskaya,F,25,72.35,107.5,202.5,217.5
Nicole Lebria,F,25,56.74,61.23,117.93,106.59
Chelsie Cunningham,F,25,72.48,61.23,111.13,165.56
Taylar Stallings,F,25,75,108.86,170.1,229.06
Amelia Nichol,F,25,99.1,80,140,145
Lê Phương Thảo,F,25,55.8,55,100,145
Nguyễn Hoàng Phương Dung,F,25,62.2,47.5,110,140
Đinh Thị Hoa,F,25,49.85,62.5,120,142.5
Đinh Vũ Cẩm Nhung,F,25,53.3,37.5,85,67.5
Megan Thompson,F,25,75.3,54.43,90.72,117.93
Megan Thompson,F,25,74.43,77.11,122.47,158.76
Sky Reno,F,25,89.77,52.16,88.45,133.81
Faith Schmit,F,25,80.29,70.31,111.13,131.54
Megan Thompson,F,25,74.66,65.77,99.79,127.01
Katie Clarke,F,25,73.2,67.5,150,180
Doireann Clarke,F,25,78,67.5,127.5,170
Doireann Clarke,F,25,79.4,67.5,137.5,182.5
Alison O'Reilly,F,25,76.2,77.5,140,147.5
Emily Walsh,F,25,56.4,70,127.5,140
Leigh Porter,F,25,72.2,60,145,155
Mairead Murphy,F,25,51.6,42.5,90,125
Holly O'Reilly,F,25,61.6,55,117.5,145
Kellie McGrath,F,25,61.8,62.5,120,132.5
Medb Murtagh,F,25,56.6,70,125,145
Aimee McQuillan,F,25,79.4,62.5,120,140
Rebekah Wilson,F,25,71.2,60,140,180
Emily Walsh,F,25,56,75,130,145
Lauren Rooney,F,25,83.6,67.5,137.5,162.5
Alexandra Rosenberger,F,25,80.8,52.5,100,140
Elizabeth Mulligan,F,25,97.4,60,120,140
Aoife Daly,F,25,72,50,100,130
Karla O'Boyle,F,25,68,65,105,142.5
Medb Murtagh,F,25,55.2,67.5,123,140
Alison O'Reilly,F,25,78.6,82.5,140,157.5
Sarah Gardiner,F,25,112,112.5,200,210
Christina Tsatsoulis,F,25,95.8,65,112.5,155
Tennae Cevaal,F,25,66.5,55,85,140
Tennae Cevaal,F,25,68.1,50,67.5,120
Anna Gamayunova,F,25,40.81,40,50,57.5
Elena Solonnikova,F,25,49.41,52.5,85,120
Natalya Andrusyak,F,25,72.2,77.5,137.5,180
Aliya Khakimova,F,25,67.7,52.5,100,120
Kristina Kostikova,F,25,51.8,72.5,90,117.5
Margaux Peyrol,F,25,62.55,72.5,122.5,145
Sophia Veiras,F,25,61.79,75,145,152.5
Prescillia Bavoil,F,25,62.55,100,188,202.5
Holly Bryans,F,25,71.45,95,172.5,195
Kanan Kasai,F,25,51.86,82.5,117.5,147.5
Michaela Leonard,F,25,62.34,85,137.5,192.5
Victoria Pollastri,F,25,56.92,75,120,145
Rebecca Stace,F,25,68.12,80,147.5,172.5
Heather Connor,F,25,46.56,62.5,122.5,165
Bonica Brown,F,25,121.8,112.5,230,217.5
Sonia Gonçalves Da Silva,F,25,67.15,92.5,170,195
Amanda Lawrence #1,F,25,83.3,120,242.5,252.5
Sonita Muluh,F,25,105.65,115,232.5,240
Ziana Azariah,F,25,83.29,97.5,200,240
Milly Stoneley,F,25,99.25,92.5,165,172.5
Brooke Conley,F,25,99.8,90,182.5,182.5
Amanda Lawrence #1,F,25,83.4,130,246.5,268.5
Katja Babič,F,25,51.85,72.5,135,150
Alyssa Smith #1,F,25,70.96,95,180,202.5
