tourney_name,surface,result,player,rank,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_in,first_serve_won,second_serve_won,serve_games_won,break_points_saved,break_points_faced
Bad Homburg,Grass,Loser,Bianca Andreescu,51,R,170,CAN,23,3,68,1,3,58,34,22,10,8,5,8
Bad Homburg,Grass,Winner,Emma Navarro,60,R,NA,USA,22.1,3,139,1,3,105,70,38,24,12,10,13
Bad Homburg,Grass,Loser,Alize Cornet,74,R,173,FRA,33.4,3,139,1,6,84,58,38,9,12,4,8
Bad Homburg,Grass,Winner,Katerina Siniakova,52,R,174,CZE,27.1,3,94,3,5,54,32,25,14,9,3,3
Bad Homburg,Grass,Loser,Evgeniya Rodina,314,R,170,RUS,34.3,3,94,0,2,81,56,35,9,9,8,11
Bad Homburg,Grass,Winner,Liudmila Samsonova,15,R,180,RUS,24.6,3,157,16,7,109,61,42,25,16,5,8
Bad Homburg,Grass,Loser,Linda Noskova,45,R,NA,CZE,18.6,3,157,5,6,109,78,51,11,15,6,11
Bad Homburg,Grass,Winner,Iga Swiatek,1,R,176,POL,22,3,112,2,1,71,58,41,8,13,0,2
Bad Homburg,Grass,Loser,Tatjana Maria,58,R,172,GER,35.8,3,112,5,5,85,49,30,13,13,4,10
Bad Homburg,Grass,Winner,Jil Teichmann,129,L,170,SUI,25.9,3,138,7,7,92,55,44,15,14,5,7
Bad Homburg,Grass,Loser,Claire Liu,95,R,170,USA,23,3,138,6,3,79,53,39,13,14,2,5
Bad Homburg,Grass,Winner,Leylah Fernandez,96,L,168,CAN,20.8,3,54,6,3,38,26,24,7,7,1,1
Bad Homburg,Grass,Winner,Anna Blinkova,39,R,179,RUS,24.7,3,114,4,5,90,49,35,22,14,6,9
Bad Homburg,Grass,Winner,Mayar Sherif,31,R,180,EGY,27.1,3,136,6,2,87,61,48,14,16,2,4
Bad Homburg,Grass,Loser,Anna Lena Friedsam,87,R,NA,GER,29.3,3,136,4,2,98,65,48,16,16,4,7
Bad Homburg,Grass,Winner,Lucia Bronzetti,65,R,NA,ITA,24.5,3,76,2,1,52,33,27,11,8,2,2
Bad Homburg,Grass,Loser,Julia Grabher,54,R,170,AUT,26.9,3,76,3,10,64,34,20,11,9,2,6
Bad Homburg,Grass,Winner,Sara Errani,80,R,164,ITA,36.1,3,63,0,0,55,43,29,6,9,4,6
Bad Homburg,Grass,Loser,Maryna Zanevska,92,R,175,BEL,29.8,3,63,1,6,43,25,16,3,8,0,5
Bad Homburg,Grass,Winner,Varvara Gracheva,43,R,NA,FRA,22.8,3,55,3,2,41,27,21,9,8,0,1
Bad Homburg,Grass,Loser,Jaqueline Cristian,133,R,180,ROU,25,3,55,1,3,41,26,11,5,7,3,8
Bad Homburg,Grass,Winner,Bianca Andreescu,51,R,170,CAN,23,3,147,7,3,96,61,39,22,14,8,10
Bad Homburg,Grass,Winner,Rebeka Masarova,69,R,186,ESP,23.8,3,62,4,2,48,34,26,6,9,2,4
Bad Homburg,Grass,Loser,Aliaksandra Sasnovich,66,R,174,BLR,29.2,3,62,0,4,47,31,17,3,8,3,8
Bad Homburg,Grass,Winner,Alize Cornet,74,R,173,FRA,33.4,3,85,3,3,46,33,23,5,9,1,4
Bad Homburg,Grass,Loser,Martina Trevisan,62,L,160,ITA,29.6,3,85,0,3,52,33,14,7,9,1,7
Bad Homburg,Grass,Winner,Emma Navarro,60,R,NA,USA,22.1,3,59,1,2,37,25,21,8,7,0,0
Bad Homburg,Grass,Loser,Nadia Podoroska,78,R,170,ARG,26.3,3,59,1,3,49,30,14,6,7,4,9
Bad Homburg,Grass,Winner,Katerina Siniakova,52,R,174,CZE,27.1,3,93,2,5,76,44,30,16,10,4,6
Bad Homburg,Grass,Loser,Elisabetta Cocciaretto,41,R,NA,ITA,22.4,3,93,3,5,61,38,27,6,9,8,12
Bad Homburg,Grass,Winner,Evgeniya Rodina,314,R,170,RUS,34.3,3,75,1,7,51,32,20,6,8,1,4
Bad Homburg,Grass,Loser,Katie Volynets,123,R,NA,USA,21.4,3,75,3,4,63,47,22,2,8,3,10
Bad Homburg,Grass,Winner,Linda Noskova,45,R,NA,CZE,18.6,3,81,4,4,59,36,27,12,10,1,3
Bad Homburg,Grass,Loser,Kateryna Baindl,86,R,175,UKR,29.3,3,81,2,4,65,36,21,11,10,9,14
Bad Homburg,Grass,Winner,Liudmila Samsonova,15,R,180,RUS,24.6,3,76,8,6,54,31,25,14,9,4,4
Bad Homburg,Grass,Loser,Viktoriya Tomova,99,R,170,BUL,28.3,3,76,0,3,49,27,15,13,8,2,5
Eastbourne,Grass,Winner,Madison Keys,25,R,178,USA,28.3,3,102,2,1,77,60,42,6,10,2,4
Eastbourne,Grass,Loser,Daria Kasatkina,11,R,170,RUS,26.1,3,102,0,2,68,59,31,3,10,3,7
Eastbourne,Grass,Winner,Madison Keys,25,R,178,USA,28.3,3,81,4,0,54,40,29,7,9,2,3
Eastbourne,Grass,Loser,Coco Gauff,7,R,175,USA,19.2,3,81,2,4,65,41,22,12,9,3,7
Eastbourne,Grass,Winner,Daria Kasatkina,11,R,170,RUS,26.1,3,83,1,3,62,47,29,5,10,4,8
Eastbourne,Grass,Loser,Camila Giorgi,67,R,168,ITA,31.4,3,83,0,10,59,33,17,5,10,0,7
Eastbourne,Grass,Winner,Madison Keys,25,R,178,USA,28.3,3,77,4,2,49,39,30,4,9,0,1
Eastbourne,Grass,Loser,Petra Martic,30,R,181,CRO,32.4,3,77,2,4,62,33,16,16,8,1,5
Eastbourne,Grass,Winner,Coco Gauff,7,R,175,USA,19.2,3,68,3,1,49,32,23,7,9,1,3
Eastbourne,Grass,Loser,Jessica Pegula,4,R,170,USA,29.3,3,68,0,0,48,32,17,7,9,2,7
Eastbourne,Grass,Winner,Camila Giorgi,67,R,168,ITA,31.4,3,72,11,1,43,22,16,10,6,2,5
Eastbourne,Grass,Loser,Jelena Ostapenko,17,R,177,LAT,26,3,72,6,6,66,40,25,9,6,7,10
Eastbourne,Grass,Winner,Daria Kasatkina,11,R,170,RUS,26.1,3,50,1,1,34,26,20,4,5,1,1
Eastbourne,Grass,Loser,Caroline Garcia,5,R,177,FRA,29.6,3,50,3,4,45,27,14,8,6,4,7
Eastbourne,Grass,Winner,Madison Keys,25,R,178,USA,28.3,3,104,3,2,78,53,43,8,10,7,8
Eastbourne,Grass,Loser,Xiyu Wang,73,L,NA,CHN,22.2,3,104,2,5,61,37,25,10,10,1,4
Eastbourne,Grass,Winner,Petra Martic,30,R,181,CRO,32.4,3,73,7,4,51,29,22,14,8,3,3
Eastbourne,Grass,Loser,Beatriz Haddad Maia,13,L,185,BRA,27,3,73,1,1,41,31,24,3,8,2,3
Eastbourne,Grass,Winner,Jessica Pegula,4,R,170,USA,29.3,3,107,1,2,65,43,35,11,12,2,4
Eastbourne,Grass,Loser,Camila Osorio,81,R,162,COL,21.5,3,107,3,6,99,58,39,17,12,10,13
Eastbourne,Grass,Winner,Coco Gauff,7,R,175,USA,19.2,3,59,5,2,35,18,14,10,7,0,1
Eastbourne,Grass,Loser,Jodie Burrage,128,R,NA,GBR,24,3,59,0,4,52,33,14,7,7,3,9
Eastbourne,Grass,Winner,Jelena Ostapenko,17,R,177,LAT,26,3,90,8,6,73,47,36,12,10,3,3
Eastbourne,Grass,Loser,Harriet Dart,142,R,175,GBR,26.9,3,90,2,8,67,33,22,18,9,4,6
Eastbourne,Grass,Winner,Camila Giorgi,67,R,168,ITA,31.4,3,72,1,6,52,24,15,16,9,2,5
Eastbourne,Grass,Loser,Ons Jabeur,6,R,167,TUN,28.8,3,72,3,3,52,20,11,9,8,3,9
Eastbourne,Grass,Winner,Daria Kasatkina,11,R,170,RUS,26.1,3,119,4,4,97,74,51,9,13,10,12
Eastbourne,Grass,Loser,Karolina Pliskova,18,R,184,CZE,31.2,3,119,8,5,92,63,42,14,14,4,8
Eastbourne,Grass,Winner,Caroline Garcia,5,R,177,FRA,29.6,3,86,7,3,71,43,35,14,10,4,4
Eastbourne,Grass,Loser,Ana Bogdan,61,R,171,ROU,30.5,3,86,5,1,60,43,32,5,9,1,3
Eastbourne,Grass,Winner,Xiyu Wang,73,L,NA,CHN,22.2,3,64,3,0,45,36,28,5,9,2,4
Eastbourne,Grass,Loser,Rebecca Marino,83,R,183,CAN,32.5,3,64,2,4,44,23,14,8,9,3,8
Eastbourne,Grass,Winner,Madison Keys,25,R,178,USA,28.3,3,103,9,2,74,46,34,14,11,4,7
Eastbourne,Grass,Loser,Tereza Martincova,113,R,178,CZE,28.6,3,103,0,1,73,60,37,6,11,5,9
Eastbourne,Grass,Winner,Petra Martic,30,R,181,CRO,32.4,3,125,7,4,67,38,34,16,11,5,5
Eastbourne,Grass,Loser,Katie Boulter,88,R,180,GBR,26.8,3,125,7,5,91,62,45,11,11,6,8
Eastbourne,Grass,Winner,Beatriz Haddad Maia,13,L,185,BRA,27,3,155,1,5,96,67,49,13,15,4,7
Eastbourne,Grass,Loser,Marie Bouzkova,32,R,180,CZE,24.9,3,155,4,4,92,53,36,22,15,0,3
Eastbourne,Grass,Winner,Jessica Pegula,4,R,170,USA,29.3,3,98,1,1,66,32,24,22,10,8,8
Eastbourne,Grass,Loser,Qinwen Zheng,24,R,NA,CHN,20.7,3,98,6,3,71,32,30,11,9,8,10
Eastbourne,Grass,Winner,Camila Osorio,81,R,162,COL,21.5,3,94,0,4,57,37,26,11,10,1,3
Eastbourne,Grass,Loser,Shelby Rogers,46,R,175,USA,30.6,3,94,3,5,75,39,27,12,10,6,10
Eastbourne,Grass,Winner,Jodie Burrage,128,R,NA,GBR,24,3,123,4,4,76,52,36,11,14,2,5
Eastbourne,Grass,Loser,Lauren Davis,44,R,157,USA,29.7,3,123,2,2,87,57,41,11,15,1,6
Eastbourne,Grass,Winner,Coco Gauff,7,R,175,USA,19.2,3,61,6,1,47,35,28,8,9,0,0
Eastbourne,Grass,Loser,Bernarda Pera,27,L,175,USA,28.5,3,61,4,4,54,42,24,5,8,4,7
Eastbourne,Grass,Winner,Jelena Ostapenko,17,R,177,LAT,26,3,87,2,5,65,35,24,10,10,3,7
Eastbourne,Grass,Winner,Harriet Dart,142,R,175,GBR,26.9,3,142,6,7,106,61,41,18,16,4,9
Eastbourne,Grass,Loser,Shuai Zhang,37,R,177,CHN,34.4,3,142,0,7,102,68,37,14,15,7,15
Eastbourne,Grass,Winner,Camila Giorgi,67,R,168,ITA,31.4,3,86,6,10,66,38,34,10,10,6,7
Eastbourne,Grass,Loser,Heather Watson,149,R,170,GBR,31.1,3,86,3,1,60,43,26,6,9,3,6
Eastbourne,Grass,Winner,Ons Jabeur,6,R,167,TUN,28.8,3,66,2,3,48,22,19,13,8,1,2
Eastbourne,Grass,Loser,Jasmine Paolini,42,R,160,ITA,27.4,3,66,0,2,58,33,18,9,9,4,9
Eastbourne,Grass,Winner,Daria Kasatkina,11,R,170,RUS,26.1,3,74,3,1,52,43,30,4,8,3,4
Eastbourne,Grass,Loser,Anhelina Kalinina,26,R,179,UKR,26.3,3,74,0,3,56,32,18,8,8,2,7
Eastbourne,Grass,Winner,Karolina Pliskova,18,R,184,CZE,31.2,3,138,9,5,79,56,46,6,13,5,6
Eastbourne,Grass,Loser,Elise Mertens,28,R,179,BEL,27.6,3,138,3,15,109,51,35,24,12,9,13
Eastbourne,Grass,Winner,Ana Bogdan,61,R,171,ROU,30.5,3,120,0,2,79,57,35,13,13,8,12
Eastbourne,Grass,Loser,Sorana Cirstea,36,R,176,ROU,33.2,3,120,0,1,76,56,32,9,13,4,9
Eastbourne,Grass,Winner,Caroline Garcia,5,R,177,FRA,29.6,3,80,12,1,77,44,33,14,10,8,10
Eastbourne,Grass,Loser,Madison Brengle,114,R,168,USA,33.2,3,80,0,3,57,42,19,9,9,1,6
Wimbledon,Grass,Winner,Iga Swiatek,1,R,176,POL,22,3,81,1,2,49,30,21,12,8,3,4
Wimbledon,Grass,Loser,Lin Zhu,34,R,173,CHN,29.4,3,81,1,0,53,30,14,10,8,5,10
Wimbledon,Grass,Winner,Sara Sorribes Tormo,84,R,176,ESP,26.7,3,100,0,3,65,45,32,11,8,6,6
Wimbledon,Grass,Loser,Martina Trevisan,64,L,160,ITA,29.6,3,100,0,4,53,31,15,11,8,1,5
Wimbledon,Grass,Winner,Diane Parry,96,R,170,FRA,20.8,3,138,2,2,103,74,43,15,15,5,9
Wimbledon,Grass,Loser,Harriet Dart,135,R,175,GBR,26.9,3,138,4,2,87,50,32,13,14,5,13
Wimbledon,Grass,Winner,Petra Martic,29,R,181,CRO,32.4,3,154,12,2,101,57,41,23,15,6,8
Wimbledon,Grass,Loser,Linda Fruhvirtova,53,R,NA,CZE,18.1,3,154,1,7,87,58,40,14,15,6,10
Wimbledon,Grass,Winner,Magda Linette,24,R,171,POL,31.3,3,86,0,2,62,53,34,6,9,2,3
Wimbledon,Grass,Loser,Jil Teichmann,121,L,170,SUI,25.9,3,86,3,4,47,31,20,5,8,1,5
Wimbledon,Grass,Loser,Maryna Zanevska,88,R,175,BEL,29.8,3,84,2,7,56,33,22,6,9,2,6
Wimbledon,Grass,Winner,Danielle Collins,52,R,178,USA,29.5,3,84,1,1,60,41,32,12,10,5,5
Wimbledon,Grass,Loser,Julia Grabher,58,R,170,AUT,27,3,84,4,3,69,46,28,12,10,5,7
Wimbledon,Grass,Winner,Belinda Bencic,14,R,175,SUI,26.3,3,95,2,2,65,40,24,20,10,3,4
Wimbledon,Grass,Winner,Daria Kasatkina,10,R,170,RUS,26.1,3,75,0,6,61,46,32,5,8,7,8
Wimbledon,Grass,Loser,Caroline Dolehide,100,R,178,USA,24.8,3,75,2,2,54,33,13,12,9,4,9
Wimbledon,Grass,Winner,Jodie Burrage,108,R,NA,GBR,24,3,64,2,0,49,34,24,10,8,3,4
Wimbledon,Grass,Loser,Caty Mcnally,67,R,NA,USA,21.6,3,64,0,2,48,40,20,3,8,4,9
Wimbledon,Grass,Winner,Nadia Podoroska,80,R,170,ARG,26.3,3,147,1,5,90,57,40,18,16,2,5
Wimbledon,Grass,Loser,Tereza Martincova,115,R,178,CZE,28.6,3,147,3,4,106,78,54,12,16,2,5
Wimbledon,Grass,Winner,Victoria Azarenka,20,R,180,BLR,33.9,3,159,4,5,116,79,54,19,16,8,10
Wimbledon,Grass,Loser,Yue Yuan,106,R,184,CHN,24.7,3,159,5,0,98,65,49,14,16,6,9
Wimbledon,Grass,Winner,Elise Mertens,28,R,179,BEL,27.6,3,94,7,9,66,34,27,14,11,0,3
Wimbledon,Grass,Loser,Viktoria Hruncakova,129,R,NA,SVK,25.1,3,94,2,4,60,31,18,14,10,2,7
Wimbledon,Grass,Winner,Elina Svitolina,76,R,174,UKR,28.8,3,92,6,0,58,36,22,14,9,4,6
Wimbledon,Grass,Loser,Venus Williams,558,R,185,USA,43,3,92,2,8,72,38,21,14,10,4,9
Wimbledon,Grass,Winner,Xin Yu Wang,73,R,182,CHN,21.7,3,65,2,4,55,25,15,16,8,4,6
Wimbledon,Grass,Loser,Storm Hunter,162,L,166,AUS,28.8,3,65,1,1,44,29,12,5,8,1,7
Wimbledon,Grass,Winner,Sofia Kenin,128,R,170,USA,24.6,3,123,1,0,87,66,45,16,14,4,6
Wimbledon,Grass,Loser,Coco Gauff,7,R,175,USA,19.3,3,123,12,5,89,58,41,12,14,6,10
Wimbledon,Grass,Winner,Jessica Pegula,4,R,170,USA,29.3,3,140,3,3,101,59,42,26,16,2,4
Wimbledon,Grass,Loser,Lauren Davis,46,R,157,USA,29.7,3,140,2,5,97,59,41,16,14,4,9
Wimbledon,Grass,Winner,Cristina Bucsa,78,U,NA,ESP,25.5,3,164,6,4,110,76,48,12,16,6,11
Wimbledon,Grass,Loser,Kamilla Rakhimova,72,R,NA,RUS,21.8,3,164,1,6,118,75,41,20,16,5,11
Wimbledon,Grass,Winner,Elisabetta Cocciaretto,43,R,NA,ITA,22.4,3,74,1,8,55,32,18,9,9,7,12
Wimbledon,Grass,Loser,Camila Osorio,71,R,162,COL,21.5,3,74,1,9,54,35,16,2,10,2,10
Wimbledon,Grass,Winner,Rebeka Masarova,66,R,186,ESP,23.9,3,152,3,4,93,58,39,24,17,3,6
Wimbledon,Grass,Loser,Mayar Sherif,31,R,180,EGY,27.1,3,152,0,5,120,91,60,12,17,8,11
Wimbledon,Grass,Winner,Katerina Siniakova,32,R,174,CZE,27.1,3,108,1,6,63,40,26,9,11,1,5
Wimbledon,Grass,Loser,Qinwen Zheng,25,R,NA,CHN,20.7,3,108,1,2,76,41,27,10,10,8,14
Wimbledon,Grass,Winner,Lesia Tsurenko,60,R,174,UKR,34,3,148,0,7,118,79,48,20,14,17,21
Wimbledon,Grass,Loser,Claire Liu,93,R,170,USA,23.1,3,148,1,5,91,61,40,13,14,12,17
Wimbledon,Grass,Winner,Alycia Parks,51,R,185,USA,22.5,3,101,5,5,61,30,21,19,9,6,7
Wimbledon,Grass,Loser,Anna Lena Friedsam,87,R,NA,GER,29.4,3,101,2,5,76,42,22,17,10,7,11
Wimbledon,Grass,Winner,Ana Bogdan,57,R,171,ROU,30.6,3,144,6,2,97,66,36,21,12,8,11
Wimbledon,Grass,Loser,Liudmila Samsonova,15,R,180,RUS,24.6,3,144,5,3,79,46,29,16,14,1,4
Wimbledon,Grass,Winner,Veronika Kudermetova,12,R,175,RUS,26.1,3,102,14,1,77,51,41,14,12,3,3
Wimbledon,Grass,Loser,Kaia Kanepi,101,R,181,EST,38,3,102,3,3,82,49,36,16,11,6,7
Wimbledon,Grass,Winner,Marketa Vondrousova,42,L,173,CZE,24,3,88,5,1,57,38,27,13,10,0,1
Wimbledon,Grass,Loser,Peyton Stearns,59,R,NA,USA,21.7,3,88,1,4,83,54,29,15,10,9,13
Wimbledon,Grass,Winner,Sloane Stephens,39,R,170,USA,30.2,3,62,2,5,45,30,20,8,8,1,3
Wimbledon,Grass,Loser,Rebecca Peterson,75,R,173,SWE,27.9,3,62,2,3,50,28,15,7,9,3,9
Wimbledon,Grass,Winner,Donna Vekic,21,R,179,CRO,27,3,73,3,3,59,26,20,19,9,3,4
Wimbledon,Grass,Loser,Shuai Zhang,38,R,177,CHN,34.4,3,73,1,1,46,24,14,8,8,1,5
Wimbledon,Grass,Winner,Marie Bouzkova,33,R,180,CZE,24.9,3,76,1,3,67,49,32,10,9,4,5
Wimbledon,Grass,Winner,Anett Kontaveit,81,R,174,EST,27.5,3,90,2,4,73,40,24,19,10,5,7
Wimbledon,Grass,Loser,Lucrezia Stefanini,111,R,NA,ITA,25.1,3,90,1,3,69,45,23,12,10,4,8
Wimbledon,Grass,Winner,Leylah Fernandez,95,L,168,CAN,20.8,3,143,7,10,108,62,40,20,15,7,12
Wimbledon,Grass,Loser,Kateryna Baindl,85,R,175,UKR,29.3,3,143,1,1,99,73,42,11,15,5,11
Wimbledon,Grass,Winner,Caroline Garcia,5,R,177,FRA,29.7,3,84,4,4,60,38,25,13,10,4,6
Wimbledon,Grass,Loser,Katie Volynets,125,R,NA,USA,21.5,3,84,5,4,72,48,23,14,9,4,8
Wimbledon,Grass,Winner,Ons Jabeur,6,R,167,TUN,28.8,3,76,6,2,54,24,21,15,9,0,1
Wimbledon,Grass,Loser,Magdalena Frech,70,R,171,POL,25.5,3,76,0,0,63,40,22,11,9,7,11
Wimbledon,Grass,Loser,Ysaline Bonaventure,91,L,178,BEL,28.8,3,72,2,4,63,33,20,13,9,4,8
Wimbledon,Grass,Winner,Bianca Andreescu,50,R,170,CAN,23,3,116,2,4,96,60,43,15,13,12,14
Wimbledon,Grass,Loser,Anna Bondar,110,R,NA,HUN,26,3,116,4,3,69,38,28,16,13,2,6
Wimbledon,Grass,Winner,Anhelina Kalinina,26,R,179,UKR,26.3,3,87,2,1,52,30,22,9,9,0,2
Wimbledon,Grass,Loser,Karolina Pliskova,19,R,184,CZE,31.2,3,65,5,1,46,30,19,6,8,6,9
Wimbledon,Grass,Winner,Tamara Korpatsch,122,R,170,GER,28.1,3,105,4,2,82,58,35,12,13,2,7
Wimbledon,Grass,Winner,Aliaksandra Sasnovich,69,R,174,BLR,29.2,3,73,7,1,59,36,21,14,8,9,11
Wimbledon,Grass,Loser,Nuria Parrizas Diaz,105,R,167,ESP,31.9,3,73,1,7,41,22,10,4,7,2,8
Wimbledon,Grass,Winner,Petra Kvitova,9,L,183,CZE,33.3,3,127,8,2,97,66,50,19,15,3,3
Wimbledon,Grass,Loser,Jasmine Paolini,44,R,160,ITA,27.4,3,127,3,3,95,61,41,19,15,3,6
Wimbledon,Grass,Winner,Beatriz Haddad Maia,13,L,185,BRA,27,3,128,5,3,75,58,44,6,12,2,4
Wimbledon,Grass,Loser,Yulia Putintseva,56,R,163,KAZ,28.4,3,128,2,3,94,65,41,9,13,6,11
Wimbledon,Grass,Winner,Jaqueline Cristian,133,R,180,ROU,25,3,81,7,0,67,47,33,6,10,7,10
Wimbledon,Grass,Loser,Lucia Bronzetti,47,R,NA,ITA,24.5,3,81,0,1,58,38,19,12,9,3,8
Wimbledon,Grass,Winner,Sorana Cirstea,37,R,176,ROU,33.2,3,98,1,1,79,53,34,13,12,6,9
Wimbledon,Grass,Loser,Tatjana Maria,62,R,172,GER,35.9,3,98,3,2,77,39,26,16,12,5,10
Wimbledon,Grass,Winner,Jelena Ostapenko,17,R,177,LAT,26,3,62,5,4,53,37,26,8,8,3,4
Wimbledon,Grass,Loser,Greet Minnen,123,R,NA,BEL,25.8,3,62,1,3,53,30,13,10,7,6,11
Wimbledon,Grass,Winner,Viktoriya Tomova,99,R,170,BUL,28.3,3,138,3,7,90,58,39,13,16,3,7
Wimbledon,Grass,Loser,Bernarda Pera,27,L,175,USA,28.5,3,138,6,9,129,82,50,17,15,27,34
Wimbledon,Grass,Winner,Katie Boulter,89,R,180,GBR,26.9,3,117,2,6,72,44,33,14,11,5,7
Wimbledon,Grass,Loser,Daria Saville,231,R,166,AUS,29.3,3,117,2,1,64,39,24,10,10,1,5
Wimbledon,Grass,Winner,Alize Cornet,74,R,173,FRA,33.4,3,64,2,1,52,34,24,10,8,4,5
Wimbledon,Grass,Loser,Nao Hibino,127,R,163,JPN,28.5,3,64,1,2,47,26,13,9,8,0,5
Wimbledon,Grass,Winner,Elena Rybakina,3,R,184,KAZ,24,3,103,12,2,68,44,41,10,13,0,1
Wimbledon,Grass,Loser,Shelby Rogers,49,R,175,USA,30.7,3,103,2,4,81,57,36,9,12,5,9
Wimbledon,Grass,Winner,Marta Kostyuk,36,R,175,UKR,21,3,113,2,2,85,60,36,12,13,7,12
Wimbledon,Grass,Loser,Maria Sakkari,8,R,172,GRE,27.9,3,113,2,2,88,57,32,17,13,11,16
Wimbledon,Grass,Winner,Paula Badosa,35,R,180,ESP,25.6,3,69,6,4,53,25,23,13,9,3,4
Wimbledon,Grass,Winner,Viktorija Golubic,139,R,169,SUI,30.7,3,101,3,0,70,48,32,11,10,3,5
Wimbledon,Grass,Loser,Anna Karolina Schmiedlova,77,R,176,SVK,28.8,3,101,0,2,77,44,28,13,12,4,8
Wimbledon,Grass,Winner,Madison Keys,18,R,178,USA,28.3,3,75,0,2,59,41,29,10,8,5,5
Wimbledon,Grass,Winner,Anastasia Potapova,23,R,175,RUS,22.2,3,73,0,4,48,26,21,7,9,0,3
Wimbledon,Grass,Winner,Kaja Juvan,244,R,170,SLO,22.6,3,68,3,2,45,32,22,6,8,2,4
Wimbledon,Grass,Winner,Mirra Andreeva,102,U,NA,RUS,16.1,3,145,4,4,118,72,50,24,15,9,10
Wimbledon,Grass,Loser,Xiyu Wang,65,L,NA,CHN,22.2,3,145,6,4,96,71,51,13,16,4,6
Wimbledon,Grass,Winner,Barbora Krejcikova,11,R,178,CZE,27.5,3,99,4,2,53,30,26,16,10,2,2
Wimbledon,Grass,Loser,Heather Watson,144,R,170,GBR,31.1,3,99,2,2,74,45,28,14,10,5,8
Wimbledon,Grass,Winner,Jule Niemeier,103,R,178,GER,23.8,3,173,7,5,100,55,40,23,15,8,10
Wimbledon,Grass,Loser,Karolina Muchova,16,R,178,CZE,26.8,3,173,5,4,112,77,50,13,14,15,19
Wimbledon,Grass,Winner,Dalma Galfi,126,U,NA,HUN,24.8,3,114,14,2,91,59,46,19,15,4,4
Wimbledon,Grass,Loser,Linda Noskova,45,R,NA,CZE,18.6,3,114,2,3,103,69,46,17,14,8,12
Wimbledon,Grass,Winner,Madison Brengle,114,R,168,USA,33.2,3,78,0,3,44,25,16,9,8,2,5
Wimbledon,Grass,Loser,Sara Errani,79,R,164,ITA,36.1,3,78,0,1,63,49,23,1,8,9,16
Wimbledon,Grass,Winner,Ekaterina Alexandrova,22,R,175,RUS,28.6,3,67,2,6,60,37,27,9,9,5,7
Wimbledon,Grass,Loser,Emma Navarro,55,R,NA,USA,22.1,3,67,0,5,59,34,21,11,10,4,9
Wimbledon,Grass,Winner,Irina Camelia Begu,30,R,181,ROU,32.8,3,125,3,5,75,49,39,9,12,5,7
Wimbledon,Grass,Loser,Rebecca Marino,83,R,183,CAN,32.5,3,125,5,5,97,51,38,14,13,6,11
Wimbledon,Grass,Winner,Anna Blinkova,40,R,179,RUS,24.8,3,106,4,2,77,41,21,20,13,5,11
Wimbledon,Grass,Loser,Yanina Wickmayer,112,R,182,BEL,33.7,3,106,3,4,95,73,36,6,14,3,12
Wimbledon,Grass,Winner,Varvara Gracheva,41,R,NA,FRA,22.9,3,86,5,1,64,36,27,16,9,5,6
Wimbledon,Grass,Loser,Camila Giorgi,48,R,168,ITA,31.5,3,86,3,9,68,34,20,15,9,8,12
Wimbledon,Grass,Winner,Aryna Sabalenka,2,R,182,BLR,25.1,3,62,8,2,43,26,21,12,8,2,2
Wimbledon,Grass,Loser,Panna Udvardy,82,R,170,HUN,24.7,3,62,0,3,56,43,22,5,8,3,7
Wimbledon,Grass,Winner,Iga Swiatek,1,R,176,POL,22,3,70,0,1,36,23,19,8,7,0,1
Wimbledon,Grass,Loser,Sara Sorribes Tormo,84,R,176,ESP,26.7,3,70,0,4,45,29,14,2,7,3,9
Wimbledon,Grass,Winner,Petra Martic,29,R,181,CRO,32.4,3,129,4,3,87,57,45,17,14,6,7
Wimbledon,Grass,Loser,Diane Parry,96,R,170,FRA,20.8,3,129,2,4,96,61,41,18,14,7,10
Wimbledon,Grass,Winner,Magda Linette,24,R,171,POL,31.3,3,178,4,3,96,68,48,12,15,4,7
Wimbledon,Grass,Winner,Belinda Bencic,14,R,175,SUI,26.3,3,164,7,9,104,63,52,17,16,5,8
Wimbledon,Grass,Loser,Danielle Collins,52,R,178,USA,29.5,3,164,8,7,118,71,49,21,16,10,13
Wimbledon,Grass,Winner,Daria Kasatkina,10,R,170,RUS,26.1,3,60,1,1,42,34,22,5,7,4,5
Wimbledon,Grass,Loser,Jodie Burrage,108,R,NA,GBR,24,3,60,0,6,48,33,14,3,7,1,7
Wimbledon,Grass,Winner,Victoria Azarenka,20,R,180,BLR,33.9,3,82,4,5,65,46,29,10,7,8,9
Wimbledon,Grass,Loser,Nadia Podoroska,80,R,170,ARG,26.3,3,82,1,4,49,26,10,9,8,3,9
Wimbledon,Grass,Winner,Elina Svitolina,76,R,174,UKR,28.8,3,83,3,1,66,42,31,13,11,0,2
Wimbledon,Grass,Loser,Elise Mertens,28,R,179,BEL,27.6,3,83,4,2,52,27,19,10,10,1,5
Wimbledon,Grass,Winner,Sofia Kenin,128,R,170,USA,24.6,3,74,0,2,56,34,20,15,10,2,4
Wimbledon,Grass,Loser,Xin Yu Wang,73,R,182,CHN,21.7,3,74,0,3,56,28,17,14,9,3,7
Wimbledon,Grass,Winner,Jessica Pegula,4,R,170,USA,29.3,3,63,5,1,53,34,23,11,9,3,5
Wimbledon,Grass,Loser,Cristina Bucsa,78,U,NA,ESP,25.5,3,63,0,2,52,33,18,8,8,4,9
