Date,Site,set,play_description,set_winner,losing_team_at_timeout,losing_team_win,home_before_timeout,visiting_before_timeout,winner_next_point,home_after_timeout,visiting_after_timeout,overall_set_number
2015-09-06,"Morrisville, N.Y. (STUAC)

",1,Timeout Morrisville State.,visiting,visiting,TRUE,12,4,visiting,12,5,1585
2015-09-06,"Morrisville, N.Y. (STUAC)

",4,Timeout BARD.,visiting,home,FALSE,11,13,visiting,11,14,1588
2015-09-06,"Morrisville, N.Y. (STUAC)

",4,Timeout BARD.,visiting,home,FALSE,18,21,visiting,18,22,1588
2015-09-10,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Yeshiva.,visiting,home,FALSE,6,18,visiting,6,19,1589
2015-09-10,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Yeshiva.,visiting,home,FALSE,9,23,visiting,9,24,1589
2015-09-10,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Yeshiva.,visiting,tied,FALSE,10,10,visiting,10,11,1590
2015-09-10,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Yeshiva.,visiting,home,FALSE,11,22,home,12,22,1590
2015-09-10,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Yeshiva.,visiting,home,FALSE,4,10,visiting,4,11,1591
2015-09-10,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Yeshiva.,visiting,home,FALSE,12,23,home,13,23,1591
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",1,Timeout Bard College.,home,tied,FALSE,9,9,home,10,9,1592
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",1,Timeout Sarah Lawrence.,home,visiting,FALSE,17,11,home,18,11,1592
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",2,Timeout Sarah Lawrence.,home,visiting,FALSE,11,6,home,12,6,1593
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",3,Timeout Sarah Lawrence.,home,visiting,FALSE,20,10,home,21,10,1594
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",1,Timeout Bard College.,visiting,home,FALSE,8,12,visiting,8,13,1595
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",1,Timeout Bard College.,visiting,home,FALSE,21,23,visiting,21,24,1595
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",2,Timeout Maritime (N.Y.).,home,visiting,FALSE,10,6,home,11,6,1596
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",2,Timeout Maritime (N.Y.).,home,visiting,FALSE,18,9,home,19,9,1596
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",3,Timeout Bard College.,home,visiting,FALSE,12,8,home,13,8,1597
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",4,Timeout Maritime (N.Y.).,visiting,home,FALSE,11,12,visiting,11,13,1598
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",4,Timeout Bard College.,visiting,home,FALSE,14,18,visiting,14,19,1598
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",4,Timeout Maritime (N.Y.).,visiting,tied,FALSE,19,19,home,20,19,1598
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",4,Timeout Bard College.,visiting,tied,FALSE,24,24,home,25,24,1598
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",5,Timeout Maritime (N.Y.).,home,visiting,FALSE,11,7,home,12,7,1599
2015-09-12,"Throggs Neck, N.Y. (Riesenberg Hall Gym)

",5,Timeout Bard College.,home,visiting,FALSE,14,10,visiting,14,11,1599
2015-09-18,"Skidmore (Williamson Center)

",2,Timeout Bard College.,visiting,home,FALSE,6,11,visiting,6,12,1601
2015-09-18,"Skidmore (Williamson Center)

",3,Timeout Bard College.,visiting,home,FALSE,6,9,visiting,6,10,1602
2015-09-18,"Skidmore College (Williamson Center)

",1,Timeout Bard College.,home,visiting,FALSE,15,3,home,16,3,1603
2015-09-18,"Skidmore College (Williamson Center)

",2,Timeout Bard College.,home,visiting,FALSE,13,0,visiting,13,1,1604
2015-09-18,"Skidmore College (Williamson Center)

",3,Timeout Bard College.,home,visiting,FALSE,5,1,home,6,1,1605
2015-09-18,"Skidmore College (Williamson Center)

",3,Timeout Bard College.,home,visiting,FALSE,21,13,home,22,13,1605
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",1,Timeout BARD.,home,visiting,FALSE,15,7,home,16,7,1606
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",1,Timeout BARD.,home,visiting,FALSE,20,10,visiting,20,11,1606
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",2,Timeout St. Lawrence.,visiting,home,FALSE,4,9,visiting,4,10,1607
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",2,Timeout BARD.,visiting,home,FALSE,8,14,home,9,14,1607
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",2,Timeout St. Lawrence.,visiting,home,FALSE,11,19,visiting,11,20,1607
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",2,Timeout BARD.,visiting,home,FALSE,14,20,home,15,20,1607
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",3,Timeout St. Lawrence.,home,home,TRUE,1,6,home,2,6,1608
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",3,Timeout BARD.,home,visiting,FALSE,8,7,home,9,7,1608
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",3,Timeout BARD.,home,visiting,FALSE,22,13,home,23,13,1608
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",1,Timeout BARD.,visiting,home,FALSE,8,15,home,9,15,1610
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",2,Timeout Union College.,visiting,visiting,TRUE,17,14,visiting,17,15,1611
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",2,Timeout BARD.,visiting,home,FALSE,18,19,visiting,18,20,1611
2015-09-19,"Schenectady, NY (Viniar Athletic Cent)

",3,Timeout BARD.,visiting,home,FALSE,12,16,visiting,12,17,1612
2015-09-24,"Purchase, NY (Purchase College)

",1,Timeout PURCHASE PANTHERS.,home,visiting,FALSE,14,10,home,15,10,1613
2015-09-24,"Purchase, NY (Purchase College)

",1,Timeout PURCHASE PANTHERS.,home,visiting,FALSE,23,20,visiting,23,21,1613
2015-09-24,"Purchase, NY (Purchase College)

",2,Timeout PURCHASE PANTHERS.,home,visiting,FALSE,18,9,home,19,9,1614
2015-09-24,"Purchase, NY (Purchase College)

",3,Timeout PURCHASE PANTHERS.,home,visiting,FALSE,19,17,home,20,17,1615
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard College.,visiting,visiting,TRUE,15,13,visiting,15,14,1616
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Albertus Magnus.,visiting,home,FALSE,18,21,visiting,18,22,1616
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard College.,visiting,tied,FALSE,11,11,home,12,11,1617
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Albertus Magnus.,visiting,home,FALSE,12,16,visiting,12,17,1617
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Albertus Magnus.,visiting,home,FALSE,15,20,visiting,15,21,1617
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard College.,visiting,visiting,TRUE,3,0,home,4,0,1618
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Albertus Magnus.,visiting,home,FALSE,13,15,visiting,13,16,1618
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Medgar Evers.,visiting,home,FALSE,5,15,home,6,15,1619
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Medgar Evers.,visiting,home,FALSE,8,22,visiting,8,23,1619
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Medgar Evers.,visiting,home,FALSE,6,7,home,7,7,1620
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Medgar Evers.,visiting,home,FALSE,9,17,visiting,9,18,1620
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Medgar Evers.,visiting,home,FALSE,8,18,home,9,18,1621
2015-09-26,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Medgar Evers.,visiting,home,FALSE,13,23,visiting,13,24,1621
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Cobleskill.,visiting,home,FALSE,8,10,visiting,8,11,1622
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Cobleskill.,visiting,home,FALSE,17,20,home,18,20,1622
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard College.,visiting,home,FALSE,9,10,home,10,10,1623
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard College.,visiting,visiting,TRUE,16,14,visiting,16,15,1623
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Cobleskill.,visiting,home,FALSE,17,19,home,18,19,1623
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Cobleskill.,visiting,tied,FALSE,22,22,home,23,22,1623
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Cobleskill.,visiting,home,FALSE,9,11,home,10,11,1624
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard College.,visiting,visiting,TRUE,15,14,home,16,14,1624
2015-09-30,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Cobleskill.,visiting,home,FALSE,18,20,home,19,20,1624
2015-10-02,"Rochester, NY (Clark Gym)

",1,Timeout BARD.,home,visiting,FALSE,11,2,visiting,11,3,1625
2015-10-02,"Rochester, NY (Clark Gym)

",1,Timeout BARD.,home,visiting,FALSE,18,5,home,19,5,1625
2015-10-02,"Rochester, NY (Clark Gym)

",2,Timeout BARD.,home,visiting,FALSE,14,8,visiting,14,9,1626
2015-10-02,"Rochester, NY (Clark Gym)

",2,Timeout BARD.,home,visiting,FALSE,19,12,home,20,12,1626
2015-10-02,"Rochester, NY (Clark Gym)

",3,Timeout BARD.,home,visiting,FALSE,14,6,home,15,6,1627
2015-10-02,"Rochester, NY (Clark Gym)

",1,Timeout BARD.,home,visiting,FALSE,13,5,visiting,13,6,1628
2015-10-02,"Rochester, NY (Clark Gym)

",1,Timeout BARD.,home,visiting,FALSE,18,14,visiting,18,15,1628
2015-10-02,"Rochester, NY (Clark Gym)

",2,Timeout BARD.,home,visiting,FALSE,15,7,visiting,15,8,1629
2015-10-02,"Rochester, NY (Clark Gym)

",3,Timeout BARD.,home,visiting,FALSE,13,8,home,14,8,1630
2015-10-03,"Rochester, NY (Clark Gym)

",1,Timeout BARD.,visiting,home,FALSE,11,16,visiting,11,17,1631
2015-10-03,"Rochester, NY (Clark Gym)

",1,Timeout BARD.,visiting,home,FALSE,16,21,home,17,21,1631
2015-10-03,"Rochester, NY (Clark Gym)

",2,Timeout BARD.,visiting,tied,FALSE,7,7,home,8,7,1632
2015-10-03,"Rochester, NY (Clark Gym)

",2,Timeout BARD.,visiting,home,FALSE,17,19,visiting,17,20,1632
2015-10-03,"Rochester, NY (Clark Gym)

",3,Timeout BARD.,visiting,home,FALSE,7,11,visiting,7,12,1633
2015-10-03,"Rochester, NY (Clark Gym)

",3,Timeout BARD.,visiting,home,FALSE,10,21,home,11,21,1633
2015-10-03,"Rochester, NY (Clark Gym)

",1,Timeout BARD.,visiting,home,FALSE,2,12,home,3,12,1634
2015-10-03,"Rochester, NY (Clark Gym)

",2,Timeout BARD.,visiting,home,FALSE,5,13,visiting,5,14,1635
2015-10-03,"Rochester, NY (Clark Gym)

",3,Timeout RIT.,visiting,visiting,TRUE,9,4,home,10,4,1636
2015-10-03,"Rochester, NY (Clark Gym)

",3,Timeout BARD.,visiting,tied,FALSE,13,13,visiting,13,14,1636
2015-10-06,"Troy, NY (Neff Athletic Center)

",1,Timeout Bard College.,visiting,home,FALSE,9,13,home,10,13,1637
2015-10-06,"Troy, NY (Neff Athletic Center)

",1,Timeout Bard College.,visiting,home,FALSE,14,20,visiting,14,21,1637
2015-10-06,"Troy, NY (Neff Athletic Center)

",2,Timeout The Sage Colleges.,visiting,visiting,TRUE,13,12,visiting,13,13,1638
2015-10-06,"Troy, NY (Neff Athletic Center)

",2,Timeout Bard College.,visiting,home,FALSE,21,22,visiting,21,23,1638
2015-10-06,"Troy, NY (Neff Athletic Center)

",3,Timeout Bard College.,visiting,home,FALSE,2,9,visiting,2,10,1639
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Old Westbury.,visiting,home,FALSE,8,12,home,9,12,1640
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Old Westbury.,visiting,home,FALSE,15,20,visiting,15,21,1640
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard.,visiting,home,FALSE,4,10,visiting,4,11,1641
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Old Westbury.,visiting,home,FALSE,5,17,visiting,5,18,1641
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Castleton.,visiting,home,FALSE,7,12,visiting,7,13,1643
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Castleton.,visiting,home,FALSE,12,17,home,13,17,1644
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard.,visiting,home,FALSE,18,23,home,19,23,1645
2015-10-10,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard.,visiting,home,FALSE,23,24,home,24,24,1645
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard.,home,visiting,FALSE,10,1,visiting,10,2,1646
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard.,home,visiting,FALSE,24,16,home,25,16,1646
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Mount Saint Mary.,visiting,home,FALSE,14,17,visiting,14,18,1647
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard.,home,visiting,FALSE,10,5,visiting,10,6,1648
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard.,home,visiting,FALSE,14,10,home,15,10,1648
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Mount Saint Mary.,home,visiting,FALSE,16,14,home,17,14,1648
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",4,Timeout Bard.,home,visiting,FALSE,8,3,home,9,3,1649
2015-10-14,"Bard College (Stevenson Ath. Ctr.)

",4,Timeout Bard.,home,visiting,FALSE,20,12,visiting,20,13,1649
2015-10-16,"Poughkeepsie, NY (AFC)

",1,Timeout BARD.,visiting,home,FALSE,7,14,visiting,7,15,1650
2015-10-16,"Poughkeepsie, NY (AFC)

",1,Timeout BARD.,visiting,home,FALSE,8,18,visiting,8,19,1650
2015-10-16,"Poughkeepsie, NY (AFC)

",2,Timeout BARD.,visiting,home,FALSE,5,8,visiting,5,9,1651
2015-10-16,"Poughkeepsie, NY (AFC)

",2,Timeout BARD.,visiting,home,FALSE,20,21,visiting,20,22,1651
2015-10-16,"Poughkeepsie, NY (AFC)

",3,Timeout BARD.,visiting,visiting,TRUE,10,9,home,11,9,1652
2015-10-16,"Poughkeepsie, NY (AFC)

",3,Timeout BARD.,visiting,home,FALSE,16,17,home,17,17,1652
2015-10-16,"Poughkeepsie, NY (AFC)

",1,Timeout Bard.,home,visiting,FALSE,16,14,visiting,16,15,1653
2015-10-16,"Poughkeepsie, NY (AFC)

",1,Timeout Bard.,home,visiting,FALSE,20,16,visiting,20,17,1653
2015-10-16,"Poughkeepsie, NY (AFC)

",2,Timeout Bard.,home,visiting,FALSE,19,13,visiting,19,14,1654
2015-10-16,"Poughkeepsie, NY (AFC)

",3,Timeout Bard.,home,visiting,FALSE,9,3,home,10,3,1655
2015-10-16,"Poughkeepsie, NY (AFC)

",3,Timeout Bard.,home,visiting,FALSE,15,5,home,16,5,1655
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard College.,home,visiting,FALSE,13,7,home,14,7,1656
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard College.,home,visiting,FALSE,10,3,home,11,3,1657
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Skidmore.,home,tied,FALSE,14,14,visiting,14,15,1659
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard College.,home,visiting,FALSE,17,16,home,18,16,1659
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard College.,home,visiting,FALSE,23,22,home,24,22,1659
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Skidmore.,home,home,TRUE,24,25,home,25,25,1659
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard College.,home,tied,FALSE,12,12,home,13,12,1660
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard College.,home,visiting,FALSE,18,13,visiting,18,14,1660
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Skidmore.,home,visiting,FALSE,22,20,visiting,22,21,1660
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard College.,home,visiting,FALSE,14,11,visiting,14,12,1661
2015-10-17,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard College.,home,visiting,FALSE,17,12,home,18,12,1661
2015-10-24,"Brooklyn College ()

",1,Timeout Brooklyn College.,home,visiting,FALSE,20,15,visiting,20,16,1665
2015-10-24,"Brooklyn College ()

",2,Timeout Brooklyn College.,home,visiting,FALSE,13,10,home,14,10,1666
2015-10-24,"Brooklyn College ()

",2,Timeout Brooklyn College.,home,visiting,FALSE,22,18,visiting,22,19,1666
2015-10-24,"Brooklyn College ()

",3,Timeout Brooklyn College.,home,visiting,FALSE,22,18,home,23,18,1667
2015-10-27,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard.,home,visiting,FALSE,10,5,home,11,5,1668
2015-10-27,"Bard College (Stevenson Ath. Ctr.)

",1,Timeout Bard.,home,visiting,FALSE,22,9,visiting,22,10,1668
2015-10-27,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard.,home,visiting,FALSE,10,3,home,11,3,1669
2015-10-27,"Bard College (Stevenson Ath. Ctr.)

",2,Timeout Bard.,home,visiting,FALSE,17,5,home,18,5,1669
2015-10-27,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard.,home,visiting,FALSE,10,8,visiting,10,9,1670
2015-10-27,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout Bard.,home,visiting,FALSE,19,14,visiting,19,15,1670
2015-10-27,"Bard College (Stevenson Ath. Ctr.)

",3,Timeout SUNY Poly.,home,visiting,FALSE,22,21,visiting,22,22,1670
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",1,Timeout Gordon College.,home,visiting,FALSE,10,5,visiting,10,6,1671
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",1,Timeout Gordon College.,home,visiting,FALSE,22,13,home,23,13,1671
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",2,Timeout Skidmore.,visiting,home,FALSE,9,13,visiting,9,14,1672
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",2,Timeout Skidmore.,visiting,home,FALSE,13,21,home,14,21,1672
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",2,Timeout Gordon College.,visiting,home,FALSE,21,23,visiting,21,24,1672
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",3,Timeout Skidmore.,home,home,TRUE,14,17,visiting,14,18,1673
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",3,Timeout Gordon College.,home,visiting,FALSE,19,18,visiting,19,19,1673
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",4,Timeout Gordon College.,home,visiting,FALSE,14,12,home,15,12,1674
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",4,Timeout Gordon College.,home,visiting,FALSE,23,17,home,24,17,1674
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",1,Timeout ITHACA.,home,visiting,FALSE,13,9,visiting,13,10,1675
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",1,Timeout ITHACA.,home,visiting,FALSE,22,21,home,23,21,1675
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",2,Timeout Skidmore.,visiting,home,FALSE,1,7,home,2,7,1676
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",2,Timeout Skidmore.,visiting,home,FALSE,3,13,home,4,13,1676
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",3,Timeout Skidmore.,visiting,home,FALSE,9,14,visiting,9,15,1677
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",3,Timeout Skidmore.,visiting,home,FALSE,14,20,visiting,14,21,1677
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",4,Timeout Skidmore.,visiting,home,FALSE,10,16,visiting,10,17,1678
2015-09-04,"Brockport, N.Y. (Vlogianitis Gym)

",4,Timeout Skidmore.,visiting,home,FALSE,10,21,home,11,21,1678
2015-09-05,"Brockport, N.Y. (Vlogianitis Gym)

",1,Timeout Skidmore.,visiting,home,FALSE,9,13,visiting,9,14,1679
2015-09-05,"Brockport, N.Y. (Vlogianitis Gym)

",1,Timeout Skidmore.,visiting,home,FALSE,10,18,visiting,10,19,1679
2015-09-05,"Brockport, N.Y. (Vlogianitis Gym)

",2,Timeout Skidmore.,visiting,home,FALSE,4,8,visiting,4,9,1680
2015-09-05,"Brockport, N.Y. (Vlogianitis Gym)

",2,Timeout Skidmore.,visiting,home,FALSE,17,21,home,18,21,1680
2015-09-05,"Brockport, N.Y. (Vlogianitis Gym)

",3,Timeout Skidmore.,visiting,home,FALSE,4,10,home,5,10,1681
2015-09-05,"Brockport, N.Y. (Vlogianitis Gym)

",3,Timeout Skidmore.,visiting,home,FALSE,8,17,visiting,8,18,1681
2015-09-05,"Brockport ()

",1,Timeout Skidmore.,visiting,home,FALSE,8,20,visiting,8,21,1682
2015-09-05,"Brockport ()

",2,Timeout Skidmore.,visiting,home,FALSE,18,20,home,19,20,1683
2015-09-05,"Brockport ()

",2,Timeout Skidmore.,visiting,home,FALSE,21,23,visiting,21,24,1683
2015-09-05,"Brockport ()

",3,Timeout Skidmore.,visiting,home,FALSE,3,6,visiting,3,7,1684
2015-09-05,"Brockport ()

",3,Timeout Skidmore.,visiting,home,FALSE,13,18,visiting,13,19,1684
2015-09-11,"Union College (Viniar Athletics Ctr)

",1,Timeout Oneonta.,visiting,home,FALSE,8,12,home,9,12,1685
2015-09-11,"Union College (Viniar Athletics Ctr)

",1,Timeout Skidmore.,visiting,home,FALSE,16,17,home,17,17,1685
2015-09-11,"Union College (Viniar Athletics Ctr)

",1,Timeout Skidmore.,visiting,visiting,TRUE,22,20,visiting,22,21,1685
2015-09-11,"Union College (Viniar Athletics Ctr)

",1,Timeout Oneonta.,visiting,home,FALSE,22,23,visiting,22,24,1685
2015-09-11,"Union College (Viniar Athletics Ctr)

",2,Timeout Skidmore.,home,visiting,FALSE,14,10,visiting,14,11,1686
2015-09-11,"Union College (Viniar Athletics Ctr)

",3,Timeout Skidmore.,home,visiting,FALSE,7,2,home,8,2,1687
2015-09-11,"Union College (Viniar Athletics Ctr)

",3,Timeout Skidmore.,home,visiting,FALSE,15,5,home,16,5,1687
2015-09-11,"Union College (Viniar Athletics Ctr)

",4,Timeout Oneonta.,home,home,TRUE,8,11,home,9,11,1688
2015-09-11,"Union College (Viniar Athletics Ctr)

",4,Timeout Skidmore.,home,visiting,FALSE,14,11,visiting,14,12,1688
2015-09-11,"Union College (Viniar Athletics Ctr)

",4,Timeout Skidmore.,home,visiting,FALSE,21,17,visiting,21,18,1688
2015-09-11,"Union College (Viniar Athletics Ctr)

",4,Timeout Oneonta.,home,visiting,FALSE,23,22,home,24,22,1688
2015-09-11,"Union College (Viniar Athletics Ctr)

",1,Timeout Skidmore.,home,visiting,FALSE,15,11,visiting,15,12,1689
2015-09-11,"Union College (Viniar Athletics Ctr)

",1,Timeout Skidmore.,home,visiting,FALSE,21,18,visiting,21,19,1689
2015-09-11,"Union College (Viniar Athletics Ctr)

",2,Timeout Skidmore.,home,visiting,FALSE,15,14,home,16,14,1690
2015-09-11,"Union College (Viniar Athletics Ctr)

",2,Timeout Skidmore.,home,visiting,FALSE,21,16,home,22,16,1690
2015-09-11,"Union College (Viniar Athletics Ctr)

",3,Timeout Skidmore.,home,visiting,FALSE,20,19,visiting,20,20,1691
2015-09-11,"Union College (Viniar Athletics Ctr)

",3,Timeout Skidmore.,home,visiting,FALSE,22,20,visiting,22,21,1691
2015-09-12,"Union College (Viniar Center)

",1,Timeout Skidmore.,visiting,home,FALSE,5,10,visiting,5,11,1692
2015-09-12,"Union College (Viniar Center)

",1,Timeout Williams.,visiting,home,FALSE,14,15,visiting,14,16,1692
2015-09-12,"Union College (Viniar Center)

",1,Timeout Skidmore.,visiting,home,FALSE,14,19,visiting,14,20,1692
2015-09-12,"Union College (Viniar Center)

",2,Timeout Skidmore.,visiting,home,FALSE,4,8,visiting,4,9,1693
2015-09-12,"Union College (Viniar Center)

",2,Timeout Skidmore.,visiting,home,FALSE,17,21,home,18,21,1693
2015-09-12,"Union College (Viniar Center)

",3,Timeout Skidmore.,visiting,home,FALSE,2,6,visiting,2,7,1694
2015-09-12,"Union College (Viniar Center)

",3,Timeout Skidmore.,visiting,home,FALSE,6,20,visiting,6,21,1694
2015-09-12,"Union College (Viniar Center)

",1,Timeout Cortland.,visiting,visiting,TRUE,8,6,visiting,8,7,1695
2015-09-12,"Union College (Viniar Center)

",1,Timeout Skidmore.,visiting,home,FALSE,15,18,visiting,15,19,1695
2015-09-12,"Union College (Viniar Center)

",1,Timeout Skidmore.,visiting,home,FALSE,15,21,home,16,21,1695
2015-09-12,"Union College (Viniar Center)

",2,Timeout Skidmore.,visiting,home,FALSE,4,10,visiting,4,11,1696
2015-09-12,"Union College (Viniar Center)

",2,Timeout Skidmore.,visiting,home,FALSE,4,16,home,5,16,1696
2015-09-12,"Union College (Viniar Center)

",3,Timeout Skidmore.,home,home,TRUE,9,12,home,10,11,1697
2015-09-12,"Union College (Viniar Center)

",3,Timeout Cortland.,home,visiting,FALSE,17,14,home,18,14,1697
2015-09-12,"Union College (Viniar Center)

",3,Timeout Skidmore.,home,visiting,FALSE,22,19,home,23,19,1697
2015-09-12,"Union College (Viniar Center)

",4,Timeout Skidmore.,visiting,home,FALSE,6,11,visiting,6,12,1698
2015-09-12,"Union College (Viniar Center)

",4,Timeout Skidmore.,visiting,home,FALSE,14,21,visiting,14,22,1698
2015-09-18,"Skidmore (Williamson Center)

",2,Timeout Bard.,visiting,home,FALSE,6,11,visiting,6,12,1700
2015-09-18,"Skidmore (Williamson Center)

",3,Timeout Bard.,visiting,home,FALSE,6,9,visiting,6,10,1701
2015-09-18,"Skidmore College (Williamson Center)

",1,Timeout Clarkson.,home,visiting,FALSE,13,11,home,14,11,1702
2015-09-18,"Skidmore College (Williamson Center)

",1,Timeout Skidmore.,home,visiting,FALSE,15,11,home,16,11,1702
2015-09-18,"Skidmore College (Williamson Center)

",1,Timeout Skidmore.,home,visiting,FALSE,22,18,visiting,22,19,1702
2015-09-18,"Skidmore College (Williamson Center)

",2,Timeout Skidmore.,home,visiting,FALSE,5,0,visiting,5,1,1703
