"game_id","season","season_type","game_date","game_date_time","team_id","team_uid","team_slug","team_location","team_name","team_abbreviation","team_display_name","team_short_display_name","team_color","team_alternate_color","team_logo","team_home_away","team_score","team_winner","assists","blocks","defensive_rebounds","field_goal_pct","field_goals_made","field_goals_attempted","flagrant_fouls","fouls","free_throw_pct","free_throws_made","free_throws_attempted","offensive_rebounds","steals","team_turnovers","technical_fouls","three_point_field_goal_pct","three_point_field_goals_made","three_point_field_goals_attempted","total_rebounds","total_technical_fouls","total_turnovers","turnovers","opponent_team_id","opponent_team_uid","opponent_team_slug","opponent_team_location","opponent_team_name","opponent_team_abbreviation","opponent_team_display_name","opponent_team_short_display_name","opponent_team_color","opponent_team_alternate_color","opponent_team_logo","opponent_team_score","largest_lead"
230916003,2003,3,2003-09-16,2003-09-16 20:00:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","away",78,FALSE,17,5,22,0,28,71,0,23,0,17,19,12,7,0,0,33.3,5,15,34,0,9,9,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,83,NA
230916003,2003,3,2003-09-16,2003-09-16 20:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"home",83,TRUE,21,6,21,0,28,62,0,18,0,23,28,11,5,0,0,36.4,4,11,32,0,11,11,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",78,NA
230907006,2003,3,2003-09-07,2003-09-07 22:30:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","away",54,FALSE,15,2,22,0,18,60,0,16,0,15,20,9,5,0,0,21.4,3,14,31,0,17,17,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",79,NA
230907006,2003,3,2003-09-07,2003-09-07 22:30:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","home",79,TRUE,26,8,28,0,31,64,0,21,0,12,16,9,14,1,0,38.5,5,13,37,0,14,13,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",54,NA
230907003,2003,3,2003-09-07,2003-09-07 18:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","away",73,FALSE,16,4,18,0,30,61,0,24,0,7,9,8,6,0,0,30,6,20,26,0,8,8,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,79,NA
230907003,2003,3,2003-09-07,2003-09-07 18:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"home",79,TRUE,18,2,18,0,27,65,0,15,0,18,27,21,5,1,0,46.7,7,15,39,0,12,11,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",73,NA
230905013,2003,3,2003-09-05,2003-09-05 22:00:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","away",69,FALSE,16,4,18,0,25,64,0,21,0,16,20,10,7,1,0,18.8,3,16,28,0,10,9,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",77,NA
230905013,2003,3,2003-09-05,2003-09-05 22:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","home",77,TRUE,17,1,22,0,28,58,0,18,0,17,19,8,5,0,0,36.4,4,11,30,0,12,12,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",69,NA
230902004,2003,3,2003-09-02,2003-09-02 21:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","away",70,TRUE,17,3,24,0,28,61,0,15,0,11,14,13,4,0,0,23.1,3,13,37,0,12,12,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",68,NA
230902004,2003,3,2003-09-02,2003-09-02 21:00:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","home",68,FALSE,13,0,20,0,26,64,0,14,0,12,15,13,7,0,0,36.4,4,11,33,0,8,8,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",70,NA
230902003,2003,3,2003-09-02,2003-09-02 19:00:00,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,"away",63,FALSE,8,6,24,0,19,48,0,21,0,21,29,4,5,0,0,26.7,4,15,28,0,13,13,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,77,NA
230902003,2003,3,2003-09-02,2003-09-02 19:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"home",77,TRUE,19,4,28,0,30,74,0,23,0,11,15,11,10,0,0,46.2,6,13,39,0,10,10,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,63,NA
230901006,2003,3,2003-09-01,2003-09-01 22:00:00,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","away",64,FALSE,19,4,20,0,23,65,0,17,0,13,19,9,9,1,0,33.3,5,15,29,0,12,11,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",74,NA
230901006,2003,3,2003-09-01,2003-09-01 22:00:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","home",74,TRUE,25,8,23,0,31,61,0,17,0,10,16,7,7,0,0,28.6,2,7,30,0,16,16,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",64,NA
230831004,2003,3,2003-08-31,2003-08-31 16:30:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","away",48,FALSE,11,2,22,0,20,62,0,18,0,4,6,8,2,0,1,30.8,4,13,30,1,14,14,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",69,NA
230831004,2003,3,2003-08-31,2003-08-31 16:30:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","home",69,TRUE,16,5,28,0,25,63,0,14,0,16,21,13,8,0,0,27.3,3,11,41,0,13,13,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",48,NA
230831003,2003,3,2003-08-31,2003-08-31 12:00:00,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,"away",66,TRUE,16,2,28,0,23,60,0,23,0,16,20,7,8,0,0,50,4,8,35,0,13,13,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,59,NA
230831003,2003,3,2003-08-31,2003-08-31 12:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"home",59,FALSE,15,6,26,0,18,63,0,21,0,20,24,8,6,1,0,17.6,3,17,34,0,15,14,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,66,NA
230830001,2003,3,2003-08-30,2003-08-30 15:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","away",68,TRUE,17,3,18,0,24,48,0,24,0,17,24,6,9,0,0,50,3,6,24,0,10,10,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",62,NA
230830001,2003,3,2003-08-30,2003-08-30 15:00:00,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png","home",62,FALSE,12,4,14,0,21,57,0,24,0,15,17,13,5,0,0,33.3,5,15,27,0,14,14,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",68,NA
230829002,2003,3,2003-08-29,2003-08-29 20:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"away",76,TRUE,17,6,23,0,26,58,0,22,0,20,26,9,6,1,0,36.4,4,11,32,0,17,16,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,74,NA
230829002,2003,3,2003-08-29,2003-08-29 20:00:00,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,"home",74,FALSE,18,4,22,0,25,65,0,23,0,22,28,11,9,0,0,16.7,2,12,33,0,13,13,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,76,NA
230828008,2003,3,2003-08-28,2003-08-28 19:30:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","away",72,FALSE,16,2,20,0,29,56,0,24,0,11,11,8,5,0,0,37.5,3,8,28,0,16,16,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",74,NA
230828008,2003,3,2003-08-28,2003-08-28 19:30:00,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","home",74,TRUE,21,0,17,0,25,56,0,13,0,19,23,5,13,0,0,31.3,5,16,22,0,10,10,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",72,NA
230828018,2003,3,2003-08-28,2003-08-28 19:00:00,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png","away",66,FALSE,16,3,17,0,23,55,0,16,0,12,17,8,7,0,0,50,8,16,25,0,8,8,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",68,NA
230828018,2003,3,2003-08-28,2003-08-28 19:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","home",68,TRUE,17,3,22,0,27,55,0,12,0,12,14,8,4,0,0,20,2,10,30,0,8,8,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",66,NA
230825014,2003,2,2003-08-25,2003-08-25 22:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","away",57,FALSE,21,5,18,0,27,67,0,14,0,1,4,15,10,1,0,13.3,2,15,33,0,19,18,14,"s:40~l:59~t:14","seattle-storm","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/sea.png",70,NA
230825014,2003,2,2003-08-25,2003-08-25 22:00:00,14,"s:40~l:59~t:14","seattle-storm","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/sea.png","home",70,TRUE,18,3,19,0,27,52,0,9,0,10,12,6,11,0,0,40,6,15,25,0,20,20,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",57,NA
230825005,2003,2,2003-08-25,2003-08-25 20:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","away",72,TRUE,18,10,19,0,25,45,0,25,0,16,22,3,7,0,0,54.5,6,11,22,0,16,16,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",62,NA
230825005,2003,2,2003-08-25,2003-08-25 20:00:00,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","home",62,FALSE,14,2,17,0,19,63,0,22,0,22,29,13,10,0,0,11.1,2,18,30,0,12,12,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",72,NA
230825003,2003,2,2003-08-25,2003-08-25 19:30:00,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png","away",60,FALSE,18,4,21,0,28,79,0,23,0,0,1,14,9,0,0,18.2,4,22,35,0,13,13,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,68,NA
230825003,2003,2,2003-08-25,2003-08-25 19:30:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"home",68,TRUE,12,3,33,0,22,54,0,7,0,22,31,10,5,1,0,25,2,8,43,0,15,14,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png",60,NA
230825002,2003,2,2003-08-25,2003-08-25 19:00:00,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png","away",66,FALSE,3,0,2,0,4,12,0,6,0,3,4,2,2,0,0,75,3,4,4,0,1,1,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,75,NA
230825002,2003,2,2003-08-25,2003-08-25 19:00:00,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,"home",75,TRUE,4,0,7,0,6,10,0,3,0,4,5,2,0,0,0,0,0,0,9,0,3,3,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",66,NA
230824001,2003,2,2003-08-24,2003-08-24 18:00:00,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","away",59,FALSE,19,3,19,0,25,65,0,18,0,4,11,16,9,0,0,25,5,20,35,0,15,15,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png",61,NA
230824001,2003,2,2003-08-24,2003-08-24 18:00:00,1,"s:40~l:59~t:1","charlotte-sting","Charlotte","Sting","CHA","Charlotte Sting","Sting",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/cha.png","home",61,TRUE,14,1,24,0,22,54,0,17,0,11,15,11,9,0,0,35.3,6,17,35,0,12,12,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png",59,NA
230823006,2003,2,2003-08-23,2003-08-23 22:30:00,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,"away",70,FALSE,14,3,23,0,25,62,0,21,0,18,24,12,3,0,2,28.6,2,7,35,2,14,14,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",83,NA
230823006,2003,2,2003-08-23,2003-08-23 22:30:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","home",83,TRUE,20,3,26,0,29,74,0,18,0,17,20,13,5,0,1,38.1,8,21,39,1,9,9,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,70,NA
230823013,2003,2,2003-08-23,2003-08-23 22:00:00,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","away",54,FALSE,12,7,25,0,23,54,0,20,0,5,5,5,5,0,0,50,3,6,30,0,23,23,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",61,NA
230823013,2003,2,2003-08-23,2003-08-23 22:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","home",61,TRUE,12,3,22,0,25,66,0,13,0,9,12,10,7,0,0,20,2,10,32,0,12,12,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",54,NA
230823005,2003,2,2003-08-23,2003-08-23 20:00:00,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,"away",46,FALSE,16,2,20,0,18,55,0,17,0,10,15,11,6,2,1,0,0,9,31,1,12,10,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",59,NA
230823005,2003,2,2003-08-23,2003-08-23 20:00:00,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","home",59,TRUE,12,7,21,0,22,57,0,19,0,14,16,10,6,0,0,11.1,1,9,31,0,11,11,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,46,NA
230823008,2003,2,2003-08-23,2003-08-23 20:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"away",86,TRUE,19,6,33,0,32,70,0,24,0,18,26,13,11,0,0,28.6,4,14,46,0,20,20,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",77,NA
230823008,2003,2,2003-08-23,2003-08-23 20:00:00,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","home",77,FALSE,19,6,24,0,30,77,0,26,0,13,22,15,11,0,0,21.1,4,19,39,0,20,20,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,86,NA
230823016,2003,2,2003-08-23,2003-08-23 18:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","away",74,TRUE,19,2,27,0,27,54,0,15,0,12,19,9,4,0,0,53.3,8,15,36,0,15,15,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png",67,NA
230823016,2003,2,2003-08-23,2003-08-23 18:00:00,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png","home",67,FALSE,17,0,22,0,24,63,0,20,0,12,16,10,9,0,0,35,7,20,32,0,8,8,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",74,NA
230822011,2003,2,2003-08-22,2003-08-22 22:00:00,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,"away",62,FALSE,8,5,20,0,19,48,0,36,0,24,40,10,7,0,0,0,0,5,30,0,22,22,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",89,NA
230822011,2003,2,2003-08-22,2003-08-22 22:00:00,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","home",89,TRUE,16,6,21,0,28,59,0,28,0,29,47,13,16,0,0,44.4,4,9,34,0,13,13,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,62,NA
230822009,2003,2,2003-08-22,2003-08-22 19:30:00,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","away",64,TRUE,13,1,27,0,21,54,0,17,0,15,19,11,9,1,1,36.8,7,19,38,1,10,9,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png",51,NA
230822009,2003,2,2003-08-22,2003-08-22 19:30:00,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","home",51,FALSE,15,2,21,0,20,54,0,19,0,6,10,6,3,0,0,35.7,5,14,27,0,13,13,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",64,NA
230821013,2003,2,2003-08-21,2003-08-21 22:00:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","away",54,FALSE,11,5,14,0,22,58,0,17,0,7,9,12,11,1,2,37.5,3,8,26,2,16,15,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",62,NA
230821013,2003,2,2003-08-21,2003-08-21 22:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","home",62,TRUE,12,6,20,0,22,53,0,18,0,14,20,8,6,0,0,30.8,4,13,28,0,14,14,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",54,NA
230821003,2003,2,2003-08-21,2003-08-21 20:00:00,2,"s:40~l:59~t:2","cleveland-rockers","Cleveland","Rockers","CLE","Cleveland Rockers","Rockers",NA,NA,NA,"away",56,FALSE,10,3,19,0,20,56,0,21,0,15,20,6,11,1,0,9.1,1,11,25,0,15,14,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,71,NA
