"game_id","season","season_type","game_date","game_date_time","team_id","team_uid","team_slug","team_location","team_name","team_abbreviation","team_display_name","team_short_display_name","team_color","team_alternate_color","team_logo","team_home_away","team_score","team_winner","assists","blocks","defensive_rebounds","field_goal_pct","field_goals_made","field_goals_attempted","flagrant_fouls","fouls","free_throw_pct","free_throws_made","free_throws_attempted","offensive_rebounds","steals","team_turnovers","technical_fouls","three_point_field_goal_pct","three_point_field_goals_made","three_point_field_goals_attempted","total_rebounds","total_technical_fouls","total_turnovers","turnovers","opponent_team_id","opponent_team_uid","opponent_team_slug","opponent_team_location","opponent_team_name","opponent_team_abbreviation","opponent_team_display_name","opponent_team_short_display_name","opponent_team_color","opponent_team_alternate_color","opponent_team_logo","opponent_team_score","largest_lead"
280705005,2008,2,2008-07-05,2008-07-05 19:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","away",74,FALSE,13,5,26,0,30,67,0,22,0,12,17,14,4,0,0,11.8,2,17,40,0,13,13,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",81,NA
280705005,2008,2,2008-07-05,2008-07-05 19:00:00,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","home",81,TRUE,13,4,22,0,26,67,0,22,0,21,28,14,10,0,0,42.1,8,19,36,0,10,10,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",74,NA
280705004,2008,2,2008-07-05,2008-07-05 15:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","away",65,FALSE,14,3,24,0,24,63,0,16,0,11,16,8,7,0,0,50,6,12,32,0,14,14,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",73,NA
280705004,2008,2,2008-07-05,2008-07-05 15:00:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","home",73,TRUE,24,6,26,0,32,61,0,16,0,5,7,7,6,0,0,40,4,10,33,0,16,16,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",65,NA
280703006,2008,2,2008-07-03,2008-07-03 22:30:00,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","away",88,TRUE,16,4,26,0,31,62,0,20,0,21,25,9,8,1,0,35.7,5,14,35,0,14,13,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",70,NA
280703006,2008,2,2008-07-03,2008-07-03 22:30:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","home",70,FALSE,18,3,19,0,25,68,0,21,0,17,20,15,4,1,0,15,3,20,34,0,14,13,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",88,NA
280703014,2008,2,2008-07-03,2008-07-03 22:00:00,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","away",71,FALSE,16,6,20,0,23,59,0,21,0,17,21,7,8,0,0,44.4,8,18,27,0,20,20,14,"s:40~l:59~t:14","seattle-storm","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/sea.png",84,NA
280703014,2008,2,2008-07-03,2008-07-03 22:00:00,14,"s:40~l:59~t:14","seattle-storm","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/sea.png","home",84,TRUE,17,5,24,0,33,71,0,21,0,15,17,13,11,2,0,25,3,12,37,0,13,11,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png",71,NA
280703017,2008,2,2008-07-03,2008-07-03 20:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","away",67,FALSE,15,3,19,0,28,77,0,12,0,8,12,12,12,2,0,23.1,3,13,31,0,7,5,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,68,NA
280703017,2008,2,2008-07-03,2008-07-03 20:00:00,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,"home",68,TRUE,18,12,32,0,27,52,0,16,0,10,13,2,1,2,0,40,4,10,34,0,19,17,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",67,NA
280703020,2008,2,2008-07-03,2008-07-03 19:00:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","away",72,TRUE,21,7,30,0,25,64,0,25,0,20,28,10,9,2,1,14.3,2,14,40,1,18,16,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",65,NA
280703020,2008,2,2008-07-03,2008-07-03 19:00:00,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png","home",65,FALSE,11,7,24,0,19,62,0,21,0,20,27,8,10,1,0,35,7,20,32,0,17,16,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",72,NA
280702005,2008,2,2008-07-02,2008-07-02 19:00:00,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png","away",67,FALSE,16,3,26,0,27,64,0,19,0,12,25,14,6,2,0,25,1,4,40,0,16,14,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",74,NA
280702005,2008,2,2008-07-02,2008-07-02 19:00:00,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","home",74,TRUE,16,7,27,0,25,63,0,18,0,17,22,7,9,0,0,35,7,20,34,0,13,13,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",67,NA
280701013,2008,2,2008-07-01,2008-07-01 22:00:00,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png","away",81,FALSE,16,6,17,0,31,68,0,23,0,11,14,12,7,2,0,57.1,8,14,29,0,15,13,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",87,NA
280701013,2008,2,2008-07-01,2008-07-01 22:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","home",87,TRUE,15,2,23,0,30,58,0,18,0,22,26,8,8,0,0,33.3,5,15,31,0,17,17,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png",81,NA
280701008,2008,2,2008-07-01,2008-07-01 20:00:00,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png","away",73,TRUE,19,8,24,0,28,63,0,19,0,14,23,13,5,0,1,42.9,3,7,37,1,14,14,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",71,NA
280701008,2008,2,2008-07-01,2008-07-01 20:00:00,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","home",71,FALSE,13,4,21,0,26,66,0,18,0,17,25,11,10,0,0,50,2,4,32,0,11,11,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",73,NA
280701017,2008,2,2008-07-01,2008-07-01 20:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"away",72,FALSE,18,4,30,0,26,76,0,29,0,15,23,13,9,0,0,25,5,20,43,0,14,14,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,79,NA
280701017,2008,2,2008-07-01,2008-07-01 20:00:00,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,"home",79,TRUE,17,4,31,0,27,70,0,20,0,21,23,9,5,1,0,26.7,4,15,40,0,17,16,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,72,NA
280701018,2008,2,2008-07-01,2008-07-01 19:00:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","away",68,FALSE,16,4,28,0,27,75,0,24,0,12,20,17,10,1,0,20,2,10,45,0,16,15,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",78,NA
280701018,2008,2,2008-07-01,2008-07-01 19:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","home",78,TRUE,19,5,28,0,26,64,0,16,0,20,31,10,9,0,3,37.5,6,16,38,3,13,13,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",68,NA
280701020,2008,2,2008-07-01,2008-07-01 19:00:00,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","away",97,TRUE,29,7,32,0,40,79,0,24,0,7,8,9,6,0,0,43.5,10,23,41,0,21,21,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",79,NA
280701020,2008,2,2008-07-01,2008-07-01 19:00:00,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png","home",79,FALSE,21,3,20,0,28,73,0,13,0,16,28,10,12,0,0,36.8,7,19,30,0,16,16,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",97,NA
280701006,2008,2,2008-07-01,2008-07-01 15:30:00,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","away",89,TRUE,16,2,26,0,27,60,0,21,0,26,35,5,10,1,1,47.4,9,19,31,1,8,7,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",78,NA
280701006,2008,2,2008-07-01,2008-07-01 15:30:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","home",78,FALSE,18,6,24,0,29,66,0,23,0,15,20,10,5,0,2,31.3,5,16,34,2,17,17,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png",89,NA
280629014,2008,2,2008-06-29,2008-06-29 21:00:00,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png","away",49,FALSE,8,1,22,0,19,56,0,17,0,8,12,6,3,4,0,25,3,12,28,0,16,12,14,"s:40~l:59~t:14","seattle-storm","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/sea.png",64,NA
280629014,2008,2,2008-06-29,2008-06-29 21:00:00,14,"s:40~l:59~t:14","seattle-storm","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c","https://a.espncdn.com/i/teamlogos/wnba/500/sea.png","home",64,TRUE,14,7,24,0,23,54,0,21,0,14,20,6,8,0,0,36.4,4,11,30,0,13,13,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png",49,NA
280629003,2008,2,2008-06-29,2008-06-29 18:00:00,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png","away",92,FALSE,16,0,23,0,30,71,0,28,0,18,25,9,8,0,0,50,14,28,32,0,18,18,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,100,NA
280629003,2008,2,2008-06-29,2008-06-29 18:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"home",100,TRUE,26,1,29,0,37,71,0,24,0,20,30,8,9,0,0,37.5,6,16,37,0,13,13,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",92,NA
280629018,2008,2,2008-06-29,2008-06-29 13:00:00,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","away",87,TRUE,19,0,31,0,32,73,0,22,0,14,19,14,1,0,1,39.1,9,23,45,1,14,14,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",80,NA
280629018,2008,2,2008-06-29,2008-06-29 13:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","home",80,FALSE,19,0,26,0,28,79,0,22,0,18,25,12,4,1,0,21.4,6,28,38,0,5,4,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",87,NA
280628013,2008,2,2008-06-28,2008-06-28 22:00:00,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png","away",78,FALSE,12,2,21,0,30,62,0,18,0,11,24,8,12,2,0,31.8,7,22,29,0,11,9,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",82,NA
280628013,2008,2,2008-06-28,2008-06-28 22:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","home",82,TRUE,11,5,23,0,31,65,0,21,0,14,20,9,9,0,0,50,6,12,32,0,16,16,9,"s:40~l:59~t:9","new-york-liberty","New York","Liberty","NYL","New York Liberty","Liberty","0d79b9","89c9bf","https://a.espncdn.com/i/teamlogos/wnba/500/nyl.png",78,NA
280628004,2008,2,2008-06-28,2008-06-28 20:30:00,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","away",61,FALSE,16,9,18,0,20,50,0,29,0,13,21,8,9,1,2,42.1,8,19,26,2,25,24,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",75,NA
280628004,2008,2,2008-06-28,2008-06-28 20:30:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","home",75,TRUE,17,0,20,0,26,60,0,20,0,22,26,9,14,1,0,25,1,4,29,0,15,14,5,"s:40~l:59~t:5","indiana-fever","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b","https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",61,NA
280628017,2008,2,2008-06-28,2008-06-28 20:00:00,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","away",65,FALSE,10,3,28,0,26,71,0,18,0,10,13,15,8,0,0,17.6,3,17,43,0,15,15,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,73,NA
280628017,2008,2,2008-06-28,2008-06-28 20:00:00,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,"home",73,TRUE,23,5,24,0,30,65,0,12,0,11,17,5,8,1,0,22.2,2,9,29,0,9,8,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",65,NA
280628019,2008,2,2008-06-28,2008-06-28 20:00:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"away",59,FALSE,13,3,19,0,20,57,0,24,0,13,22,9,9,0,2,46.2,6,13,28,2,15,15,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",76,NA
280628019,2008,2,2008-06-28,2008-06-28 20:00:00,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png","home",76,TRUE,14,4,24,0,24,58,0,17,0,22,27,12,8,3,1,54.5,6,11,36,1,14,11,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,59,NA
280627018,2008,2,2008-06-27,2008-06-27 19:00:00,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png","away",101,FALSE,24,7,22,0,38,91,0,34,0,11,13,12,10,0,0,43.8,14,32,34,0,13,13,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",109,NA
280627018,2008,2,2008-06-27,2008-06-27 19:00:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","home",109,TRUE,24,8,31,0,35,74,0,17,0,35,44,14,6,0,0,26.7,4,15,45,0,17,17,20,"s:40~l:59~t:20","atlanta-dream","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37","https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",101,NA
280626006,2008,2,2008-06-26,2008-06-26 22:30:00,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png","away",77,TRUE,17,2,21,0,27,72,0,26,0,13,27,14,7,3,0,55.6,10,18,35,0,17,14,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png",74,NA
280626006,2008,2,2008-06-26,2008-06-26 22:30:00,6,"s:40~l:59~t:6","los-angeles-sparks","Los Angeles","Sparks","LOS","Los Angeles Sparks","Sparks","532481","49ac9c","https://a.espncdn.com/i/teamlogos/wnba/500/los.png","home",74,FALSE,16,11,24,0,26,65,0,30,0,19,22,11,7,2,0,25,3,12,35,0,21,19,16,"s:40~l:59~t:16","washington-mystics","Washington","Mystics","WAS","Washington Mystics","Mystics","e03a3e","09295a","https://a.espncdn.com/i/teamlogos/wnba/500/was.png",77,NA
280626019,2008,2,2008-06-26,2008-06-26 21:00:00,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png","away",89,TRUE,23,1,23,0,30,67,0,20,0,27,33,13,11,0,1,11.8,2,17,36,1,10,10,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",79,NA
280626019,2008,2,2008-06-26,2008-06-26 21:00:00,19,"s:40~l:59~t:19","chicago-sky","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3","https://a.espncdn.com/i/teamlogos/wnba/500/chi.png","home",79,FALSE,20,2,24,0,28,80,0,23,0,15,23,25,5,0,0,34.8,8,23,49,0,17,17,11,"s:40~l:59~t:11","phoenix-mercury","Phoenix","Mercury","PHO","Phoenix Mercury","Mercury","3a267d","e56020","https://a.espncdn.com/i/teamlogos/wnba/500/pho.png",89,NA
280626004,2008,2,2008-06-26,2008-06-26 20:30:00,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,"away",71,FALSE,20,3,14,0,26,59,0,17,0,14,17,6,12,1,0,33.3,5,15,20,0,15,14,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png",77,NA
280626004,2008,2,2008-06-26,2008-06-26 20:30:00,4,"s:40~l:59~t:4","houston-comets","Houston","Comets","HOU","Houston Comets","Comets",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/hou.png","home",77,TRUE,17,3,25,0,30,54,0,16,0,13,16,6,7,2,0,33.3,4,12,31,0,19,17,17,"s:40~l:59~t:17","san-antonio-silver-stars","San Antonio","Silver Stars","SAS","San Antonio Silver Stars","Silver Stars","000000","c7cfd4",NA,71,NA
280626008,2008,2,2008-06-26,2008-06-26 20:00:00,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png","away",76,FALSE,15,2,21,0,26,65,0,20,0,18,23,13,8,0,0,42.9,6,14,34,0,16,16,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png",80,NA
280626008,2008,2,2008-06-26,2008-06-26 20:00:00,8,"s:40~l:59~t:8","minnesota-lynx","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757","https://a.espncdn.com/i/teamlogos/wnba/500/min.png","home",80,TRUE,18,4,23,0,31,69,0,23,0,15,17,6,9,1,1,27.3,3,11,29,1,12,11,13,"s:40~l:59~t:13","sacramento-monarchs","Sacramento","Monarchs","SAC","Sacramento Monarchs","Monarchs",NA,NA,"https://a.espncdn.com/i/teamlogos/wnba/500/sac.png",76,NA
280626003,2008,2,2008-06-26,2008-06-26 19:30:00,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png","away",61,FALSE,10,3,24,0,18,55,0,16,0,19,28,8,6,2,1,35.3,6,17,32,1,16,14,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,70,NA
280626003,2008,2,2008-06-26,2008-06-26 19:30:00,3,"s:40~l:59~t:3","detroit-shock","Detroit","Shock","TUL","Detroit Shock","Shock","11213e","c5d646",NA,"home",70,TRUE,21,5,26,0,29,66,0,22,0,9,12,11,6,0,1,25,3,12,37,1,17,17,18,"s:40~l:59~t:18","connecticut-sun","Connecticut","Sun","CT","Connecticut Sun","Sun","de6b36","002d62","https://a.espncdn.com/i/teamlogos/wnba/500/ct.png",61,NA
