"Name","Age","Reg_Tm","Lg","Reg_G","Reg_PA","Reg_AB","Reg_R","Reg_H","Reg_Doubles","Reg_Triples","Reg_HR","Reg_RBI","Reg_SB","Reg_CS","Reg_BB","Reg_SO","Reg_BA","Reg_OBP","Reg_SLG","Reg_OPS","OPS+","Reg_TB","Reg_GDP","Reg_HBP","Reg_SH","Reg_SF","Reg_IBB","OppQual","Spring_G","Spring_PA","Spring_AB","Spring_R","Spring_H","Spring_Doubles","Spring_Triples","Spring_HR","Spring_RBI","Spring_SB","Spring_CS","Spring_BB","Spring_SO","Spring_BA","Spring_OBP","Spring_SLG","Spring_OPS","Spring_TB","Spring_GDP","Spring_HBP","Spring_SH","Spring_SF","Spring_IBB"
"Julio Rodríguez",22,"SEA","AL",155,714,654,102,180,37,2,32,103,37,10,47,175,0.275,0.333,0.485,0.818,129,317,14,11,0,2,6,8,14,41,33,10,13,3,0,2,7,1,1,8,11,0.394,0.512,0.667,1.179,22,1,0,0,0,0
"Jake Rogers",28,"DET","AL",107,365,331,47,73,11,0,21,49,1,1,28,118,0.221,0.286,0.444,0.73,97,147,6,3,1,2,0,7.5,17,46,40,8,10,4,0,3,5,0,0,5,13,0.25,0.348,0.575,0.923,23,0,1,0,0,0
"Johan Rojas",22,"PHI","NL",59,164,149,24,45,9,2,2,23,14,1,5,42,0.302,0.342,0.43,0.771,109,64,1,4,6,0,0,7.9,18,56,53,6,9,1,2,0,6,4,1,3,9,0.17,0.214,0.264,0.478,14,0,0,0,0,0
"Josh Rojas",29,"TOT","MLB",105,350,314,47,77,17,0,4,40,12,0,27,81,0.245,0.303,0.338,0.641,79,106,3,1,2,4,0,7.1,15,42,33,4,6,2,0,1,6,2,1,8,10,0.182,0.333,0.333,0.667,11,1,0,0,1,0
"Josh Rojas",29,"ARI","NL",59,216,189,23,43,13,0,0,26,6,0,18,51,0.228,0.292,0.296,0.589,63,56,2,1,2,4,0,7.1,15,42,33,4,6,2,0,1,6,2,1,8,10,0.182,0.333,0.333,0.667,11,1,0,0,1,0
"Josh Rojas",29,"SEA","AL",46,134,125,24,34,4,0,4,14,6,0,9,30,0.272,0.321,0.4,0.721,104,50,1,0,0,0,0,7.1,15,42,33,4,6,2,0,1,6,2,1,8,10,0.182,0.333,0.333,0.667,11,1,0,0,1,0
"Miguel Rojas",34,"LAD","NL",124,423,385,49,91,16,1,5,31,8,3,26,48,0.236,0.29,0.322,0.612,66,124,12,5,2,5,0,7.4,11,29,28,0,4,0,0,0,0,0,0,1,2,0.143,0.172,0.143,0.315,4,0,0,0,0,0
"Brent Rooker",28,"OAK","AL",137,526,463,61,114,20,1,30,69,4,0,49,172,0.246,0.329,0.488,0.817,127,226,11,10,0,4,1,7.4,18,54,47,9,10,1,0,3,8,1,0,7,16,0.213,0.315,0.426,0.74,20,0,0,0,0,0
"Ben Rortvedt",25,"NYY","AL",32,79,68,6,8,1,0,2,4,0,0,11,19,0.118,0.241,0.221,0.461,28,15,1,0,0,0,0,7.4,15,32,26,5,6,1,0,0,0,0,0,3,7,0.231,0.375,0.269,0.644,7,1,3,0,0,0
"Amed Rosario",27,"TOT","MLB",142,545,510,70,134,25,8,6,58,15,2,29,99,0.263,0.305,0.378,0.683,87,193,15,3,0,3,0,7.6,20,55,55,9,15,4,0,2,4,3,0,0,8,0.273,0.273,0.455,0.727,25,0,0,0,0,0
"Amed Rosario",27,"CLE","AL",94,412,385,51,102,19,6,3,40,9,0,22,77,0.265,0.306,0.369,0.675,86,142,11,2,0,3,0,7.6,20,55,55,9,15,4,0,2,4,3,0,0,8,0.273,0.273,0.455,0.727,25,0,0,0,0,0
"Amed Rosario",27,"LAD","NL",48,133,125,19,32,6,2,3,18,6,2,7,22,0.256,0.301,0.408,0.709,90,51,4,1,0,0,0,7.6,20,55,55,9,15,4,0,2,4,3,0,0,8,0.273,0.273,0.455,0.727,25,0,0,0,0,0
"Eddie Rosario",31,"ATL","NL",142,516,478,64,122,24,3,21,74,3,4,34,122,0.255,0.305,0.45,0.755,101,215,13,1,1,2,1,8.4,9,29,23,3,4,0,0,0,3,2,0,5,4,0.174,0.31,0.174,0.484,4,1,0,0,1,0
"Eguy Rosario",23,"SDP","NL",11,37,36,6,9,1,1,2,6,0,0,1,12,0.25,0.27,0.5,0.77,106,18,1,0,0,0,0,7.4,16,41,35,3,9,3,0,1,6,2,0,4,10,0.257,0.341,0.429,0.77,15,1,1,0,1,0
"Esteury Ruiz",24,"OAK","AL",132,497,449,47,114,24,1,5,47,67,13,20,99,0.254,0.309,0.345,0.654,85,155,7,16,4,1,1,7.5,20,61,55,7,13,4,1,1,9,2,1,5,19,0.236,0.295,0.4,0.695,22,1,0,0,1,0
"Keibert Ruiz",24,"WSN","NL",136,562,523,55,136,24,0,18,67,1,1,31,58,0.26,0.308,0.409,0.717,98,214,13,6,0,2,1,8.1,14,45,39,4,12,3,0,0,6,0,0,2,3,0.308,0.378,0.385,0.762,15,0,3,0,1,0
"Adley Rutschman",25,"BAL","AL",154,687,588,84,163,31,1,20,80,1,2,92,101,0.277,0.374,0.435,0.809,128,256,14,2,0,5,6,8,15,42,35,6,9,1,0,3,8,0,0,7,9,0.257,0.381,0.543,0.924,19,0,0,0,0,0
"Blake Sabol",25,"SFG","NL",110,344,310,36,73,10,0,13,44,4,2,24,117,0.235,0.301,0.394,0.695,92,122,4,6,2,2,0,6.8,14,24,19,4,4,1,0,0,1,0,0,2,8,0.211,0.333,0.263,0.596,5,1,2,0,1,0
"César Salazar",27,"HOU","AL",13,19,18,1,2,0,0,0,0,0,0,1,6,0.111,0.158,0.111,0.269,-23,2,1,0,0,0,0,7.4,14,23,18,1,1,0,0,0,2,0,0,4,5,0.056,0.217,0.056,0.273,1,1,0,0,1,0
"Gary Sánchez",30,"TOT","NL",75,267,240,33,52,9,0,19,47,0,0,21,67,0.217,0.288,0.492,0.78,110,118,3,4,0,2,0,7.4,11,43,42,5,11,3,0,2,5,0,0,1,15,0.262,0.279,0.476,0.755,20,0,0,0,0,0
"Gary Sánchez",30,"NYM","NL",3,7,6,0,1,0,0,0,1,0,0,0,3,0.167,0.143,0.167,0.31,-14,1,0,0,0,1,0,7.4,11,43,42,5,11,3,0,2,5,0,0,1,15,0.262,0.279,0.476,0.755,20,0,0,0,0,0
"Gary Sánchez",30,"SDP","NL",72,260,234,33,51,9,0,19,46,0,0,21,64,0.218,0.292,0.5,0.792,113,117,3,4,0,1,0,7.4,11,43,42,5,11,3,0,2,5,0,0,1,15,0.262,0.279,0.476,0.755,20,0,0,0,0,0
"Jesús Sánchez",25,"MIA","NL",125,402,360,43,91,23,3,14,52,3,1,38,107,0.253,0.327,0.45,0.777,106,162,12,2,1,1,1,7.7,16,44,43,3,13,2,0,0,6,0,0,1,8,0.302,0.318,0.349,0.667,15,1,0,0,0,0
"Carlos Santana",37,"TOT","NL",146,619,550,78,132,33,1,23,86,6,0,65,104,0.24,0.318,0.429,0.747,101,236,11,0,0,4,0,7.2,17,50,44,4,14,0,0,1,3,0,0,5,8,0.318,0.4,0.386,0.786,17,0,1,0,0,0
"Carlos Santana",37,"PIT","NL",94,393,345,45,81,25,0,12,53,6,0,45,69,0.235,0.321,0.412,0.732,98,142,3,0,0,3,0,7.2,17,50,44,4,14,0,0,1,3,0,0,5,8,0.318,0.4,0.386,0.786,17,0,1,0,0,0
"Carlos Santana",37,"MIL","NL",52,226,205,33,51,8,1,11,33,0,0,20,35,0.249,0.314,0.459,0.773,107,94,8,0,0,1,0,7.2,17,50,44,4,14,0,0,1,3,0,0,5,8,0.318,0.4,0.386,0.786,17,0,1,0,0,0
"Anthony Santander",28,"BAL","AL",153,656,591,81,152,41,1,28,95,5,1,55,152,0.257,0.325,0.472,0.797,121,279,11,6,0,4,1,8.4,17,52,50,8,10,1,0,5,11,0,0,2,7,0.2,0.231,0.52,0.751,26,4,0,0,0,0
"Nolan Schanuel",21,"LAA","AL",29,132,109,19,30,3,0,1,6,0,0,20,19,0.275,0.402,0.33,0.732,104,36,1,3,0,0,1,7.6,19,54,48,4,12,0,1,2,8,2,1,6,5,0.25,0.333,0.417,0.75,20,2,0,0,0,0
"Casey Schmitt",24,"SFG","NL",90,277,253,28,52,15,0,5,30,2,1,13,65,0.206,0.255,0.324,0.58,60,82,7,5,3,3,0,7.1,13,31,26,6,3,0,0,1,4,1,1,5,5,0.115,0.258,0.231,0.489,6,0,0,0,0,0
"Davis Schneider",24,"TOR","AL",35,141,116,23,32,12,1,8,20,1,0,21,43,0.276,0.404,0.603,1.008,174,70,2,4,0,0,0,7.9,17,50,44,6,7,1,0,2,3,0,0,4,14,0.159,0.24,0.318,0.558,14,3,1,0,1,0
"Kyle Schwarber",30,"PHI","NL",160,720,585,108,115,19,1,47,104,0,2,126,215,0.197,0.343,0.474,0.817,120,277,4,6,0,3,5,7.8,14,44,38,2,5,1,0,0,2,0,0,6,20,0.132,0.25,0.158,0.408,6,0,0,0,0,0
"Corey Seager",29,"TEX","AL",119,536,477,88,156,42,0,33,96,2,1,49,88,0.327,0.39,0.623,1.013,174,297,9,4,0,6,9,7.6,3,8,8,0,2,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,2,0,0,0,0,0
"Chandler Seagle",27,"SDP","NL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,7.7,4,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Marcus Semien",32,"TEX","AL",162,753,670,122,185,40,4,29,100,14,3,72,110,0.276,0.348,0.478,0.826,126,320,5,5,0,5,1,7.8,21,62,49,9,13,4,0,3,7,0,0,11,10,0.265,0.419,0.531,0.95,26,0,2,0,0,0
"Nick Senzel",28,"CIN","NL",104,330,301,49,71,10,0,13,42,6,2,26,74,0.236,0.297,0.399,0.696,84,120,9,1,0,2,0,8.3,15,43,39,2,9,2,0,0,6,0,0,4,13,0.231,0.302,0.282,0.584,11,1,0,0,0,0
"Brian Serven",28,"COL","NL",11,23,23,0,3,1,0,0,1,0,0,0,10,0.13,0.13,0.174,0.304,-21,4,0,0,0,0,0,7.7,13,29,25,6,5,2,0,3,12,0,0,4,5,0.2,0.31,0.64,0.95,16,0,0,0,0,0
"Gavin Sheets",27,"CHW","AL",118,344,311,24,63,10,0,10,43,1,0,28,66,0.203,0.267,0.331,0.599,64,103,6,1,0,4,2,7.8,24,67,60,6,16,4,0,3,5,2,1,5,13,0.267,0.328,0.483,0.812,29,1,1,0,1,0
"Braden Shewmake",25,"ATL","NL",2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,7.8,19,40,36,5,9,2,1,0,5,6,1,2,7,0.25,0.3,0.361,0.661,13,0,1,0,1,0
"Zack Short",28,"DET","AL",110,253,221,17,45,9,0,7,33,5,0,28,66,0.204,0.292,0.339,0.631,74,75,3,0,3,1,0,7,18,47,40,8,12,4,0,1,8,3,0,7,6,0.3,0.404,0.475,0.879,19,0,0,0,0,0
"Michael Siani",23,"TOT","NL",8,6,5,1,0,0,0,0,0,1,1,1,1,0,0.167,0,0.167,-48,0,0,0,0,0,0,6.9,26,54,45,10,13,1,1,0,1,1,1,8,10,0.289,0.407,0.356,0.763,16,1,1,0,0,0
"Michael Siani",23,"CIN","NL",3,1,0,1,0,0,0,0,0,0,1,1,0,NA,1,NA,NA,NA,0,0,0,0,0,0,6.9,26,54,45,10,13,1,1,0,1,1,1,8,10,0.289,0.407,0.356,0.763,16,1,1,0,0,0
"Michael Siani",23,"STL","NL",5,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,6.9,26,54,45,10,13,1,1,0,1,1,1,8,10,0.289,0.407,0.356,0.763,16,1,1,0,0,0
"Jon Singleton",31,"TOT","MLB",36,105,91,11,15,3,0,2,12,0,0,13,23,0.165,0.267,0.264,0.53,47,24,2,0,0,1,0,7.2,14,45,40,1,8,2,0,0,7,0,0,3,12,0.2,0.25,0.25,0.5,10,1,0,0,1,0
"Jon Singleton",31,"MIL","NL",11,32,29,3,3,1,0,0,2,0,0,3,11,0.103,0.188,0.138,0.325,-9,4,0,0,0,0,0,7.2,14,45,40,1,8,2,0,0,7,0,0,3,12,0.2,0.25,0.25,0.5,10,1,0,0,1,0
"Jon Singleton",31,"HOU","AL",25,73,62,8,12,2,0,2,10,0,0,10,12,0.194,0.301,0.323,0.624,73,20,2,0,0,1,0,7.2,14,45,40,1,8,2,0,0,7,0,0,3,12,0.2,0.25,0.25,0.5,10,1,0,0,1,0
"Jose Siri",27,"TBR","AL",101,364,338,58,75,13,2,25,56,12,3,20,130,0.222,0.267,0.494,0.761,107,167,5,2,1,3,0,7.5,17,41,37,3,6,1,0,1,7,3,1,3,13,0.162,0.22,0.27,0.49,10,0,0,0,1,0
"Austin Slater",30,"SFG","NL",89,207,185,24,50,9,0,5,20,2,2,20,58,0.27,0.348,0.4,0.748,108,74,2,2,0,0,0,7,9,24,18,2,3,0,0,0,2,1,0,4,12,0.167,0.292,0.167,0.458,3,0,0,0,2,0
"Dominic Smith",28,"WSN","NL",153,586,527,57,134,21,1,12,46,1,1,47,91,0.254,0.326,0.366,0.692,93,193,12,10,0,2,1,7,9,27,26,3,9,2,0,1,3,0,0,0,6,0.346,0.37,0.538,0.909,14,0,1,0,0,0
"Josh Smith",25,"TEX","AL",90,232,195,29,36,8,1,6,15,1,0,25,55,0.185,0.304,0.328,0.633,76,64,3,9,2,1,0,7.3,19,49,35,4,10,5,0,0,4,1,0,10,11,0.286,0.469,0.429,0.898,15,0,3,0,1,0
"Kevin Smith",26,"OAK","AL",49,146,135,15,25,4,0,5,11,1,0,5,51,0.185,0.22,0.326,0.546,52,44,3,1,5,0,0,7.2,20,46,41,4,10,1,1,0,7,1,0,2,13,0.244,0.326,0.317,0.643,13,1,3,0,0,0
"Pavin Smith",27,"ARI","NL",69,228,191,26,36,5,0,7,30,1,1,35,45,0.188,0.317,0.325,0.642,78,62,3,1,0,0,0,7.8,16,45,39,4,11,1,0,0,3,0,0,4,6,0.282,0.333,0.308,0.641,12,1,0,0,2,0
"Will Smith",33,"TEX","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.2,12,36,31,5,8,0,1,3,6,0,0,2,5,0.258,0.333,0.613,0.946,19,0,2,0,1,0
"Will Smith",28,"LAD","NL",126,554,464,80,121,21,2,19,76,3,0,63,89,0.261,0.359,0.438,0.797,115,203,8,15,0,12,2,7.2,12,36,31,5,8,0,1,3,6,0,0,2,5,0.258,0.333,0.613,0.946,19,0,2,0,1,0
"Canaan Smith-Njigba",24,"PIT","NL",15,37,32,3,4,1,1,0,5,1,0,4,16,0.125,0.216,0.219,0.435,19,7,1,0,0,1,0,7.6,10,30,25,5,5,0,0,3,5,2,0,4,7,0.2,0.3,0.56,0.86,14,0,0,0,1,0
"Tyler Soderstrom",21,"OAK","AL",45,138,125,9,20,1,0,3,7,0,0,11,43,0.16,0.232,0.24,0.472,34,30,6,1,0,1,0,7,15,36,33,2,4,2,0,0,6,0,0,2,8,0.121,0.167,0.182,0.348,6,0,0,0,1,0
"Nick Solak",28,"TOT","MLB",2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.4,9,14,13,3,4,2,0,0,2,0,0,1,1,0.308,0.357,0.462,0.819,6,0,0,0,0,0
"Nick Solak",28,"ATL","NL",1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.4,9,14,13,3,4,2,0,0,2,0,0,1,1,0.308,0.357,0.462,0.819,6,0,0,0,0,0
"Nick Solak",28,"DET","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.4,9,14,13,3,4,2,0,0,2,0,0,1,1,0.308,0.357,0.462,0.819,6,0,0,0,0,0
"Jorge Soler",31,"MIA","NL",137,580,504,77,126,24,0,36,75,1,0,66,141,0.25,0.341,0.512,0.853,125,258,20,6,0,4,4,7.3,16,48,41,2,12,2,0,0,6,1,0,7,10,0.293,0.396,0.341,0.737,14,0,0,0,0,0
"Edmundo Sosa",27,"PHI","NL",104,300,279,34,70,15,2,10,30,4,2,8,74,0.251,0.293,0.427,0.719,93,119,10,9,2,1,0,7.9,18,52,49,8,10,2,0,2,8,1,0,2,19,0.204,0.25,0.367,0.617,18,0,1,0,0,0
"Lenyn Sosa",23,"CHW","AL",52,173,164,12,33,6,0,6,14,0,1,5,40,0.201,0.224,0.348,0.571,54,57,3,0,3,1,1,8.1,8,18,15,4,5,0,0,1,2,0,0,2,2,0.333,0.444,0.533,0.978,8,1,1,0,0,0
"Juan Soto",24,"SDP","NL",162,708,568,97,156,32,1,35,109,12,5,132,129,0.275,0.41,0.519,0.93,155,295,18,2,1,5,11,7.4,16,51,46,9,14,3,0,4,10,0,0,5,9,0.304,0.373,0.63,1.003,29,1,0,0,0,0
"Livan Soto",23,"LAA","AL",4,12,9,2,2,0,0,0,0,0,0,3,2,0.222,0.417,0.222,0.639,83,2,0,0,0,0,0,6.6,24,44,38,5,9,1,1,0,4,2,1,5,10,0.237,0.326,0.316,0.641,12,1,0,1,0,0
"George Springer",33,"TOR","AL",154,683,613,87,158,25,1,21,72,20,5,60,125,0.258,0.327,0.405,0.732,102,248,20,5,0,3,1,7.5,16,49,41,12,17,3,0,3,8,1,0,7,3,0.415,0.51,0.707,1.218,29,3,1,0,0,0
"Jacob Stallings",33,"MIA","NL",88,276,241,22,46,14,0,3,20,0,0,27,67,0.191,0.278,0.286,0.565,52,69,9,3,3,2,0,7.3,14,37,29,6,8,2,1,0,3,0,0,7,9,0.276,0.432,0.414,0.846,12,2,1,0,0,0
"Giancarlo Stanton",33,"NYY","AL",101,415,371,43,71,13,0,24,60,0,0,41,124,0.191,0.275,0.42,0.695,87,156,11,2,0,1,3,7.2,14,46,41,9,13,2,0,4,11,0,0,3,6,0.317,0.37,0.659,1.028,27,1,1,0,1,0
"Spencer Steer",25,"CIN","NL",156,665,582,74,158,37,3,23,86,15,3,68,139,0.271,0.356,0.464,0.82,118,270,9,11,0,4,0,7.6,17,56,50,9,17,4,1,4,12,3,0,5,11,0.34,0.393,0.7,1.093,35,0,0,0,1,0
"Michael Stefanic",27,"LAA","AL",25,71,62,5,18,2,1,0,6,0,1,8,8,0.29,0.38,0.355,0.735,104,22,0,1,0,0,0,6.9,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,0,0,0,0,0,0
"Tyler Stephenson",26,"CIN","NL",142,517,465,59,113,20,2,13,56,0,1,47,135,0.243,0.317,0.378,0.696,86,176,16,4,0,1,2,7.6,15,45,40,5,9,1,0,3,9,0,0,3,11,0.225,0.289,0.475,0.764,19,1,1,0,1,0
"Cal Stevenson",26,"SFG","NL",6,12,9,1,0,0,0,0,0,0,0,3,2,0,0.25,0,0.25,-21,0,0,0,0,0,0,6.9,18,37,32,4,5,0,0,0,1,0,0,5,15,0.156,0.27,0.156,0.427,5,0,0,0,0,0
"DJ Stewart",29,"NYM","NL",58,185,160,21,39,9,0,11,26,1,1,15,56,0.244,0.333,0.506,0.84,129,81,3,7,1,1,0,7.3,15,50,40,4,7,2,0,1,1,0,0,7,11,0.175,0.34,0.3,0.64,12,0,3,0,0,0
"Trevor Story",30,"BOS","AL",43,168,158,12,32,9,0,3,14,10,3,9,55,0.203,0.25,0.316,0.566,52,50,2,1,0,0,0,7.3,19,58,50,6,19,4,0,3,14,3,0,6,15,0.38,0.448,0.64,1.088,32,0,1,0,1,0
"Bryson Stott",25,"PHI","NL",151,640,585,78,164,32,2,15,62,31,3,39,100,0.28,0.329,0.419,0.747,102,245,10,7,1,8,1,7.6,19,56,55,7,11,2,1,1,6,1,1,1,14,0.2,0.214,0.327,0.542,18,0,0,0,0,0
"Kyle Stowers",25,"BAL","AL",14,33,30,1,2,0,0,0,0,0,0,3,12,0.067,0.152,0.067,0.218,-35,2,1,0,0,0,0,7.6,19,45,43,9,11,0,0,7,14,1,0,1,13,0.256,0.267,0.744,1.011,32,0,0,0,1,0
"Myles Straw",28,"CLE","AL",147,518,462,52,110,18,3,1,29,20,6,42,97,0.238,0.301,0.297,0.597,67,137,10,2,6,6,0,7.3,10,32,29,6,10,3,0,0,1,0,0,3,2,0.345,0.406,0.448,0.855,13,1,0,0,0,0
"Garrett Stubbs",30,"PHI","NL",41,125,113,15,23,4,1,1,12,2,0,9,29,0.204,0.274,0.283,0.557,53,32,0,2,1,0,0,7.8,16,32,25,2,8,1,0,0,3,0,0,6,8,0.32,0.438,0.36,0.798,9,0,0,0,1,0
"Eugenio Suárez",31,"SEA","AL",162,694,598,68,139,29,0,22,96,2,1,70,214,0.232,0.323,0.391,0.714,102,234,10,15,0,11,0,7.8,16,42,38,7,8,1,0,2,5,0,0,4,16,0.211,0.286,0.395,0.68,15,0,0,0,0,0
"Brett Sullivan",29,"SDP","NL",33,86,81,7,17,3,0,1,6,0,0,4,19,0.21,0.244,0.284,0.528,46,23,1,0,0,1,0,7,14,30,28,4,7,1,1,1,3,0,0,2,2,0.25,0.3,0.464,0.764,13,0,0,0,0,0
"Jack Suwinski",24,"PIT","NL",144,534,447,63,100,21,2,26,74,13,2,75,172,0.224,0.339,0.454,0.793,114,203,2,6,0,6,2,8,18,54,52,8,14,3,0,4,9,2,0,2,11,0.269,0.296,0.558,0.854,29,1,0,0,0,0
"Seiya Suzuki",28,"CHC","NL",138,583,515,75,147,31,6,20,74,6,7,59,130,0.285,0.357,0.485,0.842,126,250,8,2,0,7,3,7.8,15,41,37,13,17,5,0,6,12,2,0,3,6,0.459,0.512,1.081,1.593,40,0,1,0,0,0
"Dansby Swanson",29,"CHC","NL",147,638,565,81,138,25,3,22,80,9,1,66,154,0.244,0.328,0.416,0.744,100,235,9,5,0,2,0,7.4,18,47,42,5,8,0,0,0,2,0,0,5,12,0.19,0.277,0.19,0.467,8,1,0,0,0,0
"Fernando Tatis Jr.",24,"SDP","NL",141,635,575,91,148,33,1,25,78,29,4,53,141,0.257,0.322,0.449,0.77,110,258,17,3,1,3,0,8.2,14,36,31,2,7,2,0,1,5,1,0,3,8,0.226,0.306,0.387,0.693,12,1,1,0,1,0
"Mike Tauchman",32,"CHC","NL",108,401,337,64,85,18,0,8,48,7,1,56,86,0.252,0.363,0.377,0.739,102,127,3,4,1,3,1,7.8,18,50,43,9,8,1,0,3,7,1,1,4,10,0.186,0.26,0.419,0.679,18,0,1,0,2,0
"Leody Taveras",24,"TEX","AL",143,554,511,67,136,31,3,14,67,14,4,35,117,0.266,0.312,0.421,0.733,101,215,3,1,3,4,0,7.8,20,56,48,5,10,0,1,0,3,3,1,7,16,0.208,0.304,0.25,0.554,12,0,0,0,1,0
"Chris Taylor",32,"LAD","NL",117,384,338,51,80,15,1,15,56,16,3,41,125,0.237,0.326,0.42,0.746,101,142,2,4,0,1,2,7.2,14,41,38,3,7,3,0,1,6,0,0,2,20,0.184,0.244,0.342,0.586,13,1,1,0,0,0
"Michael A. Taylor",32,"MIN","AL",129,388,355,48,78,14,1,21,51,13,1,26,130,0.22,0.278,0.442,0.72,94,157,7,3,3,1,0,7.1,4,9,9,0,2,0,0,0,0,0,0,0,4,0.222,0.222,0.222,0.444,2,1,0,0,0,0
"Samad Taylor",24,"KCR","AL",31,69,60,11,12,2,1,0,4,8,0,7,22,0.2,0.279,0.267,0.546,50,16,1,0,1,1,0,7.1,15,38,33,8,9,1,0,2,6,3,2,4,9,0.273,0.342,0.485,0.827,16,1,0,0,1,0
"Tyrone Taylor",29,"MIL","NL",81,243,231,36,54,17,1,10,35,9,0,8,55,0.234,0.267,0.446,0.713,90,103,10,3,0,1,0,7.2,16,49,42,5,11,1,1,1,7,1,0,6,9,0.262,0.347,0.405,0.752,17,0,0,0,1,0
"Rowdy Tellez",28,"MIL","NL",105,351,311,26,67,9,1,13,47,0,0,35,86,0.215,0.291,0.376,0.667,80,117,11,0,0,5,2,7.9,18,48,41,2,9,1,0,1,4,0,0,7,15,0.22,0.333,0.317,0.65,13,2,0,0,0,0
"José Tena",22,"CLE","AL",18,34,31,2,7,2,0,0,3,0,0,3,13,0.226,0.294,0.29,0.584,63,9,0,0,0,0,0,7.5,18,38,32,1,7,2,0,0,4,0,0,4,8,0.219,0.289,0.281,0.571,9,0,0,0,2,0
"Matt Thaiss",28,"LAA","AL",95,307,262,32,56,6,0,9,31,2,0,36,83,0.214,0.319,0.34,0.659,81,89,4,6,0,3,1,7.3,17,37,28,7,6,2,0,0,0,1,0,7,5,0.214,0.405,0.286,0.691,8,0,2,0,0,0
"Alek Thomas",23,"ARI","NL",125,402,374,51,86,17,5,9,39,9,1,19,86,0.23,0.273,0.374,0.647,76,140,5,4,2,3,1,7.7,15,41,38,8,12,2,2,1,8,1,0,2,2,0.316,0.366,0.553,0.918,21,1,1,0,0,0
"Lane Thomas",27,"WSN","NL",156,682,628,101,168,36,3,28,86,20,5,36,176,0.268,0.315,0.468,0.783,115,294,5,11,0,7,0,8.3,20,61,49,12,15,0,0,3,6,5,1,9,11,0.306,0.426,0.49,0.916,24,0,2,0,1,0
"Bubba Thompson",25,"TEX","AL",37,60,53,10,9,4,1,0,4,4,2,4,16,0.17,0.237,0.283,0.52,44,15,0,1,1,1,0,6.6,15,31,26,3,7,2,0,1,4,2,1,4,7,0.269,0.367,0.462,0.828,12,2,0,1,0,0
"Trayce Thompson",32,"TOT","MLB",72,179,153,17,25,2,0,6,17,2,0,24,77,0.163,0.285,0.294,0.579,59,45,1,2,0,0,0,7.3,12,26,24,3,6,2,0,2,6,0,1,2,11,0.25,0.308,0.583,0.891,14,0,0,0,0,0
"Trayce Thompson",32,"LAD","NL",36,87,71,12,11,0,0,5,14,0,0,15,37,0.155,0.31,0.366,0.677,83,26,0,1,0,0,0,7.3,12,26,24,3,6,2,0,2,6,0,1,2,11,0.25,0.308,0.583,0.891,14,0,0,0,0,0
"Trayce Thompson",32,"CHW","AL",36,92,82,5,14,2,0,1,3,2,0,9,40,0.171,0.261,0.232,0.493,38,19,1,1,0,0,0,7.3,12,26,24,3,6,2,0,2,6,0,1,2,11,0.25,0.308,0.583,0.891,14,0,0,0,0,0
"Michael Toglia",24,"COL","NL",45,152,141,18,23,5,0,4,9,1,1,10,50,0.163,0.224,0.284,0.507,32,40,3,1,0,0,0,7,23,62,56,11,16,4,0,5,13,1,0,6,19,0.286,0.355,0.625,0.98,35,1,0,0,0,0
"Spencer Torkelson",23,"DET","AL",159,684,606,88,141,34,1,31,94,3,0,67,171,0.233,0.313,0.446,0.758,106,270,15,6,0,5,1,7.3,19,57,51,2,7,3,1,0,6,0,0,5,20,0.137,0.228,0.235,0.463,12,0,1,0,0,0
"Abraham Toro",26,"MIL","NL",9,21,18,4,8,0,0,2,9,0,0,2,5,0.444,0.524,0.778,1.302,249,14,0,1,0,0,0,7.6,20,56,48,8,16,2,0,1,9,0,1,6,11,0.333,0.429,0.438,0.866,21,0,2,0,0,0
"Luis Torrens",27,"TOT","MLB",18,30,28,1,7,3,0,0,4,0,0,1,9,0.25,0.3,0.357,0.657,80,10,0,1,0,0,0,6.9,20,40,36,5,8,2,0,2,3,0,0,1,9,0.222,0.3,0.444,0.744,16,1,3,0,0,0
"Luis Torrens",27,"CHC","NL",13,22,20,1,5,1,0,0,3,0,0,1,8,0.25,0.318,0.3,0.618,70,6,0,1,0,0,0,6.9,20,40,36,5,8,2,0,2,3,0,0,1,9,0.222,0.3,0.444,0.744,16,1,3,0,0,0
