,name_id,country,crag,sector,name,tall_recommend_sum,grade_mean,cluster,rating_tot
243,243,aus,blue mountains,bell,gosling,0,36.0,1,0.07447889720099252
244,244,aus,blue mountains,bell,gushing gargoyles,0,58.333333333333336,0,-0.03972492972045789
245,245,aus,blue mountains,bell,jingle bells,0,41.66666666666666,1,-0.10124708382195449
246,246,aus,blue mountains,bell,megan,0,38.0,2,-0.04521144889283872
247,247,aus,blue mountains,bell,mr redeemer,0,56.75,0,-0.15677351164268136
248,248,aus,blue mountains,bell,paddle steamer,0,53.0,2,0.09115643918809085
249,249,aus,blue mountains,bell,paint god,2,52.75,0,-0.061640587467967134
250,250,aus,blue mountains,bell,pluck a duck,-1,51.333333333333336,3,-0.04521144889283872
251,251,aus,blue mountains,bell,realite nexiste pas,1,58.0,0,-0.03592721351174295
252,252,aus,blue mountains,bell,reality dysfunction,0,52.8,2,0.6453649371389877
253,253,aus,blue mountains,bell,seamstress,0,46.0,2,0.06041804609978174
254,254,aus,blue mountains,bell,searching for the light,0,49.0,1,0.4115519961612803
255,255,aus,blue mountains,bell,snappy dresser,0,51.0,2,0.43981508151093507
256,256,aus,blue mountains,bell,space between atoms,0,63.66666666666666,0,-0.04579274081272098
257,257,aus,blue mountains,bell,spent force,0,57.0,2,-0.15663291742634475
258,258,aus,blue mountains,bell,ten no trumps,0,51.0,2,0.011881237712015338
259,259,aus,blue mountains,bell,three hour commute,0,48.0,2,-0.0031919133327058696
260,260,aus,blue mountains,bell,thunderbolts and lightning,0,51.0,2,0.07447889720099252
261,261,aus,blue mountains,bell,troc de ille,1,50.5,2,-0.039706476008715595
262,262,aus,blue mountains,bell,wet paint,0,51.0,2,0.14654831981908215
263,263,aus,blue mountains,bell,when the spirits are calling,0,43.0,2,-0.07347453424249362
264,264,aus,blue mountains,boronia point,ancient mariner,2,37.04761904761905,1,0.0065373596335633315
265,265,aus,blue mountains,boronia point,aneurysm,2,56.5,1,0.025809965131496443
266,266,aus,blue mountains,boronia point,big wednesday,0,65.41666666666667,2,0.04486200296331649
267,267,aus,blue mountains,boronia point,camal toes r us,-1,61.5,0,-0.16490179498667
268,268,aus,blue mountains,boronia point,camel toe,-1,61.75,0,0.08070001715940006
269,269,aus,blue mountains,boronia point,cowboy clip,0,42.0,2,-0.02274217997167882
270,270,aus,blue mountains,boronia point,creature without a brain,2,32.0,1,0.18034829044626283
271,271,aus,blue mountains,boronia point,diana ross,0,42.2,2,0.015172803208348667
272,272,aus,blue mountains,boronia point,dont belive the hype,-2,62.76190476190476,2,0.09566909933206809
273,273,aus,blue mountains,boronia point,euchre,1,48.92592592592592,2,-0.05965794264297784
274,274,aus,blue mountains,boronia point,grape hour,0,52.95588235294117,8,0.02358431189858958
275,275,aus,blue mountains,boronia point,green eggs and ham,2,59.0,2,0.03648521007414213
276,276,aus,blue mountains,boronia point,grey power,-1,54.0,3,-0.03649726020103225
277,277,aus,blue mountains,boronia point,lyptus,3,48.92,8,0.03448181448392293
278,278,aus,blue mountains,boronia point,mechanical animals,0,70.0,2,0.17000153717243469
279,279,aus,blue mountains,boronia point,mr curly,-3,32.214285714285715,1,-0.04300305860792886
280,280,aus,blue mountains,boronia point,mudeye,0,62.333333333333336,3,-0.11746984315755943
281,281,aus,blue mountains,boronia point,onions extension dance mix,1,57.57142857142857,2,-0.0011729159158460096
282,282,aus,blue mountains,boronia point,silent rage,1,53.09090909090909,2,0.04513744900431065
283,283,aus,blue mountains,boronia point,slipping on sumfin,0,57.0,1,-0.16490179498667
284,284,aus,blue mountains,boronia point,sprouts mexicane,0,47.92857142857143,2,-0.0033608801308462498
285,285,aus,blue mountains,boronia point,sydney rose,0,50.74193548387097,2,0.04128663632494988
286,286,aus,blue mountains,boronia point,tripe,0,63.92307692307692,2,-0.061597426658561286
287,287,aus,blue mountains,boronia point,veterans affair,2,57.4,1,-0.06559189886577958
288,288,aus,blue mountains,bowens creek,almost almost,0,54.875,0,-0.010040676179457482
289,289,aus,blue mountains,bowens creek,austri alien,0,50.75,1,-0.12721945836446816
290,290,aus,blue mountains,bowens creek,beef cake,0,53.0,2,-0.16212206048586394
291,291,aus,blue mountains,bowens creek,blonde gift,0,52.75,2,0.06149573394444931
292,292,aus,blue mountains,bowens creek,boy from oz,-1,55.0,2,-0.026512923273746318
293,293,aus,blue mountains,bowens creek,bustin dustin,0,45.55555555555556,1,0.07641999700488508
