tourney_name,surface,result,player,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_won,second_serve_won,serve_games_won,breakPoints_saved,first_serve_in,rank,breakPoints_faced
Queen's Club,Grass,Loser,Sebastian Korda,R,196,USA,22.9,3,81,9,6,60,26,8,9,6,39,32,9
Queen's Club,Grass,Winner,Alex De Minaur,R,183,AUS,24.3,3,100,3,2,68,35,13,10,3,45,18,3
Queen's Club,Grass,Loser,Holger Rune,R,185,DEN,20.1,3,100,3,2,67,24,18,11,3,39,6,5
Queen's Club,Grass,Winner,Carlos Alcaraz,R,185,ESP,20.1,3,92,5,2,74,37,10,10,6,54,2,8
Queen's Club,Grass,Loser,Grigor Dimitrov,R,188,BUL,32,3,92,6,7,54,24,7,10,2,33,26,6
Queen's Club,Grass,Winner,Sebastian Korda,R,196,USA,22.9,3,85,7,2,74,33,19,11,2,39,32,3
Queen's Club,Grass,Loser,Cameron Norrie,L,188,GBR,27.8,3,85,3,4,64,30,11,11,3,41,13,5
Queen's Club,Grass,Winner,Alex De Minaur,R,183,AUS,24.3,3,143,4,1,91,33,26,15,1,47,18,4
Queen's Club,Grass,Loser,Adrian Mannarino,L,183,FRA,34.9,3,143,2,2,93,37,19,15,6,58,46,10
Queen's Club,Grass,Winner,Holger Rune,R,185,DEN,20.1,3,114,6,3,81,37,15,11,3,53,6,4
Queen's Club,Grass,Loser,Lorenzo Musetti,R,185,ITA,21.2,3,114,3,3,70,35,5,11,2,52,16,5
Queen's Club,Grass,Winner,Carlos Alcaraz,R,185,ESP,20.1,3,85,3,3,66,35,9,9,3,42,2,3
Queen's Club,Grass,Loser,Jiri Lehecka,R,185,CZE,21.6,3,85,5,1,60,18,13,8,6,36,36,9
Queen's Club,Grass,Winner,Grigor Dimitrov,R,188,BUL,32,3,87,9,2,67,35,10,11,1,44,26,2
Queen's Club,Grass,Loser,Francisco Cerundolo,R,185,ARG,24.8,3,87,1,3,61,27,9,10,6,40,19,9
Queen's Club,Grass,Winner,Sebastian Korda,R,196,USA,22.9,3,80,15,5,71,35,14,11,1,39,32,2
Queen's Club,Grass,Loser,Frances Tiafoe,R,188,USA,25.4,3,80,6,3,61,24,14,10,1,36,10,3
Queen's Club,Grass,Winner,Cameron Norrie,L,188,GBR,27.8,3,117,5,1,88,46,15,14,8,63,13,9
Queen's Club,Grass,Loser,Jordan Thompson,R,183,AUS,29.1,3,117,12,0,75,35,12,13,3,51,76,6
Queen's Club,Grass,Winner,Alex De Minaur,R,183,AUS,24.3,3,65,0,4,43,13,16,8,0,16,18,2
Queen's Club,Grass,Loser,Diego Schwartzman,R,170,ARG,30.8,3,65,0,1,43,8,7,8,3,29,107,9
Queen's Club,Grass,Winner,Adrian Mannarino,L,183,FRA,34.9,3,98,5,3,72,40,10,11,1,53,46,2
Queen's Club,Grass,Loser,Taylor Fritz,R,193,USA,25.6,3,98,8,1,64,33,11,11,1,43,8,3
Queen's Club,Grass,Winner,Lorenzo Musetti,R,185,ITA,21.2,3,131,4,2,85,41,20,15,1,53,16,2
Queen's Club,Grass,Loser,Ben Shelton,L,NA,USA,20.6,3,131,11,4,93,45,17,15,8,57,35,10
Queen's Club,Grass,Winner,Holger Rune,R,185,DEN,20.1,3,86,5,5,62,37,7,10,3,41,6,3
Queen's Club,Grass,Winner,Carlos Alcaraz,R,185,ESP,20.1,3,154,8,0,95,48,16,17,1,64,2,4
Queen's Club,Grass,Loser,Arthur Rinderknech,R,196,FRA,27.9,3,154,5,0,109,52,18,17,8,76,83,11
Queen's Club,Grass,Winner,Jiri Lehecka,R,185,CZE,21.6,3,93,10,1,70,38,13,11,4,49,36,5
Queen's Club,Grass,Loser,Alejandro Davidovich Fokina,R,183,ESP,24,3,93,2,1,73,27,19,10,8,47,33,10
Queen's Club,Grass,Winner,Grigor Dimitrov,R,188,BUL,32,3,88,11,0,57,26,15,9,4,29,26,4
Queen's Club,Grass,Loser,Emil Ruusuvuori,R,188,FIN,24.2,3,88,0,5,57,15,14,9,4,27,44,7
Queen's Club,Grass,Winner,Francisco Cerundolo,R,185,ARG,24.8,3,147,3,10,111,45,17,16,6,67,19,12
Queen's Club,Grass,Loser,Tommy Paul,R,185,USA,26,3,147,5,3,116,46,18,16,10,79,15,16
Queen's Club,Grass,Winner,Frances Tiafoe,R,188,USA,25.4,3,68,5,1,48,26,12,9,3,30,10,3
Queen's Club,Grass,Loser,Botic Van De Zandschulp,R,188,NED,27.7,3,68,7,6,63,29,7,9,6,40,41,9
Queen's Club,Grass,Winner,Sebastian Korda,R,196,USA,22.9,3,91,13,0,55,33,11,11,0,37,32,0
Queen's Club,Grass,Loser,Daniel Evans,R,175,GBR,33,3,91,2,7,70,23,21,11,2,33,25,4
Queen's Club,Grass,Winner,Jordan Thompson,R,183,AUS,29.1,3,90,3,2,54,28,9,10,3,37,76,5
Queen's Club,Grass,Loser,Alexei Popyrin,R,196,AUS,23.8,3,90,3,0,63,25,10,10,7,40,94,11
Queen's Club,Grass,Winner,Cameron Norrie,L,188,GBR,27.8,3,98,8,3,69,28,17,11,6,38,13,8
Queen's Club,Grass,Loser,Miomir Kecmanovic,R,183,SRB,23.8,3,98,5,0,77,28,16,11,4,48,40,7
Queen's Club,Grass,Winner,Alex De Minaur,R,183,AUS,24.3,3,85,1,1,60,27,12,8,3,42,18,3
Queen's Club,Grass,Loser,Andy Murray,R,190,GBR,36,3,85,2,1,52,19,7,8,4,28,38,8
Queen's Club,Grass,Winner,Diego Schwartzman,R,170,ARG,30.8,3,75,0,2,50,27,9,9,0,34,107,0
Queen's Club,Grass,Loser,Mackenzie Mcdonald,R,178,USA,28.1,3,75,7,1,54,26,7,9,3,36,67,6
Queen's Club,Grass,Winner,Adrian Mannarino,L,183,FRA,34.9,3,124,5,5,95,34,23,13,6,53,46,9
Queen's Club,Grass,Loser,Liam Broady,L,183,GBR,29.4,3,124,4,4,70,32,13,13,2,39,143,5
Queen's Club,Grass,Winner,Taylor Fritz,R,193,USA,25.6,3,84,9,3,55,25,20,11,0,27,8,0
Queen's Club,Grass,Loser,Bernabe Zapata Miralles,R,185,ESP,26.4,3,84,1,0,66,33,8,11,4,43,50,6
Queen's Club,Grass,Winner,Lorenzo Musetti,R,185,ITA,21.2,3,75,7,3,48,20,15,9,0,25,16,1
Queen's Club,Grass,Winner,Ben Shelton,L,NA,USA,20.6,3,121,14,6,76,41,15,12,6,48,35,8
Queen's Club,Grass,Loser,J J Wolf,R,183,USA,24.4,3,121,4,5,90,31,24,12,6,46,47,8
Queen's Club,Grass,Loser,Ugo Humbert,L,188,FRA,24.9,3,84,2,4,60,24,8,9,7,34,37,11
Queen's Club,Grass,Winner,Holger Rune,R,185,DEN,20.1,3,116,10,2,82,47,11,12,3,61,6,4
Queen's Club,Grass,Loser,Maxime Cressy,R,198,USA,26.1,3,116,11,13,86,39,18,12,2,45,42,3
Mallorca,Grass,Winner,Christopher Eubanks,R,201,USA,27.1,3,62,11,0,48,31,6,9,0,35,77,0
Mallorca,Grass,Loser,Adrian Mannarino,L,183,FRA,34.9,3,62,4,0,41,15,10,8,0,22,43,3
Mallorca,Grass,Winner,Adrian Mannarino,L,183,FRA,34.9,3,110,4,1,71,30,16,11,0,43,43,2
Mallorca,Grass,Loser,Yannick Hanfmann,R,193,GER,31.6,3,110,3,1,72,28,16,11,1,47,48,4
Mallorca,Grass,Winner,Christopher Eubanks,R,201,USA,27.1,3,138,14,5,106,62,11,16,6,81,77,7
Mallorca,Grass,Loser,Lloyd Harris,R,193,RSA,26.3,3,138,12,1,99,54,18,15,6,66,298,7
Mallorca,Grass,Winner,Yannick Hanfmann,R,193,GER,31.6,3,70,8,0,44,23,14,9,2,28,48,2
Mallorca,Grass,Winner,Adrian Mannarino,L,183,FRA,34.9,3,107,1,1,59,29,15,10,5,39,43,6
Mallorca,Grass,Loser,Corentin Moutet,L,178,FRA,24.1,3,107,1,2,79,31,12,10,5,52,80,9
Mallorca,Grass,Winner,Christopher Eubanks,R,201,USA,27.1,3,117,10,3,77,47,10,12,3,57,77,5
Mallorca,Grass,Loser,Arthur Rinderknech,R,196,FRA,27.9,3,117,7,3,87,38,18,12,5,47,85,7
Mallorca,Grass,Winner,Lloyd Harris,R,193,RSA,26.3,3,97,11,1,52,26,15,10,0,33,298,0
Mallorca,Grass,Loser,Pavel Kotov,R,191,RUS,24.6,3,97,3,2,73,30,13,10,3,48,116,6
Mallorca,Grass,Winner,Yannick Hanfmann,R,193,GER,31.6,3,105,5,4,69,36,15,13,0,45,48,1
Mallorca,Grass,Loser,Stefanos Tsitsipas,R,193,GRE,24.8,3,105,6,4,87,39,14,14,3,54,5,6
Mallorca,Grass,Loser,Jordan Thompson,R,183,AUS,29.1,3,126,6,2,96,42,23,14,9,57,71,10
Mallorca,Grass,Winner,Adrian Mannarino,L,183,FRA,34.9,3,151,9,9,95,38,17,14,11,53,43,16
Mallorca,Grass,Loser,Guido Pella,L,185,ARG,33.1,3,151,6,4,104,45,12,16,8,75,334,14
Mallorca,Grass,Winner,Corentin Moutet,L,178,FRA,24.1,3,109,3,7,74,41,11,11,2,48,80,2
Mallorca,Grass,Loser,Roberto Carballes Baena,R,183,ESP,30.2,3,109,2,2,66,33,10,10,5,46,53,6
Mallorca,Grass,Winner,Arthur Rinderknech,R,196,FRA,27.9,3,77,10,2,55,29,8,8,1,35,85,1
Mallorca,Grass,Loser,Constant Lestienne,R,180,FRA,31,3,77,2,4,49,20,6,9,2,32,73,6
Mallorca,Grass,Winner,Christopher Eubanks,R,201,USA,27.1,3,163,10,3,108,62,17,17,3,78,77,3
Mallorca,Grass,Loser,Ben Shelton,L,NA,USA,20.7,3,163,18,14,115,53,24,17,6,66,35,7
Mallorca,Grass,Winner,Lloyd Harris,R,193,RSA,26.3,3,75,25,2,67,39,13,11,4,47,298,4
Mallorca,Grass,Loser,Roman Safiullin,R,185,RUS,25.8,3,75,6,1,53,31,11,10,0,38,94,1
Mallorca,Grass,Winner,Pavel Kotov,R,191,RUS,24.6,3,128,8,7,88,42,11,14,7,56,116,10
Mallorca,Grass,Loser,Alejandro Davidovich Fokina,R,183,ESP,24,3,128,5,3,83,37,16,13,7,57,34,10
Mallorca,Grass,Winner,Yannick Hanfmann,R,193,GER,31.6,3,61,6,1,48,27,7,7,4,35,48,4
Mallorca,Grass,Loser,Pedro Cachin,R,185,ARG,28.2,3,61,5,0,46,15,7,8,4,30,67,9
Mallorca,Grass,Loser,Max Purcell,R,185,AUS,25.2,3,80,9,0,64,23,15,10,3,34,62,6
Mallorca,Grass,Winner,Jordan Thompson,R,183,AUS,29.1,3,92,13,1,58,28,15,10,0,37,71,0
Mallorca,Grass,Loser,Richard Gasquet,R,185,FRA,37,3,92,4,3,67,26,13,9,6,43,49,8
Mallorca,Grass,Winner,Guido Pella,L,185,ARG,33.1,3,140,7,6,107,48,16,15,9,76,334,13
Mallorca,Grass,Loser,Marcos Giron,R,180,USA,29.9,3,140,1,4,83,37,14,14,3,47,63,7
Mallorca,Grass,Winner,Corentin Moutet,L,178,FRA,24.1,3,95,6,4,61,33,11,11,3,40,80,4
Mallorca,Grass,Loser,Christopher Oconnell,R,183,AUS,29,3,95,2,2,62,28,10,11,5,43,70,8
Mallorca,Grass,Winner,Roberto Carballes Baena,R,183,ESP,30.2,3,127,2,1,72,34,11,13,2,52,53,5
Mallorca,Grass,Loser,Ilya Ivashka,R,193,BLR,29.3,3,127,4,5,85,31,21,13,7,41,102,10
Mallorca,Grass,Winner,Arthur Rinderknech,R,196,FRA,27.9,3,115,19,4,86,52,12,12,2,60,85,2
Mallorca,Grass,Loser,Albert Ramos,L,188,ESP,35.4,3,115,5,3,78,42,12,12,1,56,72,1
Mallorca,Grass,Winner,Constant Lestienne,R,180,FRA,31,3,127,6,10,95,37,17,15,7,54,73,12
Mallorca,Grass,Loser,Jason Kubler,R,178,AUS,30.1,3,127,11,5,79,29,17,15,3,42,74,9
Mallorca,Grass,Winner,Christopher Eubanks,R,201,USA,27.1,3,137,16,2,103,65,10,17,1,81,77,1
Mallorca,Grass,Loser,Alex Michelsen,U,NA,USA,18.8,3,137,7,4,99,47,23,16,2,63,250,4
Mallorca,Grass,Winner,Lloyd Harris,R,193,RSA,26.3,3,80,12,1,56,33,12,10,1,37,298,1
Mallorca,Grass,Loser,Bernabe Zapata Miralles,R,185,ESP,26.4,3,80,0,2,66,25,15,10,5,39,50,7
Mallorca,Grass,Winner,Roman Safiullin,R,185,RUS,25.8,3,74,4,3,56,25,12,9,1,33,94,2
Mallorca,Grass,Loser,Abedallah Shelbayh,L,NA,JOR,19.6,3,74,3,4,49,15,9,8,3,28,240,7
Mallorca,Grass,Winner,Pavel Kotov,R,191,RUS,24.6,3,100,3,4,70,33,18,11,2,36,116,2
Eastbourne,Grass,Winner,Francisco Cerundolo,R,185,ARG,24.8,3,114,2,2,87,43,8,14,5,64,19,9
Eastbourne,Grass,Loser,Tommy Paul,R,185,USA,26.1,3,114,5,4,76,34,14,13,3,48,17,6
Eastbourne,Grass,Winner,Francisco Cerundolo,R,185,ARG,24.8,3,125,2,5,97,33,22,14,10,55,19,15
Eastbourne,Grass,Loser,Mackenzie Mcdonald,R,178,USA,28.1,3,125,2,3,84,35,10,14,9,50,64,15
Eastbourne,Grass,Winner,Tommy Paul,R,185,USA,26.1,3,72,3,4,64,28,14,10,2,35,17,3
Eastbourne,Grass,Loser,Gregoire Barrere,R,183,FRA,29.3,3,72,2,2,58,23,10,9,5,36,57,8
Eastbourne,Grass,Winner,Mackenzie Mcdonald,R,178,USA,28.1,3,139,3,3,98,45,14,14,8,63,64,11
Eastbourne,Grass,Loser,Mikael Ymer,R,183,SWE,24.7,3,139,6,5,102,46,14,14,10,76,61,14
Eastbourne,Grass,Winner,Francisco Cerundolo,R,185,ARG,24.8,3,68,3,2,49,28,7,9,1,33,19,2
Eastbourne,Grass,Loser,Zhizhen Zhang,R,193,CHN,26.6,3,68,2,0,41,17,4,8,0,30,54,4
Eastbourne,Grass,Winner,Gregoire Barrere,R,183,FRA,29.3,3,105,4,3,88,41,11,12,4,57,57,8
Eastbourne,Grass,Loser,Miomir Kecmanovic,R,183,SRB,23.8,3,105,7,5,85,37,10,12,7,56,41,12
Eastbourne,Grass,Winner,Tommy Paul,R,185,USA,26.1,3,137,18,3,106,48,21,16,3,66,17,6
Eastbourne,Grass,Loser,J J Wolf,R,183,USA,24.5,3,137,3,3,100,34,31,16,6,55,46,9
Eastbourne,Grass,Winner,Mackenzie Mcdonald,R,178,USA,28.1,3,141,6,0,90,36,23,12,6,47,64,8
Eastbourne,Grass,Loser,Taylor Fritz,R,193,USA,25.6,3,141,12,2,92,40,18,12,12,51,9,14
Eastbourne,Grass,Winner,Mikael Ymer,R,183,SWE,24.7,3,80,3,1,53,30,7,9,3,41,61,4
Eastbourne,Grass,Loser,Liam Broady,L,183,GBR,29.4,3,80,1,3,55,17,12,9,7,29,147,11
Eastbourne,Grass,Winner,Francisco Cerundolo,R,185,ARG,24.8,3,105,7,2,84,40,18,12,2,53,19,3
Eastbourne,Grass,Loser,Marc Andrea Huesler,L,196,SUI,27,3,105,8,6,88,38,19,12,6,53,83,7
Eastbourne,Grass,Winner,Zhizhen Zhang,R,193,CHN,26.6,3,142,7,8,107,47,19,15,10,71,54,13
Eastbourne,Grass,Loser,Maxime Cressy,R,198,USA,26.1,3,142,7,7,89,44,14,16,7,63,55,11
Eastbourne,Grass,Winner,Miomir Kecmanovic,R,183,SRB,23.8,3,84,8,1,70,35,14,11,4,47,41,5
Eastbourne,Grass,Loser,Aleksandar Vukic,R,188,AUS,27.2,3,84,9,1,67,31,16,11,3,44,91,5
Eastbourne,Grass,Winner,Gregoire Barrere,R,183,FRA,29.3,3,125,4,2,85,40,15,15,4,56,57,7
Eastbourne,Grass,Loser,Nicolas Jarry,R,198,CHI,27.7,3,125,8,6,85,36,14,14,5,52,28,9
Eastbourne,Grass,Winner,J J Wolf,R,183,USA,24.5,3,148,13,5,82,36,21,13,2,47,46,3
Eastbourne,Grass,Loser,Luca Van Assche,R,NA,FRA,19.1,3,148,7,5,118,47,18,14,8,61,79,14
Eastbourne,Grass,Winner,Tommy Paul,R,185,USA,26.1,3,93,3,5,65,26,19,10,0,36,17,1
Eastbourne,Grass,Loser,Sebastian Baez,R,170,ARG,22.4,3,93,1,2,66,24,11,9,4,43,44,7
Eastbourne,Grass,Winner,Mackenzie Mcdonald,R,178,USA,28.1,3,76,8,2,46,18,19,9,0,19,64,0
Eastbourne,Grass,Loser,Marco Cecchinato,R,185,ITA,30.7,3,76,4,1,72,27,14,9,11,44,88,14
Eastbourne,Grass,Winner,Liam Broady,L,183,GBR,29.4,3,92,8,4,64,31,12,10,1,37,147,2
Eastbourne,Grass,Winner,Mikael Ymer,R,183,SWE,24.7,3,132,1,10,94,41,16,14,5,54,61,8
Eastbourne,Grass,Loser,Botic Van De Zandschulp,R,188,NED,27.7,3,132,8,3,91,37,16,13,5,62,42,9
Eastbourne,Grass,Winner,Marc Andrea Huesler,L,196,SUI,27,3,78,8,2,50,24,13,9,2,27,83,2
Eastbourne,Grass,Winner,Maxime Cressy,R,198,USA,26.1,3,93,7,5,59,32,10,11,2,40,55,3
Eastbourne,Grass,Loser,Daniel Elahi Galan,R,191,COL,27,3,93,5,1,73,31,13,11,4,46,84,7
Eastbourne,Grass,Winner,Zhizhen Zhang,R,193,CHN,26.6,3,117,8,0,93,39,17,11,7,57,54,9
Eastbourne,Grass,Loser,Lorenzo Sonego,R,191,ITA,28.1,3,117,7,1,62,29,6,10,3,47,40,6
Eastbourne,Grass,Winner,Miomir Kecmanovic,R,183,SRB,23.8,3,116,13,2,91,40,20,12,7,58,41,9
Eastbourne,Grass,Loser,Yibing Wu,R,183,CHN,23.6,3,116,6,1,81,36,17,12,3,50,59,5
Eastbourne,Grass,Winner,Aleksandar Vukic,R,188,AUS,27.2,3,162,17,2,124,59,31,18,3,75,91,4
Eastbourne,Grass,Loser,Brandon Nakashima,R,185,USA,21.8,3,162,11,3,116,57,23,18,0,72,51,1
Eastbourne,Grass,Winner,Gregoire Barrere,R,183,FRA,29.3,3,173,5,5,127,54,28,16,11,74,57,13
Eastbourne,Grass,Loser,Emil Ruusuvuori,R,188,FIN,24.2,3,173,12,4,127,61,24,17,8,88,45,9
Eastbourne,Grass,Winner,J J Wolf,R,183,USA,24.5,3,81,9,1,47,25,12,9,2,28,46,2
Eastbourne,Grass,Loser,Tomas Martin Etcheverry,R,196,ARG,23.9,3,81,4,1,68,31,8,9,5,52,32,8
Eastbourne,Grass,Winner,Luca Van Assche,R,NA,FRA,19.1,3,176,1,4,111,35,24,16,6,64,79,14
Eastbourne,Grass,Winner,Sebastian Baez,R,170,ARG,22.4,3,67,2,0,55,37,5,10,0,47,44,0
Eastbourne,Grass,Loser,Nuno Borges,R,185,POR,26.3,3,67,3,1,49,26,8,9,4,36,68,6
Wimbledon,Grass,Winner,Carlos Alcaraz,R,185,ESP,20.1,5,113,10,2,73,38,17,13,3,45,1,4
Wimbledon,Grass,Winner,Alexandre Muller,R,183,FRA,26.4,5,155,6,7,141,58,24,20,13,93,84,18
Wimbledon,Grass,Loser,Arthur Rinderknech,R,196,FRA,27.9,5,155,15,4,107,52,18,19,3,73,82,8
Wimbledon,Grass,Winner,Jason Kubler,R,178,AUS,30.1,5,222,11,5,157,69,26,23,10,104,77,14
Wimbledon,Grass,Loser,Ugo Humbert,L,188,FRA,25,5,222,24,5,135,59,24,23,4,77,39,10
Wimbledon,Grass,Winner,Nicolas Jarry,R,198,CHI,27.7,5,142,14,1,85,52,13,17,0,60,28,1
Wimbledon,Grass,Loser,Marco Cecchinato,R,185,ITA,30.7,5,142,8,8,134,53,22,18,11,85,89,17
Wimbledon,Grass,Winner,Alexander Zverev,R,198,GER,26.2,5,135,20,3,111,60,22,19,4,76,21,4
Wimbledon,Grass,Loser,Gijs Brouwer,L,NA,NED,27.3,5,135,7,3,109,56,20,17,1,74,153,2
Wimbledon,Grass,Winner,Yosuke Watanuki,R,180,JPN,25.2,5,239,22,8,194,99,37,31,5,126,116,7
Wimbledon,Grass,Loser,Marc Andrea Huesler,L,196,SUI,27,5,239,30,7,173,88,35,29,2,104,81,4
Wimbledon,Grass,Winner,Matteo Berrettini,R,196,ITA,27.2,5,201,17,1,134,70,32,22,2,83,38,2
Wimbledon,Grass,Loser,Lorenzo Sonego,R,191,ITA,28.1,5,201,8,3,117,68,20,22,4,85,42,6
Wimbledon,Grass,Winner,Alex De Minaur,R,183,AUS,24.3,5,204,14,3,124,51,38,22,3,67,17,6
Wimbledon,Grass,Winner,Frances Tiafoe,R,188,USA,25.4,5,150,14,4,117,48,24,17,7,73,10,11
Wimbledon,Grass,Loser,Yibing Wu,R,183,CHN,23.7,5,150,9,1,108,45,13,15,5,69,62,11
Wimbledon,Grass,Winner,Dominic Stricker,L,180,SUI,20.8,5,189,17,6,144,68,30,24,10,86,117,14
Wimbledon,Grass,Loser,Alexei Popyrin,R,196,AUS,23.9,5,189,25,5,158,68,27,24,9,90,93,15
Wimbledon,Grass,Winner,Ilya Ivashka,R,193,BLR,29.3,5,143,7,2,111,55,25,18,8,72,102,9
Wimbledon,Grass,Loser,Federico Coria,R,180,ARG,31.3,5,143,1,1,101,40,19,17,7,64,104,12
Wimbledon,Grass,Winner,Grigor Dimitrov,R,188,BUL,32.1,5,93,8,4,63,29,17,11,4,34,24,4
Wimbledon,Grass,Winner,Alejandro Davidovich Fokina,R,183,ESP,24,5,106,2,1,96,47,19,15,5,69,34,7
Wimbledon,Grass,Loser,Arthur Fils,R,185,FRA,19,5,106,5,6,82,29,16,13,2,48,61,8
Wimbledon,Grass,Winner,Botic Van De Zandschulp,R,188,NED,27.7,5,241,13,6,152,73,25,25,6,105,44,11
Wimbledon,Grass,Loser,Zhizhen Zhang,R,193,CHN,26.7,5,241,19,3,183,91,22,26,11,126,52,15
Wimbledon,Grass,Winner,Roberto Carballes Baena,R,183,ESP,30.2,5,177,2,5,128,53,34,22,5,70,57,7
Wimbledon,Grass,Loser,Matteo Arnaldi,R,183,ITA,22.3,5,177,9,4,115,42,32,20,3,61,80,8
Wimbledon,Grass,Winner,Holger Rune,R,185,DEN,20.1,5,129,7,2,86,46,20,16,5,57,6,5
Wimbledon,Grass,Winner,Daniil Medvedev,R,198,RUS,27.3,5,132,7,3,87,44,15,15,2,56,3,4
Wimbledon,Grass,Winner,Adrian Mannarino,L,183,FRA,35,5,90,9,5,80,39,16,13,3,51,35,4
Wimbledon,Grass,Loser,Alexander Shevchenko,R,NA,KAZ,22.5,5,90,2,3,77,31,10,13,7,53,97,13
Wimbledon,Grass,Winner,Marcos Giron,R,180,USA,29.9,5,128,16,1,99,55,19,17,6,64,65,7
Wimbledon,Grass,Loser,Hugo Dellien,R,180,BOL,30,5,128,3,6,108,52,17,16,8,69,171,11
Wimbledon,Grass,Winner,Marton Fucsovics,R,188,HUN,31.3,5,116,8,7,93,36,25,14,2,50,67,3
Wimbledon,Grass,Loser,Tallon Griekspoor,R,188,NED,27,5,116,3,2,81,30,16,14,5,44,31,10
Wimbledon,Grass,Winner,Francisco Cerundolo,R,185,ARG,24.8,5,172,11,8,123,60,22,20,6,76,19,8
Wimbledon,Grass,Loser,Nuno Borges,R,185,POR,26.3,5,172,5,9,169,70,26,20,17,106,69,22
Wimbledon,Grass,Winner,Jiri Lehecka,R,185,CZE,21.6,5,99,4,2,89,50,15,15,2,70,37,2
Wimbledon,Grass,Loser,Sebastian Ofner,R,191,AUT,27.1,5,99,7,7,101,46,18,15,7,64,72,10
Wimbledon,Grass,Winner,Tommy Paul,R,185,USA,26.1,5,109,6,4,92,34,28,14,4,45,15,5
Wimbledon,Grass,Winner,Cameron Norrie,L,188,GBR,27.8,5,152,8,2,115,57,17,18,5,74,13,8
Wimbledon,Grass,Loser,Tomas Machac,R,183,CZE,22.7,5,152,13,5,139,51,22,18,14,89,108,21
Wimbledon,Grass,Winner,Christopher Eubanks,R,201,USA,27.1,5,166,28,4,117,76,12,22,1,89,43,2
Wimbledon,Grass,Loser,Thiago Monteiro,L,183,BRA,29,5,166,10,4,112,45,37,21,2,58,95,5
Wimbledon,Grass,Winner,Christopher Oconnell,R,183,AUS,29,5,187,10,4,136,68,21,21,4,92,73,7
Wimbledon,Grass,Loser,Hamad Medjedovic,R,185,SRB,19.9,5,187,11,8,117,52,21,21,5,74,156,10
Wimbledon,Grass,Loser,Sebastian Korda,R,196,USA,22.9,5,179,19,3,114,57,23,20,1,75,25,4
Wimbledon,Grass,Winner,Ben Shelton,L,NA,USA,20.7,5,184,22,2,133,76,20,24,2,96,36,4
Wimbledon,Grass,Loser,Taro Daniel,R,191,JPN,30.4,5,184,4,6,147,74,22,23,6,103,106,9
Wimbledon,Grass,Winner,Laslo Djere,R,188,SRB,28,5,217,15,5,158,83,37,26,5,106,60,7
Wimbledon,Grass,Loser,Maxime Cressy,R,198,USA,26.1,5,217,23,21,166,80,39,26,6,92,58,8
Wimbledon,Grass,Winner,Andy Murray,R,190,GBR,36.1,5,121,5,0,73,35,16,11,2,46,40,2
Wimbledon,Grass,Winner,Stefanos Tsitsipas,R,193,GRE,24.8,5,236,13,3,153,82,38,27,2,100,5,3
Wimbledon,Grass,Loser,Dominic Thiem,R,185,AUT,29.8,5,236,15,4,178,79,46,29,9,107,91,11
Wimbledon,Grass,Winner,Jannik Sinner,R,188,ITA,21.8,5,90,7,0,58,33,16,12,2,40,8,2
Wimbledon,Grass,Loser,Juan Manuel Cerundolo,L,183,ARG,21.6,5,90,5,3,87,30,14,12,7,54,111,13
Wimbledon,Grass,Winner,Diego Schwartzman,R,170,ARG,30.8,5,124,2,4,96,50,8,13,6,71,98,8
Wimbledon,Grass,Loser,Miomir Kecmanovic,R,183,SRB,23.8,5,124,0,4,97,39,8,12,11,63,41,18
Wimbledon,Grass,Winner,Aleksandar Vukic,R,188,AUS,27.2,5,156,11,3,115,59,21,21,2,75,87,5
Wimbledon,Grass,Loser,Daniel Altmaier,R,191,GER,24.8,5,156,6,2,129,55,26,22,5,79,66,10
Wimbledon,Grass,Winner,Quentin Halys,R,191,FRA,26.6,5,175,23,5,134,60,35,20,5,77,79,5
Wimbledon,Grass,Loser,Daniel Evans,R,175,GBR,33.1,5,175,12,5,110,44,31,20,5,61,30,9
Wimbledon,Grass,Winner,Daniel Elahi Galan,R,191,COL,27,5,109,11,4,87,41,17,14,6,52,85,8
Wimbledon,Grass,Loser,Yoshihito Nishioka,L,170,JPN,27.7,5,109,3,4,77,34,8,14,0,54,27,6
Wimbledon,Grass,Winner,Oscar Otte,R,196,GER,29.9,5,128,21,11,114,58,18,17,3,69,233,5
Wimbledon,Grass,Loser,Dominik Koepfer,L,180,GER,29.1,5,128,3,3,106,45,23,17,3,62,86,7
Wimbledon,Grass,Winner,Mikael Ymer,R,183,SWE,24.8,5,104,5,1,75,44,13,14,0,54,59,0
Wimbledon,Grass,Loser,Alex Molcan,L,178,SVK,25.5,5,104,2,6,98,43,14,14,10,65,83,14
Wimbledon,Grass,Winner,Taylor Fritz,R,193,USA,25.6,5,181,15,3,144,72,25,25,9,101,9,13
Wimbledon,Grass,Loser,Yannick Hanfmann,R,193,GER,31.6,5,181,10,4,135,66,26,24,3,94,45,7
Wimbledon,Grass,Winner,Guido Pella,L,185,ARG,33.1,5,211,7,2,160,80,25,24,14,115,308,17
Wimbledon,Grass,Loser,Borna Coric,R,188,CRO,26.6,5,211,16,1,131,71,16,23,3,95,14,8
Wimbledon,Grass,Loser,Benjamin Bonzi,R,185,FRA,27,5,118,5,3,89,39,17,15,2,55,94,6
Wimbledon,Grass,Winner,Corentin Moutet,L,178,FRA,24.2,5,146,12,3,103,46,20,17,8,69,71,11
