tourney_name,surface,result,player,hand,height,country,age,best_of,minutes,numAces,numDF,servePoints,first_serve_won,second_serve_won,serve_games_won,breakPoints_saved,first_serve_in,rank,breakPoints_faced
Miami Masters,Hard,Loser,Stefanos Tsitsipas,R,193,GRE,24.6,3,92,11,4,67,31,16,11,1,39,3,2
Miami Masters,Hard,Winner,Carlos Alcaraz,R,185,ESP,19.8,3,91,3,0,65,35,7,9,2,49,1,3
Miami Masters,Hard,Loser,Dusan Lajovic,R,180,SRB,32.7,3,91,0,0,61,22,9,9,1,39,76,5
Miami Masters,Hard,Winner,Tommy Paul,R,185,USA,25.8,3,93,8,1,58,27,13,11,4,40,19,6
Miami Masters,Hard,Loser,Alejandro Davidovich Fokina,R,183,ESP,23.7,3,93,3,6,71,27,11,10,3,43,25,7
Miami Masters,Hard,Winner,Taylor Fritz,R,193,USA,25.3,3,80,5,2,60,28,15,10,0,34,10,0
Miami Masters,Hard,Loser,Denis Shapovalov,L,185,CAN,23.9,3,80,12,7,62,23,16,10,1,29,30,3
Miami Masters,Hard,Winner,Holger Rune,R,185,DEN,19.8,3,91,7,4,60,29,11,9,1,36,8,2
Miami Masters,Hard,Loser,Diego Schwartzman,R,170,ARG,30.5,3,91,1,4,57,25,7,9,0,40,38,4
Miami Masters,Hard,Winner,Botic Van De Zandschulp,R,188,NED,27.4,3,170,12,3,121,56,17,14,13,83,32,15
Miami Masters,Hard,Loser,Casper Ruud,R,183,NOR,24.2,3,170,6,3,93,48,15,15,3,64,4,6
Miami Masters,Hard,Winner,Emil Ruusuvuori,R,188,FIN,23.9,3,104,6,2,76,40,11,11,6,53,54,7
Miami Masters,Hard,Loser,Taro Daniel,R,191,JPN,30.1,3,104,5,2,57,29,9,10,3,37,97,5
Miami Masters,Hard,Winner,Jannik Sinner,R,188,ITA,21.5,3,87,2,1,53,22,10,9,1,32,11,3
Miami Masters,Hard,Loser,Grigor Dimitrov,R,188,BUL,31.8,3,87,1,6,58,23,7,10,6,32,27,11
Miami Masters,Hard,Winner,Andrey Rublev,R,188,RUS,25.4,3,58,12,0,46,21,12,8,0,25,7,0
Miami Masters,Hard,Loser,Miomir Kecmanovic,R,183,SRB,23.5,3,58,4,0,52,19,7,7,4,30,35,8
Miami Masters,Hard,Winner,Adrian Mannarino,L,183,FRA,34.7,3,138,3,1,89,35,25,12,5,49,62,6
Miami Masters,Hard,Loser,Hubert Hurkacz,R,196,POL,26,3,138,20,2,85,46,9,12,3,59,9,4
Miami Masters,Hard,Winner,Christopher Eubanks,R,201,USA,26.8,3,81,12,2,66,40,8,11,0,54,119,1
Miami Masters,Hard,Loser,Gregoire Barrere,R,183,FRA,29,3,81,1,0,61,27,14,10,2,38,65,4
Miami Masters,Hard,Winner,Quentin Halys,R,191,FRA,26.3,3,100,15,2,67,38,11,10,6,47,79,6
Miami Masters,Hard,Loser,Mackenzie Mcdonald,R,178,USA,27.9,3,100,9,4,82,35,15,11,7,49,55,9
Miami Masters,Hard,Winner,Daniil Medvedev,R,198,RUS,27.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
Miami Masters,Hard,Loser,Alex Molcan,L,178,SVK,25.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA
Miami Masters,Hard,Winner,Francisco Cerundolo,R,185,ARG,24.5,3,103,2,7,61,29,12,10,1,40,31,2
Miami Masters,Hard,Loser,Felix Auger Aliassime,R,193,CAN,22.6,3,103,3,5,61,26,8,10,2,33,6,6
Miami Masters,Hard,Winner,Lorenzo Sonego,R,191,ITA,27.8,3,73,8,0,45,31,9,10,0,34,59,0
Miami Masters,Hard,Loser,Frances Tiafoe,R,188,USA,25.1,3,73,2,3,48,29,4,9,1,35,14,3
Miami Masters,Hard,Winner,Karen Khachanov,R,198,RUS,26.8,3,86,8,1,51,26,12,9,1,33,16,1
Miami Masters,Hard,Loser,Jiri Lehecka,R,185,CZE,21.3,3,86,6,2,80,34,11,9,6,54,44,9
Miami Masters,Hard,Winner,Stefanos Tsitsipas,R,193,GRE,24.6,3,124,12,2,91,44,18,15,3,57,3,4
Miami Masters,Hard,Loser,Cristian Garin,R,185,CHI,26.8,3,124,7,1,87,44,14,14,3,57,82,5
Miami Masters,Hard,Winner,Carlos Alcaraz,R,185,ESP,19.8,3,64,3,2,40,17,10,7,1,21,1,2
Miami Masters,Hard,Loser,Facundo Bagnis,L,183,ARG,33,3,64,1,1,48,9,8,7,5,28,100,11
Miami Masters,Hard,Winner,Dusan Lajovic,R,180,SRB,32.7,3,88,3,1,61,37,9,11,4,45,76,5
Miami Masters,Hard,Loser,Maxime Cressy,R,198,USA,25.8,3,88,5,9,62,21,17,11,0,31,37,2
Miami Masters,Hard,Winner,Alejandro Davidovich Fokina,R,183,ESP,23.7,3,114,6,2,82,38,16,11,5,53,25,6
Miami Masters,Hard,Loser,Brandon Nakashima,R,185,USA,21.6,3,114,5,2,82,38,14,11,5,59,45,7
Miami Masters,Hard,Winner,Tommy Paul,R,185,USA,25.8,3,123,12,1,79,41,17,16,1,51,19,3
Miami Masters,Hard,Loser,Marc Andrea Huesler,L,196,SUI,26.7,3,123,7,2,84,39,14,15,6,52,47,9
Miami Masters,Hard,Winner,Taylor Fritz,R,193,USA,25.3,3,59,8,2,48,22,14,9,1,26,10,2
Miami Masters,Hard,Winner,Denis Shapovalov,L,185,CAN,23.9,3,113,13,13,84,34,23,14,3,41,30,5
Miami Masters,Hard,Loser,Guido Pella,L,185,ARG,32.8,3,113,2,2,89,45,11,13,4,70,581,7
Miami Masters,Hard,Winner,Diego Schwartzman,R,170,ARG,30.5,3,114,2,3,90,40,17,10,7,57,38,8
Miami Masters,Hard,Loser,Yibing Wu,R,183,CHN,23.4,3,114,3,2,58,26,7,9,3,41,64,6
Miami Masters,Hard,Winner,Holger Rune,R,185,DEN,19.8,3,81,6,0,54,25,17,10,1,31,8,1
Miami Masters,Hard,Loser,Marton Fucsovics,R,188,HUN,31.1,3,81,3,5,63,28,12,11,2,38,74,5
Miami Masters,Hard,Winner,Casper Ruud,R,183,NOR,24.2,3,84,4,1,49,26,8,9,2,32,4,3
Miami Masters,Hard,Loser,Ilya Ivashka,R,193,BLR,29,3,84,5,0,62,23,9,8,4,37,80,8
Miami Masters,Hard,Winner,Botic Van De Zandschulp,R,188,NED,27.4,3,163,7,5,103,49,20,15,6,62,32,7
Miami Masters,Hard,Loser,Alexei Popyrin,R,196,AUS,23.6,3,163,13,0,88,39,21,15,3,47,93,5
Miami Masters,Hard,Winner,Emil Ruusuvuori,R,188,FIN,23.9,3,132,7,2,77,37,14,11,7,51,54,9
Miami Masters,Hard,Loser,Roberto Bautista Agut,R,183,ESP,34.9,3,132,1,4,75,32,15,11,4,49,28,7
Miami Masters,Hard,Winner,Taro Daniel,R,191,JPN,30.1,3,75,2,0,48,23,13,8,0,29,97,0
Miami Masters,Hard,Loser,Alexander Zverev,R,198,GER,25.9,3,75,5,1,44,16,7,8,3,27,15,7
Miami Masters,Hard,Winner,Jannik Sinner,R,188,ITA,21.5,3,83,3,4,50,23,9,9,1,29,11,3
Miami Masters,Hard,Loser,Laslo Djere,R,188,SRB,27.7,3,83,3,2,65,19,12,9,5,29,58,10
Miami Masters,Hard,Winner,Grigor Dimitrov,R,188,BUL,31.8,3,153,23,3,101,50,23,16,2,60,27,3
Miami Masters,Hard,Loser,Jan Lennard Struff,R,193,GER,32.9,3,153,10,5,120,55,24,16,9,75,103,10
Miami Masters,Hard,Winner,Miomir Kecmanovic,R,183,SRB,23.5,3,164,10,3,119,56,24,17,10,77,35,11
Miami Masters,Hard,Loser,Ugo Humbert,L,188,FRA,24.7,3,164,8,5,109,47,25,17,5,61,78,7
Miami Masters,Hard,Winner,Andrey Rublev,R,188,RUS,25.4,3,101,16,1,73,33,17,11,5,39,7,6
Miami Masters,Hard,Loser,J J Wolf,R,183,USA,24.2,3,101,7,3,71,31,15,11,5,44,50,7
Miami Masters,Hard,Winner,Hubert Hurkacz,R,196,POL,26,3,210,21,2,122,71,20,18,2,90,9,3
Miami Masters,Hard,Loser,Thanasi Kokkinakis,R,196,AUS,26.9,3,210,23,4,146,75,23,18,7,100,94,8
Miami Masters,Hard,Winner,Adrian Mannarino,L,183,FRA,34.7,3,112,8,0,66,33,14,13,1,43,62,3
Miami Masters,Hard,Loser,Ben Shelton,L,NA,USA,20.4,3,112,12,1,75,35,13,13,5,48,39,9
Miami Masters,Hard,Winner,Christopher Eubanks,R,201,USA,26.8,3,125,11,4,77,36,14,14,2,50,119,5
Miami Masters,Hard,Loser,Borna Coric,R,188,CRO,26.3,3,125,2,4,83,31,18,13,7,48,20,11
Miami Masters,Hard,Winner,Gregoire Barrere,R,183,FRA,29,3,70,7,0,44,24,12,9,0,28,65,0
Miami Masters,Hard,Loser,Cameron Norrie,L,188,GBR,27.5,3,70,3,1,48,22,5,8,5,34,12,8
Miami Masters,Hard,Winner,Quentin Halys,R,191,FRA,26.3,3,198,21,10,138,61,27,18,8,77,79,11
Miami Masters,Hard,Loser,Alex De Minaur,R,183,AUS,24,3,198,2,2,122,62,20,18,5,83,18,8
Miami Masters,Hard,Winner,Mackenzie Mcdonald,R,178,USA,27.9,3,136,7,1,86,41,22,12,2,55,55,2
Miami Masters,Hard,Loser,Matteo Berrettini,R,196,ITA,26.9,3,136,11,5,87,48,14,12,2,54,23,2
Miami Masters,Hard,Winner,Alex Molcan,L,178,SVK,25.2,3,159,6,4,114,49,15,13,13,78,56,17
Miami Masters,Hard,Loser,Yoshihito Nishioka,L,170,JPN,27.4,3,159,3,3,86,34,18,14,4,50,34,8
Miami Masters,Hard,Winner,Daniil Medvedev,R,198,RUS,27.1,3,62,3,1,47,24,11,8,1,31,5,1
Miami Masters,Hard,Loser,Roberto Carballes Baena,R,183,ESP,29.9,3,62,2,1,37,12,6,7,0,20,84,4
Miami Masters,Hard,Winner,Felix Auger Aliassime,R,193,CAN,22.6,3,161,12,7,80,37,25,12,0,43,6,0
Miami Masters,Hard,Loser,Thiago Monteiro,L,183,BRA,28.8,3,161,4,0,93,41,23,12,5,55,81,5
Miami Masters,Hard,Winner,Francisco Cerundolo,R,185,ARG,24.5,3,83,4,1,57,31,8,10,0,41,31,1
Miami Masters,Hard,Loser,Aleksandar Kovacevic,U,NA,USA,24.5,3,83,5,1,72,31,10,10,3,49,102,6
Miami Masters,Hard,Winner,Lorenzo Sonego,R,191,ITA,27.8,3,150,6,7,108,51,16,14,12,70,59,13
Miami Masters,Hard,Loser,Daniel Evans,R,175,GBR,32.8,3,150,3,0,68,31,16,13,3,39,29,6
Miami Masters,Hard,Winner,Frances Tiafoe,R,188,USA,25.1,3,166,12,0,114,51,20,17,3,71,14,6
Miami Masters,Hard,Loser,Yosuke Watanuki,R,180,JPN,24.9,3,166,17,6,120,46,27,17,10,61,123,14
Miami Masters,Hard,Winner,Karen Khachanov,R,198,RUS,26.8,3,128,7,3,81,39,12,13,0,48,16,2
Miami Masters,Hard,Loser,Tomas Martin Etcheverry,R,196,ARG,23.6,3,128,6,1,70,25,16,12,3,42,73,7
Miami Masters,Hard,Winner,Jiri Lehecka,R,185,CZE,21.3,3,80,4,2,57,29,13,10,1,38,44,1
Miami Masters,Hard,Loser,Lorenzo Musetti,R,185,ITA,21,3,80,2,2,56,20,17,10,3,30,21,5
Miami Masters,Hard,Winner,Cristian Garin,R,185,CHI,26.8,3,126,4,3,73,34,10,11,6,48,82,9
Miami Masters,Hard,Loser,Sebastian Baez,R,170,ARG,22.2,3,126,1,1,80,34,5,10,6,63,33,10
Miami Masters,Hard,Winner,Stefanos Tsitsipas,R,193,GRE,24.6,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Miami Masters,Hard,Loser,Richard Gasquet,R,185,FRA,36.7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA
Miami Masters,Hard,Winner,Facundo Bagnis,L,183,ARG,33,3,100,12,4,80,40,12,13,3,57,100,5
Miami Masters,Hard,Winner,Dusan Lajovic,R,180,SRB,32.7,3,96,4,2,66,34,12,11,2,47,76,3
Miami Masters,Hard,Loser,Andy Murray,R,190,GBR,35.8,3,96,6,1,54,22,15,11,0,30,52,3
Miami Masters,Hard,Winner,Brandon Nakashima,R,185,USA,21.6,3,87,10,0,70,46,7,11,0,56,45,0
Miami Masters,Hard,Loser,Oscar Otte,R,196,GER,29.6,3,87,11,3,64,33,11,10,3,39,85,4
Miami Masters,Hard,Winner,Marc Andrea Huesler,L,196,SUI,26.7,3,156,10,4,107,44,27,16,5,66,47,7
Miami Masters,Hard,Loser,Albert Ramos,L,188,ESP,35.1,3,156,3,4,107,49,17,17,3,74,51,7
Miami Masters,Hard,Loser,John Isner,R,206,USA,37.8,3,107,15,1,71,44,14,12,3,47,46,3
Miami Masters,Hard,Winner,Guido Pella,L,185,ARG,32.8,3,125,3,1,70,33,14,12,2,49,581,4
Miami Masters,Hard,Loser,Juan Pablo Varillas,R,185,PER,27.4,3,125,6,3,85,31,19,12,7,46,88,10
Miami Masters,Hard,Winner,Yibing Wu,R,183,CHN,23.4,3,94,6,2,66,30,13,12,1,43,64,3
Miami Masters,Hard,Winner,Marton Fucsovics,R,188,HUN,31.1,3,105,9,2,62,30,18,11,2,38,74,2
Miami Masters,Hard,Loser,Pedro Cachin,R,185,ARG,27.9,3,105,5,2,77,37,10,11,3,53,63,4
Miami Masters,Hard,Winner,Ilya Ivashka,R,193,BLR,29,3,73,6,0,36,19,10,7,0,21,80,0
Miami Masters,Hard,Loser,Daniel Altmaier,R,191,GER,24.5,3,73,4,3,57,18,9,8,1,32,114,6
Miami Masters,Hard,Winner,Alexei Popyrin,R,196,AUS,23.6,3,106,16,2,69,38,12,10,3,49,93,3
Miami Masters,Hard,Loser,Mikael Ymer,R,183,SWE,24.5,3,106,1,1,65,35,11,10,1,45,53,1
Miami Masters,Hard,Winner,Emil Ruusuvuori,R,188,FIN,23.9,3,79,4,0,48,22,15,9,0,28,54,0
Miami Masters,Hard,Loser,Nuno Borges,R,185,POR,26,3,79,2,0,56,14,16,8,3,25,68,6
Miami Masters,Hard,Winner,Taro Daniel,R,191,JPN,30.1,3,25,0,0,13,1,8,2,1,4,97,1
Miami Masters,Hard,Loser,Arthur Rinderknech,R,196,FRA,27.6,3,25,0,0,16,3,4,3,1,7,72,3
Miami Masters,Hard,Winner,Laslo Djere,R,188,SRB,27.7,3,104,13,4,89,43,15,10,3,56,58,3
Miami Masters,Hard,Loser,Aleksandar Vukic,R,188,AUS,26.9,3,104,9,0,74,37,7,10,4,48,168,6
Miami Masters,Hard,Winner,Jan Lennard Struff,R,193,GER,32.9,3,155,10,2,107,40,26,16,4,56,103,7
Miami Masters,Hard,Loser,Fabio Fognini,R,178,ITA,35.8,3,155,9,5,107,46,17,16,2,65,91,6
Miami Masters,Hard,Winner,Ugo Humbert,L,188,FRA,24.7,3,30,1,1,14,6,2,3,0,9,78,1
Miami Masters,Hard,Loser,Gael Monfils,R,193,FRA,36.5,3,30,1,1,21,4,7,3,3,11,280,4
Miami Masters,Hard,Winner,J J Wolf,R,183,USA,24.2,3,78,4,2,61,31,10,11,2,38,50,4
Miami Masters,Hard,Loser,Alexander Bublik,R,196,KAZ,25.7,3,78,9,2,51,22,6,10,2,31,48,6
Miami Masters,Hard,Winner,Thanasi Kokkinakis,R,196,AUS,26.9,3,149,11,1,99,49,18,16,3,66,94,5
Miami Masters,Hard,Loser,Zizou Bergs,R,185,BEL,23.7,3,149,10,2,94,46,18,15,2,63,135,4
Miami Masters,Hard,Winner,Adrian Mannarino,L,183,FRA,34.7,3,115,9,3,70,29,16,13,2,41,62,5
Miami Masters,Hard,Loser,Juncheng Shang,L,NA,CHN,18.1,3,115,1,2,75,31,14,12,9,49,181,12
Miami Masters,Hard,Winner,Christopher Eubanks,R,201,USA,26.8,3,78,6,1,57,34,10,10,0,42,119,0
Miami Masters,Hard,Winner,Gregoire Barrere,R,183,FRA,29,3,109,8,3,80,33,20,14,2,45,65,5
Miami Masters,Hard,Loser,Roman Safiullin,R,185,RUS,25.6,3,109,6,7,92,36,17,14,6,56,104,10
Miami Masters,Hard,Winner,Quentin Halys,R,191,FRA,26.3,3,101,12,1,53,23,21,10,1,25,79,1
Miami Masters,Hard,Loser,Pedro Martinez,R,185,ESP,25.8,3,101,3,2,71,32,10,10,1,48,121,3
Miami Masters,Hard,Winner,Mackenzie Mcdonald,R,178,USA,27.9,3,86,3,4,64,30,11,9,9,42,55,10
Miami Masters,Hard,Loser,Daniel Elahi Galan,R,191,COL,26.7,3,86,2,1,66,28,8,9,5,42,89,9
Miami Masters,Hard,Winner,Alex Molcan,L,178,SVK,25.2,3,131,3,2,88,44,13,14,6,67,56,8
Miami Masters,Hard,Loser,Jordan Thompson,R,183,AUS,28.9,3,131,4,2,87,28,20,13,5,42,83,9
Miami Masters,Hard,Winner,Roberto Carballes Baena,R,183,ESP,29.9,3,49,1,3,28,11,8,4,4,14,84,4
Miami Masters,Hard,Loser,Bernabe Zapata Miralles,R,185,ESP,26.1,3,49,0,3,33,7,4,5,3,16,41,8
Miami Masters,Hard,Winner,Thiago Monteiro,L,183,BRA,28.8,3,100,9,2,66,42,8,11,1,50,81,1
Miami Masters,Hard,Loser,Jason Kubler,R,178,AUS,29.8,3,100,9,2,66,36,10,11,0,42,70,1
Miami Masters,Hard,Winner,Aleksandar Kovacevic,U,NA,USA,24.5,3,121,8,1,94,42,24,14,4,53,102,6
Miami Masters,Hard,Loser,Jaume Munar,R,183,ESP,25.8,3,121,3,1,71,35,14,13,0,49,66,2
Miami Masters,Hard,Winner,Lorenzo Sonego,R,191,ITA,27.8,3,116,6,0,65,32,16,10,1,38,59,2
Miami Masters,Hard,Loser,Dominic Thiem,R,185,AUT,29.5,3,116,1,1,71,27,17,10,4,37,106,7
Miami Masters,Hard,Winner,Yosuke Watanuki,R,180,JPN,24.9,3,95,10,2,56,22,17,11,2,31,123,4
Miami Masters,Hard,Winner,Tomas Martin Etcheverry,R,196,ARG,23.6,3,80,6,2,45,25,8,8,0,29,73,0
Miami Masters,Hard,Loser,Pavel Kotov,R,191,RUS,24.3,3,80,2,3,53,22,6,8,4,35,117,8
Miami Masters,Hard,Winner,Jiri Lehecka,R,185,CZE,21.3,3,63,9,2,51,32,8,10,0,35,44,0
Miami Masters,Hard,Loser,Federico Coria,R,180,ARG,31,3,63,6,2,50,23,10,9,3,31,67,5
Miami Masters,Hard,Winner,Cristian Garin,R,185,CHI,26.8,3,125,3,3,89,39,20,14,7,52,82,9
Miami Masters,Hard,Loser,Marcos Giron,R,180,USA,29.6,3,125,12,0,83,42,15,14,6,58,71,8
Miami Masters,Hard,Winner,Richard Gasquet,R,185,FRA,36.7,3,108,9,3,76,43,13,13,4,51,40,5
Miami Masters,Hard,Loser,Christopher Oconnell,R,183,AUS,28.7,3,108,12,0,71,35,11,13,2,46,86,5
Estoril,Clay,Winner,Casper Ruud,R,183,NOR,24.2,3,108,3,2,66,29,20,10,3,35,5,3
Estoril,Clay,Loser,Miomir Kecmanovic,R,183,SRB,23.5,3,108,1,1,68,32,10,10,6,43,40,8
Estoril,Clay,Winner,Casper Ruud,R,183,NOR,24.2,3,130,3,2,90,45,22,15,1,57,5,2
Estoril,Clay,Loser,Quentin Halys,R,191,FRA,26.4,3,130,16,5,87,43,21,16,2,48,80,3
Estoril,Clay,Winner,Miomir Kecmanovic,R,183,SRB,23.5,3,68,5,0,46,26,9,8,2,29,40,2
Estoril,Clay,Loser,Marco Cecchinato,R,185,ITA,30.5,3,68,2,3,54,18,10,8,4,28,96,8
Estoril,Clay,Winner,Casper Ruud,R,183,NOR,24.2,3,78,2,3,59,27,10,8,6,40,5,7
Estoril,Clay,Loser,Sebastian Baez,R,170,ARG,22.2,3,78,1,2,49,17,6,7,6,33,32,11
Estoril,Clay,Winner,Quentin Halys,R,191,FRA,26.4,3,78,5,1,52,22,17,9,2,26,80,2
Estoril,Clay,Loser,Dominic Thiem,R,185,AUT,29.5,3,78,3,4,50,20,8,8,0,33,111,3
Estoril,Clay,Winner,Marco Cecchinato,R,185,ITA,30.5,3,128,3,1,85,43,13,12,1,60,96,2
Estoril,Clay,Loser,Alejandro Davidovich Fokina,R,183,ESP,23.8,3,128,3,1,84,39,13,12,8,61,24,10
Estoril,Clay,Winner,Miomir Kecmanovic,R,183,SRB,23.5,3,86,2,0,51,25,16,10,0,32,40,0
Estoril,Clay,Loser,Bernabe Zapata Miralles,R,185,ESP,26.2,3,86,2,1,67,24,14,10,1,36,43,4
Estoril,Clay,Winner,Casper Ruud,R,183,NOR,24.2,3,135,4,2,76,37,14,13,3,54,5,5
Estoril,Clay,Loser,Joao Sousa,R,185,POR,34,3,135,4,1,99,30,23,13,13,54,147,18
Estoril,Clay,Winner,Sebastian Baez,R,170,ARG,22.2,3,133,0,1,79,38,8,11,5,66,32,9
Estoril,Clay,Loser,Pedro Cachin,R,185,ARG,27.9,3,133,2,5,81,35,7,11,4,55,67,9
Estoril,Clay,Winner,Quentin Halys,R,191,FRA,26.4,3,101,14,4,76,36,17,12,1,44,80,2
Estoril,Clay,Loser,Roberto Bautista Agut,R,183,ESP,34.9,3,101,2,0,68,37,11,12,1,48,28,3
Estoril,Clay,Winner,Dominic Thiem,R,185,AUT,29.5,3,63,1,1,36,19,10,8,0,22,111,1
Estoril,Clay,Loser,Ben Shelton,L,NA,USA,20.4,3,63,0,5,53,15,8,8,4,29,39,9
Estoril,Clay,Winner,Marco Cecchinato,R,185,ITA,30.5,3,117,11,1,86,51,7,14,4,65,96,6
Estoril,Clay,Loser,Fabio Fognini,R,178,ITA,35.8,3,117,1,3,76,32,14,14,2,46,97,6
Estoril,Clay,Winner,Alejandro Davidovich Fokina,R,183,ESP,23.8,3,112,2,3,86,32,22,11,5,51,24,6
Estoril,Clay,Loser,Luca Van Assche,R,NA,FRA,18.8,3,112,0,5,68,28,12,10,5,39,91,8
Estoril,Clay,Winner,Miomir Kecmanovic,R,183,SRB,23.5,3,63,5,1,44,19,10,6,3,25,40,3
Estoril,Clay,Loser,Jurij Rodionov,L,191,AUT,23.8,3,63,3,3,46,9,8,7,6,23,120,12
Estoril,Clay,Winner,Bernabe Zapata Miralles,R,185,ESP,26.2,3,147,2,3,118,61,16,15,11,87,43,12
Estoril,Clay,Loser,Hubert Hurkacz,R,196,POL,26.1,3,147,7,6,100,44,16,15,1,61,12,5
Estoril,Clay,Winner,Joao Sousa,R,185,POR,34,3,107,2,3,78,35,15,13,2,48,147,5
Estoril,Clay,Winner,Pedro Cachin,R,185,ARG,27.9,3,96,6,0,53,27,8,10,1,34,67,3
Estoril,Clay,Winner,Sebastian Baez,R,170,ARG,22.2,3,133,2,1,80,30,20,12,8,50,32,12
Estoril,Clay,Loser,Radu Albot,R,175,MDA,33.3,3,133,0,2,82,31,12,12,2,51,106,7
Estoril,Clay,Winner,Quentin Halys,R,191,FRA,26.4,3,78,8,5,61,30,15,10,2,36,80,2
Estoril,Clay,Loser,Nuno Borges,R,185,POR,26.1,3,78,5,2,64,30,9,9,5,47,65,7
Estoril,Clay,Winner,Dominic Thiem,R,185,AUT,29.5,3,124,4,6,83,33,19,14,4,46,111,8
Estoril,Clay,Loser,Sebastian Ofner,R,191,AUT,26.8,3,124,2,3,91,35,18,14,11,52,122,16
Estoril,Clay,Winner,Ben Shelton,L,NA,USA,20.4,3,94,8,3,66,35,12,12,2,42,39,3
Estoril,Clay,Loser,Constant Lestienne,R,180,FRA,30.8,3,94,3,4,64,30,11,12,1,39,63,4
Estoril,Clay,Winner,Marco Cecchinato,R,185,ITA,30.5,3,123,5,4,98,36,19,11,9,60,96,12
Estoril,Clay,Loser,Diego Schwartzman,R,170,ARG,30.6,3,123,2,4,63,23,11,10,2,37,36,6
Estoril,Clay,Winner,Fabio Fognini,R,178,ITA,35.8,3,57,1,2,35,16,9,7,0,23,97,1
Estoril,Clay,Winner,Luca Van Assche,R,NA,FRA,18.8,3,125,1,2,84,39,19,14,5,52,91,7
Estoril,Clay,Winner,Miomir Kecmanovic,R,183,SRB,23.5,3,69,2,4,54,25,10,8,4,34,40,5
Estoril,Clay,Winner,Jurij Rodionov,L,191,AUT,23.8,3,140,8,2,92,34,26,13,4,49,120,5
Estoril,Clay,Loser,Albert Ramos,L,188,ESP,35.2,3,140,1,3,99,42,16,13,10,64,52,13
Estoril,Clay,Winner,Bernabe Zapata Miralles,R,185,ESP,26.2,3,96,0,0,76,36,9,9,5,59,43,6
Houston,Clay,Winner,Frances Tiafoe,R,188,USA,25.1,3,113,12,1,73,39,17,12,1,48,15,2
Houston,Clay,Loser,Tomas Martin Etcheverry,R,196,ARG,23.7,3,113,6,2,78,33,18,12,0,49,73,1
Houston,Clay,Winner,Frances Tiafoe,R,188,USA,25.1,3,58,5,1,41,20,12,8,0,23,15,0
Houston,Clay,Loser,Gijs Brouwer,L,NA,NED,27,3,58,4,4,56,24,5,9,0,33,123,4
Houston,Clay,Winner,Tomas Martin Etcheverry,R,196,ARG,23.7,3,94,6,1,58,29,9,10,3,40,73,4
Houston,Clay,Loser,Yannick Hanfmann,R,193,GER,31.3,3,94,1,0,50,22,8,9,6,36,134,9
Houston,Clay,Winner,Frances Tiafoe,R,188,USA,25.1,3,88,9,2,55,28,14,10,1,31,15,1
Houston,Clay,Loser,Jason Kubler,R,178,AUS,29.8,3,88,11,1,73,35,10,10,11,49,71,13
Houston,Clay,Winner,Gijs Brouwer,L,NA,NED,27,3,76,8,1,57,38,5,10,0,43,123,0
Houston,Clay,Loser,J J Wolf,R,183,USA,24.2,3,76,2,2,48,24,7,9,1,33,54,3
Houston,Clay,Winner,Tomas Martin Etcheverry,R,196,ARG,23.7,3,156,12,0,103,48,19,15,5,62,73,6
Houston,Clay,Loser,Cristian Garin,R,185,CHI,26.8,3,156,3,3,84,37,15,13,5,55,74,9
Houston,Clay,Winner,Yannick Hanfmann,R,193,GER,31.3,3,64,7,0,43,25,8,8,1,33,134,1
Houston,Clay,Loser,Tomas Machac,R,183,CZE,22.4,3,64,1,1,46,12,10,7,4,28,138,8
Houston,Clay,Winner,Frances Tiafoe,R,188,USA,25.1,3,74,9,0,51,26,13,9,0,31,15,0
Houston,Clay,Winner,Jason Kubler,R,178,AUS,29.8,3,80,3,0,61,29,13,9,2,39,71,2
Houston,Clay,Loser,Daniel Elahi Galan,R,191,COL,26.7,3,80,6,1,50,20,10,9,2,28,94,5
Houston,Clay,Winner,Gijs Brouwer,L,NA,NED,27,3,76,5,0,63,40,8,11,0,54,123,0
Houston,Clay,Loser,John Isner,R,206,USA,37.9,3,76,7,3,57,28,16,11,0,32,46,1
Houston,Clay,Winner,J J Wolf,R,183,USA,24.2,3,76,6,0,49,25,9,9,0,34,54,1
Houston,Clay,Winner,Tomas Martin Etcheverry,R,196,ARG,23.7,3,109,4,2,66,32,7,9,5,50,73,7
Houston,Clay,Loser,Max Purcell,R,185,AUS,24.9,3,109,6,3,80,25,15,10,10,45,86,15
Houston,Clay,Winner,Cristian Garin,R,185,CHI,26.8,3,127,5,2,90,38,20,12,2,58,74,4
Houston,Clay,Loser,Zizou Bergs,R,185,BEL,23.8,3,127,4,2,74,39,8,12,0,55,167,2
Houston,Clay,Winner,Tomas Machac,R,183,CZE,22.4,3,106,3,1,83,35,18,10,9,51,138,9
Houston,Clay,Loser,Marcos Giron,R,180,USA,29.6,3,106,8,0,71,33,9,10,6,48,69,8
Houston,Clay,Winner,Yannick Hanfmann,R,193,GER,31.3,3,120,1,1,71,24,17,10,3,45,134,7
Houston,Clay,Loser,Tommy Paul,R,185,USA,25.8,3,120,4,4,85,24,17,10,8,46,18,14
Houston,Clay,Loser,Facundo Bagnis,L,183,ARG,33,3,113,12,3,79,38,13,13,3,57,113,5
