Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
Miles Collins,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Melissa Dodson,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Meagan Chau,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Mae Wrigley,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Madeleine Kruckemeyer,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Maclain Everson-Rose,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Lucinda Toppen,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
Lucia Neyra,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Liam Griffin,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Liam Etelson,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Leo Devonshire,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Kelsi Jones,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Kate Bicks,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Jasmine Lin,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Jahiem Upchurch,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Isaiah Curtis,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Ian Neal,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Hans Frautschi,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Hannah Lute,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Gabrielle Weaver,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Gabriel Graceffo,Team Games,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,6
Ezra Marcus-Tyler,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Emma Giamello,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Ella Bolan,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Elk Thomas-Toth,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Elise Gautier,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
David Kimberly,Team Games,Division 3,Division 3 Men,Williams WUFO,Williams WUFO,Men,6
Daniel Zhang,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Connor Scott,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Chloe Pacetti,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Charlotte Harkrader,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Bridget McBride,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Ben Eichel,Team Games,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,6
Anna Bingham,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Angelo Hernandez,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Adam Ali,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Aanand Yu,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Zejun Li,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Xiaochen Peng,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Trent Moon,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Thaovy Mai,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Teaghan Lynch,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Sutton Ballard,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Sravya Dandamudi,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Spencer Ewing,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Soh Nishiyama,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Sierra Gaynor,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Shannon Anderson,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Seiji Koenigsberg,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Ruby Sutherlin Sovern,Team Games,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Pearl Tulay,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Noah Gettings,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Noah Berube,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Nicolas Sprague,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Morgan West,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Molly Snow,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Mira Larrance,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Miguel McGuire,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Michael Sun,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Max Hemeon,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Matthew Cao,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Lydia Mendoza,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Lucy Leary,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Kolbe Bauer,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Katherine Romero,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Kara Higgins,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Kailani Latimer,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Jonah Barry,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Joel Brown,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Jocelyn Richison,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Jianwei Li,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Jessica Luu,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Jasmine Bowman,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Jake Hyman,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Jackson Freeman,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Ian Rock-Jones,Team Games,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Henry Charbeneau,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Hannah Kroeplin,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Gwendolyn McGuire,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Gretchen Pohl,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Georgia Corson,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Gabriel Scheck,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Gabe Borda,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Daniel Griffin,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Daisy Cuthbert,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Colin Dunn,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Cindy Zhang,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Caroline Li,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Camden Mah,Team Games,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,5
Caleb Griffiths,Team Games,Division 1,Division 1 Men,Minnesota Grey Duck,Minnesota Grey Duck,Men,5
Calan Kirkpatrick,Team Games,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,5
Brian Bekken,Team Games,Division 1,Division 1 Men,Alabama-Huntsville Nightmares,Alabama-Huntsville Nightmares,Men,5
Brandon Lemens,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Benjamin Weinstein,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Ben Thollander,Team Games,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,5
Annie Art,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Anna Ryan,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Amanda Szutu,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Aliyah Latham,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Alanna Marte,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Adam Goldstein,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Allison Reilly,Team Games,Division 1,Division 1 Women,North Carolina Pleiades,North Carolina Pleiades,Women,7
Zoe Williamson,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Wade Intrator,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Vivian Ross,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Taro Jelinek,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Sydney Tellis,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Sam Fischer,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Rylie Feltner,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Rebecca Marshall,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Molly Friedrichs,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Matthew Evans,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Maple Bottinelli,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Manuel Estevez,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Lyanne Wang,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Lucy Suchomel,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Lindsey Norwood,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Leza Rooks,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Leo Furr,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Jonah Tannen,Team Games,Division 3,Division 3 Men,Carleton CHOP,Carleton CHOP,Men,6
Jill Analla,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Jackson Forebaugh,Team Games,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Jack Huysmans,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Holly Frank,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Griffin O'Neal-Freeman,Team Games,Division 3,Division 3 Men,Oberlin Flying Horsecows,Oberlin Flying Horsecows,Men,6
Erin Durkin,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Emily Lanegraff,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Deborah Lancaster,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Clara Morton,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Ben Noerager,Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Audrey Dewey,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Annalise Korch,Team Games,Division 3,Division 3 Women,Portland UPRoar,Portland UPRoar,Women,6
Anja Kottmann,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Aimee Crozat,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Eli Chang,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Yana Wink,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Tomomi Ogura,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Sophie Hankin,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Sayric Arias,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Rohan Patel,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Nicky Troilo,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Monica Hoang,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Mechelle Chen,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Mary Francis,Team Games,Division 1,Division 1 Women,Utah Spiral Jetty,Utah Spiral Jetty,Women,5
Makenna Bachman,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Lucy Tanner,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Lily Weissman,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Lily LeDonne,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Lia Schwartz,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Leah Demsey,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Lauren Marshall,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Kate Gearing,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Julius Cohen,Team Games,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,5
Julia Giesenhagen,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Jade Bing Zalaznik,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Iris Wiedmann,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Hannah Omodt,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
Greta Wilbur,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Erin Ries-Juncker,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Erik Arnold,Team Games,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,5
Emma Remien,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Elliot Trimbur,Team Games,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Ellie Martin-Tai,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Elena Korch,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Dayna Templeton,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Danielle Weatherwax,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Corbin Smith,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Charles Harder,Team Games,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,5
Chamonix Reynolds,Team Games,Division 1,Division 1 Women,Washington Element,Washington Element,Women,5
Cameron Knox,Team Games,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,5
Blythe Paetkau,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Billie Feigin,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Becky Chen,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Ava Zuckerman,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Ancilla Marie Inocencio,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Amelia Hayward,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Ainsley Waechter,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Thomas O'Hanlon,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Tess Keyes,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Samantha Merritt,Team Games,Division 1,Division 1 Women,Carleton Syzygy,Carleton Syzygy,Women,6
Olivia Mueth,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Molly Potts,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Michael Yu,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Maggie McFerran,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Lucy Brannon,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Lara Gao,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Kevin Wyle,Team Games,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,6
Jolie Martin,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Joel Escobar,Team Games,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,6
Jesse Principe,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Jason Manning,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Jackson Knox (Berry),Team Games,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,6
Isabella Lin,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Inbal Armony,Team Games,Division 3,Division 3 Women,Macalester Purse Snatchers,Macalester Purse Snatchers,Women,6
Helen Buller,Team Games,Division 3,Division 3 Women,Union Jillz,Union Jillz,Women,6
Gian Asci,Team Games,Division 3,Division 3 Men,Franciscan Fatal,Franciscan Fatal,Men,6
Eliana Norton,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Daniel Sutton,Team Games,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,6
Celia Nicholson,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Caleb Moran,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Anna Mortensen,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Anna Carlson,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Alexandra Lederman,Team Games,Division 3,Division 3 Women,Haverford/Bryn Mawr Sneetches,Haverford/Bryn Mawr Sneetches,Women,6
Thomas Mazur,Team Games,Division 1,Division 1 Men,Pittsburgh En Sabah Nur,Pittsburgh En Sabah Nur,Men,5
Sylvia Erdely,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Sukhmani Grover,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Samantha Medina,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Nicole Moran,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
milton adina,Team Games,Division 3,Division 3 Men,Oklahoma Christian Eagles,Oklahoma Christian Eagles,Men,5
Michelle Wu,Team Games,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,5
Mackenzie Dawson,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Ksenia Gotham,Team Games,Division 1,Division 1 Women,Western Washington Chaos,Western Washington Chaos,Women,5
Jessie Finkelor,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Jasmine Puska,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Jakob Ayala,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Ernesto Clarke,Team Games,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,5
Erica Clarke,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Ella Khoury,Team Games,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,5
Ella Barker,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Dylan Mullaney,Team Games,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,5
Danielle Dattler,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Claire Bates,Team Games,Division 1,Division 1 Women,Victoria Vikes,Victoria Vikes,Women,5
Christina Coulton,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Cassandra Banuelos,Team Games,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,5
Carinna Kinnaman,Team Games,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Calliope Cutchins,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Alexander (Zander) Lutz,Team Games,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,5
Addison Hardin,Team Games,Division 3,Division 3 Women,Davenport Panthers,Davenport Panthers,Women,5
Emmett Young,Team Games,Division 1,Division 1 Men,Brown Brownian Motion,Brown Brownian Motion,Men,8
Vincent Zhang,Team Games,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,6
Natalie Lang-Ree,Team Games,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Miu Shiraiwa,Team Games,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Margaret Heffernan,Team Games,Division 3,Division 3 Women,Wesleyan Vicious Circles,Wesleyan Vicious Circles,Women,6
Mae Browning,Team Games,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,6
luxuan Chang,Team Games,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,6
Lucy Leither,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Lily Freeman,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Jonathan Newman,Team Games,Division 3,Division 3 Men,Davenport Panthers,Davenport Panthers,Men,6
Eliza Williams-Derry,Team Games,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,6
Claire Wilson-Black,Team Games,Division 3,Division 3 Women,Occidental WAC,Occidental WAC,Women,6
Cassidy Recker,Team Games,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,6
Carolyn Rivero,Team Games,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Camden Thomason,Team Games,Division 3,Division 3 Women,Richmond Red Hots,Richmond Red Hots,Women,6
Brielle Ramsdal,Team Games,Division 1,Division 1 Women,Oregon Fugue,Oregon Fugue,Women,6
Benjamin Sparks,Team Games,Division 3,Division 3 Men,Bates Orange Whip,Bates Orange Whip,Men,6
Andrew Li,Team Games,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,6
Addelyne Lilley,Team Games,Division 3,Division 3 Women,Wellesley Whiptails,Wellesley Whiptails,Women,6
Liana Bradley,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Emma Williamson,Team Games,Division 1,Division 1 Women,Colorado Quandary,Colorado Quandary,Women,7
Seth Fisher-Olvera,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Samantha Coulton,Team Games,Division 1,Division 1 Women,SUNY - Binghamton Big Bear,SUNY - Binghamton Big Bear,Women,5
Raphael Epstein,Team Games,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,5
Rachel Barkan,Team Games,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,5
Poppy Wagner,Team Games,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,5
Nahlah Mkaouri,Team Games,Division 3,Division 3 Women,Lewis & Clark Artemis,Lewis & Clark Artemis,Women,5
Fiona Cashin,Team Games,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,5
Emma Jansen,Team Games,Division 3,Division 3 Women,St Olaf Vortex,St Olaf Vortex,Women,5
