tourney_name,surface,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
United Cup,Hard,Jessica Pegula,R,170,USA,28.8,Martina Trevisan,L,160,ITA,29.1,6-4 6-2,3,89,2,2,48,24,17,12,9,0,3,0,0,69,43,20,12,9,3,9,3,27
United Cup,Hard,Madison Keys,R,178,USA,27.8,Lucia Bronzetti,R,NA,ITA,24,6-3 6-2,3,73,6,2,60,38,25,9,9,5,8,0,2,49,32,14,6,8,5,11,11,54
United Cup,Hard,Jessica Pegula,R,170,USA,28.8,Iga Swiatek,R,176,POL,21.5,6-2 6-2,3,71,2,1,53,29,24,11,8,1,2,1,2,41,26,10,5,8,2,7,3,1
United Cup,Hard,Madison Keys,R,178,USA,27.8,Magda Linette,R,171,POL,30.8,6-4 6-2,3,86,2,1,57,38,26,11,9,0,1,0,2,65,47,29,5,9,4,8,11,48
United Cup,Hard,Martina Trevisan,L,160,ITA,29.1,Maria Sakkari,R,172,GRE,27.4,6-3 6-7(4) 7-5,3,194,1,2,110,75,50,15,16,5,9,5,7,106,53,37,22,17,2,9,27,6
United Cup,Hard,Lucia Bronzetti,R,NA,ITA,24,Valentini Grammatikopoulou,U,NA,GRE,25.8,6-2 6-3,3,78,0,2,51,31,26,10,8,3,3,3,0,54,34,19,10,9,1,5,54,199
United Cup,Hard,Maria Sakkari,R,172,GRE,27.4,Petra Martic,R,181,CRO,31.9,6-3 6-3,3,99,3,0,49,33,24,10,9,2,3,8,5,86,48,27,17,9,9,13,6,38
United Cup,Hard,Donna Vekic,R,179,CRO,26.5,Despina Papamichail,R,178,GRE,29.8,6-2 6-0,3,64,1,4,41,27,22,7,7,0,0,0,2,49,33,17,4,7,5,10,67,158
United Cup,Hard,Iga Swiatek,R,176,POL,21.5,Martina Trevisan,L,160,ITA,29.1,6-2 6-4,3,111,1,1,59,44,31,9,9,3,4,0,4,77,50,29,11,9,7,11,1,27
United Cup,Hard,Magda Linette,R,171,POL,30.8,Lucia Bronzetti,R,NA,ITA,24,6-1 6-2,3,73,2,1,48,28,23,11,8,0,0,2,3,47,25,16,7,7,7,11,48,54
United Cup,Hard,Jessica Pegula,R,170,USA,28.8,Harriet Dart,R,175,GBR,26.4,6-2 6-0,3,57,1,2,37,22,18,11,7,0,0,0,2,45,26,14,4,7,3,8,3,98
United Cup,Hard,Madison Keys,R,178,USA,27.8,Katie Swan,R,170,GBR,23.7,2-6 6-3 6-4,3,138,3,3,96,70,45,10,14,8,12,1,7,84,51,33,16,13,6,10,11,145
United Cup,Hard,Maria Sakkari,R,172,GRE,27.4,Elise Mertens,R,179,BEL,27.1,6-1 7-5,3,83,5,0,50,28,22,10,10,0,3,0,4,57,39,19,6,9,5,11,6,29
United Cup,Hard,Alison Van Uytvanck,R,173,BEL,28.7,Despina Papamichail,R,178,GRE,29.8,7-5 2-6 6-3,3,150,3,5,100,62,39,14,15,6,12,0,2,96,63,37,16,14,7,13,72,158
United Cup,Hard,Maria Sakkari,R,172,GRE,27.4,Viktoriya Tomova,R,170,BUL,27.8,6-3 6-2,3,87,3,5,55,32,27,10,9,1,2,1,3,56,33,20,6,8,4,8,6,90
United Cup,Hard,Despina Papamichail,R,178,GRE,29.8,Isabella Shinikova,R,184,BUL,31.1,3-6 6-4 6-1,3,139,2,3,91,61,38,14,13,1,6,1,4,89,50,28,15,13,5,12,158,379
United Cup,Hard,Elise Mertens,R,179,BEL,27.1,Gergana Topalova,R,NA,BUL,22.8,6-4 3-6 6-0,3,115,2,8,74,44,32,12,12,7,11,2,1,73,48,28,9,13,5,12,29,324
United Cup,Hard,Alison Van Uytvanck,R,173,BEL,28.7,Isabella Shinikova,R,184,BUL,31.1,6-1 3-6 6-3,3,103,3,0,75,47,33,17,13,4,6,3,8,82,49,30,15,12,3,7,72,379
United Cup,Hard,Iga Swiatek,R,176,POL,21.5,Belinda Bencic,R,175,SUI,25.8,6-3 7-6(3),3,121,2,0,65,44,31,13,11,1,3,3,2,77,50,29,14,10,4,7,1,12
United Cup,Hard,Magda Linette,R,171,POL,30.8,Jil Teichmann,L,170,SUI,25.4,5-7 6-4 6-1,3,162,5,4,108,78,54,13,15,7,10,1,4,96,63,42,15,14,8,13,48,35
United Cup,Hard,Iga Swiatek,R,176,POL,21.5,Yulia Putintseva,R,163,KAZ,27.9,6-1 6-3,3,64,1,0,42,30,22,11,8,1,1,0,3,49,33,19,6,8,1,5,1,51
United Cup,Hard,Magda Linette,R,171,POL,30.8,Zhibek Kulambayeva,R,172,KAZ,22.7,6-2 6-1,3,67,1,0,48,26,21,12,8,3,4,0,2,42,31,10,6,7,4,9,48,464
United Cup,Hard,Belinda Bencic,R,175,SUI,25.8,Yulia Putintseva,R,163,KAZ,27.9,7-6(0) 6-3,3,114,2,3,76,47,33,15,11,3,5,1,4,65,40,25,10,10,4,7,12,51
United Cup,Hard,Jil Teichmann,L,170,SUI,25.4,Zhibek Kulambayeva,R,172,KAZ,22.7,6-3 6-2,3,82,4,6,52,21,18,16,9,0,2,0,4,50,36,18,5,8,5,10,35,464
United Cup,Hard,Jessica Pegula,R,170,USA,28.8,Laura Siegemund,R,168,GER,34.8,6-3 6-2,3,80,0,2,43,24,18,15,8,0,0,0,2,61,45,22,9,9,3,7,3,176
United Cup,Hard,Madison Keys,R,178,USA,27.8,Jule Niemeier,R,178,GER,23.3,6-2 6-3,3,70,2,1,44,33,27,7,9,0,1,4,7,63,34,21,10,8,4,8,11,65
United Cup,Hard,Petra Kvitova,L,183,CZE,32.8,Jessica Pegula,R,170,USA,28.8,7-6(6) 6-4,3,119,2,5,74,44,29,18,11,4,6,2,3,91,52,34,19,11,8,11,16,3
United Cup,Hard,Madison Keys,R,178,USA,27.8,Marie Bouzkova,R,180,CZE,24.4,6-4 6-3,3,80,1,3,48,31,23,11,10,0,2,1,1,57,40,23,7,9,3,7,11,24
United Cup,Hard,Petra Kvitova,L,183,CZE,32.8,Laura Siegemund,R,168,GER,34.8,6-4 6-2,3,109,3,10,74,46,31,12,9,9,11,0,2,61,43,20,9,9,4,9,16,176
United Cup,Hard,Marie Bouzkova,R,180,CZE,24.4,Jule Niemeier,R,178,GER,23.3,6-2 7-5,3,109,4,2,65,49,33,9,10,0,1,3,7,66,34,22,13,10,5,9,24,65
United Cup,Hard,Jessica Bouzas Maneiro,R,NA,ESP,20.2,Olivia Gadecki,R,NA,AUS,20.6,6-2 6-2,3,80,0,2,57,44,31,4,8,2,3,1,5,49,27,16,8,8,3,8,193,202
United Cup,Hard,Nuria Parrizas Diaz,R,167,ESP,31.4,Maddison Inglis,R,171,AUS,24.9,6-1 6-3,3,85,2,2,60,40,29,11,8,5,5,1,3,52,36,22,3,8,6,10,70,179
United Cup,Hard,Paula Badosa,R,180,ESP,25.1,Harriet Dart,R,175,GBR,26.4,6-7(6) 7-6(5) 6-1,3,184,3,12,119,70,48,21,16,7,12,1,5,110,66,38,16,15,4,11,13,98
United Cup,Hard,Katie Swan,R,170,GBR,23.7,Nuria Parrizas Diaz,R,167,ESP,31.4,3-6 6-1 6-2,3,125,6,1,67,50,35,8,12,1,4,0,4,84,60,31,11,12,12,18,145,70
United Cup,Hard,Harriet Dart,R,175,GBR,26.4,Maddison Inglis,R,171,AUS,24.9,6-4 6-4,3,92,5,0,54,36,30,10,10,2,3,1,4,61,44,26,9,10,0,3,98,179
United Cup,Hard,Katie Swan,R,170,GBR,23.7,Zoe Hives,R,NA,AUS,26.1,6-4 6-3,3,86,3,4,49,34,23,6,9,2,5,2,8,63,39,19,8,10,2,8,145,772
United Cup,Hard,Beatriz Haddad Maia,L,185,BRA,26.5,Martina Trevisan,L,160,ITA,29.1,6-2 6-0,3,78,2,3,48,30,22,8,7,3,4,0,4,49,35,15,3,7,3,9,15,27
United Cup,Hard,Lucia Bronzetti,R,NA,ITA,24,Laura Pigossi,R,164,BRA,28.4,6-0 6-2,3,77,4,2,47,29,20,10,7,1,2,0,1,44,36,12,3,7,1,7,54,118
United Cup,Hard,Martina Trevisan,L,160,ITA,29.1,Malene Helgo,U,NA,NOR,23.3,7-5 3-6 6-4,3,182,5,7,105,73,45,13,15,11,16,0,9,122,71,43,23,16,12,18,27,321
United Cup,Hard,Lucia Bronzetti,R,NA,ITA,24,Ulrikke Eikeri,R,NA,NOR,30,6-2 7-5,3,108,4,4,75,35,26,19,10,8,11,1,5,71,40,23,10,10,4,10,54,388
United Cup,Hard,Beatriz Haddad Maia,L,185,BRA,26.5,Malene Helgo,U,NA,NOR,23.3,6-4 6-2,3,91,5,1,48,32,24,12,9,0,0,5,4,69,41,26,12,9,8,11,15,321
United Cup,Hard,Laura Pigossi,R,164,BRA,28.4,Ulrikke Eikeri,R,NA,NOR,30,6-3 6-4,3,110,1,5,71,42,27,13,9,3,6,3,7,70,39,24,10,10,7,13,118,388
United Cup,Hard,Caroline Garcia,R,177,FRA,29.2,Petra Martic,R,181,CRO,31.9,7-6(9) 6-4,3,113,7,1,78,46,37,18,11,4,4,4,2,67,36,27,19,11,0,1,4,38
United Cup,Hard,Donna Vekic,R,179,CRO,26.5,Alize Cornet,R,173,FRA,32.9,6-4 6-3,3,114,4,2,71,46,30,13,9,3,4,1,2,80,53,30,12,10,8,12,67,36
United Cup,Hard,Caroline Garcia,R,177,FRA,29.2,Nadia Podoroska,R,170,ARG,25.8,6-2 6-0,3,64,3,1,37,20,18,10,7,0,0,1,3,54,36,17,6,7,6,11,4,196
United Cup,Hard,Alize Cornet,R,173,FRA,32.9,Maria Lourdes Carle,R,NA,ARG,22.8,6-2 6-1,3,75,0,2,53,28,17,18,8,0,1,0,6,42,26,11,4,7,3,8,36,147
United Cup,Hard,Petra Martic,R,181,CRO,31.9,Nadia Podoroska,R,170,ARG,25.8,6-2 4-6 6-1,3,113,3,5,70,41,32,14,13,2,5,0,3,74,46,26,11,12,3,9,38,196
United Cup,Hard,Donna Vekic,R,179,CRO,26.5,Maria Lourdes Carle,R,NA,ARG,22.8,6-0 6-4,3,70,0,2,43,27,20,10,8,0,1,0,3,45,26,16,4,8,0,5,67,147
Adelaide 1,Hard,Aryna Sabalenka,R,182,BLR,24.6,Linda Noskova,R,NA,CZE,18.1,6-3 7-6(4),3,103,12,7,73,31,29,23,11,3,3,6,8,87,50,37,15,10,5,6,5,102
Adelaide 1,Hard,Linda Noskova,R,NA,CZE,18.1,Ons Jabeur,R,167,TUN,28.3,6-3 1-6 6-3,3,110,8,2,97,59,39,21,13,10,12,4,4,76,38,29,20,12,4,6,102,2
Adelaide 1,Hard,Aryna Sabalenka,R,182,BLR,24.6,Irina Camelia Begu,R,181,ROU,32.3,6-3 6-2,3,78,6,5,55,31,25,13,9,3,3,1,2,48,27,17,9,8,4,7,5,34
Adelaide 1,Hard,Ons Jabeur,R,167,TUN,28.3,Marta Kostyuk,R,175,UKR,20.5,7-6(5) 7-5,3,113,2,3,79,47,33,14,12,3,7,2,1,89,53,34,16,12,3,8,2,69
Adelaide 1,Hard,Linda Noskova,R,NA,CZE,18.1,Victoria Azarenka,R,180,BLR,33.4,6-4 6-7(3) 7-6(6),3,178,7,5,117,76,52,19,17,7,11,15,6,127,90,59,18,17,11,16,102,26
Adelaide 1,Hard,Irina Camelia Begu,R,181,ROU,32.3,Veronika Kudermetova,R,175,RUS,25.6,7-5 6-4,3,130,2,2,76,51,30,12,11,6,10,1,2,77,45,21,17,11,5,11,34,9
Adelaide 1,Hard,Aryna Sabalenka,R,182,BLR,24.6,Marketa Vondrousova,L,173,CZE,23.5,6-3 7-5,3,93,6,4,73,44,32,14,11,6,8,5,2,73,51,32,7,10,8,12,5,92
Adelaide 1,Hard,Ons Jabeur,R,167,TUN,28.3,Sorana Cirstea,R,176,ROU,32.7,7-6(3) 6-1,3,77,2,3,62,35,31,11,10,0,2,0,1,52,35,21,7,9,2,6,2,45
Adelaide 1,Hard,Marta Kostyuk,R,175,UKR,20.5,Elena Rybakina,R,184,KAZ,23.5,6-7(5) 6-2 6-3,3,141,5,3,110,75,56,17,15,9,10,7,3,102,52,40,24,14,5,9,69,21
Adelaide 1,Hard,Linda Noskova,R,NA,CZE,18.1,Claire Liu,R,170,USA,22.6,6-2 6-2,3,74,3,2,56,36,25,12,8,2,2,3,3,52,30,14,11,8,1,5,102,59
Adelaide 1,Hard,Victoria Azarenka,R,180,BLR,33.4,Qinwen Zheng,R,NA,CHN,20.2,6-2 7-5,3,99,1,0,54,37,29,9,10,1,2,10,2,74,40,28,13,10,7,11,26,28
Adelaide 1,Hard,Irina Camelia Begu,R,181,ROU,32.3,Jelena Ostapenko,R,177,LAT,25.5,6-3 6-0,3,73,4,1,33,22,17,9,7,1,2,1,4,72,44,25,5,8,8,14,34,18
Adelaide 1,Hard,Veronika Kudermetova,R,175,RUS,25.6,Bianca Andreescu,R,170,CAN,22.5,6-4 6-0,3,79,2,0,45,28,19,9,8,1,3,0,2,53,34,12,10,8,9,15,9,46
Adelaide 1,Hard,Marketa Vondrousova,L,173,CZE,23.5,Kaia Kanepi,R,181,EST,37.5,6-0 6-4,3,67,2,4,47,30,25,8,8,1,1,0,1,52,28,16,9,8,4,8,92,32
Adelaide 1,Hard,Aryna Sabalenka,R,182,BLR,24.6,Liudmila Samsonova,R,180,RUS,24.1,7-6(8) 7-6(3),3,135,11,6,96,68,42,17,12,7,10,8,4,86,51,36,16,12,4,7,5,20
Adelaide 1,Hard,Sorana Cirstea,R,176,ROU,32.7,Viktorija Golubic,R,169,SUI,30.2,6-0 7-6(1),3,104,2,0,81,45,33,17,9,6,7,0,4,57,41,25,3,9,3,7,45,76
Adelaide 1,Hard,Marta Kostyuk,R,175,UKR,20.5,Jaimee Fourlis,R,168,AUS,23.2,6-1 3-6 6-4,3,125,3,8,68,38,25,15,13,0,4,1,4,94,58,35,14,13,5,11,69,162
Adelaide 1,Hard,Elena Rybakina,R,184,KAZ,23.5,Danielle Collins,R,178,USA,29,5-7 6-2 6-3,3,141,14,6,86,49,42,18,15,2,4,5,10,106,60,39,22,14,13,17,21,14
Adelaide 1,Hard,Linda Noskova,R,NA,CZE,18.1,Daria Kasatkina,R,170,RUS,25.6,6-3 6-7(2) 6-3,3,153,3,4,117,79,48,17,16,8,14,3,0,102,72,38,12,14,7,15,102,8
Adelaide 1,Hard,Claire Liu,R,170,USA,22.6,Priscilla Hon,R,171,AUS,24.6,4-6 6-3 6-3,3,130,5,1,82,53,39,16,14,3,5,1,5,96,59,40,16,14,4,8,59,154
Adelaide 1,Hard,Victoria Azarenka,R,180,BLR,33.4,Anhelina Kalinina,R,179,UKR,25.9,7-6(9) 7-6(5),3,158,1,5,90,60,35,16,12,4,8,1,3,99,64,42,13,12,3,7,26,39
Adelaide 1,Hard,Qinwen Zheng,R,NA,CHN,20.2,Anett Kontaveit,R,174,EST,27,6-1 4-6 7-6(7),3,147,6,1,106,64,49,21,15,6,8,3,2,91,54,39,18,14,3,6,28,17
Adelaide 1,Hard,Jelena Ostapenko,R,177,LAT,25.5,Karolina Pliskova,R,184,CZE,30.7,6-1 6-3,3,66,1,2,52,31,23,11,8,1,2,3,3,47,33,18,4,8,3,8,18,31
Adelaide 1,Hard,Irina Camelia Begu,R,181,ROU,32.3,Shelby Rogers,R,175,USA,30.2,3-6 7-6(5) 6-1,3,157,3,7,88,51,33,17,13,6,11,1,5,95,56,36,13,15,3,10,34,47
Adelaide 1,Hard,Bianca Andreescu,R,170,CAN,22.5,Garbine Muguruza,R,182,ESP,29.2,0-6 7-6(3) 6-1,3,133,3,4,85,57,38,10,13,6,11,2,0,85,54,34,14,12,3,7,46,55
Adelaide 1,Hard,Veronika Kudermetova,R,175,RUS,25.6,Amanda Anisimova,R,180,USA,21.3,6-3 6-0,3,75,7,1,46,31,21,9,7,3,4,0,1,59,39,15,9,8,3,9,9,23
Adelaide 1,Hard,Marketa Vondrousova,L,173,CZE,23.5,Ekaterina Alexandrova,R,175,RUS,28.1,4-6 6-3 6-2,3,136,6,5,114,89,56,13,14,13,16,5,17,102,54,36,19,13,10,15,92,19
Adelaide 1,Hard,Kaia Kanepi,R,181,EST,37.5,Aliaksandra Sasnovich,R,174,BLR,28.7,4-6 6-1 6-4,3,123,6,0,77,46,37,15,14,3,5,3,1,85,49,31,18,13,1,5,32,30
Adelaide 1,Hard,Liudmila Samsonova,R,180,RUS,24.1,Shuai Zhang,R,177,CHN,33.9,5-7 6-3 6-0,3,119,17,3,96,55,36,24,14,4,7,2,3,79,49,27,15,13,7,13,20,25
Auckland,Hard,Coco Gauff,R,175,USA,18.8,Rebeka Masarova,R,186,ESP,23.4,6-1 6-1,3,75,5,3,66,44,31,10,7,10,10,3,2,49,34,19,2,7,5,10,7,130
Auckland,Hard,Coco Gauff,R,175,USA,18.8,Danka Kovinic,R,169,MNE,28.1,6-0 6-2,3,73,2,3,45,33,23,5,7,3,4,3,4,62,31,14,12,7,9,15,7,60
Auckland,Hard,Rebeka Masarova,R,186,ESP,23.4,Ysaline Bonaventure,L,178,BEL,28.3,6-3 6-3,3,67,9,1,51,38,29,6,9,2,3,0,3,53,27,16,12,9,2,6,130,95
Auckland,Hard,Coco Gauff,R,175,USA,18.8,Lin Zhu,R,173,CHN,28.9,6-3 6-2,3,76,8,2,47,28,25,11,9,0,0,1,1,62,44,25,9,8,10,13,7,84
Auckland,Hard,Danka Kovinic,R,169,MNE,28.1,Viktoria Hruncakova,R,NA,SVK,24.6,6-3 6-2,3,70,8,1,49,37,27,11,9,0,0,2,6,56,29,22,9,8,6,9,60,134
Auckland,Hard,Ysaline Bonaventure,L,178,BEL,28.3,Leylah Fernandez,L,168,CAN,20.3,6-4 6-2,3,69,1,4,56,32,23,14,9,5,6,3,4,58,40,24,7,9,4,8,95,40
Auckland,Hard,Rebeka Masarova,R,186,ESP,23.4,Karolina Muchova,R,178,CZE,26.3,7-6(4) 7-6(2),3,124,3,4,88,59,45,15,12,3,4,1,0,77,55,40,11,12,1,2,130,151
Auckland,Hard,Coco Gauff,R,175,USA,18.8,Sofia Kenin,R,170,USA,24.1,6-4 6-4,3,83,9,2,62,43,33,9,10,6,7,1,0,72,43,30,12,10,4,7,7,227
Auckland,Hard,Lin Zhu,R,173,CHN,28.9,Venus Williams,R,185,USA,42.5,3-6 6-2 7-5,3,143,3,2,93,60,36,14,14,8,14,3,4,89,56,30,14,15,6,14,84,1003
Auckland,Hard,Viktoria Hruncakova,R,NA,SVK,24.6,Emma Raducanu,R,175,GBR,20.1,0-6 7-5 RET,3,94,3,3,63,37,19,13,9,7,11,4,1,51,35,25,7,10,3,5,134,78
Auckland,Hard,Danka Kovinic,R,169,MNE,28.1,Lauren Davis,R,157,USA,29.2,4-6 6-3 6-2,3,136,3,2,100,60,41,23,14,8,10,2,4,68,42,27,14,13,0,4,60,87
Auckland,Hard,Ysaline Bonaventure,L,178,BEL,28.3,Rebecca Marino,R,183,CAN,32,3-6 6-3 6-3,3,87,4,3,69,43,32,17,13,3,5,16,3,86,61,41,9,14,5,9,95,63
Auckland,Hard,Leylah Fernandez,L,168,CAN,20.3,Julia Grabher,R,170,AUT,26.5,6-0 6-1,3,45,2,1,34,20,17,11,7,0,0,1,1,38,25,9,5,6,5,10,40,82
Auckland,Hard,Karolina Muchova,R,178,CZE,26.3,Elena Gabriela Ruse,U,NA,ROU,25.1,6-4 6-1,3,82,2,0,47,31,23,11,8,0,0,2,7,62,34,20,13,9,5,9,151,116
Auckland,Hard,Rebeka Masarova,R,186,ESP,23.4,Anna Blinkova,R,179,RUS,24.3,6-1 6-4,3,69,10,1,47,33,26,9,9,2,3,2,6,56,35,19,10,8,5,9,130,73
Auckland,Hard,Coco Gauff,R,175,USA,18.8,Tatjana Maria,R,172,GER,35.4,6-4 6-1,3,82,1,2,53,30,21,14,9,4,6,1,3,72,46,24,10,8,8,13,7,68
Auckland,Hard,Sofia Kenin,R,170,USA,24.1,Xin Yu Wang,R,182,CHN,21.2,7-6(6) 6-3,3,96,2,2,77,59,43,7,11,6,8,2,2,65,29,21,16,10,4,7,227,86
Auckland,Hard,Venus Williams,R,185,USA,42.5,Katie Volynets,R,NA,USA,21,7-6(4) 6-2,3,104,2,4,60,40,32,7,10,0,2,1,2,73,49,32,7,10,7,11,1003,113
Auckland,Hard,Lin Zhu,R,173,CHN,28.9,Madison Brengle,R,168,USA,32.7,4-6 7-6(6) 6-4,3,168,0,1,122,74,39,26,16,12,19,0,1,100,77,43,9,16,3,10,84,57
Auckland,Hard,Viktoria Hruncakova,R,NA,SVK,24.6,Bernarda Pera,L,175,USA,28,6-4 6-4,3,96,9,2,65,42,32,11,10,6,7,4,9,79,49,33,11,10,7,10,134,44
Auckland,Hard,Emma Raducanu,R,175,GBR,20.1,Linda Fruhvirtova,R,NA,CZE,17.6,4-6 6-4 6-2,3,148,2,2,87,57,37,14,14,4,7,5,2,108,73,49,12,14,8,13,78,79
Auckland,Hard,Lauren Davis,R,157,USA,29.2,Tamara Zidansek,R,168,SLO,25,6-2 6-1,3,74,2,1,53,32,22,13,8,3,4,1,4,48,27,14,7,7,3,8,87,85
Auckland,Hard,Danka Kovinic,R,169,MNE,28.1,Nao Hibino,R,163,JPN,28,6-1 6-4,3,74,4,2,55,33,28,11,9,3,4,1,6,47,29,17,6,8,2,6,60,138
Auckland,Hard,Rebecca Marino,R,183,CAN,32,Dalma Galfi,U,NA,HUN,24.3,6-3 7-6(3),3,86,4,1,69,52,38,9,11,5,7,6,0,72,54,33,10,10,7,10,63,83
Auckland,Hard,Julia Grabher,R,170,AUT,26.5,Tereza Martincova,R,178,CZE,28.1,5-7 6-1 6-2,3,117,4,10,89,51,32,16,13,3,8,0,3,91,71,33,10,14,8,17,82,71
Auckland,Hard,Leylah Fernandez,L,168,CAN,20.3,Brenda Fruhvirtova,R,NA,CZE,15.7,6-1 6-1,3,61,3,2,39,23,18,12,7,4,4,1,3,50,34,16,5,7,5,10,40,132
Auckland,Hard,Karolina Muchova,R,178,CZE,26.3,Xiyu Wang,L,NA,CHN,21.7,5-3 RET,3,38,1,0,22,16,14,2,4,0,0,0,1,31,22,16,4,5,2,3,151,50
Auckland,Hard,Elena Gabriela Ruse,U,NA,ROU,25.1,Erin Routliffe,R,188,CAN,27.7,6-2 4-6 6-4,3,144,9,7,86,40,31,23,14,6,10,3,2,102,64,37,16,14,6,12,116,855
Auckland,Hard,Anna Blinkova,R,179,RUS,24.3,Elisabetta Cocciaretto,R,NA,ITA,21.9,6-4 4-6 7-5,3,149,9,6,98,60,42,19,16,4,7,6,1,98,60,36,23,16,6,10,73,64
Auckland,Hard,Rebeka Masarova,R,186,ESP,23.4,Sloane Stephens,R,170,USA,29.7,6-3 7-6(5),3,111,4,4,71,50,35,8,11,5,8,1,5,90,63,36,10,10,10,14,130,37
Adelaide 2,Hard,Belinda Bencic,R,175,SUI,25.8,Daria Kasatkina,R,170,RUS,25.6,6-0 6-2,3,67,3,2,41,26,23,6,7,0,0,2,1,44,33,14,3,7,2,7,13,8
Adelaide 2,Hard,Belinda Bencic,R,175,SUI,25.8,Veronika Kudermetova,R,175,RUS,25.7,W/O,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9
Adelaide 2,Hard,Daria Kasatkina,R,170,RUS,25.6,Paula Badosa,R,180,ESP,25.1,W/O,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11
Adelaide 2,Hard,Belinda Bencic,R,175,SUI,25.8,Caroline Garcia,R,177,FRA,29.2,6-2 3-6 6-4,3,113,9,3,71,45,35,15,13,0,2,11,2,78,51,39,12,14,3,7,13,4
Adelaide 2,Hard,Veronika Kudermetova,R,175,RUS,25.7,Danielle Collins,R,178,USA,29,4-6 7-6(5) 6-1,3,167,6,5,114,70,48,22,15,10,13,5,4,89,46,31,24,14,9,13,9,14
Adelaide 2,Hard,Paula Badosa,R,180,ESP,25.1,Beatriz Haddad Maia,L,185,BRA,26.6,7-6(5) 7-5,3,154,6,6,87,51,39,20,12,2,3,3,5,94,66,49,11,12,8,10,11,15
Adelaide 2,Hard,Daria Kasatkina,R,170,RUS,25.6,Petra Kvitova,L,183,CZE,32.8,6-3 7-6(3),3,92,1,2,62,44,31,7,10,5,8,2,7,66,43,24,9,11,5,10,8,16
Adelaide 2,Hard,Caroline Garcia,R,177,FRA,29.2,Katerina Siniakova,R,174,CZE,26.6,6-3 3-6 7-5,3,135,14,3,93,65,46,12,15,1,4,0,6,102,59,41,21,15,5,9,4,48
Adelaide 2,Hard,Belinda Bencic,R,175,SUI,25.8,Anna Kalinskaya,R,175,RUS,24.1,6-3 6-3,3,91,6,3,57,31,24,10,9,5,7,2,2,63,42,25,6,9,5,10,13,64
Adelaide 2,Hard,Danielle Collins,R,178,USA,29,Jil Teichmann,L,170,SUI,25.4,6-3 7-6(2),3,102,1,6,63,31,23,18,10,3,5,2,4,75,51,30,12,11,7,11,14,33
Adelaide 2,Hard,Veronika Kudermetova,R,175,RUS,25.7,Ekaterina Alexandrova,R,175,RUS,28.1,W/O,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20
Adelaide 2,Hard,Beatriz Haddad Maia,L,185,BRA,26.6,Amanda Anisimova,R,180,USA,21.3,6-4 7-5,3,118,4,3,74,53,38,9,11,5,6,3,6,80,59,36,8,11,10,13,15,29
Adelaide 2,Hard,Paula Badosa,R,180,ESP,25.1,Kaia Kanepi,R,181,EST,37.5,6-1 7-5,3,83,10,3,58,27,21,17,10,5,7,1,1,66,47,24,9,9,4,9,11,32
Adelaide 2,Hard,Petra Kvitova,L,183,CZE,32.8,Qinwen Zheng,R,NA,CHN,20.2,7-6(6) RET,3,71,2,3,51,36,22,6,6,4,6,5,2,40,17,14,7,6,1,3,16,30
Adelaide 2,Hard,Daria Kasatkina,R,170,RUS,25.6,Barbora Krejcikova,R,178,CZE,27,6-2 7-5,3,90,6,0,56,38,28,12,10,2,3,3,3,64,41,28,6,10,3,7,8,21
Adelaide 2,Hard,Katerina Siniakova,R,174,CZE,26.6,Anastasia Potapova,R,175,RUS,21.7,6-1 1-0 RET,3,43,0,3,32,21,15,5,4,6,6,0,3,27,13,6,4,4,2,5,48,45
Adelaide 2,Hard,Anna Kalinskaya,R,175,RUS,24.1,Jelena Ostapenko,R,177,LAT,25.5,6-3 6-4,3,79,1,1,59,40,25,8,9,7,10,1,4,60,36,15,10,10,2,8,64,18
Adelaide 2,Hard,Belinda Bencic,R,175,SUI,25.8,Garbine Muguruza,R,182,ESP,29.2,6-3 6-4,3,79,10,2,48,35,31,10,10,0,0,8,2,52,29,20,12,9,0,2,13,58
Adelaide 2,Hard,Danielle Collins,R,178,USA,29,Karolina Pliskova,R,184,CZE,30.8,6-2 6-4,3,76,7,3,56,34,24,11,9,2,4,6,2,63,42,26,4,9,3,8,14,31
Adelaide 2,Hard,Jil Teichmann,L,170,SUI,25.4,Anastasia Pavlyuchenkova,R,177,RUS,31.5,7-5 6-4,3,99,5,2,61,37,27,18,11,2,2,1,4,65,37,29,14,11,2,4,33,365
Adelaide 2,Hard,Ekaterina Alexandrova,R,175,RUS,28.1,Jaimee Fourlis,R,168,AUS,23.3,7-5 6-3,3,93,6,7,62,36,31,10,10,3,4,0,2,72,48,27,12,11,4,8,20,160
