tourney_name,surface,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,loser_rank
Hong Kong,Hard,Leylah Fernandez,L,168,CAN,21,Anna Blinkova,R,179,RUS,25,6-2 7-5,3,78,8,1,56,42,29,10,10,0,1,4,4,56,39,27,2,10,5,9,60,37
Hong Kong,Hard,Katerina Siniakova,R,174,CZE,27.4,Martina Trevisan,L,160,ITA,29.9,6-4 6-2,3,93,4,1,46,31,20,7,9,1,4,0,3,69,50,27,6,9,12,18,85,42
Hong Kong,Hard,Leylah Fernandez,L,168,CAN,21,Linda Fruhvirtova,R,NA,CZE,18.4,7-6(2) 6-2,3,102,5,1,64,49,37,9,10,4,5,3,1,70,41,25,15,10,4,7,60,88
Hong Kong,Hard,Anna Blinkova,R,179,RUS,25,Sara Sorribes Tormo,R,176,ESP,27,7-6(3) 6-3,3,111,0,2,69,46,30,14,11,1,4,3,5,77,55,29,10,10,9,13,37,57
Hong Kong,Hard,Martina Trevisan,L,160,ITA,29.9,Elise Mertens,R,179,BEL,27.8,6-4 6-3,3,88,3,2,65,44,28,11,9,5,8,3,4,50,28,18,5,10,0,6,42,41
Hong Kong,Hard,Katerina Siniakova,R,174,CZE,27.4,Anastasia Pavlyuchenkova,R,177,RUS,32.2,7-6(1) 6-4,3,112,2,3,71,44,26,19,11,1,4,5,5,79,61,31,12,11,9,13,85,61
Hong Kong,Hard,Leylah Fernandez,L,168,CAN,21,Mirra Andreeva,U,NA,RUS,16.4,3-6 6-1 6-3,3,113,4,3,81,52,34,14,13,4,8,4,0,86,63,34,10,12,5,11,60,50
Hong Kong,Hard,Linda Fruhvirtova,R,NA,CZE,18.4,Alina Korneeva,U,NA,RUS,16.2,6-3 7-5,3,91,3,2,71,47,34,9,10,1,3,3,1,66,47,26,7,11,6,11,88,179
Hong Kong,Hard,Sara Sorribes Tormo,R,176,ESP,27,Xin Yu Wang,R,182,CHN,22,6-4 4-6 6-1,3,135,3,5,93,65,37,13,14,3,9,1,0,73,58,25,4,13,6,14,57,32
Hong Kong,Hard,Anna Blinkova,R,179,RUS,25,Priscilla Hon,R,171,AUS,25.4,6-1 6-3,3,65,2,2,50,32,23,12,8,2,2,0,0,45,30,14,7,8,1,5,37,183
Hong Kong,Hard,Martina Trevisan,L,160,ITA,29.9,Magdalena Frech,R,171,POL,25.8,6-3 6-7(4) 6-3,3,166,3,4,119,82,53,16,16,8,11,4,2,83,51,29,20,14,4,9,42,70
Hong Kong,Hard,Elise Mertens,R,179,BEL,27.8,Sofya Lansere,U,NA,RUS,23,6-3 7-6(5),3,123,1,2,67,37,27,18,10,4,6,1,4,90,57,32,18,11,6,10,41,271
Hong Kong,Hard,Katerina Siniakova,R,174,CZE,27.4,Kamilla Rakhimova,R,NA,RUS,22.1,6-7(3) 6-3 6-1,3,137,4,7,81,53,35,14,14,0,3,1,3,96,62,40,10,14,7,14,85,81
Hong Kong,Hard,Anastasia Pavlyuchenkova,R,177,RUS,32.2,Beatriz Haddad Maia,L,185,BRA,27.3,7-5 1-6 6-1,3,155,5,4,93,60,41,16,13,8,11,4,2,78,54,32,12,13,1,5,61,20
Hong Kong,Hard,Leylah Fernandez,L,168,CAN,21,Victoria Azarenka,R,180,BLR,34.1,2-6 6-3,3,86,3,6,63,46,28,6,9,4,8,4,5,44,26,19,7,8,0,3,60,19
Hong Kong,Hard,Mirra Andreeva,U,NA,RUS,16.4,Dayana Yastremska,R,175,UKR,23.4,6-4 6-3,3,82,0,1,53,42,30,7,9,0,1,3,4,62,30,21,12,10,4,8,50,97
Hong Kong,Hard,Alina Korneeva,U,NA,RUS,16.2,Valeria Savinykh,R,167,RUS,32.6,6-4 2-6 6-3,3,121,6,3,81,46,30,20,14,5,9,2,4,87,60,39,11,13,3,7,179,143
Hong Kong,Hard,Linda Fruhvirtova,R,NA,CZE,18.4,Peyton Stearns,R,NA,USA,22,3-6 6-4 6-4,3,144,8,5,85,55,38,11,14,7,11,5,3,97,66,37,18,15,7,12,88,48
Hong Kong,Hard,Xin Yu Wang,R,182,CHN,22,Elina Avanesyan,R,NA,RUS,21,6-2 4-1 RET,3,72,1,3,57,36,21,11,6,7,9,1,5,43,28,12,3,7,5,11,32,67
Hong Kong,Hard,Sara Sorribes Tormo,R,176,ESP,27,Ho Ching Wu,R,NA,HKG,32.1,6-1 6-0,3,66,2,3,41,30,23,5,6,2,2,0,2,37,24,6,5,7,2,8,57,669
Hong Kong,Hard,Priscilla Hon,R,171,AUS,25.4,Eudice Wong Chong,U,NA,HKG,27.4,7-5 7-5,3,130,7,3,77,43,28,17,12,5,9,0,1,82,61,32,9,12,4,10,183,242
Hong Kong,Hard,Anna Blinkova,R,179,RUS,25,Yulia Putintseva,R,163,KAZ,28.7,6-4 2-6 5-1 RET,3,112,3,3,75,45,31,13,12,5,9,1,2,71,56,34,5,12,1,6,37,68
Hong Kong,Hard,Martina Trevisan,L,160,ITA,29.9,Cristina Bucsa,U,NA,ESP,25.7,7-5 6-2,3,94,1,2,56,36,26,12,10,2,4,0,3,71,43,23,11,10,5,10,42,78
Hong Kong,Hard,Magdalena Frech,R,171,POL,25.8,Anna Danilina,R,NA,KAZ,28.1,6-2 6-2,3,73,3,1,45,31,25,8,8,1,1,3,2,60,44,25,5,8,3,7,70,1016
Hong Kong,Hard,Sofya Lansere,U,NA,RUS,23,Hong Yi Cody Wong,U,NA,HKG,21.5,6-4 6-0,3,81,4,4,43,24,15,13,8,1,3,0,1,55,38,15,7,8,3,9,271,342
Hong Kong,Hard,Elise Mertens,R,179,BEL,27.8,Daria Saville,R,166,AUS,29.5,6-1 6-4,3,82,3,0,46,26,23,12,9,1,2,0,0,46,28,14,9,8,0,4,41,211
Hong Kong,Hard,Kamilla Rakhimova,R,NA,RUS,22.1,Varvara Gracheva,R,NA,FRA,23.1,6-3 6-2,3,83,2,1,60,40,31,8,9,2,3,4,5,61,34,20,10,8,4,8,81,46
Hong Kong,Hard,Katerina Siniakova,R,174,CZE,27.4,Xiyu Wang,L,NA,CHN,22.5,6-4 7-6(7),3,132,4,8,70,43,30,12,11,3,6,6,7,87,50,34,14,11,9,13,85,58
Hong Kong,Hard,Anastasia Pavlyuchenkova,R,177,RUS,32.2,Jana Fett,R,168,CRO,26.9,6-0 6-0,3,49,7,0,38,29,20,7,6,2,2,0,5,32,20,8,0,6,2,8,61,196
Hong Kong,Hard,Beatriz Haddad Maia,L,185,BRA,27.3,Aliaksandra Sasnovich,R,174,BLR,29.5,7-6(3) 3-6 7-6(3),3,210,4,3,113,80,48,16,16,6,12,8,6,144,104,65,14,17,12,17,20,89
Seoul,Hard,Jessica Pegula,R,170,USA,29.6,Yue Yuan,R,184,CHN,25,6-2 6-3,3,83,1,2,53,25,17,15,8,3,5,2,2,61,31,17,10,9,4,10,4,128
Seoul,Hard,Jessica Pegula,R,170,USA,29.6,Yanina Wickmayer,R,182,BEL,33.9,6-4 6-3,3,80,0,2,54,35,25,11,9,2,3,2,5,65,46,28,7,10,10,14,4,83
Seoul,Hard,Yue Yuan,R,184,CHN,25,Emina Bektas,R,NA,USA,30.5,6-7(3) 6-4 6-2,3,147,8,1,82,50,37,23,15,1,2,6,2,109,70,45,21,15,4,8,128,116
Seoul,Hard,Jessica Pegula,R,170,USA,29.6,Claire Liu,R,170,USA,23.3,4-6 6-3 6-0,3,147,2,5,100,60,42,16,12,9,12,1,5,98,56,31,17,13,9,16,4,98
Seoul,Hard,Yanina Wickmayer,R,182,BEL,33.9,Polina Kudermetova,R,NA,RUS,20.3,6-3 6-1,3,64,0,4,51,26,21,13,8,3,4,1,3,51,34,18,5,8,5,10,83,170
Seoul,Hard,Yue Yuan,R,184,CHN,25,Marie Bouzkova,R,180,CZE,25.2,7-5 7-6(7),3,169,2,1,90,46,31,22,12,3,7,3,0,107,77,41,17,12,11,16,128,29
Seoul,Hard,Emina Bektas,R,NA,USA,30.5,Kimberly Birrell,R,170,AUS,25.4,4-6 6-3 6-2,3,129,8,7,87,51,41,17,14,6,8,3,5,74,47,34,11,13,4,8,116,102
Seoul,Hard,Jessica Pegula,R,170,USA,29.6,Ashlyn Krueger,R,185,USA,19.4,6-3 6-1,3,62,0,3,49,28,22,11,8,4,5,1,4,55,32,16,8,8,5,10,4,80
Seoul,Hard,Claire Liu,R,170,USA,23.3,Arantxa Rus,L,180,NED,32.8,1-6 6-3 3-0 RET,3,121,0,2,60,38,21,11,9,3,7,2,6,72,44,22,15,10,5,10,98,51
Seoul,Hard,Yanina Wickmayer,R,182,BEL,33.9,Ekaterina Alexandrova,R,175,RUS,28.8,6-3 7-6(6),3,117,5,3,89,59,36,17,11,4,6,5,4,77,39,28,14,10,6,9,83,22
Seoul,Hard,Polina Kudermetova,R,NA,RUS,20.3,Kathinka Von Deichmann,R,176,LIE,29.3,6-3 6-1,3,61,1,1,42,24,14,9,8,4,8,0,9,52,28,10,7,8,7,15,170,343
Seoul,Hard,Yue Yuan,R,184,CHN,25,Kaja Juvan,R,170,SLO,22.8,6-4 4-1 RET,3,73,1,3,38,24,21,8,7,0,0,1,2,59,39,21,11,8,5,8,128,99
Seoul,Hard,Marie Bouzkova,R,180,CZE,25.2,Eva Lys,R,165,GER,21.7,6-1 RET,3,44,1,3,24,15,11,2,3,2,3,0,2,29,22,9,1,4,3,7,29,119
Seoul,Hard,Emina Bektas,R,NA,USA,30.5,Su Jeong Jang,R,NA,KOR,28.5,6-3 6-4,3,97,3,0,62,37,23,18,10,4,5,3,3,54,37,27,6,9,3,6,116,162
Seoul,Hard,Kimberly Birrell,R,170,AUS,25.4,Dayeon Back,U,NA,KOR,21.7,6-0 6-1,3,68,2,3,40,22,20,8,6,1,1,2,0,47,25,10,7,7,3,9,102,569
Seoul,Hard,Jessica Pegula,R,170,USA,29.6,Viktoria Hruncakova,R,NA,SVK,25.4,6-2 6-4,3,69,4,3,51,24,21,14,9,0,2,0,6,50,22,14,10,9,3,8,4,112
Seoul,Hard,Ashlyn Krueger,R,185,USA,19.4,Nadia Podoroska,R,170,ARG,26.6,6-2 6-4,3,83,0,4,62,31,24,12,9,2,5,0,11,47,24,11,6,9,1,7,80,76
Seoul,Hard,Claire Liu,R,170,USA,23.3,Yeon Woo Ku,U,NA,KOR,20.5,6-3 6-3,3,85,6,0,53,33,26,11,9,0,0,0,5,57,39,23,10,9,6,9,98,540
Seoul,Hard,Arantxa Rus,L,180,NED,32.8,Na Lae Han,L,NA,KOR,31.2,6-1 6-3,3,75,3,1,46,32,28,6,8,1,1,0,3,50,33,17,10,8,2,6,51,236
Seoul,Hard,Ekaterina Alexandrova,R,175,RUS,28.8,Mai Hontama,R,NA,JPN,24.1,6-3 6-1,3,72,4,6,64,35,24,13,8,9,11,0,4,43,23,11,5,8,2,8,22,120
Seoul,Hard,Yanina Wickmayer,R,182,BEL,33.9,En Shuo Liang,U,NA,TPE,23,6-3 6-4,3,99,7,3,66,42,30,8,9,8,10,1,2,76,43,22,17,10,8,13,83,291
Seoul,Hard,Kathinka Von Deichmann,R,176,LIE,29.3,Irina Khromacheva,L,170,RUS,28.4,5-7 6-4 3-0 RET,3,129,4,3,82,60,35,13,12,3,7,6,11,88,45,27,18,13,4,10,343,401
Seoul,Hard,Polina Kudermetova,R,NA,RUS,20.3,Alycia Parks,R,185,USA,22.7,3-6 6-1 6-0,3,103,1,6,69,41,27,15,11,3,6,5,19,73,28,21,10,11,4,11,170,53
Seoul,Hard,Kaja Juvan,R,170,SLO,22.8,Katie Boulter,R,180,GBR,27.1,6-4 6-4,3,85,1,1,54,31,20,10,10,1,5,1,11,66,32,20,12,10,5,11,99,52
Seoul,Hard,Yue Yuan,R,184,CHN,25,Arianne Hartono,R,NA,NED,27.4,6-1 6-2,3,73,2,0,44,23,18,15,8,1,1,1,5,57,33,21,7,7,4,8,128,165
Seoul,Hard,Eva Lys,R,165,GER,21.7,Anna Karolina Schmiedlova,R,176,SVK,29,6-2 6-4,3,100,0,3,65,44,27,8,9,9,12,2,4,59,30,16,11,9,5,11,119,59
Seoul,Hard,Marie Bouzkova,R,180,CZE,25.2,Kayla Day,L,173,USA,24,6-4 6-4,3,125,2,2,55,37,30,8,10,5,6,1,3,75,40,26,16,10,2,5,29,86
Seoul,Hard,Su Jeong Jang,R,NA,KOR,28.5,Sofia Kenin,R,170,USA,24.9,6-1 6-4,3,91,1,5,59,35,25,13,9,1,2,1,3,55,31,21,7,8,1,5,162,30
Seoul,Hard,Emina Bektas,R,NA,USA,30.5,Laura Pigossi,R,164,BRA,29.1,6-7(5) 6-4 7-5,3,188,6,4,104,69,52,17,17,2,5,4,6,125,85,53,18,17,10,15,116,118
Seoul,Hard,Kimberly Birrell,R,170,AUS,25.4,Sachia Vickery,R,162,USA,28.4,6-4 6-4,3,92,1,2,60,40,20,12,10,1,6,4,4,66,38,21,7,10,8,15,102,144
Seoul,Hard,Dayeon Back,U,NA,KOR,21.7,Jelena Ostapenko,R,177,LAT,26.3,3-6 6-1 7-6(4),3,133,2,6,104,58,36,21,14,9,14,1,9,100,54,37,15,14,5,11,569,13
Zhengzhou,Hard,Qinwen Zheng,R,NA,CHN,21,Barbora Krejcikova,R,178,CZE,27.8,2-6 6-2 6-4,3,146,10,5,75,45,33,9,13,4,9,4,6,87,46,29,17,13,4,10,24,18
Zhengzhou,Hard,Barbora Krejcikova,R,178,CZE,27.8,Daria Kasatkina,R,170,RUS,26.4,6-3 6-0,3,90,0,2,46,25,21,11,8,1,2,2,6,72,60,27,5,7,11,16,18,12
Zhengzhou,Hard,Qinwen Zheng,R,NA,CHN,21,Jasmine Paolini,R,160,ITA,27.7,6-2 6-3,3,75,5,1,44,20,17,10,8,1,3,0,2,58,40,18,9,9,4,10,24,31
Zhengzhou,Hard,Barbora Krejcikova,R,178,CZE,27.8,Lesia Tsurenko,R,174,UKR,34.3,6-3 RET,3,45,2,2,25,14,10,5,4,1,2,0,2,33,22,11,6,5,3,6,18,43
Zhengzhou,Hard,Daria Kasatkina,R,170,RUS,26.4,Ons Jabeur,R,167,TUN,29.1,W/O,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7
Zhengzhou,Hard,Qinwen Zheng,R,NA,CHN,21,Anhelina Kalinina,R,179,UKR,26.6,6-3 6-2,3,86,8,4,50,30,26,9,9,3,4,1,6,70,46,27,8,8,8,12,24,28
Zhengzhou,Hard,Jasmine Paolini,R,160,ITA,27.7,Laura Siegemund,R,168,GER,35.5,6-0 7-5,3,104,2,0,56,38,28,9,9,3,4,1,5,66,48,24,8,9,10,15,31,113
Zhengzhou,Hard,Barbora Krejcikova,R,178,CZE,27.8,Petra Martic,R,181,CRO,32.7,7-5 6-1,3,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,45
Zhengzhou,Hard,Lesia Tsurenko,R,174,UKR,34.3,Donna Vekic,R,179,CRO,27.2,7-6(4) 7-6(2),3,134,1,2,85,57,43,10,12,1,4,2,5,94,54,37,16,12,8,11,43,21
Zhengzhou,Hard,Ons Jabeur,R,167,TUN,29.1,Lucia Bronzetti,R,NA,ITA,24.8,6-3 7-6(5),3,118,2,5,101,58,37,17,11,12,17,0,1,74,38,19,15,10,9,15,7,63
Zhengzhou,Hard,Daria Kasatkina,R,170,RUS,26.4,Zhuoxuan Bai,R,NA,CHN,20.8,6-2 6-4,3,92,0,3,60,48,29,5,9,6,9,0,0,65,40,16,13,9,4,10,12,117
Zhengzhou,Hard,Anhelina Kalinina,R,179,UKR,26.6,Vera Zvonareva,R,172,RUS,39,7-5 6-1,3,95,0,2,65,46,30,11,9,2,3,1,2,68,45,26,8,10,5,10,28,369
Zhengzhou,Hard,Qinwen Zheng,R,NA,CHN,21,Maria Sakkari,R,172,GRE,28.2,7-6(2) 6-3,3,109,13,5,79,50,39,14,11,5,6,1,2,63,42,29,10,10,4,6,24,6
Zhengzhou,Hard,Laura Siegemund,R,168,GER,35.5,Liudmila Samsonova,R,180,RUS,24.9,3-6 6-2 6-1,3,138,0,2,83,57,37,13,12,5,7,6,7,79,33,22,20,12,3,8,113,16
Zhengzhou,Hard,Jasmine Paolini,R,160,ITA,27.7,Caroline Garcia,R,177,FRA,29.9,3-6 6-4 7-5,3,137,2,1,92,65,44,15,16,7,10,9,5,104,58,42,22,15,9,12,31,10
Zhengzhou,Hard,Petra Martic,R,181,CRO,32.7,Magda Linette,R,171,POL,31.6,7-6(5) 6-1,3,108,7,4,66,33,27,18,10,6,7,3,2,64,50,27,9,9,5,8,45,23
Zhengzhou,Hard,Lesia Tsurenko,R,174,UKR,34.3,Diana Shnaider,L,NA,RUS,19.5,6-4 6-2,3,83,0,4,59,40,27,7,9,5,8,0,3,54,30,12,12,9,3,9,43,66
Zhengzhou,Hard,Donna Vekic,R,179,CRO,27.2,Nao Hibino,R,163,JPN,28.8,6-4 6-2,3,77,1,3,46,26,19,9,9,0,3,5,2,60,45,20,4,9,5,11,21,92
Zhengzhou,Hard,Lucia Bronzetti,R,NA,ITA,24.8,Hanyu Guo,R,NA,CHN,25.3,7-5 6-1,3,94,0,2,66,42,29,14,10,2,3,1,0,60,47,27,6,9,6,10,63,435
Zhengzhou,Hard,Zhuoxuan Bai,R,NA,CHN,20.8,Tamara Korpatsch,R,170,GER,28.4,1-6 7-6(3) 6-1,3,135,1,6,87,55,37,13,12,8,11,1,2,94,65,37,16,14,7,11,117,101
Zhengzhou,Hard,Daria Kasatkina,R,170,RUS,26.4,Timea Babos,R,179,HUN,30.4,6-1 7-6(7),3,117,0,3,59,48,30,4,9,0,4,0,8,81,50,26,10,10,9,16,12,181
Zhengzhou,Hard,Vera Zvonareva,R,172,RUS,39,Veronika Kudermetova,R,175,RUS,26.4,6-2 7-6(5),3,116,0,2,79,48,27,18,10,6,9,0,2,57,23,11,17,10,2,7,369,17
Zhengzhou,Hard,Anhelina Kalinina,R,179,UKR,26.6,Ellen Perez,L,169,AUS,27.9,6-1 6-3,3,66,3,2,50,33,21,10,8,0,2,1,1,50,29,13,7,8,3,9,28,456
Zhengzhou,Hard,Qinwen Zheng,R,NA,CHN,21,Kateryna Bondarenko,R,175,UKR,37.1,6-4 6-3,3,84,11,3,45,21,20,11,9,1,3,0,6,76,48,29,9,10,7,12,24,267
Zhengzhou,Hard,Liudmila Samsonova,R,180,RUS,24.9,Tatjana Maria,R,172,GER,36.1,6-3 6-3,3,69,6,3,50,25,20,13,9,0,2,2,6,52,34,19,4,9,3,8,16,55
Zhengzhou,Hard,Laura Siegemund,R,168,GER,35.5,Lin Zhu,R,173,CHN,29.6,6-2 6-3,3,107,0,1,71,54,33,8,9,5,7,0,2,56,34,18,8,8,6,11,113,35
Zhengzhou,Hard,Jasmine Paolini,R,160,ITA,27.7,Moyuka Uchijima,R,171,JPN,22.1,6-2 6-3,3,83,1,3,57,35,25,13,9,2,3,4,2,65,28,18,14,8,3,7,31,182
Cluj Napoca,Hard,Tamara Korpatsch,R,170,GER,28.4,Elena Gabriela Ruse,U,NA,ROU,25.9,6-3 6-4,3,112,0,4,70,33,19,18,10,4,8,1,3,56,36,18,6,9,4,10,105,188
Cluj Napoca,Hard,Tamara Korpatsch,R,170,GER,28.4,Eva Lys,R,165,GER,21.7,6-4 6-3,3,82,1,1,55,29,22,13,9,6,8,0,1,63,45,22,8,10,0,5,105,133
Cluj Napoca,Hard,Elena Gabriela Ruse,U,NA,ROU,25.9,Rebeka Masarova,R,186,ESP,24.1,6-1 6-4,3,81,1,1,48,33,18,10,8,2,5,0,6,60,35,13,10,9,4,11,188,67
Cluj Napoca,Hard,Eva Lys,R,165,GER,21.7,Ekaterina Makarova,R,NA,RUS,27.6,6-2 6-2,3,71,0,1,52,39,24,6,8,5,7,0,4,47,30,13,4,8,5,11,133,213
Cluj Napoca,Hard,Tamara Korpatsch,R,170,GER,28.4,Daria Snigur,R,NA,UKR,21.5,3-6 6-2 6-4,3,126,4,6,93,55,39,13,14,5,10,0,6,93,69,39,8,13,12,18,105,154
Cluj Napoca,Hard,Rebeka Masarova,R,186,ESP,24.1,Ana Bogdan,R,171,ROU,30.8,3-6 7-6(4) 6-3,3,158,10,6,102,69,48,13,16,3,8,1,2,102,60,38,22,14,2,6,67,73
Cluj Napoca,Hard,Elena Gabriela Ruse,U,NA,ROU,25.9,Emiliana Arango,R,NA,COL,22.8,6-1 0-6 6-1,3,105,0,1,60,37,25,9,10,4,8,0,2,72,53,26,7,10,7,13,188,118
Cluj Napoca,Hard,Eva Lys,R,165,GER,21.7,Jaqueline Cristian,R,180,ROU,25.3,2-6 7-5 6-2,3,158,0,2,103,74,42,13,14,7,12,6,4,105,70,42,15,14,6,12,133,97
Cluj Napoca,Hard,Ekaterina Makarova,R,NA,RUS,27.6,Patricia Maria Tig,R,NA,ROU,29.2,6-2 2-6 6-3,3,155,0,8,94,69,42,10,12,8,12,0,2,81,54,30,11,13,6,12,213,462
Cluj Napoca,Hard,Daria Snigur,R,NA,UKR,21.5,Anna Lena Friedsam,R,NA,GER,29.7,6-0 1-6 6-4,3,98,1,3,67,55,31,4,11,6,11,4,3,75,51,26,9,12,4,11,154,111
Cluj Napoca,Hard,Tamara Korpatsch,R,170,GER,28.4,Jodie Burrage,R,NA,GBR,24.3,2-6 6-2 7-6(5),3,130,1,5,92,60,33,12,14,4,11,5,2,87,49,24,17,14,6,13,105,89
Cluj Napoca,Hard,Ana Bogdan,R,171,ROU,30.8,Nikola Bartunkova,R,NA,CZE,17.6,4-6 7-6(5) 7-5,3,192,6,3,109,71,48,16,17,6,12,2,5,109,60,43,19,17,5,11,73,289
Cluj Napoca,Hard,Rebeka Masarova,R,186,ESP,24.1,Miriam Bianca Bulgaru,R,NA,ROU,25,3-6 7-6(8) 6-0,3,159,3,4,105,78,44,10,13,8,14,0,3,102,65,30,19,14,10,18,67,208
Cluj Napoca,Hard,Emiliana Arango,R,NA,COL,22.8,Jil Teichmann,L,170,SUI,26.2,6-3 6-3,3,85,1,2,57,42,31,4,9,4,6,0,3,52,29,13,11,9,3,8,118,142
Cluj Napoca,Hard,Elena Gabriela Ruse,U,NA,ROU,25.9,Anna Bondar,R,NA,HUN,26.3,7-6(4) 6-2,3,119,2,1,74,50,38,8,10,5,7,0,1,70,43,28,10,10,3,7,188,116
Cluj Napoca,Hard,Eva Lys,R,165,GER,21.7,Sorana Cirstea,R,176,ROU,33.5,6-3 6-3,3,72,0,3,63,51,31,5,9,4,7,2,5,54,32,16,6,9,1,7,133,26
Cluj Napoca,Hard,Jaqueline Cristian,R,180,ROU,25.3,Celine Naef,U,NA,SUI,18.3,6-4 6-4,3,98,1,3,71,38,30,17,10,2,2,0,1,59,36,26,11,10,0,2,97,121
Cluj Napoca,Hard,Patricia Maria Tig,R,NA,ROU,29.2,Martha Matoula,R,NA,GRE,26.4,6-4 6-7(5) 6-3,3,186,1,14,115,70,46,15,15,6,13,1,11,114,70,36,20,16,8,18,462,327
Cluj Napoca,Hard,Ekaterina Makarova,R,NA,RUS,27.6,Kateryna Baindl,R,175,UKR,29.6,6-3 1-6 6-1,3,143,0,3,73,53,26,10,11,7,13,0,2,104,83,38,8,12,13,21,213,86
Cluj Napoca,Hard,Daria Snigur,R,NA,UKR,21.5,Greet Minnen,R,NA,BEL,26.1,6-3 6-2,3,65,0,1,49,40,24,6,8,5,7,2,1,51,31,18,3,9,2,8,154,59
Cluj Napoca,Hard,Anna Lena Friedsam,R,NA,GER,29.7,Ylona Georgiana Ghioroaie,U,NA,ROU,25.5,6-1 6-1,3,62,3,1,39,28,23,7,7,0,0,0,4,48,28,13,7,7,2,7,111,371
Cluj Napoca,Hard,Tamara Korpatsch,R,170,GER,28.4,Leolia Jeanjean,R,NA,FRA,28.1,6-4 2-6 6-3,3,140,6,2,84,49,31,18,14,7,12,0,2,77,43,25,17,13,3,8,105,132
Cluj Napoca,Hard,Jodie Burrage,R,NA,GBR,24.3,Ankita Raina,R,163,IND,30.7,6-0 6-2,3,62,4,1,42,21,15,11,7,5,7,0,1,42,27,7,6,7,4,11,89,200
Cluj Napoca,Hard,Ana Bogdan,R,171,ROU,30.8,Viktoriya Tomova,R,170,BUL,28.6,6-4 6-1,3,85,1,4,53,28,23,10,9,2,4,0,3,46,26,14,8,8,1,6,73,98
Cluj Napoca,Hard,Nikola Bartunkova,R,NA,CZE,17.6,Dayana Yastremska,R,175,UKR,23.4,7-5 6-4,3,112,4,3,79,45,26,19,11,9,12,2,6,72,43,28,10,11,5,10,289,103
Cluj Napoca,Hard,Miriam Bianca Bulgaru,R,NA,ROU,25,Ipek Oz,U,NA,TUR,24.2,7-5 6-3,3,116,1,2,72,42,26,17,11,4,7,1,2,71,48,26,11,10,6,11,208,210
Cluj Napoca,Hard,Rebeka Masarova,R,186,ESP,24.1,Noma Noha Akugue,L,170,GER,19.8,6-4 6-0,3,78,1,3,60,43,30,8,8,6,7,2,7,69,41,20,13,8,5,10,67,172
Cluj Napoca,Hard,Jil Teichmann,L,170,SUI,26.2,Yanina Wickmayer,R,182,BEL,33.9,6-4 7-6(6),3,116,6,2,76,47,30,10,11,3,9,2,8,74,47,23,11,11,3,10,142,71
Cluj Napoca,Hard,Emiliana Arango,R,NA,COL,22.8,Jessika Ponchet,R,NA,FRA,27,6-3 7-6(4),3,101,0,5,72,47,28,10,10,5,9,1,2,71,52,27,6,11,4,10,118,153
Cluj Napoca,Hard,Anna Bondar,R,NA,HUN,26.3,Anastasiya Soboleva,U,NA,UKR,19.4,5-7 6-2 6-3,3,127,3,3,69,40,27,14,14,3,8,0,3,101,70,35,14,15,9,17,116,328
Cluj Napoca,Hard,Elena Gabriela Ruse,U,NA,ROU,25.9,Alycia Parks,R,185,USA,22.7,6-2 1-6 6-4,3,137,0,4,67,39,24,12,12,1,6,6,6,93,45,24,22,13,6,12,188,54
Monastir,Hard,Elise Mertens,R,179,BEL,27.9,Jasmine Paolini,R,160,ITA,27.7,6-3 6-0,3,70,1,3,43,28,21,7,7,6,7,0,0,48,40,16,3,8,6,12,36,30
Monastir,Hard,Jasmine Paolini,R,160,ITA,27.7,Lesia Tsurenko,R,174,UKR,34.3,6-2 4-6 6-2,3,145,1,4,105,66,40,18,13,19,24,0,3,94,73,36,7,13,9,17,30,34
Monastir,Hard,Elise Mertens,R,179,BEL,27.9,Clara Burel,R,176,FRA,22.5,6-2 6-1,3,83,2,5,55,30,19,12,8,3,6,0,3,55,37,15,5,7,6,13,36,74
Monastir,Hard,Jasmine Paolini,R,160,ITA,27.7,Lucia Bronzetti,R,NA,ITA,24.8,7-5 7-6(3),3,114,0,0,78,56,37,10,12,5,9,2,1,83,54,28,15,12,5,10,30,62
Monastir,Hard,Lesia Tsurenko,R,174,UKR,34.3,Nuria Parrizas Diaz,R,167,ESP,32.2,6-3 6-2,3,76,0,1,62,45,23,9,8,7,11,0,3,55,37,14,3,9,4,12,34,135
Monastir,Hard,Clara Burel,R,176,FRA,22.5,Lucrezia Stefanini,R,NA,ITA,25.4,6-3 6-1,3,61,3,1,42,27,18,9,8,1,3,0,1,46,35,14,3,8,4,10,74,125
Monastir,Hard,Elise Mertens,R,179,BEL,27.9,Mai Hontama,R,NA,JPN,24.1,6-3 6-2,3,84,5,4,41,21,17,13,8,0,1,0,2,62,47,25,5,9,6,11,36,124
