Player,Season,salary,inflationAdjSalary
Chris Webber,2001,"$12,750,000","$21,224,523"
Shawn Kemp,2001,"$12,660,000","$21,074,703"
Damon Stoudamire,2001,"$12,375,000","$20,600,273"
Reggie Miller,2001,"$12,045,075","$20,051,057"
Antonio McDyess,2001,"$11,700,000","$19,476,621"
Bryant Reeves,2001,"$11,555,554","$19,236,167"
Larry Johnson,2001,"$11,335,714","$18,870,206"
Shareef Abdur-Rahim,2001,"$11,250,000","$18,727,521"
Antoine Walker,2001,"$11,250,000","$18,727,521"
Zydrunas Ilgauskas,2001,"$11,250,000","$18,727,521"
Kobe Bryant,2001,"$11,250,000","$18,727,521"
Ray Allen,2001,"$11,250,000","$18,727,521"
Latrell Sprewell,2001,"$11,250,000","$18,727,521"
Vin Baker,2001,"$11,250,000","$18,727,521"
Allen Iverson,2001,"$11,250,000","$18,727,521"
Anfernee Hardaway,2001,"$11,250,000","$18,727,521"
Stephon Marbury,2001,"$11,250,000","$18,727,521"
Mitch Richmond,2001,"$11,000,000","$18,311,353"
Antonio Davis,2001,"$11,000,000","$18,311,353"
Keith Van Horn,2001,"$10,865,250","$18,087,039"
Jalen Rose,2001,"$10,865,250","$18,087,039"
Grant Hill,2001,"$10,865,250","$18,087,039"
Tracy McGrady,2001,"$10,865,250","$18,087,039"
Tim Duncan,2001,"$10,865,250","$18,087,039"
Michael Finley,2001,"$10,625,000","$17,687,103"
Vlade Divac,2001,"$10,444,642","$17,386,866"
Nick Van Exel,2001,"$10,164,642","$16,920,759"
Tom Gugliotta,2001,"$10,114,000","$16,836,457"
Eddie Jones,2001,"$10,091,250","$16,798,586"
Brian Grant,2001,"$9,925,076","$16,521,961"
Tim Thomas,2001,"$9,675,000","$16,105,668"
Theo Ratliff,2001,"$9,667,969","$16,093,963"
David Robinson,2001,"$9,500,000","$15,814,351"
Terrell Brandon,2001,"$9,300,000","$15,481,417"
Steve Smith,2001,"$9,000,000","$14,982,016"
Glenn Robinson,2001,"$8,990,000","$14,965,370"
Glen Rice,2001,"$8,800,000","$14,649,083"
Derrick Coleman,2001,"$8,710,000","$14,499,262"
Jason Kidd,2001,"$8,447,500","$14,062,287"
Kenny Anderson,2001,"$8,350,000","$13,899,982"
Kerry Kittles,2001,"$8,166,667","$13,594,793"
Matt Geiger,2001,"$8,142,160","$13,553,997"
Elden Campbell,2001,"$7,975,000","$13,275,731"
Toni Kukoc,2001,"$7,906,783","$13,162,172"
Clifford Robinson,2001,"$7,656,250","$12,745,118"
Marcus Camby,2001,"$7,300,000","$12,152,080"
Chris Dudley,2001,"$7,200,000","$11,985,612"
Dale Davis,2001,"$7,010,000","$11,669,326"
John Stockton,2001,"$7,000,000","$11,652,679"
Jamal Mashburn,2001,"$6,975,000","$11,611,063"
Greg Ostertag,2001,"$6,933,328","$11,541,692"
Ron Mercer,2001,"$6,750,000","$11,236,512"
Tyrone Hill,2001,"$6,600,000","$10,986,812"
Charles Oakley,2001,"$6,545,000","$10,895,255"
Donyell Marshall,2001,"$6,510,000","$10,836,992"
Alan Henderson,2001,"$6,500,312","$10,820,864"
Maurice Taylor,2001,"$6,500,000","$10,820,345"
Derek Anderson,2001,"$6,495,000","$10,812,022"
PJ Brown,2001,"$6,404,800","$10,661,869"
Jermaine O'Neal,2001,"$6,325,000","$10,529,028"
Luc Longley,2001,"$6,325,000","$10,529,028"
Austin Croshere,2001,"$6,310,000","$10,504,058"
Wesley Person,2001,"$6,300,000","$10,487,411"
Erick Dampier,2001,"$6,235,000","$10,379,208"
Kelvin Cato,2001,"$6,048,000","$10,067,915"
Jim McIlvaine,2001,"$6,000,000","$9,988,011"
Derrick McKey,2001,"$6,000,000","$9,988,011"
Bo Outlaw,2001,"$6,000,000","$9,988,011"
Jerry Stackhouse,2001,"$5,843,750","$9,727,906"
Steve Nash,2001,"$5,750,000","$9,571,844"
Isaac Austin,2001,"$5,695,715","$9,481,477"
Lorenzen Wright,2001,"$5,500,000","$9,155,676"
Shandon Anderson,2001,"$5,500,000","$9,155,676"
Nick Anderson,2001,"$5,401,906","$8,992,382"
Chris Mills,2001,"$5,400,000","$8,989,210"
Mookie Blaylock,2001,"$5,400,000","$8,989,210"
Alvin Williams,2001,"$5,350,000","$8,905,976"
Robert Horry,2001,"$5,300,000","$8,822,743"
Loy Vaught,2001,"$5,222,025","$8,692,940"
Bobby Phills,2001,"$5,220,000","$8,689,569"
Bob Sura,2001,"$5,213,333","$8,678,471"
Doug Christie,2001,"$5,200,000","$8,656,276"
Chris Childs,2001,"$5,200,000","$8,656,276"
Eddie Robinson,2001,"$5,170,000","$8,606,336"
Bryon Russell,2001,"$5,142,857","$8,561,152"
Charlie Ward,2001,"$5,110,000","$8,506,456"
Tariq Abdul-Wahad,2001,"$5,062,500","$8,427,384"
Hakeem Olajuwon,2001,"$5,061,539","$8,425,784"
Walt Williams,2001,"$5,000,000","$8,323,342"
Predrag Stojakovic,2001,"$5,000,000","$8,323,342"
Jerome Williams,2001,"$5,000,000","$8,323,342"
Jason Caffey,2001,"$4,812,500","$8,011,217"
Howard Eisley,2001,"$4,781,250","$7,959,196"
Vitaly Potapenko,2001,"$4,762,500","$7,927,983"
Rod Strickland,2001,"$4,750,000","$7,907,175"
Ben Wallace,2001,"$4,700,000","$7,823,942"
Brent Barry,2001,"$4,680,000","$7,790,648"
Michael Olowokandi,2001,"$4,662,472","$7,761,470"
Scott Williams,2001,"$4,650,000","$7,740,708"
Danny Fortson,2001,"$4,649,534","$7,739,932"
Clarence Weatherspoon,2001,"$4,638,000","$7,720,732"
Calvin Booth,2001,"$4,539,000","$7,555,930"
Todd MacCulloch,2001,"$4,538,000","$7,554,265"
Avery Johnson,2001,"$4,538,000","$7,554,265"
Anthony Mason,2001,"$4,538,000","$7,554,265"
Joe Smith,2001,"$4,538,000","$7,554,265"
Ruben Patterson,2001,"$4,538,000","$7,554,265"
Nazr Mohammed,2001,"$4,500,000","$7,491,008"
Shawn Bradley,2001,"$4,500,000","$7,491,008"
Brevin Knight,2001,"$4,500,000","$7,491,008"
Christian Laettner,2001,"$4,500,000","$7,491,008"
Eric Williams,2001,"$4,448,000","$7,404,445"
Cuttino Mobley,2001,"$4,413,375","$7,346,806"
Kurt Thomas,2001,"$4,413,375","$7,346,806"
Rashard Lewis,2001,"$4,413,375","$7,346,806"
Jahidi White,2001,"$4,413,375","$7,346,806"
Brad Miller,2001,"$4,400,000","$7,324,541"
Adonal Foyle,2001,"$4,400,000","$7,324,541"
Sam Cassell,2001,"$4,350,000","$7,241,308"
Scot Pollard,2001,"$4,344,187","$7,231,631"
Voshon Lenard,2001,"$4,252,435","$7,078,894"
Mike Bibby,2001,"$4,174,893","$6,949,813"
Darrell Armstrong,2001,"$4,005,000","$6,666,997"
Corliss Williamson,2001,"$4,000,000","$6,658,674"
Aaron McKie,2001,"$4,000,000","$6,658,674"
Elton Brand,2001,"$3,882,360","$6,462,842"
Derek Strong,2001,"$3,861,000","$6,427,285"
Mark Jackson,2001,"$3,860,000","$6,425,620"
Rex Chapman,2001,"$3,850,000","$6,408,973"
Michael Stewart,2001,"$3,840,000","$6,392,327"
Kenyon Martin,2001,"$3,801,960","$6,329,003"
Rick Fox,2001,"$3,791,250","$6,311,174"
Raef LaFrentz,2001,"$3,755,142","$6,251,066"
Lamond Murray,2001,"$3,750,000","$6,242,507"
Eric Snow,2001,"$3,750,000","$6,242,507"
Kwame Brown,2001,"$3,697,440","$6,155,012"
Brent Price,2001,"$3,680,000","$6,125,980"
Ervin Johnson,2001,"$3,670,929","$6,110,880"
Tony Battie,2001,"$3,600,000","$5,992,806"
Moochie Norris,2001,"$3,600,000","$5,992,806"
Travis Knight,2001,"$3,600,000","$5,992,806"
Jud Buechler,2001,"$3,600,000","$5,992,806"
Zeljko Rebraca,2001,"$3,500,000","$5,826,339"
Steve Francis,2001,"$3,473,520","$5,782,259"
Lindsey Hunter,2001,"$3,425,760","$5,702,754"
Stromile Swift,2001,"$3,401,640","$5,662,603"
Tracy Murray,2001,"$3,400,000","$5,659,873"
Antawn Jamison,2001,"$3,388,176","$5,640,189"
Travis Best,2001,"$3,375,000","$5,618,256"
Tim Hardaway,2001,"$3,360,390","$5,593,935"
Tyson Chandler,2001,"$3,308,160","$5,506,989"
Chucky Atkins,2001,"$3,300,000","$5,493,406"
Tyrone Nesby,2001,"$3,260,000","$5,426,819"
Marc Jackson,2001,"$3,250,000","$5,410,172"
Anthony Carter,2001,"$3,250,000","$5,410,172"
David Wesley,2001,"$3,240,000","$5,393,526"
Dean Garrett,2001,"$3,240,000","$5,393,526"
Jon Barry,2001,"$3,175,000","$5,285,322"
Walter McCarty,2001,"$3,125,000","$5,202,089"
Baron Davis,2001,"$3,119,400","$5,192,767"
Vince Carter,2001,"$3,073,032","$5,115,579"
Darius Miles,2001,"$3,054,840","$5,085,296"
Evan Eschmeyer,2001,"$3,038,000","$5,057,263"
Lawrence Funderburke,2001,"$3,025,000","$5,035,622"
Jaren Jackson Jr,2001,"$3,020,834","$5,028,687"
Greg Anthony,2001,"$3,000,000","$4,994,005"
Cedric Henderson,2001,"$3,000,000","$4,994,005"
Kevin Willis,2001,"$3,000,000","$4,994,005"
Eric Piatkowski,2001,"$3,000,000","$4,994,005"
Derek Fisher,2001,"$3,000,000","$4,994,005"
LaPhonso Ellis,2001,"$3,000,000","$4,994,005"
Antonio Daniels,2001,"$3,000,000","$4,994,005"
Anthony Peeler,2001,"$2,978,500","$4,958,215"
Pau Gasol,2001,"$2,970,840","$4,945,463"
Andrew DeClercq,2001,"$2,900,000","$4,827,538"
Lamar Odom,2001,"$2,812,320","$4,681,580"
Robert Traylor,2001,"$2,793,505","$4,650,259"
Marcus Fizer,2001,"$2,754,120","$4,584,696"
Chris Whitney,2001,"$2,700,000","$4,494,605"
Eddy Curry,2001,"$2,678,400","$4,458,648"
Johnny Newman,2001,"$2,675,000","$4,452,987"
John Wallace,2001,"$2,630,000","$4,378,078"
Jason Williams,2001,"$2,554,072","$4,251,683"
Jonathan Bender,2001,"$2,546,760","$4,239,511"
Matt Maloney,2001,"$2,543,750","$4,234,500"
Mikki Moore,2001,"$2,531,250","$4,213,692"
Chris Gatling,2001,"$2,504,227","$4,168,707"
Chris Crawford,2001,"$2,500,000","$4,161,671"
Mike Miller,2001,"$2,494,080","$4,151,816"
Eric Montross,2001,"$2,480,000","$4,128,377"
Randy Brown,2001,"$2,475,000","$4,120,054"
Aaron Williams,2001,"$2,475,000","$4,120,054"
Chauncey Billups,2001,"$2,475,000","$4,120,054"
Othella Harrington,2001,"$2,475,000","$4,120,054"
Tony Delk,2001,"$2,475,000","$4,120,054"
Bobby Jackson,2001,"$2,475,000","$4,120,054"
John Starks,2001,"$2,475,000","$4,120,054"
Jason Richardson,2001,"$2,425,440","$4,037,553"
Horace Grant,2001,"$2,419,580","$4,027,798"
Hubert Davis,2001,"$2,418,750","$4,026,417"
Steve Kerr,2001,"$2,406,250","$4,005,608"
Jamie Feick,2001,"$2,400,000","$3,995,204"
Lucious Harris,2001,"$2,400,000","$3,995,204"
George Lynch,2001,"$2,400,000","$3,995,204"
Stacey Augmon,2001,"$2,400,000","$3,995,204"
Calbert Cheaney,2001,"$2,400,000","$3,995,204"
George McCloud,2001,"$2,400,000","$3,995,204"
Michael Curry,2001,"$2,400,000","$3,995,204"
Sean Rooks,2001,"$2,400,000","$3,995,204"
Grant Long,2001,"$2,400,000","$3,995,204"
Rodney Rogers,2001,"$2,400,000","$3,995,204"
Terry Porter,2001,"$2,400,000","$3,995,204"
Michael Smith,2001,"$2,400,000","$3,995,204"
Larry Hughes,2001,"$2,343,635","$3,901,375"
Wally Szczerbiak,2001,"$2,313,240","$3,850,777"
Malik Rose,2001,"$2,285,000","$3,803,767"
Vinny Del Negro,2001,"$2,275,000","$3,787,120"
DerMarr Johnson,2001,"$2,265,240","$3,770,873"
Shane Battier,2001,"$2,203,080","$3,667,397"
Bimbo Coles,2001,"$2,200,000","$3,662,270"
John Amaechi,2001,"$2,175,000","$3,620,654"
Dirk Nowitzki,2001,"$2,157,595","$3,591,680"
Patrick Ewing,2001,"$2,118,420","$3,526,467"
Richard Hamilton,2001,"$2,111,640","$3,515,180"
Dell Curry,2001,"$2,100,000","$3,495,803"
Chris Mihm,2001,"$2,067,960","$3,442,467"
Paul Pierce,2001,"$2,051,271","$3,414,686"
Bonzi Wells,2001,"$2,028,239","$3,376,345"
Eddie Griffin,2001,"$2,011,080","$3,347,781"
Michael Doleac,2001,"$2,000,856","$3,330,762"
Bryant Stith,2001,"$2,000,000","$3,329,337"
Cory Alexander,2001,"$1,995,741","$3,322,247"
Keon Clark,2001,"$1,971,163","$3,281,333"
Michael Dickerson,2001,"$1,940,702","$3,230,625"
Andre Miller,2001,"$1,934,520","$3,220,334"
Matt Harpring,2001,"$1,908,401","$3,176,855"
Jamal Crawford,2001,"$1,894,560","$3,153,814"
Lorenzo Williams,2001,"$1,880,000","$3,129,576"
DeSagana Diop,2001,"$1,842,480","$3,067,118"
Tom Hammonds,2001,"$1,800,000","$2,996,403"
Shawn Marion,2001,"$1,778,160","$2,960,047"
Greg Foster,2001,"$1,764,247","$2,936,886"
Darvin Ham,2001,"$1,760,000","$2,929,816"
Shammond Williams,2001,"$1,750,000","$2,913,169"
Joel Przybilla,2001,"$1,741,440","$2,898,920"
Radoslav Nesterovic,2001,"$1,725,788","$2,872,864"
Tyronn Lue,2001,"$1,700,000","$2,829,936"
Rodney White,2001,"$1,693,560","$2,819,216"
Jason Terry,2001,"$1,689,360","$2,812,224"
Keyon Dooling,2001,"$1,654,320","$2,753,894"
Tony Massenburg,2001,"$1,650,000","$2,746,703"
Corie Blount,2001,"$1,609,235","$2,678,842"
Joe Johnson,2001,"$1,608,840","$2,678,185"
Trajan Langdon,2001,"$1,604,880","$2,671,593"
Fred Hoiberg,2001,"$1,600,000","$2,663,469"
Dana Barros,2001,"$1,600,000","$2,663,469"
Jerome Moiso,2001,"$1,571,640","$2,616,259"
Pat Garrity,2001,"$1,569,691","$2,613,015"
Kendall Gill,2001,"$1,538,000","$2,560,260"
Kedrick Brown,2001,"$1,528,440","$2,544,345"
Aleksandar Radojevic,2001,"$1,524,600","$2,537,953"
Muggsy Bogues,2001,"$1,520,860","$2,531,727"
Roshown McLeod,2001,"$1,509,001","$2,511,986"
Danny Manning,2001,"$1,500,000","$2,497,002"
Popeye Jones,2001,"$1,500,000","$2,497,002"
Ricky Davis,2001,"$1,496,400","$2,491,010"
Etan Thomas,2001,"$1,493,040","$2,485,416"
Brian Skinner,2001,"$1,483,461","$2,469,470"
Vladimir Radmanovic,2001,"$1,452,000","$2,417,098"
Corey Maggette,2001,"$1,448,400","$2,411,105"
Al Harrington,2001,"$1,436,982","$2,392,098"
Courtney Alexander,2001,"$1,418,400","$2,361,165"
Samaki Walker,2001,"$1,400,000","$2,330,535"
Richard Jefferson,2001,"$1,379,400","$2,296,243"
William Avery,2001,"$1,375,920","$2,290,450"
Mateen Cleaves,2001,"$1,347,480","$2,243,107"
Will Perdue,2001,"$1,320,000","$2,197,362"
Troy Murphy,2001,"$1,310,400","$2,181,381"
Bryce Drew,2001,"$1,300,000","$2,164,069"
Matt Bullard,2001,"$1,300,000","$2,164,069"
Eldridge Recasner,2001,"$1,300,000","$2,164,069"
Jason Collier,2001,"$1,280,040","$2,130,842"
Steven Hunter,2001,"$1,244,880","$2,072,312"
Metta World Peace,2001,"$1,241,760","$2,067,118"
Hidayet Turkoglu,2001,"$1,216,080","$2,024,370"
Greg Buckner,2001,"$1,200,000","$1,997,602"
Kirk Haston,2001,"$1,182,600","$1,968,637"
Cal Bowdler,2001,"$1,179,720","$1,963,842"
Desmond Mason,2001,"$1,155,240","$1,923,091"
Michael Bradley,2001,"$1,123,560","$1,870,354"
James Posey,2001,"$1,120,680","$1,865,560"
Quentin Richardson,2001,"$1,097,520","$1,827,007"
Quincy Lewis,2001,"$1,070,280","$1,781,661"
Jason Collins,2001,"$1,067,400","$1,776,867"
Jamaal Magloire,2001,"$1,048,080","$1,744,705"
Dion Glover,2001,"$1,027,440","$1,710,347"
Zach Randolph,2001,"$1,019,280","$1,696,763"
Michael Ruffin,2001,"$1,009,147","$1,679,894"
Speedy Claxton,2001,"$1,006,200","$1,674,989"
Sam Mitchell,2001,"$1,000,000","$1,664,668"
Felton Spencer,2001,"$1,000,000","$1,664,668"
Don Reid,2001,"$1,000,000","$1,664,668"
Dan Majerle,2001,"$1,000,000","$1,664,668"
Danny Ferry,2001,"$1,000,000","$1,664,668"
Mark Bryant,2001,"$1,000,000","$1,664,668"
John Crotty,2001,"$1,000,000","$1,664,668"
Michael Jordan,2001,"$1,000,000","$1,664,668"
Jeff Foster,2001,"$986,400","$1,642,029"
Brendan Haywood,2001,"$978,600","$1,629,044"
Morris Peterson,2001,"$966,000","$1,608,069"
Don MacLean,2001,"$965,850","$1,607,820"
Brian Shaw,2001,"$963,415","$1,603,766"
Kenny Thomas,2001,"$946,920","$1,576,307"
Tim James,2001,"$943,252","$1,570,201"
Joseph Forte,2001,"$939,360","$1,563,723"
Donnell Harvey,2001,"$927,360","$1,543,747"
Jeryl Sasser,2001,"$901,800","$1,501,198"
DeShawn Stevenson,2001,"$890,280","$1,482,021"
Brandon Armstrong,2001,"$865,800","$1,441,270"
Dalibor Bagaric,2001,"$854,640","$1,422,692"
Devean George,2001,"$834,250","$1,388,749"
Andrei Kirilenko,2001,"$831,120","$1,383,539"
Iakovos Tsakalidis,2001,"$820,400","$1,365,694"
Vonteego Cummings,2001,"$810,000","$1,348,381"
Gerald Wallace,2001,"$797,880","$1,328,205"
Mamadou N'diaye,2001,"$793,200","$1,320,415"
Jim Jackson,2001,"$789,170","$1,313,706"
Jumaine Jones,2001,"$786,600","$1,309,428"
Scott Padgett,2001,"$781,680","$1,301,238"
Darrick Martin,2001,"$778,350","$1,295,694"
Carlos Rogers,2001,"$778,350","$1,295,694"
Monty Williams,2001,"$778,350","$1,295,694"
Samuel Dalembert,2001,"$771,480","$1,284,258"
Mark Madsen,2001,"$759,960","$1,265,081"
Jamaal Tinsley,2001,"$749,160","$1,247,103"
Primoz Brezec,2001,"$749,160","$1,247,103"
Tony Parker,2001,"$744,480","$1,239,312"
Emanual Davis,2001,"$715,850","$1,191,652"
Mark Strickland,2001,"$715,850","$1,191,652"
Gary Trent,2001,"$715,850","$1,191,652"
Larry Robinson,2001,"$715,850","$1,191,652"
Antonio Harvey,2001,"$715,850","$1,191,652"
Mitchell Butler,2001,"$715,850","$1,191,652"
Bruce Bowen,2001,"$715,850","$1,191,652"
Cherokee Parks,2001,"$715,850","$1,191,652"
Milt Palacio,2001,"$690,000","$1,148,621"
Victor Alexander,2001,"$653,350","$1,087,611"
Earl Boykins,2001,"$650,000","$1,082,034"
Reggie Slater,2001,"$646,011","$1,075,393"
Erick Barkley,2001,"$638,000","$1,062,058"
Erick Strickland,2001,"$637,415","$1,061,084"
Ryan Bowen,2001,"$630,850","$1,050,156"
Laron Profit,2001,"$630,850","$1,050,156"
Rafer Alston,2001,"$625,000","$1,040,417"
Harold Jamison,2001,"$600,000","$998,801"
Jacque Vaughn,2001,"$590,850","$983,569"
Kevin Ollie,2001,"$590,850","$983,569"
Shawnelle Scott,2001,"$590,850","$983,569"
Jeff McInnis,2001,"$590,850","$983,569"
Mark Pope,2001,"$590,850","$983,569"
Troy Hudson,2001,"$590,850","$983,569"
Rick Brunson,2001,"$590,850","$983,569"
Stephen Jackson,2001,"$590,850","$983,569"
Adrian Griffin,2001,"$565,850","$941,952"
Damon Jones,2001,"$565,850","$941,952"
Bruno Sundov,2001,"$565,850","$941,952"
Jelani McCoy,2001,"$565,850","$941,952"
Sean Marks,2001,"$565,850","$941,952"
Vladimir Stepania,2001,"$565,850","$941,952"
Felipe Lopez,2001,"$565,850","$941,952"
Ruben Wolkowyski,2001,"$545,385","$907,884"
Mark Blount,2001,"$540,850","$900,335"
Derrick Dial,2001,"$540,850","$900,335"
Obinna Ekezie,2001,"$540,850","$900,335"
Raja Bell,2001,"$540,850","$900,335"
Charles Smith,2001,"$540,850","$900,335"
Leon Smith,2001,"$517,360","$861,232"
Rodney Buford,2001,"$481,488","$801,517"
Predrag Drobnjak,2001,"$478,558","$796,640"
Vernon Maxwell,2001,"$473,000","$787,388"
Hanno Mottola,2001,"$465,850","$775,485"
Steve Goodrich,2001,"$465,850","$775,485"
Lee Nailon,2001,"$465,850","$775,485"
Chris Porter,2001,"$465,850","$775,485"
AJ Guyton,2001,"$465,850","$775,485"
Soumaila Samake,2001,"$465,850","$775,485"
Eduardo Najera,2001,"$465,850","$775,485"
Khalid El-Amin,2001,"$465,850","$775,485"
Wang Zhizhi,2001,"$465,850","$775,485"
Zendon Hamilton,2001,"$465,850","$775,485"
Brian Cardinal,2001,"$465,850","$775,485"
Dan Langhi,2001,"$465,850","$775,485"
Stanislav Medvedenko,2001,"$465,850","$775,485"
Eddie House,2001,"$465,850","$775,485"
Jason Hart,2001,"$465,850","$775,485"
Michael Redd,2001,"$465,850","$775,485"
Lavor Postell,2001,"$465,850","$775,485"
Art Long,2001,"$465,850","$775,485"
Jerome James,2001,"$465,850","$775,485"
Olumide Oyedeji,2001,"$465,850","$775,485"
Daniel Santiago,2001,"$465,850","$775,485"
Jake Voskuhl,2001,"$465,850","$775,485"
Jabari Smith Sr,2001,"$465,850","$775,485"
Amal McCaskill,2001,"$465,850","$775,485"
Terence Morris,2001,"$420,000","$699,160"
Brian Scalabrine,2001,"$332,817","$554,029"
Trenton Hassell,2001,"$332,817","$554,029"
Jeff Trepagnier,2001,"$332,817","$554,029"
Kenny Satterfield,2001,"$332,817","$554,029"
Ratko Varda,2001,"$332,817","$554,029"
Dean Oliver,2001,"$332,817","$554,029"
Gilbert Arenas,2001,"$332,817","$554,029"
Oscar Torres,2001,"$332,817","$554,029"
Tierre Brown,2001,"$332,817","$554,029"
Jamison Brewer,2001,"$332,817","$554,029"
Norm Richardson,2001,"$332,817","$554,029"
Antonis Fotsis,2001,"$332,817","$554,029"
Willie Solomon,2001,"$332,817","$554,029"
Ernest Brown,2001,"$332,817","$554,029"
Malik Allen,2001,"$332,817","$554,029"
Loren Woods,2001,"$332,817","$554,029"
Maurice Evans,2001,"$332,817","$554,029"
Earl Watson,2001,"$332,817","$554,029"
Alvin Jones,2001,"$332,817","$554,029"
Damone Brown,2001,"$332,817","$554,029"
Alton Ford,2001,"$332,817","$554,029"
Ruben Boumtje-Boumtje,2001,"$332,817","$554,029"
Carlos Arroyo,2001,"$332,817","$554,029"
Jarron Collins,2001,"$332,817","$554,029"
Bobby Simmons,2001,"$332,817","$554,029"
Omar Cook,2001,"$292,230","$486,466"
Chris Andersen,2001,"$288,171","$479,709"
Sam Mack,2001,"$174,598","$290,647"
Isaiah Rider,2001,"$112,797","$187,769"
Charlie Bell,2001,"$89,292","$148,641"
Tang Hamilton,2001,"$60,881","$101,346"
Joe Crispin,2001,"$48,705","$81,077"
Mike Penberthy,2001,"$28,405","$47,284"
Dickey Simpkins,2001,"$26,190","$43,597"
Kevin Garnett,2002,"$25,200,000","$41,506,599"
Shaquille O'Neal,2002,"$23,571,429","$38,824,200"
Alonzo Mourning,2002,"$20,629,800","$33,979,080"
Juwan Howard,2002,"$20,625,000","$33,971,174"
Scottie Pippen,2002,"$19,727,524","$32,492,953"
Karl Malone,2002,"$19,250,000","$31,706,429"
Rasheed Wallace,2002,"$16,200,000","$26,682,813"
Dikembe Mutombo,2002,"$16,105,264","$26,526,775"
Allan Houston,2002,"$14,343,750","$23,625,408"
Chris Webber,2002,"$14,343,750","$23,625,408"
Shawn Kemp,2002,"$13,651,028","$22,484,433"
Bryant Reeves,2002,"$12,999,998","$21,412,131"
Gary Payton,2002,"$12,636,117","$20,812,787"
Antonio McDyess,2002,"$12,600,000","$20,753,299"
Shareef Abdur-Rahim,2002,"$12,375,000","$20,382,704"
Antoine Walker,2002,"$12,375,000","$20,382,704"
Vin Baker,2002,"$12,375,000","$20,382,704"
Zydrunas Ilgauskas,2002,"$12,375,000","$20,382,704"
Kobe Bryant,2002,"$12,375,000","$20,382,704"
Ray Allen,2002,"$12,375,000","$20,382,704"
Latrell Sprewell,2002,"$12,375,000","$20,382,704"
Allen Iverson,2002,"$12,375,000","$20,382,704"
Anfernee Hardaway,2002,"$12,375,000","$20,382,704"
Stephon Marbury,2002,"$12,375,000","$20,382,704"
Damon Stoudamire,2002,"$12,375,000","$20,382,704"
Jalen Rose,2002,"$12,072,500","$19,884,461"
Grant Hill,2002,"$12,072,500","$19,884,461"
Tracy McGrady,2002,"$12,072,500","$19,884,461"
Keith Van Horn,2002,"$12,072,500","$19,884,461"
Tim Duncan,2002,"$12,072,500","$19,884,461"
Reggie Miller,2002,"$12,046,473","$19,841,592"
Antonio Davis,2002,"$12,000,000","$19,765,047"
Michael Finley,2002,"$11,953,125","$19,687,840"
Vlade Divac,2002,"$11,248,076","$18,526,562"
Eddie Jones,2002,"$11,212,500","$18,467,966"
Nick Van Exel,2002,"$11,061,234","$18,218,817"
Brian Grant,2002,"$11,027,862","$18,163,851"
Tom Gugliotta,2002,"$10,892,000","$17,940,074"
Tim Thomas,2002,"$10,750,000","$17,706,188"
David Robinson,2002,"$10,500,000","$17,294,416"
Terrell Brandon,2002,"$10,175,000","$16,759,112"
Paul Pierce,2002,"$10,067,750","$16,582,462"
Dirk Nowitzki,2002,"$10,067,750","$16,582,462"
Antawn Jamison,2002,"$10,067,750","$16,582,462"
Vince Carter,2002,"$10,067,750","$16,582,462"
Steve Smith,2002,"$9,900,000","$16,306,163"
Glenn Robinson,2002,"$9,860,000","$16,240,280"
Larry Johnson,2002,"$9,610,714","$15,829,684"
Derrick Coleman,2002,"$9,380,000","$15,449,678"
