Player,Measure Names,Competition Level,Full Division Name,Full Team Name Correct,Full Team Name,Gender Division,Measure Values
William Ahlstrom,Plus Minus,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,4
Vincent Sullivan,Turns,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,0
Vincent Sullivan,Ds,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,0
Vincent Sullivan,Assists,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,0
Vincent Sullivan,Points,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,4
Vincent Sullivan,Plus Minus,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,4
Tyler Shelton,Turns,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,4
Tyler Shelton,Ds,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,2
Tyler Shelton,Assists,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,2
Tyler Shelton,Points,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,4
Tyler Shelton,Plus Minus,Division 3,Division 3 Men,Lewis & Clark Bacchus,Lewis & Clark Bacchus,Men,4
Spencer Whitcomb,Turns,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,2
Spencer Whitcomb,Ds,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,2
Spencer Whitcomb,Assists,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,3
Spencer Whitcomb,Points,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,1
Spencer Whitcomb,Plus Minus,Division 1,Division 1 Men,Penn State Spank,Penn State Spank,Men,4
Silas Camp,Turns,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,0
Silas Camp,Ds,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,2
Silas Camp,Assists,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,1
Silas Camp,Points,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,1
Silas Camp,Plus Minus,Division 3,Division 3 Men,Berry Bucks,Berry Bucks,Men,4
Sebastian Heredia,Turns,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,0
Sebastian Heredia,Ds,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,0
Sebastian Heredia,Assists,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,1
Sebastian Heredia,Points,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,3
Sebastian Heredia,Plus Minus,Division 3,Division 3 Men,Claremont Braineaters,Claremont Braineaters,Men,4
Sasha Monks,Turns,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,6
Sasha Monks,Ds,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,3
Sasha Monks,Assists,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,5
Sasha Monks,Points,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,2
Sasha Monks,Plus Minus,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,4
Sarah Rifkin,Turns,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,16
Sarah Rifkin,Ds,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,4
Sarah Rifkin,Assists,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,11
Sarah Rifkin,Points,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,5
Sarah Rifkin,Plus Minus,Division 3,Division 3 Women,Middlebury Pranksters,Middlebury Pranksters,Women,4
Sarah Malone,Turns,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,1
Sarah Malone,Ds,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,0
Sarah Malone,Assists,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,0
Sarah Malone,Points,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,5
Sarah Malone,Plus Minus,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,4
Sara Garcia,Turns,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,15
Sara Garcia,Ds,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,4
Sara Garcia,Assists,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,6
Sara Garcia,Points,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,9
Sara Garcia,Plus Minus,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,4
Ryan Bliss,Turns,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,6
Ryan Bliss,Ds,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,0
Ryan Bliss,Assists,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,7
Ryan Bliss,Points,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,3
Ryan Bliss,Plus Minus,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,4
Robert McAllister,Turns,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,1
Robert McAllister,Ds,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,1
Robert McAllister,Assists,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,2
Robert McAllister,Points,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,2
Robert McAllister,Plus Minus,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,4
Riley Raker,Turns,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,3
Riley Raker,Ds,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,1
Riley Raker,Assists,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,4
Riley Raker,Points,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,2
Riley Raker,Plus Minus,Division 1,Division 1 Women,California - Santa Barbara Burning Skirts,California - Santa Barbara Burning Skirts,Women,4
Rachel Prager,Turns,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,1
Rachel Prager,Ds,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,2
Rachel Prager,Assists,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,1
Rachel Prager,Points,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,2
Rachel Prager,Plus Minus,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,4
Rachel Poppleton,Turns,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,3
Rachel Poppleton,Ds,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,4
Rachel Poppleton,Assists,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,2
Rachel Poppleton,Points,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,1
Rachel Poppleton,Plus Minus,Division 3,Division 3 Women,Carleton Eclipse,Carleton Eclipse,Women,4
Nora Ito,Turns,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,1
Nora Ito,Ds,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,0
Nora Ito,Assists,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,4
Nora Ito,Points,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,1
Nora Ito,Plus Minus,Division 3,Division 3 Women,Colorado College Zenith,Colorado College Zenith,Women,4
Nobi (Masao) Lorenz,Turns,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,3
Nobi (Masao) Lorenz,Ds,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,0
Nobi (Masao) Lorenz,Assists,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,2
Nobi (Masao) Lorenz,Points,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,5
Nobi (Masao) Lorenz,Plus Minus,Division 1,Division 1 Men,Carleton CUT,Carleton CUT,Men,4
Nadav Melamede,Turns,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,3
Nadav Melamede,Ds,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,0
Nadav Melamede,Assists,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,3
Nadav Melamede,Points,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,4
Nadav Melamede,Plus Minus,Division 3,Division 3 Men,Middlebury Pranksters,Middlebury Pranksters,Men,4
Monica O'Brien Saez,Turns,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,6
Monica O'Brien Saez,Ds,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,3
Monica O'Brien Saez,Assists,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,2
Monica O'Brien Saez,Points,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,5
Monica O'Brien Saez,Plus Minus,Division 1,Division 1 Women,California - Santa Cruz Sol,California - Santa Cruz Sol,Women,4
Mitchell Gibson,Turns,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,0
Mitchell Gibson,Ds,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,2
Mitchell Gibson,Assists,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,0
Mitchell Gibson,Points,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,2
Mitchell Gibson,Plus Minus,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,4
Maxime Ayad,Turns,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,7
Maxime Ayad,Ds,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,3
Maxime Ayad,Assists,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,4
Maxime Ayad,Points,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,4
Maxime Ayad,Plus Minus,Division 1,Division 1 Men,Ottawa Gee-Gees,Ottawa Gee-Gees,Men,4
Matt Fliegel,Turns,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,1
Matt Fliegel,Ds,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,0
Matt Fliegel,Assists,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,1
Matt Fliegel,Points,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,4
Matt Fliegel,Plus Minus,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,4
Mars Bau,Turns,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Mars Bau,Ds,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,1
Mars Bau,Assists,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,0
Mars Bau,Points,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,3
Mars Bau,Plus Minus,Division 1,Division 1 Women,California - San Diego D-Co,California - San Diego D-Co,Women,4
Maria Muller,Turns,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,0
Maria Muller,Ds,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,1
Maria Muller,Assists,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,0
Maria Muller,Points,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,3
Maria Muller,Plus Minus,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,4
Mandy Li,Turns,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,3
Mandy Li,Ds,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,2
Mandy Li,Assists,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,1
Mandy Li,Points,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,4
Mandy Li,Plus Minus,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,4
Madeline Wychocki,Turns,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,1
Madeline Wychocki,Ds,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,1
Madeline Wychocki,Assists,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,2
Madeline Wychocki,Points,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,2
Madeline Wychocki,Plus Minus,Division 3,Division 3 Women,Mount Holyoke Daisy Chain,Mount Holyoke Daisy Chain,Women,4
Leo Narbonne,Turns,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,0
Leo Narbonne,Ds,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,1
Leo Narbonne,Assists,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,0
Leo Narbonne,Points,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,3
Leo Narbonne,Plus Minus,Division 1,Division 1 Men,Massachusetts Zoodisc,Massachusetts Zoodisc,Men,4
Leah Silverman,Turns,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,8
Leah Silverman,Ds,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,3
Leah Silverman,Assists,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,4
Leah Silverman,Points,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,5
Leah Silverman,Plus Minus,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,4
Kristof Rohaly-Medved,Turns,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,4
Kristof Rohaly-Medved,Ds,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,1
Kristof Rohaly-Medved,Assists,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,0
Kristof Rohaly-Medved,Points,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,7
Kristof Rohaly-Medved,Plus Minus,Division 1,Division 1 Men,Vermont Chill,Vermont Chill,Men,4
Kiera Schreiber,Turns,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,3
Kiera Schreiber,Ds,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,0
Kiera Schreiber,Assists,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,0
Kiera Schreiber,Points,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,7
Kiera Schreiber,Plus Minus,Division 1,Division 1 Women,Colorado State Helle's Belles,Colorado State Helle's Belles,Women,4
Kenneth Stanley,Turns,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,1
Kenneth Stanley,Ds,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,4
Kenneth Stanley,Assists,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,0
Kenneth Stanley,Points,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,1
Kenneth Stanley,Plus Minus,Division 3,Division 3 Men,Missouri S&T Miner Threat,Missouri S&T Miner Threat,Men,4
Julia Smith,Turns,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,7
Julia Smith,Ds,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,4
Julia Smith,Assists,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,4
Julia Smith,Points,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,3
Julia Smith,Plus Minus,Division 3,Division 3 Women,Grinnell Grinneleanor Roosevelts,Grinnell Grinneleanor Roosevelts,Women,4
Joe Hess,Turns,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,0
Joe Hess,Ds,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,1
Joe Hess,Assists,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,0
Joe Hess,Points,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,3
Joe Hess,Plus Minus,Division 1,Division 1 Men,Washington University Contra,Washington University Contra,Men,4
Jamie Jung,Turns,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,6
Jamie Jung,Ds,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,5
Jamie Jung,Assists,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,1
Jamie Jung,Points,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,4
Jamie Jung,Plus Minus,Division 1,Division 1 Women,British Columbia Thunderbirds,British Columbia Thunderbirds,Women,4
Jackson Knox (Oregon),Turns,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,1
Jackson Knox (Oregon),Ds,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,1
Jackson Knox (Oregon),Assists,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,1
Jackson Knox (Oregon),Points,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,3
Jackson Knox (Oregon),Plus Minus,Division 1,Division 1 Men,Oregon EGO,Oregon EGO,Men,4
Jack Schmader,Turns,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,1
Jack Schmader,Ds,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,2
Jack Schmader,Assists,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,1
Jack Schmader,Points,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,2
Jack Schmader,Plus Minus,Division 1,Division 1 Men,Michigan Magnum,Michigan Magnum,Men,4
Hiatt von Alten,Turns,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Hiatt von Alten,Ds,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,0
Hiatt von Alten,Assists,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,1
Hiatt von Alten,Points,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,3
Hiatt von Alten,Plus Minus,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,4
Henry Chen,Turns,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Henry Chen,Ds,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,3
Henry Chen,Assists,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,1
Henry Chen,Points,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,0
Henry Chen,Plus Minus,Division 1,Division 1 Men,North Carolina Darkside,North Carolina Darkside,Men,4
Gus Serff-Roberts,Turns,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,1
Gus Serff-Roberts,Ds,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,1
Gus Serff-Roberts,Assists,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,4
Gus Serff-Roberts,Points,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,0
Gus Serff-Roberts,Plus Minus,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,4
Gavin Babbitt,Turns,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,1
Gavin Babbitt,Ds,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,1
Gavin Babbitt,Assists,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,3
Gavin Babbitt,Points,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,1
Gavin Babbitt,Plus Minus,Division 1,Division 1 Men,Texas TUFF,Texas TUFF,Men,4
Galen Moll,Turns,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,3
Galen Moll,Ds,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,2
Galen Moll,Assists,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,0
Galen Moll,Points,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,5
Galen Moll,Plus Minus,Division 1,Division 1 Men,Oregon State Beavers,Oregon State Beavers,Men,4
Ezra Tock,Turns,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,1
Ezra Tock,Ds,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,2
Ezra Tock,Assists,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,1
Ezra Tock,Points,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,2
Ezra Tock,Plus Minus,Division 3,Division 3 Men,Rochester Piggies,Rochester Piggies,Men,4
Ethan Greeley,Turns,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,3
Ethan Greeley,Ds,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,2
Ethan Greeley,Assists,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,2
Ethan Greeley,Points,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,3
Ethan Greeley,Plus Minus,Division 3,Division 3 Men,Richmond Spidermonkeys,Richmond Spidermonkeys,Men,4
Emma Wennberg,Turns,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,1
Emma Wennberg,Ds,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,3
Emma Wennberg,Assists,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,1
Emma Wennberg,Points,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,1
Emma Wennberg,Plus Minus,Division 1,Division 1 Women,Pennsylvania Venus,Pennsylvania Venus,Women,4
Ellison Martin,Turns,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Ellison Martin,Ds,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,2
Ellison Martin,Assists,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,0
Ellison Martin,Points,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,2
Ellison Martin,Plus Minus,Division 1,Division 1 Women,Georgia Athena,Georgia Athena,Women,4
Ellie Kowalski,Turns,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,4
Ellie Kowalski,Ds,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,2
Ellie Kowalski,Assists,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,4
Ellie Kowalski,Points,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,2
Ellie Kowalski,Plus Minus,Division 1,Division 1 Women,Tufts EWO,Tufts EWO,Women,4
Dylan Wilcox,Turns,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,1
Dylan Wilcox,Ds,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,2
Dylan Wilcox,Assists,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,0
Dylan Wilcox,Points,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,3
Dylan Wilcox,Plus Minus,Division 1,Division 1 Women,Vermont Ruckus,Vermont Ruckus,Women,4
Dylan Pearson,Turns,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,0
Dylan Pearson,Ds,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,0
Dylan Pearson,Assists,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,2
Dylan Pearson,Points,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,2
Dylan Pearson,Plus Minus,Division 1,Division 1 Men,Cal Ursa Major,Cal Ursa Major,Men,4
Daniel Ferriter,Turns,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,10
Daniel Ferriter,Ds,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,3
Daniel Ferriter,Assists,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,9
Daniel Ferriter,Points,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,2
Daniel Ferriter,Plus Minus,Division 1,Division 1 Men,NC State Alpha,NC State Alpha,Men,4
Colin Pfister,Turns,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,7
Colin Pfister,Ds,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,2
Colin Pfister,Assists,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,7
Colin Pfister,Points,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,2
Colin Pfister,Plus Minus,Division 3,Division 3 Men,Whitman Sweets,Whitman Sweets,Men,4
Charlotte Andreasen,Turns,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,4
Charlotte Andreasen,Ds,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,3
Charlotte Andreasen,Assists,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,2
Charlotte Andreasen,Points,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,3
Charlotte Andreasen,Plus Minus,Division 1,Division 1 Women,Michigan Flywheel,Michigan Flywheel,Women,4
Carter Petrella,Turns,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,6
Carter Petrella,Ds,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,2
Carter Petrella,Assists,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,4
Carter Petrella,Points,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,4
Carter Petrella,Plus Minus,Division 3,Division 3 Men,St Olaf Berzerkers,St Olaf Berzerkers,Men,4
Carter Neuman,Turns,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,1
Carter Neuman,Ds,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,2
Carter Neuman,Assists,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,0
Carter Neuman,Points,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,3
Carter Neuman,Plus Minus,Division 1,Division 1 Men,Georgia Jojah,Georgia Jojah,Men,4
Carson Crouch,Turns,Division 1,Division 1 Men,Cal Poly-SLO Slocore,Cal Poly-SLO Slocore,Men,3
