"date","home_team","away_team","home_score","away_score","competition","stadium","city","country","neutral","world_cup","winner","year"
"1990-10-29","Ireland","Argentina",20,18,"1990 Argentina rugby union tour of British Isles","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1990
"1990-11-05","France","New Zealand",3,24,"1990 New Zealand tour of France","Stade de la Beaujoire","Nantes","France",FALSE,FALSE,"New Zealand",1990
"1990-11-05","England","Argentina",51,0,"1990 Argentina tour of Great Britain and Ireland","Twickenham","London","England",FALSE,FALSE,"England",1990
"1990-11-12","Scotland","Argentina",49,3,"1990 Argentina tour of Great Britain and Ireland","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1990
"1990-11-12","France","New Zealand",12,30,"1990 New Zealand tour of France","Parc des Princes","Paris","France",FALSE,FALSE,"New Zealand",1990
"1991-01-21","France","Scotland",15,9,"1991 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1991
"1991-01-21","Wales","England",6,25,"1991 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"England",1991
"1991-02-04","Scotland","Wales",32,12,"1991 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1991
"1991-02-04","Ireland","France",13,21,"1991 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"France",1991
"1991-02-18","England","Scotland",21,12,"1991 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"England",1991
"1991-02-18","Wales","Ireland",21,21,"1991 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Tie",1991
"1991-03-04","France","Wales",36,3,"1991 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1991
"1991-03-04","Ireland","England",7,16,"1991 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"England",1991
"1991-03-18","Scotland","Ireland",28,25,"1991 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1991
"1991-03-18","England","France",21,19,"1991 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1991
"1991-07-08","Argentina","New Zealand",14,28,"1991 New Zealand tour of Argentina","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"New Zealand",1991
"1991-07-15","Argentina","New Zealand",6,36,"1991 New Zealand tour of Argentina","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"New Zealand",1991
"1991-07-24","Australia","Wales",63,6,"1991 Wales tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1991
"1991-07-29","Australia","England",40,15,"1991 England tour of Australia and Fiji","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1991
"1991-08-12","Australia","New Zealand",21,12,"1991 New Zealand tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1991
"1991-08-26","New Zealand","Australia",6,3,"1991 Australia tour of New Zealand","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1991
"1991-09-06","Wales","France",9,22,"1991 Rugby World Cup warm-up match","National Stadium","Cardiff","Wales",FALSE,FALSE,"France",1991
"1991-10-05","England","New Zealand",12,18,"1991 Rugby World Cup Pool Stage","Twickenham","London","England",FALSE,TRUE,"New Zealand",1991
"1991-10-06","Scotland","Ireland",24,15,"1991 Rugby World Cup","Murrayfield Stadium","Edinburgh","Scotland",FALSE,TRUE,"Scotland",1991
"1991-10-06","Australia","Argentina",32,19,"1991 Rugby World Cup Pool match","Stradey Park","Llanelli","Wales",TRUE,TRUE,"Australia",1991
"1991-10-10","England","Italy",36,6,"1991 Rugby World Cup Pool Stage","Twickenham","London","England",FALSE,TRUE,"England",1991
"1991-10-11","Wales","Argentina",16,7,"1991 Rugby World Cup Pool match","National Stadium","Cardiff","Wales",FALSE,TRUE,"Wales",1991
"1991-10-14","Wales","Australia",3,38,"1991 Rugby World Cup Pool match","National Stadium","Cardiff","Wales",FALSE,TRUE,"Australia",1991
"1991-10-15","New Zealand","Italy",31,21,"1991 Rugby World Cup","Welford Road Stadium","Leicester","England",TRUE,TRUE,"New Zealand",1991
"1991-10-21","France","England",10,19,"1991 Rugby World Cup quarter-final","Parc des Princes","Paris","France",FALSE,TRUE,"England",1991
"1991-10-22","Ireland","Australia",18,19,"1991 Rugby World Cup Quarter-final","Lansdowne Road","Dublin","Ireland",FALSE,TRUE,"Australia",1991
"1991-10-28","Scotland","England",6,9,"1991 Rugby World Cup Semi-Final","Murrayfield Stadium","Edinburgh","Scotland",FALSE,TRUE,"England",1991
"1991-10-29","New Zealand","Australia",6,16,"1991 Rugby World Cup Semi-final","Lansdowne Road","Dublin","Ireland",TRUE,TRUE,"Australia",1991
"1991-11-01","New Zealand","Scotland",13,6,"1991 Rugby World Cup Third Place Match","National Stadium","Cardiff","Wales",TRUE,TRUE,"New Zealand",1991
"1991-11-04","England","Australia",6,12,"1991 Rugby World Cup Final","Twickenham Stadium","London","England",FALSE,TRUE,"Australia",1991
"1992-01-20","Ireland","Wales",15,16,"1992 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Wales",1992
"1992-01-20","Scotland","England",7,25,"1992 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"England",1992
"1992-02-03","Wales","France",9,12,"1992 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"France",1992
"1992-02-03","England","Ireland",38,9,"1992 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1992
"1992-02-17","France","England",13,31,"1992 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"England",1992
"1992-02-17","Ireland","Scotland",10,18,"1992 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Scotland",1992
"1992-03-09","England","Wales",24,0,"1992 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1992
"1992-03-09","Scotland","France",10,6,"1992 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1992
"1992-03-23","France","Ireland",44,12,"1992 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1992
"1992-03-23","Wales","Scotland",15,12,"1992 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1992
"1992-06-01","New Zealand","Ireland",24,21,"1992 Ireland rugby union tour of New Zealand","Carisbrook","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",1992
"1992-06-08","New Zealand","Ireland",59,6,"1992 Ireland rugby union tour of New Zealand","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"New Zealand",1992
"1992-06-15","Australia","Scotland",27,12,"1992 Scotland tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1992
"1992-06-23","Australia","Scotland",37,13,"1992 Scotland tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1992
"1992-07-06","Australia","New Zealand",16,15,"1992 New Zealand tour of Australia and South Africa","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1992
"1992-07-06","Argentina","France",12,27,"1992 France tour of Argentina","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"France",1992
"1992-07-13","Argentina","France",9,33,"1992 France tour of Argentina","JosÃ© Amalfitani Stadium","Buenos Aires","Argentina",FALSE,FALSE,"France",1992
"1992-07-21","Australia","New Zealand",19,17,"1992 New Zealand tour of Australia and South Africa","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1992
"1992-07-27","Australia","New Zealand",23,26,"1992 New Zealand tour of Australia and South Africa","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"New Zealand",1992
"1992-08-17","South Africa","New Zealand",24,27,"1992 New Zealand tour","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"New Zealand",1992
"1992-08-31","South Africa","Australia",3,26,"1992 Australia tour of South Africa","Newlands Stadium","Cape Town","South Africa",FALSE,FALSE,"Australia",1992
"1992-10-19","France","South Africa",15,20,"1992 South Africa rugby union tour of France and England","Stade de Gerland","Lyon","France",FALSE,FALSE,"South Africa",1992
"1992-10-26","France","South Africa",29,16,"1992 South Africa rugby union tour of France and England","Parc des Princes","Paris","France",FALSE,FALSE,"France",1992
"1992-11-02","Ireland","Australia",17,42,"1992 Australia tour of Great Britain and Ireland","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Australia",1992
"1992-11-16","France","Argentina",20,24,"1992 Argentina tour of Europe","Stade de la Beaujoire","Nantes","France",FALSE,FALSE,"Argentina",1992
"1992-11-16","England","South Africa",33,16,"1992 South Africa rugby union tour of France and England","Twickenham","London","England",FALSE,FALSE,"England",1992
"1992-11-23","Wales","Australia",6,23,"1992 Australia tour of Great Britain and Ireland","National Stadium","Cardiff","Wales",FALSE,FALSE,"Australia",1992
"1993-01-18","Scotland","Ireland",15,3,"1993 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1993
"1993-01-18","England","France",16,15,"1993 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1993
"1993-02-08","Wales","England",10,9,"1993 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Wales",1993
"1993-02-08","France","Scotland",11,3,"1993 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1993
"1993-02-22","Ireland","France",6,21,"1993 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"France",1993
"1993-02-22","Scotland","Wales",20,0,"1993 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1993
"1993-03-08","Wales","Ireland",14,19,"1993 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Ireland",1993
"1993-03-08","England","Scotland",26,12,"1993 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"England",1993
"1993-03-22","Ireland","England",17,3,"1993 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1993
"1993-03-22","France","Wales",26,10,"1993 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1993
"1993-06-28","South Africa","France",20,20,"1993 France rugby union tour of South Africa","Kings Park","Durban","South Africa",FALSE,FALSE,"Tie",1993
"1993-07-05","South Africa","France",17,18,"1993 France rugby union tour of South Africa","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"France",1993
"1993-07-19","New Zealand","Australia",25,10,"1993 Australia tour of New Zealand","Carisbrook","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",1993
"1993-08-02","Australia","South Africa",12,19,"1993 South Africa tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"South Africa",1993
"1993-08-16","Australia","South Africa",28,20,"1993 South Africa tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1993
"1993-08-23","Australia","South Africa",19,12,"1993 South Africa tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1993
"1993-11-01","France","Australia",16,13,"1993 Australia tour of France and North America","Stade Municipal","Bordeaux","France",FALSE,FALSE,"France",1993
"1993-11-08","France","Australia",3,24,"1993 Australia tour of France and North America","Parc des Princes","Paris","France",FALSE,FALSE,"Australia",1993
"1993-11-08","Argentina","South Africa",26,29,"1993 South Africa tour of Argentina","FC Oeste","Buenos Aires","Argentina",FALSE,FALSE,"South Africa",1993
"1993-11-15","Argentina","South Africa",23,52,"1993 South Africa tour of Argentina","FC Oeste","Buenos Aires","Argentina",FALSE,FALSE,"South Africa",1993
"1993-11-22","Scotland","New Zealand",15,51,"1993 New Zealand tour of Britain","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"New Zealand",1993
"1993-11-29","England","New Zealand",15,9,"1993 New Zealand rugby union tour of Britain","Twickenham","London","England",FALSE,FALSE,"England",1993
"1994-01-17","France","Ireland",35,15,"1994 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1994
"1994-01-17","Wales","Scotland",29,6,"1994 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1994
"1994-02-07","Scotland","England",14,15,"1994 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"England",1994
"1994-02-07","Ireland","Wales",15,17,"1994 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Wales",1994
"1994-02-21","England","Ireland",12,13,"1994 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"Ireland",1994
"1994-02-21","Wales","France",24,15,"1994 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1994
"1994-03-07","Ireland","Scotland",6,6,"1994 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Tie",1994
"1994-03-07","France","England",14,18,"1994 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"England",1994
"1994-03-21","Scotland","France",12,20,"1994 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"France",1994
"1994-03-21","England","Wales",15,8,"1994 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1994
"1994-06-06","Argentina","Scotland",16,15,"1994 Scotland tour of Argentina","Estadio Ricardo Etcheverry","Buenos Aires","Argentina",FALSE,FALSE,"Argentina",1994
"1994-06-06","South Africa","England",15,32,"1994 England rugby union tour of South Africa","Loftus Versfeld","Pretoria","South Africa",FALSE,FALSE,"England",1994
"1994-06-07","Australia","Ireland",33,13,"1994 Ireland tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1994
"1994-06-13","South Africa","England",27,9,"1994 England rugby union tour of South Africa","Newlands","Cape Town","South Africa",FALSE,FALSE,"South Africa",1994
"1994-06-13","Argentina","Scotland",19,17,"1994 Scotland tour of Argentina","Estadio Ricardo Etcheverry","Buenos Aires","Argentina",FALSE,FALSE,"Argentina",1994
"1994-06-13","Australia","Ireland",32,18,"1994 Ireland tour of Australia","Sydney Cricket Ground","Sydney","Australia",FALSE,FALSE,"Australia",1994
"1994-06-20","Australia","Italy",23,20,"1994 Italy tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1994
"1994-06-27","Australia","Italy",20,7,"1994 Italy tour of Australia","Olympic Park Stadium","Melbourne","Australia",FALSE,FALSE,"Australia",1994
"1994-06-28","New Zealand","France",8,22,"1994 French tour","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"France",1994
"1994-07-05","New Zealand","France",20,23,"1994 French tour","Eden Park","Auckland","New Zealand",FALSE,FALSE,"France",1994
"1994-07-11","New Zealand","South Africa",22,14,"1994 South Africa tour","Carisbrook","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",1994
"1994-07-25","New Zealand","South Africa",13,9,"1994 South Africa tour","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"New Zealand",1994
"1994-08-08","New Zealand","South Africa",18,18,"1994 South Africa tour","Eden Park","Auckland","New Zealand",FALSE,FALSE,"Tie",1994
"1994-08-19","Australia","New Zealand",20,16,"1994 New Zealand tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1994
"1994-10-10","South Africa","Argentina",42,22,"1994 Argentina tour of South Africa","Boet Erasmus Stadium","Port Elizabeth","South Africa",FALSE,FALSE,"South Africa",1994
"1994-10-14","Wales","Italy",29,19,NA,"National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1994
"1994-10-17","South Africa","Argentina",46,26,"1994 Argentina tour of South Africa","Ellis Park Stadium","Johannesburg","South Africa",FALSE,FALSE,"South Africa",1994
"1994-11-21","Scotland","South Africa",10,34,"1994 South Africa rugby union tour of Britain and Ireland","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"South Africa",1994
"1994-11-28","Wales","South Africa",12,20,"1994 South Africa tour of Great Britain and Ireland","National Stadium","Cardiff","Wales",FALSE,FALSE,"South Africa",1994
"1995-01-23","France","Wales",21,9,"1995 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1995
"1995-01-23","Ireland","England",8,20,"1995 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"England",1995
"1995-02-06","England","France",31,10,"1995 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1995
"1995-02-06","Scotland","Ireland",26,13,"1995 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1995
"1995-02-20","Wales","England",9,23,"1995 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"England",1995
"1995-02-20","France","Scotland",21,23,"1995 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"Scotland",1995
"1995-03-06","Ireland","France",7,25,"1995 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"France",1995
"1995-03-06","Scotland","Wales",26,13,"1995 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1995
"1995-03-20","England","Scotland",24,12,"1995 Five Nations Championship","Twickenham Stadium","London","England",FALSE,FALSE,"England",1995
"1995-03-20","Wales","Ireland",12,16,"1995 Five Nations Championship","Cardiff Arms Park","Cardiff","Wales",FALSE,FALSE,"Ireland",1995
"1995-05-02","Australia","Argentina",53,7,"1995 Argentina tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1995
"1995-05-08","Italy","Ireland",22,12,NA,"Stadio Comunale di Monigo","Treviso","Italy",FALSE,FALSE,"Italy",1995
"1995-05-08","Australia","Argentina",30,13,"1995 Argentina tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1995
"1995-05-27","South Africa","Australia",18,27,"1995 Rugby World Cup Pool match","Newlands Stadium","Cape Town","South Africa",FALSE,TRUE,"Australia",1995
"1995-05-29","Ireland","New Zealand",19,43,"1995 Rugby World Cup","Ellis Park","Johannesburg","South Africa",TRUE,TRUE,"New Zealand",1995
"1995-05-29","England","Argentina",24,18,"1995 Rugby World Cup Pool match","Kings Park Stadium","Durban","South Africa",TRUE,TRUE,"England",1995
"1995-06-02","New Zealand","Wales",34,9,"1995 Rugby World Cup Pool match","Ellis Park","Johannesburg","South Africa",TRUE,TRUE,"New Zealand",1995
"1995-06-02","England","Italy",27,20,"1995 Rugby World Cup Pool Stage","Kings Park Stadium","Durban","South Africa",TRUE,TRUE,"England",1995
"1995-06-05","France","Scotland",22,19,"1995 Rugby World Cup","Loftus Versfeld","Pretoria","South Africa",TRUE,TRUE,"France",1995
"1995-06-06","Ireland","Wales",24,23,"1995 Rugby World Cup","Ellis Park Stadium","Johannesburg","South Africa",TRUE,TRUE,"Ireland",1995
"1995-06-06","Argentina","Italy",25,31,"1995 Rugby World Cup","Buffalo City Stadium","East London","South Africa",TRUE,TRUE,"Italy",1995
"1995-06-12","France","Ireland",36,12,"1995 Rugby World Cup","Kings Park Stadium","Durban","South Africa",TRUE,TRUE,"France",1995
"1995-06-13","England","Australia",25,22,"1995 Rugby World Cup Quarter-final","Newlands Stadium","Cape Town","South Africa",TRUE,TRUE,"England",1995
"1995-06-13","New Zealand","Scotland",48,30,"1995 Rugby World Cup Quarter Final","Loftus Versfeld","Pretoria","South Africa",TRUE,TRUE,"New Zealand",1995
"1995-06-19","South Africa","France",19,15,"1995 Rugby World Cup semi-final","Kings Park","Durban","South Africa",FALSE,TRUE,"South Africa",1995
"1995-06-20","New Zealand","England",45,29,"1995 Rugby World Cup Semi-final","Newlands","Cape Town","South Africa",TRUE,TRUE,"New Zealand",1995
"1995-06-24","England","France",9,19,"1995 Rugby World Cup third-place play-off","Loftus Versfeld","Pretoria","South Africa",TRUE,TRUE,"France",1995
"1995-06-26","South Africa","New Zealand",15,12,"1995 Rugby World Cup Final","Ellis Park","Johannesburg","South Africa",FALSE,TRUE,"South Africa",1995
"1995-07-24","New Zealand","Australia",28,16,"1995 Australia tour of New Zealand","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1995
"1995-07-31","Australia","New Zealand",23,34,"1995 New Zealand tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"New Zealand",1995
"1995-09-04","South Africa","Wales",40,11,"Wales tour of South Africa","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"South Africa",1995
"1995-10-16","France","Italy",34,22,"1st Coupe Latine de Rugby","Ferrocaril Oeste","Buenos Aires","Argentina",TRUE,FALSE,"France",1995
"1995-10-19","Argentina","Italy",26,6,NA,"Monumental JosÃ© Fierro","TucumÃ¡n","Argentina",FALSE,FALSE,"Argentina",1995
"1995-10-23","Argentina","France",12,47,"1995 Latin Cup","Estadio Etcheverry","Buenos Aires","Argentina",FALSE,FALSE,"France",1995
"1995-10-30","Italy","New Zealand",6,70,"1995 New Zealand rugby union tour of Italy and France","Stadio Renato Dall'Ara","Bologna","Italy",FALSE,FALSE,"New Zealand",1995
"1995-11-13","France","New Zealand",22,15,"1995 New Zealand tour","Stadium Municipal","Toulouse","France",FALSE,FALSE,"France",1995
"1995-11-14","Italy","South Africa",21,40,NA,"Stadio Olimpico","Rome","Italy",FALSE,FALSE,"South Africa",1995
"1995-11-20","France","New Zealand",12,37,"1995 New Zealand tour","Parc des Princes","Paris","France",FALSE,FALSE,"New Zealand",1995
"1995-11-20","England","South Africa",14,24,NA,"Twickenham","London","England",FALSE,FALSE,"South Africa",1995
"1996-01-18","Wales","Italy",31,26,NA,"National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1996
"1996-01-22","France","England",15,12,"1996 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1996
"1996-01-22","Ireland","Scotland",10,16,"1996 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Scotland",1996
"1996-02-05","Scotland","France",19,14,"1996 Five Nations Championship","Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1996
"1996-02-05","England","Wales",21,15,"1996 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1996
"1996-02-19","Wales","Scotland",14,16,"1996 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Scotland",1996
"1996-02-19","France","Ireland",45,10,"1996 Five Nations Championship","Parc des Princes","Paris","France",FALSE,FALSE,"France",1996
"1996-03-04","Scotland","England",9,18,"1996 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"England",1996
"1996-03-04","Ireland","Wales",30,17,"1996 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Ireland",1996
"1996-03-18","Wales","France",16,15,"1996 Five Nations Championship","National Stadium","Cardiff","Wales",FALSE,FALSE,"Wales",1996
"1996-03-18","England","Ireland",28,15,"1996 Five Nations Championship","Twickenham","London","England",FALSE,FALSE,"England",1996
"1996-06-11","Australia","Wales",56,25,"1996 Wales tour of Australia","Ballymore Stadium","Brisbane","Australia",FALSE,FALSE,"Australia",1996
"1996-06-17","New Zealand","Scotland",62,31,"1996 Scotland rugby union tour of New Zealand","Carisbrook","Dunedin","New Zealand",FALSE,FALSE,"New Zealand",1996
"1996-06-24","Argentina","France",27,34,"1996 France tour of Argentina","Estadio Etcheverry","Buenos Aires","Argentina",FALSE,FALSE,"France",1996
"1996-06-24","Australia","Wales",42,3,"1996 Wales tour of Australia","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1996
"1996-06-24","New Zealand","Scotland",36,12,"1996 Scotland rugby union tour of New Zealand","Eden Park","Auckland","New Zealand",FALSE,FALSE,"New Zealand",1996
"1996-07-01","Argentina","France",15,34,"1996 France tour of Argentina","Estadio Etcheverry","Buenos Aires","Argentina",FALSE,FALSE,"France",1996
"1996-07-08","New Zealand","Australia",43,6,"1996 Tri Nations Series","Athletic Park","Wellington","New Zealand",FALSE,FALSE,"New Zealand",1996
"1996-07-15","Australia","South Africa",21,16,"1996 Tri Nations Series","Sydney Football Stadium","Sydney","Australia",FALSE,FALSE,"Australia",1996
"1996-07-22","New Zealand","South Africa",15,11,"1996 Tri Nations Series","Lancaster Park","Christchurch","New Zealand",FALSE,FALSE,"New Zealand",1996
"1996-07-29","Australia","New Zealand",25,32,"1996 Tri Nations Series","Lang Park","Brisbane","Australia",FALSE,FALSE,"New Zealand",1996
"1996-08-05","South Africa","Australia",25,19,"1996 Tri Nations Series","Free State Stadium","Bloemfontein","South Africa",FALSE,FALSE,"South Africa",1996
"1996-08-12","South Africa","New Zealand",18,29,"1996 Tri Nations Series","Newlands","Cape Town","South Africa",FALSE,FALSE,"New Zealand",1996
"1996-08-19","South Africa","New Zealand",19,23,"1996 New Zealand tour","Kings Park Stadium","Durban","South Africa",FALSE,FALSE,"New Zealand",1996
"1996-08-26","South Africa","New Zealand",26,33,"1996 New Zealand tour","Loftus Versfeld Stadium","Pretoria","South Africa",FALSE,FALSE,"New Zealand",1996
"1996-09-02","South Africa","New Zealand",32,22,"1996 New Zealand tour","Ellis Park","Johannesburg","South Africa",FALSE,FALSE,"South Africa",1996
"1996-09-27","Wales","France",33,40,"1996 France tour of Argentina and Wales","National Stadium","Cardiff","Wales",FALSE,FALSE,"France",1996
"1996-10-07","Italy","Wales",22,31,NA,"Stadio Olimpico","Rome","Italy",FALSE,FALSE,"Wales",1996
"1996-10-25","Italy","Australia",18,40,"1996 Australia tour of Great Britain, Ireland and Italy","Stadio Plebiscito","Padua","Italy",FALSE,FALSE,"Australia",1996
"1996-11-11","Scotland","Australia",19,29,"1996 Australia tour of Great Britain, Ireland and Italy","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Australia",1996
"1996-11-11","Argentina","South Africa",15,46,"1996 South Africa tour of Argentina and Europe","FC Oeste","Buenos Aires","Argentina",FALSE,FALSE,"South Africa",1996
"1996-11-18","Argentina","South Africa",21,44,"1996 South Africa tour of Argentina and Europe","FC Oeste","Buenos Aires","Argentina",FALSE,FALSE,"South Africa",1996
"1996-11-25","Ireland","Australia",12,22,"1996 Australia tour of Great Britain, Ireland and Italy","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Australia",1996
"1996-11-25","England","Italy",54,21,"The Save & Prosper International","Twickenham","London","England",FALSE,FALSE,"England",1996
"1996-12-02","France","South Africa",12,22,"1996 South Africa rugby union tour of Argentina and Europe","Parc Lescure","Bordeaux","France",FALSE,FALSE,"South Africa",1996
"1996-12-03","Wales","Australia",19,28,"1996 Australia tour of Great Britain, Ireland and Italy","National Stadium","Cardiff","Wales",FALSE,FALSE,"Australia",1996
"1996-12-09","France","South Africa",12,13,"1996 South Africa rugby union tour of Argentina and Europe","Parc des Princes","Paris","France",FALSE,FALSE,"South Africa",1996
"1996-12-16","England","Argentina",20,18,"1996 Argentina tour of England","Twickenham","London","England",FALSE,FALSE,"England",1996
"1996-12-16","Scotland","Italy",29,22,NA,"Murrayfield","Edinburgh","Scotland",FALSE,FALSE,"Scotland",1996
"1996-12-17","Wales","South Africa",20,37,"1996 South Africa tour of Argentina and Europe","National Stadium","Cardiff","Wales",FALSE,FALSE,"South Africa",1996
"1997-01-06","Ireland","Italy",29,37,NA,"Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"Italy",1997
"1997-01-20","Scotland","Wales",19,34,"1997 Five Nations Championship","Murrayfield Stadium","Edinburgh","Scotland",FALSE,FALSE,"Wales",1997
"1997-01-20","Ireland","France",15,32,"1997 Five Nations Championship","Lansdowne Road","Dublin","Ireland",FALSE,FALSE,"France",1997
