"","Date","Player1","Player2","Sets_P1","Sets_P2","P1_G1","P2_G1","P1_G2","P2_G2","P1_G3","P2_G3","P1_G4","P2_G4","P1_G5","P2_G5","HomeWinner"
"2306",2022-06-18 09:50:00,"Stanciu D.","Pleskach V.",3,0,11,4,12,10,11,8,NA,NA,NA,NA,1
"2307",2022-06-18 09:55:00,"Okopnyi V.","Korobko V.",3,1,12,10,11,5,8,11,11,9,NA,NA,1
"2308",2022-06-18 10:00:00,"Bochkovskyi V.","Chornobab V.",3,1,11,8,11,9,6,11,11,7,NA,NA,1
"2309",2022-06-18 10:00:00,"Zaitsev O.","Syksa A.",3,0,11,8,11,9,11,7,NA,NA,NA,NA,1
"2310",2022-06-18 10:05:00,"Tsoi K.","Ponomarenko O.",0,3,7,11,6,11,7,11,NA,NA,NA,NA,0
"2311",2022-06-18 10:15:00,"Cermak J.","Melisek M.",3,2,11,7,8,11,7,11,11,6,12,10,1
"2312",2022-06-18 10:20:00,"Kalev L.","Rotaru S.",3,2,7,11,6,11,11,9,12,10,11,9,1
"2313",2022-06-18 10:20:00,"Pallya M.","Porhajas P.",3,2,8,11,11,4,11,6,9,11,14,12,1
"2314",2022-06-18 10:25:00,"Budnikov A.","Tebenko Y.",1,3,11,9,7,11,5,11,11,13,NA,NA,0
"2315",2022-06-18 10:30:00,"Sokolovskyi S.","Drobov D.",3,0,11,7,12,10,11,7,NA,NA,NA,NA,1
"2316",2022-06-18 10:30:00,"Tveritinov R.","Tupyk M.",3,1,11,7,11,9,3,11,12,10,NA,NA,1
"2317",2022-06-18 10:35:00,"Yakubov M.","Kononikhin V.",3,1,11,7,11,9,7,11,12,10,NA,NA,1
"2318",2022-06-18 10:45:00,"Cuba M.","Vasek J.",3,0,11,7,11,8,11,9,NA,NA,NA,NA,1
"2319",2022-06-18 10:50:00,"Janco D.","Klucar T.",2,3,13,11,18,16,9,11,5,11,9,11,0
"2320",2022-06-18 10:50:00,"Mokryak I.","Melnic F.",3,1,11,9,11,5,8,11,11,9,NA,NA,1
"2321",2022-06-18 10:55:00,"Korobko V.","Huchok A.",3,1,9,11,11,3,11,6,11,5,NA,NA,1
"2322",2022-06-18 11:00:00,"Honchar Y.","Bochkovskyi V.",0,3,7,11,9,11,8,11,NA,NA,NA,NA,0
"2323",2022-06-18 11:00:00,"Syksa A.","Ziakun O.",3,0,11,2,13,11,11,8,NA,NA,NA,NA,1
"2324",2022-06-18 11:05:00,"Stukalov V.","Tsoi K.",3,0,11,5,12,10,11,6,NA,NA,NA,NA,1
"2325",2022-06-18 11:15:00,"Cermak J.","Cuba M.",1,3,2,11,13,11,1,11,8,11,NA,NA,0
"2326",2022-06-18 11:20:00,"Palenik O.","Culak J.",3,1,13,11,6,11,11,7,11,7,NA,NA,1
"2327",2022-06-18 11:20:00,"Stanciu D.","Kalev L.",1,3,11,9,5,11,4,11,8,11,NA,NA,0
"2328",2022-06-18 11:25:00,"Okopnyi V.","Kolos Y.",3,2,8,11,11,6,11,7,8,11,12,10,1
"2329",2022-06-18 11:30:00,"Drobov D.","Zholubak R.",3,2,11,7,4,11,5,11,11,9,11,9,1
"2330",2022-06-18 11:30:00,"Tveritinov R.","Zaitsev O.",2,3,11,7,8,11,11,7,4,11,9,11,0
"2331",2022-06-18 11:35:00,"Kononikhin V.","Kunchurov D.",2,3,6,11,15,13,11,5,10,12,4,11,0
"2332",2022-06-18 11:45:00,"Melisek M.","Vasek J.",2,3,11,2,9,11,11,8,11,13,6,11,0
"2333",2022-06-18 11:50:00,"Melnic F.","Pleskach V.",3,1,11,5,11,4,10,12,11,8,NA,NA,1
"2334",2022-06-18 11:50:00,"Pallya M.","Janco D.",3,0,11,6,11,5,11,7,NA,NA,NA,NA,1
"2335",2022-06-18 11:55:00,"Budnikov A.","Korobko V.",3,2,16,14,8,11,11,4,8,11,11,7,1
"2336",2022-06-18 12:00:00,"Sokolovskyi S.","Chornobab V.",3,1,11,7,11,7,10,12,11,6,NA,NA,1
"2337",2022-06-18 12:10:00,"Yakubov M.","Ponomarenko O.",0,3,8,11,8,11,8,11,NA,NA,NA,NA,0
"2338",2022-06-18 12:10:00,"Ziakun O.","Tupyk M.",1,3,2,11,11,7,7,11,2,11,NA,NA,0
"2339",2022-06-18 12:20:00,"Culak J.","Porhajas P.",3,2,6,11,11,6,2,11,11,2,11,8,1
"2340",2022-06-18 12:20:00,"Mokryak I.","Rotaru S.",1,3,9,11,11,9,6,11,7,11,NA,NA,0
"2341",2022-06-18 12:25:00,"Cuba M.","Cermak J.",3,0,11,7,12,10,11,6,NA,NA,NA,NA,1
"2342",2022-06-18 12:25:00,"Okopnyi V.","Tebenko Y.",3,2,9,11,7,11,11,6,11,4,13,11,1
"2343",2022-06-18 12:30:00,"Honchar Y.","Drobov D.",3,1,6,11,11,9,13,11,16,14,NA,NA,1
"2344",2022-06-18 12:35:00,"Stukalov V.","Kononikhin V.",3,2,4,11,11,5,11,3,5,11,11,9,1
"2345",2022-06-18 12:40:00,"Zaitsev O.","Tveritinov R.",1,3,6,11,11,9,9,11,4,11,NA,NA,0
"2346",2022-06-18 12:50:00,"Palenik O.","Klucar T.",2,3,11,6,11,5,7,11,7,11,9,11,0
"2347",2022-06-18 12:50:00,"Stanciu D.","Melnic F.",0,3,4,11,9,11,7,11,NA,NA,NA,NA,0
"2348",2022-06-18 12:55:00,"Huchok A.","Kolos Y.",3,1,7,11,12,10,12,10,12,10,NA,NA,1
"2349",2022-06-18 12:55:00,"Vasek J.","Melisek M.",3,1,9,11,11,9,11,6,11,9,NA,NA,1
"2350",2022-06-18 13:00:00,"Sokolovskyi S.","Bochkovskyi V.",3,0,11,4,11,7,11,8,NA,NA,NA,NA,1
"2351",2022-06-18 13:00:00,"Ziakun V.","Lyman O.",3,2,1,11,11,8,9,11,11,5,11,9,1
"2352",2022-06-18 13:05:00,"Kurtenko A.","Kovshun Y.",3,2,8,11,8,11,11,7,11,7,11,7,1
"2353",2022-06-18 13:05:00,"Yakubov M.","Tsoi K.",0,3,3,11,4,11,3,11,NA,NA,NA,NA,0
"2354",2022-06-18 13:15:00,"Malecek O.","Brichacek D.",3,2,9,11,11,8,11,4,9,11,11,7,1
"2355",2022-06-18 13:20:00,"Mokryak I.","Kalev L.",3,2,11,5,12,14,11,5,8,11,11,2,1
"2356",2022-06-18 13:20:00,"Pallya M.","Culak J.",0,3,3,11,6,11,7,11,NA,NA,NA,NA,0
"2357",2022-06-18 13:25:00,"Budnikov A.","Okopnyi V.",3,0,11,6,14,12,12,10,NA,NA,NA,NA,1
"2358",2022-06-18 13:30:00,"Priadko S.","Vasylets A.",0,3,7,11,11,13,9,11,NA,NA,NA,NA,0
"2359",2022-06-18 13:30:00,"Zholubak R.","Chornobab V.",2,3,11,5,7,11,8,11,11,9,6,11,0
"2360",2022-06-18 13:35:00,"Arevkin T.","Novikov V.",1,3,12,14,11,8,2,11,7,11,NA,NA,0
"2361",2022-06-18 13:35:00,"Kunchurov D.","Ponomarenko O.",0,3,10,12,6,11,6,11,NA,NA,NA,NA,0
"2362",2022-06-18 13:40:00,"Skhabitskiy S.","Havryliuk B.",3,1,14,12,5,11,11,8,12,10,NA,NA,1
"2363",2022-06-18 13:50:00,"Barsa T.","Taranko M.",1,3,6,11,7,11,11,9,8,11,NA,NA,0
"2364",2022-06-18 13:50:00,"Palenik O.","Janco D.",3,0,11,5,11,9,11,4,NA,NA,NA,NA,1
"2365",2022-06-18 13:50:00,"Pleskach V.","Rotaru S.",0,3,6,11,6,11,10,12,NA,NA,NA,NA,0
"2366",2022-06-18 13:55:00,"Korobko V.","Kolos Y.",3,2,3,11,11,7,11,5,10,12,11,5,1
"2367",2022-06-18 14:00:00,"Honchar Y.","Sokolovskyi S.",1,3,6,11,11,5,6,11,9,11,NA,NA,0
"2368",2022-06-18 14:00:00,"Kurylenko O.","Zaporozhets R.",2,3,4,11,8,11,11,9,11,6,8,11,0
"2369",2022-06-18 14:05:00,"Stukalov V.","Yakubov M.",2,3,13,11,6,11,5,11,11,6,10,12,0
"2370",2022-06-18 14:10:00,"Bereza V.","Kolivay O.",0,3,8,11,5,11,8,11,NA,NA,NA,NA,0
"2371",2022-06-18 14:10:00,"Kucheryavyi V.","Dovzhenko S.",1,3,11,13,7,11,11,9,5,11,NA,NA,0
"2372",2022-06-18 14:15:00,"Malecek O.","Taranko M.",3,2,20,18,11,6,7,11,9,11,11,7,1
"2373",2022-06-18 14:20:00,"Porhajas P.","Klucar T.",3,2,11,4,4,11,7,11,11,6,11,6,1
"2374",2022-06-18 14:20:00,"Stanciu D.","Mokryak I.",3,0,13,11,11,6,11,7,NA,NA,NA,NA,1
"2375",2022-06-18 14:25:00,"Tebenko Y.","Huchok A.",3,0,11,9,11,4,11,5,NA,NA,NA,NA,1
"2376",2022-06-18 14:30:00,"Drobov D.","Chornobab V.",3,1,10,12,11,7,11,7,12,10,NA,NA,1
"2377",2022-06-18 14:30:00,"Ziakun V.","Vasylets A.",1,3,12,14,11,7,6,11,9,11,NA,NA,0
"2378",2022-06-18 14:35:00,"Kononikhin V.","Ponomarenko O.",1,3,11,6,7,11,5,11,5,11,NA,NA,0
"2379",2022-06-18 14:35:00,"Kurtenko A.","Novikov V.",0,3,1,11,11,13,8,11,NA,NA,NA,NA,0
"2380",2022-06-18 14:40:00,"Bondarenko I.","Prokopenko D.",0,3,11,13,5,11,4,11,NA,NA,NA,NA,0
"2381",2022-06-18 14:50:00,"Melnic F.","Rotaru S.",0,3,0,11,5,11,13,15,NA,NA,NA,NA,0
"2382",2022-06-18 14:50:00,"Pallya M.","Palenik O.",1,3,7,11,7,11,11,5,9,11,NA,NA,0
"2383",2022-06-18 14:55:00,"Barsa T.","Brichacek D.",3,0,11,6,11,8,11,9,NA,NA,NA,NA,1
"2384",2022-06-18 14:55:00,"Bindas O.","Pesternikov D.",0,3,3,11,10,12,4,11,NA,NA,NA,NA,0
"2385",2022-06-18 15:00:00,"Bochkovskyi V.","Zholubak R.",1,3,8,11,11,13,11,7,5,11,NA,NA,0
"2386",2022-06-18 15:00:00,"Zaporozhets R.","Lyman O.",3,1,9,11,11,6,11,9,11,8,NA,NA,1
"2387",2022-06-18 15:05:00,"Dovzhenko S.","Kovshun Y.",3,1,10,12,11,9,11,6,11,3,NA,NA,1
"2388",2022-06-18 15:05:00,"Tsoi K.","Kunchurov D.",3,1,11,6,11,13,11,3,11,5,NA,NA,1
"2389",2022-06-18 15:10:00,"Skhabitskiy S.","Kolivay O.",1,3,6,11,11,5,8,11,3,11,NA,NA,0
"2390",2022-06-18 15:15:00,"Malecek O.","Barsa T.",3,0,11,3,11,4,12,10,NA,NA,NA,NA,1
"2391",2022-06-18 15:20:00,"Culak J.","Klucar T.",3,1,8,11,11,8,11,5,11,9,NA,NA,1
"2392",2022-06-18 15:20:00,"Kalev L.","Pleskach V.",2,3,8,11,11,9,7,11,11,7,8,11,0
"2393",2022-06-18 15:25:00,"Pavlyuk O.","Lyevshyn V.",1,3,6,11,9,11,11,9,8,11,NA,NA,0
"2394",2022-06-18 15:30:00,"Priadko S.","Kurylenko O.",2,3,11,6,11,8,9,11,7,11,5,11,0
"2395",2022-06-18 15:35:00,"Arevkin T.","Kucheryavyi V.",3,2,11,5,8,11,11,9,8,11,11,9,1
"2396",2022-06-18 15:35:00,"Skoryk O.","Chuliukov S.",3,2,11,7,2,11,9,11,11,6,11,3,1
"2397",2022-06-18 15:40:00,"Prokopenko D.","Havryliuk B.",2,3,11,6,5,11,11,9,6,11,7,11,0
"2398",2022-06-18 15:45:00,"Taranko M.","Brichacek D.",3,0,11,3,11,5,11,8,NA,NA,NA,NA,1
"2399",2022-06-18 15:50:00,"Janco D.","Porhajas P.",2,3,11,8,11,8,8,11,8,11,7,11,0
"2400",2022-06-18 15:55:00,"Kistechko M.","Danyliuk N.",3,0,12,10,13,11,11,8,NA,NA,NA,NA,1
"2401",2022-06-18 16:00:00,"Dubrovin V.","Semipeadnii V.",3,0,13,11,11,7,11,4,NA,NA,NA,NA,1
"2402",2022-06-18 16:00:00,"Ziakun V.","Zaporozhets R.",2,3,11,3,11,13,11,8,8,11,7,11,0
"2403",2022-06-18 16:05:00,"Kurtenko A.","Dovzhenko S.",0,3,5,11,11,13,4,11,NA,NA,NA,NA,0
"2404",2022-06-18 16:05:00,"Scherbak A.","Homylko A.",1,3,3,11,6,11,11,9,4,11,NA,NA,0
"2405",2022-06-18 16:10:00,"Bereza V.","Bondarenko I.",1,3,11,7,7,11,8,11,6,11,NA,NA,0
"2406",2022-06-18 16:15:00,"Brichacek D.","Barsa T.",0,3,7,11,8,11,9,11,NA,NA,NA,NA,0
"2407",2022-06-18 16:20:00,"Mul S.","Ni I.",1,3,10,12,11,6,5,11,9,11,NA,NA,0
"2408",2022-06-18 16:25:00,"Bindas O.","Lyevshyn V.",2,3,5,11,16,18,11,3,11,7,7,11,0
"2409",2022-06-18 16:25:00,"Lykhytskyi O.","Hnoievoi R.",3,0,11,9,11,9,11,8,NA,NA,NA,NA,1
"2410",2022-06-18 16:30:00,"Kurylenko O.","Vasylets A.",3,1,11,9,11,8,7,11,12,10,NA,NA,1
"2411",2022-06-18 16:35:00,"Grinenko K.","Melashenko O.",3,2,9,11,11,8,15,13,5,11,11,9,1
"2412",2022-06-18 16:35:00,"Kucheryavyi V.","Novikov V.",2,3,11,7,11,13,11,7,8,11,7,11,0
"2413",2022-06-18 16:40:00,"Skhabitskiy S.","Prokopenko D.",1,3,11,9,8,11,7,11,8,11,NA,NA,0
"2414",2022-06-18 16:45:00,"Taranko M.","Malecek O.",1,3,7,11,11,13,11,9,8,11,NA,NA,0
"2415",2022-06-18 16:50:00,"Dubrovin V.","Ni I.",0,3,4,11,7,11,7,11,NA,NA,NA,NA,0
"2416",2022-06-18 16:55:00,"Chelpanov S.","Levyn S.",3,1,11,8,5,11,12,10,11,9,NA,NA,1
"2417",2022-06-18 16:55:00,"Danyliuk N.","Pesternikov D.",3,2,11,2,11,9,11,13,10,12,11,7,1
"2418",2022-06-18 17:00:00,"Priadko S.","Lyman O.",2,3,5,11,11,4,8,11,11,6,9,11,0
"2419",2022-06-18 17:05:00,"Arevkin T.","Kovshun Y.",0,3,8,11,10,12,9,11,NA,NA,NA,NA,0
"2420",2022-06-18 17:05:00,"Skoryk O.","Homylko A.",3,1,11,9,11,9,10,12,11,6,NA,NA,1
"2421",2022-06-18 17:10:00,"Bondarenko I.","Kolivay O.",1,3,6,11,11,7,5,11,4,11,NA,NA,0
"2422",2022-06-18 17:15:00,"Horak D.","Hofmann M.",3,2,11,9,6,11,9,11,11,7,11,5,1
"2423",2022-06-18 17:20:00,"Mul S.","Semipeadnii V.",3,1,11,7,11,1,6,11,11,5,NA,NA,1
"2424",2022-06-18 17:25:00,"Chepurnyi A.","Kurischenko Y.",3,2,11,3,8,11,9,11,11,7,11,5,1
"2425",2022-06-18 17:25:00,"Pavlyuk O.","Kistechko M.",0,3,6,11,3,11,5,11,NA,NA,NA,NA,0
"2426",2022-06-18 17:30:00,"Ziakun V.","Kurylenko O.",1,3,11,8,7,11,11,13,6,11,NA,NA,0
"2427",2022-06-18 17:35:00,"Kurtenko A.","Kucheryavyi V.",1,3,7,11,8,11,11,9,10,12,NA,NA,0
"2428",2022-06-18 17:35:00,"Melashenko O.","Chuliukov S.",3,1,11,7,12,10,10,12,11,7,NA,NA,1
"2429",2022-06-18 17:40:00,"Bereza V.","Havryliuk B.",1,3,11,8,8,11,7,11,15,17,NA,NA,0
"2430",2022-06-18 17:45:00,"Vesely F.","Sochor A.",3,0,11,5,11,6,11,6,NA,NA,NA,NA,1
"2431",2022-06-18 17:50:00,"Dubrovin V.","Mul S.",1,3,4,11,6,11,11,5,9,11,NA,NA,0
"2432",2022-06-18 17:55:00,"Bindas O.","Danyliuk N.",3,2,8,11,11,3,11,8,12,14,11,2,1
"2433",2022-06-18 17:55:00,"Lykhytskyi O.","Levyn S.",3,2,11,8,11,13,13,11,9,11,11,2,1
"2434",2022-06-18 18:00:00,"Priadko S.","Zaporozhets R.",3,1,11,5,8,11,11,7,11,9,NA,NA,1
"2435",2022-06-18 18:05:00,"Arevkin T.","Dovzhenko S.",3,1,13,15,11,6,11,7,11,7,NA,NA,1
"2436",2022-06-18 18:05:00,"Scherbak A.","Grinenko K.",0,3,3,11,4,11,7,11,NA,NA,NA,NA,0
"2437",2022-06-18 18:10:00,"Skhabitskiy S.","Bondarenko I.",1,3,8,11,6,11,11,9,10,12,NA,NA,0
"2438",2022-06-18 18:15:00,"Horak D.","Sochor A.",1,3,7,11,10,12,14,12,9,11,NA,NA,0
"2439",2022-06-18 18:20:00,"Ni I.","Semipeadnii V.",3,0,11,7,11,7,11,5,NA,NA,NA,NA,1
"2440",2022-06-18 18:25:00,"Kistechko M.","Lyevshyn V.",1,3,6,11,12,10,15,17,12,14,NA,NA,0
"2441",2022-06-18 18:25:00,"Kurischenko Y.","Hnoievoi R.",3,0,11,8,11,7,11,9,NA,NA,NA,NA,1
"2442",2022-06-18 18:30:00,"Vasylets A.","Lyman O.",3,1,7,11,11,5,11,8,11,8,NA,NA,1
"2443",2022-06-18 18:35:00,"Novikov V.","Kovshun Y.",3,0,11,2,11,7,11,8,NA,NA,NA,NA,1
"2444",2022-06-18 18:35:00,"Skoryk O.","Melashenko O.",1,3,10,12,10,12,11,9,4,11,NA,NA,0
"2445",2022-06-18 18:40:00,"Bereza V.","Prokopenko D.",0,3,6,11,12,14,5,11,NA,NA,NA,NA,0
"2446",2022-06-18 18:45:00,"Vesely F.","Hofmann M.",3,0,11,6,11,8,11,2,NA,NA,NA,NA,1
"2447",2022-06-18 18:50:00,"Semipeadnii V.","Dubrovin V.",2,3,11,9,9,11,12,10,9,11,7,11,0
"2448",2022-06-18 18:55:00,"Chelpanov S.","Chepurnyi A.",1,3,11,7,8,11,9,11,9,11,NA,NA,0
"2449",2022-06-18 18:55:00,"Pavlyuk O.","Pesternikov D.",2,3,10,12,3,11,11,6,11,5,8,11,0
"2450",2022-06-18 19:00:00,"Ziakun V.","Priadko S.",3,1,11,2,12,14,11,6,11,9,NA,NA,1
"2451",2022-06-18 19:05:00,"Grinenko K.","Homylko A.",3,1,11,5,11,8,4,11,11,6,NA,NA,1
"2452",2022-06-18 19:05:00,"Kurtenko A.","Arevkin T.",2,3,4,11,11,8,12,14,11,8,9,11,0
"2453",2022-06-18 19:10:00,"Kolivay O.","Havryliuk B.",2,3,11,9,8,11,11,6,6,11,7,11,0
"2454",2022-06-18 19:15:00,"Horak D.","Vesely F.",0,3,6,11,8,11,9,11,NA,NA,NA,NA,0
"2455",2022-06-18 19:20:00,"Ni I.","Mul S.",0,3,7,11,2,11,6,11,NA,NA,NA,NA,0
"2456",2022-06-18 19:25:00,"Bindas O.","Kistechko M.",2,3,11,6,10,12,14,12,5,11,8,11,0
"2457",2022-06-18 19:25:00,"Lykhytskyi O.","Kurischenko Y.",3,1,11,5,12,10,6,11,11,7,NA,NA,1
"2458",2022-06-18 19:30:00,"Kurylenko O.","Lyman O.",3,0,11,6,11,5,11,5,NA,NA,NA,NA,1
"2459",2022-06-18 19:35:00,"Kucheryavyi V.","Kovshun Y.",3,0,12,10,13,11,11,6,NA,NA,NA,NA,1
"2460",2022-06-18 19:35:00,"Scherbak A.","Chuliukov S.",1,3,8,11,8,11,11,7,7,11,NA,NA,0
"2461",2022-06-18 19:40:00,"Skhabitskiy S.","Bereza V.",0,3,8,11,7,11,8,11,NA,NA,NA,NA,0
"2462",2022-06-18 19:45:00,"Sochor A.","Hofmann M.",3,1,11,13,11,6,11,4,12,10,NA,NA,1
"2463",2022-06-18 19:55:00,"Chepurnyi A.","Levyn S.",3,0,11,9,11,5,11,7,NA,NA,NA,NA,1
"2464",2022-06-18 19:55:00,"Pavlyuk O.","Danyliuk N.",1,3,7,11,11,4,5,11,7,11,NA,NA,0
"2465",2022-06-18 20:00:00,"Cucerovschii S.","Titov D.",3,1,11,7,11,8,6,11,11,6,NA,NA,1
"2466",2022-06-18 20:00:00,"Zaporozhets R.","Vasylets A.",1,3,11,8,9,11,9,11,10,12,NA,NA,0
"2467",2022-06-18 20:05:00,"Dovzhenko S.","Novikov V.",0,3,6,11,4,11,6,11,NA,NA,NA,NA,0
"2468",2022-06-18 20:05:00,"Skoryk O.","Grinenko K.",0,3,6,11,3,11,7,11,NA,NA,NA,NA,0
"2469",2022-06-18 20:10:00,"Bondarenko I.","Havryliuk B.",0,3,6,11,8,11,9,11,NA,NA,NA,NA,0
"2470",2022-06-18 20:20:00,"Hofmann M.","Horak D.",0,3,9,11,5,11,6,11,NA,NA,NA,NA,0
"2471",2022-06-18 20:25:00,"Chelpanov S.","Hnoievoi R.",3,0,11,9,11,9,11,9,NA,NA,NA,NA,1
"2472",2022-06-18 20:25:00,"Lyevshyn V.","Pesternikov D.",3,1,15,17,11,7,11,8,11,6,NA,NA,1
"2473",2022-06-18 20:30:00,"Lipkan D.","Virlan A.",3,1,11,6,15,13,6,11,11,5,NA,NA,1
"2474",2022-06-18 20:35:00,"Scherbak A.","Melashenko O.",1,3,1,11,12,10,7,11,9,11,NA,NA,0
"2475",2022-06-18 20:40:00,"Prokopenko D.","Kolivay O.",1,3,11,5,6,11,8,11,8,11,NA,NA,0
"2476",2022-06-18 20:50:00,"Sochor A.","Vesely F.",3,2,7,11,11,7,3,11,11,8,11,6,1
"2477",2022-06-18 20:55:00,"Bindas O.","Pavlyuk O.",3,0,11,8,13,11,11,9,NA,NA,NA,NA,1
"2478",2022-06-18 20:55:00,"Lykhytskyi O.","Chepurnyi A.",3,2,13,11,11,4,8,11,6,11,11,6,1
"2479",2022-06-18 21:00:00,"Cucerovschii S.","Virlan A.",3,0,11,6,11,9,11,9,NA,NA,NA,NA,1
"2480",2022-06-18 21:05:00,"Homylko A.","Chuliukov S.",2,3,11,8,10,12,11,7,7,11,3,11,0
"2481",2022-06-18 21:15:00,"Luder J.","Provaznik L.",2,3,11,6,11,4,3,11,10,12,7,11,0
"2482",2022-06-18 21:25:00,"Chelpanov S.","Kurischenko Y.",3,1,11,6,11,7,5,11,11,9,NA,NA,1
"2483",2022-06-18 21:25:00,"Kistechko M.","Pesternikov D.",2,3,6,11,7,11,11,8,12,10,8,11,0
"2484",2022-06-18 21:30:00,"Lipkan D.","Titov D.",3,1,5,11,11,4,11,6,13,11,NA,NA,1
"2485",2022-06-18 21:35:00,"Skoryk O.","Scherbak A.",3,0,11,1,11,5,11,5,NA,NA,NA,NA,1
"2486",2022-06-18 21:45:00,"Sabuka D.","Motycka O.",1,3,12,10,3,11,10,12,5,11,NA,NA,0
"2487",2022-06-18 21:55:00,"Danyliuk N.","Lyevshyn V.",2,3,11,9,11,3,6,11,5,11,8,11,0
"2488",2022-06-18 21:55:00,"Levyn S.","Hnoievoi R.",3,2,9,11,15,13,11,8,7,11,11,5,1
"2489",2022-06-18 22:00:00,"Cucerovschii S.","Lipkan D.",0,3,7,11,8,11,9,11,NA,NA,NA,NA,0
"2490",2022-06-18 22:05:00,"Grinenko K.","Chuliukov S.",3,2,11,9,3,11,10,12,13,11,11,8,1
"2491",2022-06-18 22:15:00,"Luder J.","Motycka O.",2,3,12,10,11,9,6,11,5,11,7,11,0
"2492",2022-06-18 22:25:00,"Lykhytskyi O.","Chelpanov S.",0,3,8,11,11,13,3,11,NA,NA,NA,NA,0
"2493",2022-06-18 22:30:00,"Virlan A.","Titov D.",2,3,11,6,8,11,9,11,11,7,7,11,0
"2494",2022-06-18 22:35:00,"Melashenko O.","Homylko A.",3,2,5,11,11,8,9,11,11,7,11,6,1
"2495",2022-06-18 22:45:00,"Sabuka D.","Provaznik L.",1,3,8,11,5,11,11,5,7,11,NA,NA,0
"2496",2022-06-18 22:55:00,"Chepurnyi A.","Hnoievoi R.",3,2,5,11,11,8,11,13,11,9,11,9,1
"2497",2022-06-18 23:00:00,"Chaikovskyi B.","Kuzmych V.",0,3,10,12,14,16,5,11,NA,NA,NA,NA,0
"2498",2022-06-18 23:10:00,"Lipkan D.","Cucerovschii S.",2,3,1,11,8,11,11,9,13,11,7,11,0
"2499",2022-06-18 23:15:00,"Luder J.","Sabuka D.",1,3,8,11,11,6,9,11,9,11,NA,NA,0
"2500",2022-06-18 23:25:00,"Kurischenko Y.","Levyn S.",3,1,11,4,11,6,2,11,11,8,NA,NA,1
"2501",2022-06-18 23:30:00,"Smyrnov M.","Shypilov A.",0,3,9,11,13,15,11,13,NA,NA,NA,NA,0
"2502",2022-06-18 23:40:00,"Titov D.","Virlan A.",1,3,13,11,9,11,7,11,6,11,NA,NA,0
"2503",2022-06-18 23:45:00,"Motycka O.","Provaznik L.",3,1,6,11,11,7,11,3,11,9,NA,NA,1
"2504",2022-06-19 00:00:00,"Hovorunets O.","Kuzmych V.",0,3,7,11,7,11,14,16,NA,NA,NA,NA,0
"2505",2022-06-19 00:05:00,"Gomilko O.","Rehotun D.",0,3,12,14,7,11,5,11,NA,NA,NA,NA,0
"2506",2022-06-19 00:20:00,"Sabuka D.","Luder J.",3,1,3,11,11,7,11,8,11,2,NA,NA,1
"2507",2022-06-19 00:25:00,"Kyi Y.","Dukhovenko O.",3,1,4,11,13,11,11,7,11,9,NA,NA,1
"2508",2022-06-19 00:30:00,"Chaikovskyi B.","Smyrnov M.",1,3,8,11,11,9,9,11,7,11,NA,NA,0
"2509",2022-06-19 00:35:00,"Solomko R.","Lazuryk D.",3,1,11,9,9,11,11,9,11,8,NA,NA,1
"2510",2022-06-19 00:50:00,"Provaznik L.","Motycka O.",1,3,5,11,11,9,6,11,10,12,NA,NA,0
"2511",2022-06-19 00:55:00,"Mishchenko O.","Hrymovskyi O.",3,2,11,4,11,9,9,11,8,11,11,9,1
"2512",2022-06-19 01:00:00,"Hovorunets O.","Shypilov A.",3,1,14,16,11,7,11,9,11,5,NA,NA,1
"2513",2022-06-19 01:05:00,"Isakov V.","Buberenko A.",1,3,6,11,11,8,5,11,11,13,NA,NA,0
"2514",2022-06-19 01:25:00,"Tkachov S.","Babenko P.",3,2,11,6,6,11,11,6,9,11,12,10,1
"2515",2022-06-19 01:30:00,"Smyrnov M.","Kuzmych V.",0,3,8,11,5,11,9,11,NA,NA,NA,NA,0
"2516",2022-06-19 01:35:00,"Gomilko O.","Lazuryk D.",2,3,8,11,9,11,11,7,11,3,7,11,0
"2517",2022-06-19 01:55:00,"Kyi Y.","Hrymovskyi O.",3,2,11,8,11,9,9,11,10,12,11,5,1
"2518",2022-06-19 02:00:00,"Chaikovskyi B.","Shypilov A.",3,2,11,3,11,7,3,11,12,14,11,8,1
"2519",2022-06-19 02:15:00,"Buberenko A.","Rehotun D.",2,3,9,11,11,9,11,8,4,11,8,11,0
"2520",2022-06-19 02:25:00,"Babenko P.","Dukhovenko O.",3,2,5,11,11,9,11,4,8,11,11,7,1
"2521",2022-06-19 02:30:00,"Hovorunets O.","Smyrnov M.",3,1,11,13,11,9,11,7,11,5,NA,NA,1
"2522",2022-06-19 02:35:00,"Solomko R.","Isakov V.",2,3,11,8,11,13,13,15,12,10,9,11,0
"2523",2022-06-19 02:55:00,"Mishchenko O.","Tkachov S.",1,3,7,11,11,6,5,11,4,11,NA,NA,0
"2524",2022-06-19 03:00:00,"Shypilov A.","Kuzmych V.",2,3,11,8,8,11,3,11,11,3,9,11,0
"2525",2022-06-19 03:05:00,"Gomilko O.","Buberenko A.",3,1,11,8,6,11,13,11,11,5,NA,NA,1
"2526",2022-06-19 03:25:00,"Kyi Y.","Babenko P.",2,3,8,11,7,11,11,8,11,7,11,13,0
"2527",2022-06-19 03:30:00,"Hovorunets O.","Chaikovskyi B.",3,2,16,18,11,13,11,7,11,9,13,11,1
