"","Date","Player1","Player2","Sets_P1","Sets_P2","P1_G1","P2_G1","P1_G2","P2_G2","P1_G3","P2_G3","P1_G4","P2_G4","P1_G5","P2_G5","HomeWinner"
"7120",2022-07-06 04:05:00,"Kyilo V.","Horchakov V.",3,2,11,3,9,11,5,11,11,6,11,9,1
"7121",2022-07-06 04:25:00,"Chepurnyi A.","Hrymovskyi O.",1,3,11,5,6,11,7,11,10,12,NA,NA,0
"7122",2022-07-06 04:30:00,"Korobko V.","Sachuk S.",1,3,11,9,4,11,3,11,8,11,NA,NA,0
"7123",2022-07-06 04:35:00,"Hryshchenko O.","Kulishov H.",2,3,6,11,11,7,11,8,2,11,9,11,0
"7124",2022-07-06 04:55:00,"Chelpanov S.","Tkachov S.",3,1,9,11,12,10,11,9,11,8,NA,NA,1
"7125",2022-07-06 05:00:00,"Huchok A.","Okopnyi V.",3,1,11,8,11,8,10,12,11,9,NA,NA,1
"7126",2022-07-06 05:05:00,"Kyilo V.","Diachenko M.",3,1,11,7,9,11,11,9,12,10,NA,NA,1
"7127",2022-07-06 05:25:00,"Chepurnyi A.","Babenko P.",3,2,11,5,8,11,11,7,5,11,11,8,1
"7128",2022-07-06 05:30:00,"Slozka V.","Sachuk S.",1,3,11,9,12,14,9,11,4,11,NA,NA,0
"7129",2022-07-06 05:35:00,"Chernyshov D.","Horchakov V.",2,3,11,6,9,11,11,6,9,11,9,11,0
"7130",2022-07-06 06:00:00,"Dukhovenko O.","Hrymovskyi O.",0,3,4,11,5,11,5,11,NA,NA,NA,NA,0
"7131",2022-07-06 06:00:00,"Tsolik P.","Korobko V.",3,0,11,7,11,9,11,8,NA,NA,NA,NA,1
"7132",2022-07-06 06:05:00,"Hryshchenko O.","Kyilo V.",3,1,11,6,3,11,11,5,14,12,NA,NA,1
"7133",2022-07-06 06:25:00,"Chelpanov S.","Chepurnyi A.",3,1,11,6,8,11,11,4,11,9,NA,NA,1
"7134",2022-07-06 06:35:00,"Kulishov H.","Horchakov V.",3,0,11,9,11,7,11,7,NA,NA,NA,NA,1
"7135",2022-07-06 06:55:00,"Tkachov S.","Hrymovskyi O.",3,1,11,9,10,12,11,6,11,5,NA,NA,1
"7136",2022-07-06 07:00:00,"Baday M.","Tupyk M.",3,0,11,8,11,8,11,8,NA,NA,NA,NA,1
"7137",2022-07-06 07:05:00,"Diachenko M.","Chernyshov D.",3,2,11,6,4,11,7,11,11,9,11,8,1
"7138",2022-07-06 07:20:00,"Sheremeta V.","Baranov M.",3,0,11,4,11,7,11,5,NA,NA,NA,NA,1
"7139",2022-07-06 07:25:00,"Babenko P.","Dukhovenko O.",3,0,11,9,11,2,13,11,NA,NA,NA,NA,1
"7140",2022-07-06 07:25:00,"Hlaholev M.","Maslovskyi A.",3,1,4,11,11,9,11,8,11,6,NA,NA,1
"7141",2022-07-06 07:30:00,"Prilepa D.","Fedoryshyn I.",0,3,8,11,3,11,8,11,NA,NA,NA,NA,0
"7142",2022-07-06 07:50:00,"Konkulovskyi R.","Tebenko Y.",3,1,11,8,11,6,2,11,11,6,NA,NA,1
"7143",2022-07-06 07:55:00,"Pyrtyk B.","Fylypiv R.",3,0,11,8,12,10,11,5,NA,NA,NA,NA,1
"7144",2022-07-06 08:00:00,"Sedin V.","Tupyk M.",3,1,11,8,8,11,11,9,12,10,NA,NA,1
"7145",2022-07-06 08:05:00,"Ponomarenko O.","Kunchurov D.",3,2,11,3,8,11,11,7,10,12,11,8,1
"7146",2022-07-06 08:20:00,"Dulich A.","Fedyna R.",3,0,11,4,11,6,11,9,NA,NA,NA,NA,1
"7147",2022-07-06 08:20:00,"Melnic F.","Kochervey V.",3,0,11,8,11,1,11,8,NA,NA,NA,NA,1
"7148",2022-07-06 08:25:00,"Nikolenko A.","Hovorunets S.",2,3,8,11,12,10,6,11,15,13,12,14,0
"7149",2022-07-06 08:30:00,"Baday M.","Prilepa D.",3,0,11,5,11,1,11,9,NA,NA,NA,NA,1
"7150",2022-07-06 08:35:00,"Stukalov V.","Bryzhevatyi O.",3,1,11,8,6,11,11,7,11,8,NA,NA,1
"7151",2022-07-06 08:50:00,"Leshchanka D.","Martinka S.",0,3,7,11,8,11,9,11,NA,NA,NA,NA,0
"7152",2022-07-06 08:50:00,"Mokryak I.","Pleskach V.",0,3,9,11,10,12,6,11,NA,NA,NA,NA,0
"7153",2022-07-06 08:50:00,"Sheremeta V.","Tebenko Y.",1,3,9,11,10,12,11,4,7,11,NA,NA,0
"7154",2022-07-06 08:55:00,"Hrosov D.","Hostiev M.",0,3,3,11,7,11,6,11,NA,NA,NA,NA,0
"7155",2022-07-06 09:00:00,"Hlaholev M.","Fylypiv R.",1,3,6,11,11,9,10,12,10,12,NA,NA,0
"7156",2022-07-06 09:00:00,"Sedin V.","Fedoryshyn I.",3,1,11,9,10,12,12,10,11,5,NA,NA,1
"7157",2022-07-06 09:05:00,"Kononikhin V.","Lutsyk O.",2,3,13,11,9,11,11,8,6,11,8,11,0
"7158",2022-07-06 09:15:00,"Malecek O.","Horak D.",1,3,11,9,9,11,11,13,6,11,NA,NA,0
"7159",2022-07-06 09:20:00,"Fedyna R.","Baranov M.",1,3,8,11,11,5,4,11,4,11,NA,NA,0
"7160",2022-07-06 09:20:00,"Gribkov D.","Mutu V.",3,2,7,11,11,7,14,16,11,7,11,6,1
"7161",2022-07-06 09:20:00,"Janik A.","Doubek K.",1,3,13,15,11,8,4,11,7,11,NA,NA,0
"7162",2022-07-06 09:25:00,"Hovorunets S.","Maslovskyi A.",3,1,7,11,11,6,11,8,11,5,NA,NA,1
"7163",2022-07-06 09:25:00,"Voloshko V.","Sotnikov E.",3,2,11,3,6,11,11,6,8,11,14,12,1
"7164",2022-07-06 09:30:00,"Prilepa D.","Tupyk M.",3,1,11,13,11,9,11,7,11,7,NA,NA,1
"7165",2022-07-06 09:35:00,"Ponomarenko O.","Bryzhevatyi O.",3,1,11,8,8,11,15,13,11,7,NA,NA,1
"7166",2022-07-06 09:50:00,"Jaros A.","Adam L.",0,3,10,12,4,11,9,11,NA,NA,NA,NA,0
"7167",2022-07-06 09:50:00,"Konkulovskyi R.","Dulich A.",3,1,11,8,11,6,6,11,11,9,NA,NA,1
"7168",2022-07-06 09:50:00,"Melnic F.","Pleskach V.",2,3,9,11,11,4,11,6,10,12,7,11,0
"7169",2022-07-06 09:55:00,"Pyrtyk B.","Nikolenko A.",1,3,11,5,3,11,8,11,9,11,NA,NA,0
"7170",2022-07-06 09:55:00,"Syvych V.","Khoroshun O.",2,3,11,8,11,5,8,11,10,12,4,11,0
"7171",2022-07-06 09:55:00,"Tutura M.","Zelinka M.",3,2,11,7,5,11,11,6,5,11,11,5,1
"7172",2022-07-06 10:00:00,"Baday M.","Fedoryshyn I.",3,1,10,12,11,8,11,4,11,5,NA,NA,1
"7173",2022-07-06 10:05:00,"Lutsyk O.","Kunchurov D.",3,1,9,11,11,6,11,7,11,9,NA,NA,1
"7174",2022-07-06 10:15:00,"Malecek O.","Adam L.",3,2,9,11,11,9,8,11,12,10,11,9,1
"7175",2022-07-06 10:20:00,"Mutu V.","Kochervey V.",3,2,11,2,9,11,13,15,11,9,11,3,1
"7176",2022-07-06 10:20:00,"Sheremeta V.","Fedyna R.",0,3,5,11,4,11,4,11,NA,NA,NA,NA,0
"7177",2022-07-06 10:25:00,"Hlaholev M.","Hovorunets S.",2,3,7,11,7,11,11,9,11,9,8,11,0
"7178",2022-07-06 10:25:00,"Hrosov D.","Sotnikov E.",1,3,11,6,9,11,10,12,4,11,NA,NA,0
"7179",2022-07-06 10:25:00,"Leshchanka D.","Doubek K.",1,3,9,11,9,11,11,7,7,11,NA,NA,0
"7180",2022-07-06 10:30:00,"Sedin V.","Prilepa D.",3,1,11,2,11,2,8,11,11,8,NA,NA,1
"7181",2022-07-06 10:35:00,"Stukalov V.","Kononikhin V.",3,0,11,4,11,6,11,7,NA,NA,NA,NA,1
"7182",2022-07-06 10:45:00,"Jaros A.","Horak D.",1,3,10,12,11,9,8,11,9,11,NA,NA,0
"7183",2022-07-06 10:50:00,"Dulich A.","Tebenko Y.",1,3,12,10,5,11,6,11,6,11,NA,NA,0
"7184",2022-07-06 10:50:00,"Mokryak I.","Gribkov D.",3,0,11,8,11,8,11,7,NA,NA,NA,NA,1
"7185",2022-07-06 10:50:00,"Zelinka M.","Martinka S.",0,3,9,11,6,11,7,11,NA,NA,NA,NA,0
"7186",2022-07-06 10:55:00,"Khoroshun O.","Hostiev M.",3,0,12,10,11,8,11,6,NA,NA,NA,NA,1
"7187",2022-07-06 10:55:00,"Nikolenko A.","Fylypiv R.",3,2,9,11,7,11,12,10,11,2,11,7,1
"7188",2022-07-06 11:00:00,"Fedoryshyn I.","Tupyk M.",3,0,13,11,11,5,13,11,NA,NA,NA,NA,1
"7189",2022-07-06 11:05:00,"Ponomarenko O.","Lutsyk O.",3,0,11,7,12,10,11,8,NA,NA,NA,NA,1
"7190",2022-07-06 11:15:00,"Malecek O.","Jaros A.",3,1,9,11,11,6,11,7,11,7,NA,NA,1
"7191",2022-07-06 11:20:00,"Janik A.","Tutura M.",1,3,7,11,7,11,11,8,13,15,NA,NA,0
"7192",2022-07-06 11:20:00,"Konkulovskyi R.","Baranov M.",0,3,10,12,10,12,9,11,NA,NA,NA,NA,0
"7193",2022-07-06 11:20:00,"Melnic F.","Mutu V.",2,3,11,9,11,8,6,11,13,15,4,11,0
"7194",2022-07-06 11:25:00,"Pyrtyk B.","Maslovskyi A.",3,0,11,7,11,6,11,7,NA,NA,NA,NA,1
"7195",2022-07-06 11:25:00,"Voloshko V.","Syvych V.",0,3,8,11,8,11,7,11,NA,NA,NA,NA,0
"7196",2022-07-06 11:30:00,"Sedin V.","Baday M.",2,3,11,7,11,7,5,11,8,11,7,11,0
"7197",2022-07-06 11:35:00,"Kononikhin V.","Bryzhevatyi O.",1,3,11,8,8,11,8,11,10,12,NA,NA,0
"7198",2022-07-06 11:45:00,"Adam L.","Horak D.",2,3,7,11,11,7,11,9,8,11,8,11,0
"7199",2022-07-06 11:50:00,"Leshchanka D.","Zelinka M.",2,3,11,4,11,4,6,11,8,11,5,11,0
"7200",2022-07-06 11:50:00,"Sheremeta V.","Dulich A.",3,1,16,14,7,11,11,3,11,6,NA,NA,1
"7201",2022-07-06 11:55:00,"Gribkov D.","Pleskach V.",3,0,13,11,11,4,12,10,NA,NA,NA,NA,1
"7202",2022-07-06 11:55:00,"Hlaholev M.","Nikolenko A.",0,3,2,11,7,11,14,16,NA,NA,NA,NA,0
"7203",2022-07-06 11:55:00,"Hrosov D.","Khoroshun O.",3,1,5,11,11,7,11,7,11,5,NA,NA,1
"7204",2022-07-06 12:05:00,"Fedoryshyn I.","Prilepa D.",3,2,9,11,9,11,12,10,11,4,11,6,1
"7205",2022-07-06 12:05:00,"Stukalov V.","Kunchurov D.",3,2,13,11,7,11,9,11,11,6,14,12,1
"7206",2022-07-06 12:20:00,"Konkulovskyi R.","Fedyna R.",3,1,11,6,11,6,2,11,12,10,NA,NA,1
"7207",2022-07-06 12:20:00,"Mokryak I.","Kochervey V.",3,0,11,5,11,8,13,11,NA,NA,NA,NA,1
"7208",2022-07-06 12:20:00,"Tutura M.","Doubek K.",0,3,8,11,9,11,10,12,NA,NA,NA,NA,0
"7209",2022-07-06 12:25:00,"Pyrtyk B.","Hovorunets S.",3,1,11,5,11,9,13,15,11,6,NA,NA,1
"7210",2022-07-06 12:30:00,"Adam L.","Jaros A.",3,0,13,11,11,5,11,9,NA,NA,NA,NA,1
"7211",2022-07-06 12:35:00,"Baday M.","Sedin V.",2,3,11,6,11,8,7,11,8,11,9,11,0
"7212",2022-07-06 12:45:00,"Ponomarenko O.","Kononikhin V.",3,0,11,8,11,6,11,8,NA,NA,NA,NA,1
"7213",2022-07-06 12:50:00,"Janik A.","Martinka S.",2,3,5,11,7,11,15,13,11,8,6,11,0
"7214",2022-07-06 12:50:00,"Melnic F.","Gribkov D.",2,3,6,11,11,4,9,11,11,8,8,11,0
"7215",2022-07-06 12:50:00,"Syvych V.","Sotnikov E.",0,3,11,13,6,11,2,11,NA,NA,NA,NA,0
"7216",2022-07-06 12:50:00,"Tebenko Y.","Baranov M.",1,3,6,11,9,11,12,10,11,13,NA,NA,0
"7217",2022-07-06 12:55:00,"Fylypiv R.","Maslovskyi A.",2,3,11,7,11,13,11,5,2,11,7,11,0
"7218",2022-07-06 13:00:00,"Horak D.","Malecek O.",2,3,11,6,11,4,8,11,10,12,7,11,0
"7219",2022-07-06 13:00:00,"Maliuk S.","Syksa A.",0,3,6,11,6,11,7,11,NA,NA,NA,NA,0
"7220",2022-07-06 13:05:00,"Stukalov V.","Lutsyk O.",1,3,11,13,4,11,14,12,2,11,NA,NA,0
"7221",2022-07-06 13:05:00,"Voronenkov V.","Gudimenko E.",0,3,6,11,7,11,8,11,NA,NA,NA,NA,0
"7222",2022-07-06 13:10:00,"Voloshko V.","Hostiev M.",3,0,11,9,11,3,11,2,NA,NA,NA,NA,1
"7223",2022-07-06 13:15:00,"Brozek M.","Zimcik L.",3,1,7,11,11,5,11,6,11,3,NA,NA,1
"7224",2022-07-06 13:20:00,"Sheremeta V.","Konkulovskyi R.",2,3,11,5,8,11,11,9,5,11,9,11,0
"7225",2022-07-06 13:25:00,"Hlaholev M.","Pyrtyk B.",3,1,11,9,9,11,11,9,11,5,NA,NA,1
"7226",2022-07-06 13:25:00,"Hrosov D.","Syvych V.",3,2,11,9,10,12,6,11,11,8,11,5,1
"7227",2022-07-06 13:25:00,"Leshchanka D.","Tutura M.",3,0,11,3,11,5,11,9,NA,NA,NA,NA,1
"7228",2022-07-06 13:25:00,"Mokryak I.","Mutu V.",3,0,11,9,11,9,11,8,NA,NA,NA,NA,1
"7229",2022-07-06 13:30:00,"Zaporozhets R.","Chuhai S.",0,3,2,11,3,11,9,11,NA,NA,NA,NA,0
"7230",2022-07-06 13:35:00,"Bryzhevatyi O.","Kunchurov D.",1,3,12,10,5,11,7,11,4,11,NA,NA,0
"7231",2022-07-06 13:35:00,"Efimenko I.","Ivanov V.",2,3,11,8,8,11,7,11,11,9,7,11,0
"7232",2022-07-06 13:40:00,"Kovpak E.","Strutynskyi O.",1,3,11,9,9,11,7,11,7,11,NA,NA,0
"7233",2022-07-06 13:50:00,"Dulich A.","Baranov M.",0,3,10,12,3,11,8,11,NA,NA,NA,NA,0
"7234",2022-07-06 13:50:00,"Janik A.","Zelinka M.",2,3,11,4,12,10,7,11,4,11,8,11,0
"7235",2022-07-06 13:50:00,"Pleskach V.","Kochervey V.",1,3,11,9,6,11,6,11,8,11,NA,NA,0
"7236",2022-07-06 13:55:00,"Nikolenko A.","Maslovskyi A.",3,0,11,6,11,5,15,13,NA,NA,NA,NA,1
"7237",2022-07-06 13:55:00,"Voloshko V.","Khoroshun O.",1,3,7,11,8,11,12,10,9,11,NA,NA,0
"7238",2022-07-06 14:00:00,"Herink J.","Lukes T.",1,3,9,11,11,5,9,11,9,11,NA,NA,0
"7239",2022-07-06 14:00:00,"Kurylenko O.","Aristarkhov S.",3,1,11,6,13,11,8,11,11,7,NA,NA,1
"7240",2022-07-06 14:05:00,"Kalianov V.","Valenda D.",3,1,11,4,4,11,11,9,11,9,NA,NA,1
"7241",2022-07-06 14:05:00,"Ponomarenko O.","Stukalov V.",2,3,11,6,6,11,2,11,11,9,10,12,0
"7242",2022-07-06 14:10:00,"Udovenko I.","Skorobahatyi Y.",0,3,6,11,13,15,5,11,NA,NA,NA,NA,0
"7243",2022-07-06 14:15:00,"Brozek M.","Lukes T.",2,3,10,12,11,5,11,8,6,11,9,11,0
"7244",2022-07-06 14:20:00,"Doubek K.","Martinka S.",0,3,6,11,10,12,11,13,NA,NA,NA,NA,0
"7245",2022-07-06 14:20:00,"Fedyna R.","Tebenko Y.",3,2,10,12,11,13,11,8,11,8,13,11,1
"7246",2022-07-06 14:20:00,"Melnic F.","Mokryak I.",3,2,5,11,11,7,11,7,8,11,12,10,1
"7247",2022-07-06 14:25:00,"Hovorunets S.","Fylypiv R.",3,1,11,8,11,7,8,11,11,5,NA,NA,1
"7248",2022-07-06 14:25:00,"Sotnikov E.","Hostiev M.",2,3,11,6,6,11,11,6,8,11,7,11,0
"7249",2022-07-06 14:30:00,"Maliuk S.","Chuhai S.",0,3,10,12,10,12,7,11,NA,NA,NA,NA,0
"7250",2022-07-06 14:35:00,"Kononikhin V.","Kunchurov D.",3,2,12,10,9,11,8,11,11,8,11,9,1
"7251",2022-07-06 14:35:00,"Voronenkov V.","Ivanov V.",1,3,11,4,6,11,5,11,9,11,NA,NA,0
"7252",2022-07-06 14:40:00,"Nadporozhskyi O.","Parnyvoda I.",3,1,9,11,11,7,12,10,12,10,NA,NA,1
"7253",2022-07-06 14:45:00,"Herink J.","Zimcik L.",3,2,9,11,11,6,11,8,8,11,11,7,1
"7254",2022-07-06 14:50:00,"Gribkov D.","Kochervey V.",0,3,7,11,9,11,9,11,NA,NA,NA,NA,0
"7255",2022-07-06 14:50:00,"Leshchanka D.","Janik A.",3,0,12,10,11,4,11,6,NA,NA,NA,NA,1
"7256",2022-07-06 14:55:00,"Hovorunets O.","Kuzmych V.",2,3,11,8,7,11,9,11,11,9,5,11,0
"7257",2022-07-06 14:55:00,"Hrosov D.","Voloshko V.",3,0,12,10,11,7,12,10,NA,NA,NA,NA,1
"7258",2022-07-06 14:55:00,"Pavlyuk O.","Danyliuk N.",1,3,10,12,9,11,11,4,7,11,NA,NA,0
"7259",2022-07-06 15:00:00,"Aristarkhov S.","Syksa A.",1,3,12,10,9,11,6,11,6,11,NA,NA,0
"7260",2022-07-06 15:05:00,"Valenda D.","Gudimenko E.",2,3,9,11,7,11,12,10,11,8,9,11,0
"7261",2022-07-06 15:10:00,"Kovpak E.","Skorobahatyi Y.",1,3,11,6,4,11,3,11,4,11,NA,NA,0
"7262",2022-07-06 15:10:00,"Lutsyk O.","Bryzhevatyi O.",3,0,11,9,11,8,13,11,NA,NA,NA,NA,1
"7263",2022-07-06 15:20:00,"Brozek M.","Herink J.",3,2,11,8,11,7,10,12,9,11,11,8,1
"7264",2022-07-06 15:20:00,"Mutu V.","Pleskach V.",3,2,15,13,11,7,10,12,13,15,11,9,1
"7265",2022-07-06 15:20:00,"Sydorak N.","Shypilov A.",3,2,14,12,7,11,15,17,11,9,11,8,1
"7266",2022-07-06 15:20:00,"Tutura M.","Martinka S.",3,1,7,11,12,10,11,4,11,9,NA,NA,1
"7267",2022-07-06 15:25:00,"Kistechko M.","Pesternikov D.",0,3,5,11,6,11,7,11,NA,NA,NA,NA,0
"7268",2022-07-06 15:25:00,"Syvych V.","Hostiev M.",3,2,7,11,9,11,11,7,11,4,11,3,1
"7269",2022-07-06 15:30:00,"Zaporozhets R.","Kurylenko O.",2,3,11,4,8,11,11,9,4,11,6,11,0
"7270",2022-07-06 15:35:00,"Efimenko I.","Kalianov V.",2,3,11,9,11,5,6,11,9,11,8,11,0
"7271",2022-07-06 15:35:00,"Hryshchenko O.","Kulishov H.",3,1,11,8,6,11,11,5,11,8,NA,NA,1
"7272",2022-07-06 15:40:00,"Parnyvoda I.","Strutynskyi O.",3,2,8,11,12,10,3,11,11,5,14,12,1
"7273",2022-07-06 15:45:00,"Lukes T.","Zimcik L.",3,1,11,4,11,13,11,8,11,6,NA,NA,1
"7274",2022-07-06 15:50:00,"Zelinka M.","Doubek K.",0,3,7,11,4,11,6,11,NA,NA,NA,NA,0
"7275",2022-07-06 15:55:00,"Chaikovskyi B.","Chulanov O.",3,1,11,7,6,11,11,4,12,10,NA,NA,1
"7276",2022-07-06 15:55:00,"Khoroshun O.","Sotnikov E.",3,1,11,6,11,8,7,11,11,9,NA,NA,1
"7277",2022-07-06 15:55:00,"Lyevshyn V.","Danyliuk N.",2,3,11,9,4,11,12,14,11,7,7,11,0
"7278",2022-07-06 15:55:00,"Mischenko S.","Yavorskiy A.",3,1,11,7,4,11,11,4,11,5,NA,NA,1
"7279",2022-07-06 16:00:00,"Maliuk S.","Aristarkhov S.",3,1,14,12,11,5,9,11,11,7,NA,NA,1
"7280",2022-07-06 16:05:00,"Kyilo V.","Diachenko M.",1,3,5,11,11,7,10,12,9,11,NA,NA,0
"7281",2022-07-06 16:05:00,"Voronenkov V.","Valenda D.",3,1,7,11,11,3,11,7,11,6,NA,NA,1
"7282",2022-07-06 16:10:00,"Udovenko I.","Nadporozhskyi O.",0,3,7,11,6,11,5,11,NA,NA,NA,NA,0
"7283",2022-07-06 16:20:00,"Burenok D.","Dubchak I.",3,2,13,11,10,12,9,11,11,5,12,10,1
"7284",2022-07-06 16:20:00,"Hovorunets O.","Shypilov A.",2,3,11,4,12,14,11,9,12,14,6,11,0
"7285",2022-07-06 16:20:00,"Zimcik L.","Herink J.",1,3,11,13,11,9,5,11,12,14,NA,NA,0
"7286",2022-07-06 16:25:00,"Pavlyuk O.","Kistechko M.",2,3,11,8,11,9,5,11,7,11,5,11,0
"7287",2022-07-06 16:25:00,"Tkachov S.","Hrymovskyi O.",1,3,8,11,10,12,11,9,9,11,NA,NA,0
"7288",2022-07-06 16:30:00,"Kurylenko O.","Chuhai S.",1,3,9,11,11,5,3,11,9,11,NA,NA,0
"7289",2022-07-06 16:35:00,"Kalianov V.","Ivanov V.",2,3,8,11,11,8,6,11,12,10,15,17,0
"7290",2022-07-06 16:35:00,"Khripun R.","Chernyshov D.",0,3,8,11,8,11,7,11,NA,NA,NA,NA,0
"7291",2022-07-06 16:40:00,"Kovpak E.","Parnyvoda I.",3,2,12,10,4,11,4,11,11,9,11,7,1
"7292",2022-07-06 16:50:00,"Chulanov O.","Kuzmych V.",0,3,6,11,5,11,3,11,NA,NA,NA,NA,0
"7293",2022-07-06 16:50:00,"Lukes T.","Brozek M.",2,3,11,9,6,11,10,12,11,5,7,11,0
"7294",2022-07-06 16:50:00,"Mischenko S.","Dubchak I.",3,2,11,4,11,7,8,11,8,11,11,3,1
"7295",2022-07-06 16:55:00,"Chelpanov S.","Dukhovenko O.",0,3,6,11,9,11,5,11,NA,NA,NA,NA,0
"7296",2022-07-06 16:55:00,"Lyevshyn V.","Pesternikov D.",1,3,6,11,11,6,5,11,6,11,NA,NA,0
"7297",2022-07-06 17:00:00,"Zaporozhets R.","Syksa A.",0,3,7,11,6,11,5,11,NA,NA,NA,NA,0
"7298",2022-07-06 17:05:00,"Hryshchenko O.","Diachenko M.",3,1,11,9,11,4,8,11,11,3,NA,NA,1
"7299",2022-07-06 17:10:00,"Efimenko I.","Gudimenko E.",3,1,11,13,11,7,17,15,11,4,NA,NA,1
"7300",2022-07-06 17:10:00,"Nadporozhskyi O.","Skorobahatyi Y.",3,1,7,11,11,9,11,6,16,14,NA,NA,1
"7301",2022-07-06 17:15:00,"Hajek M.","Coubal V.",3,0,11,3,11,6,11,3,NA,NA,NA,NA,1
"7302",2022-07-06 17:20:00,"Burenok D.","Yavorskiy A.",3,2,11,7,12,14,16,14,11,13,11,8,1
"7303",2022-07-06 17:20:00,"Sydorak N.","Chaikovskyi B.",3,0,11,7,12,10,12,10,NA,NA,NA,NA,1
"7304",2022-07-06 17:25:00,"Chepurnyi A.","Babenko P.",3,2,11,8,10,12,9,11,12,10,11,8,1
"7305",2022-07-06 17:25:00,"Kistechko M.","Danyliuk N.",1,3,11,5,7,11,8,11,9,11,NA,NA,0
"7306",2022-07-06 17:30:00,"Maliuk S.","Kurylenko O.",3,2,7,11,9,11,11,8,11,2,12,10,1
"7307",2022-07-06 17:35:00,"Chernyshov D.","Kulishov H.",2,3,9,11,4,11,11,4,11,9,3,11,0
"7308",2022-07-06 17:35:00,"Voronenkov V.","Kalianov V.",1,3,12,10,8,11,11,13,3,11,NA,NA,0
"7309",2022-07-06 17:40:00,"Udovenko I.","Strutynskyi O.",3,1,12,10,9,11,11,8,11,7,NA,NA,1
"7310",2022-07-06 17:45:00,"Kilian V.","Karpisek O.",1,3,8,11,11,9,10,12,4,11,NA,NA,0
"7311",2022-07-06 17:50:00,"Hovorunets O.","Chulanov O.",3,0,11,7,11,7,12,10,NA,NA,NA,NA,1
"7312",2022-07-06 17:50:00,"Mischenko S.","Burenok D.",3,2,11,9,11,9,8,11,8,11,12,10,1
"7313",2022-07-06 17:55:00,"Pavlyuk O.","Pesternikov D.",2,3,5,11,11,8,12,10,12,14,8,11,0
"7314",2022-07-06 17:55:00,"Tkachov S.","Dukhovenko O.",0,3,2,11,10,12,2,11,NA,NA,NA,NA,0
"7315",2022-07-06 18:00:00,"Zaporozhets R.","Aristarkhov S.",3,1,9,11,11,9,11,5,12,10,NA,NA,1
"7316",2022-07-06 18:05:00,"Efimenko I.","Valenda D.",1,3,11,13,11,8,10,12,6,11,NA,NA,0
"7317",2022-07-06 18:05:00,"Kyilo V.","Khripun R.",3,1,11,6,11,7,8,11,18,16,NA,NA,1
"7318",2022-07-06 18:10:00,"Kovpak E.","Nadporozhskyi O.",1,3,12,10,4,11,7,11,9,11,NA,NA,0
"7319",2022-07-06 18:15:00,"Hajek M.","Karpisek O.",3,0,11,5,11,4,11,7,NA,NA,NA,NA,1
"7320",2022-07-06 18:20:00,"Chaikovskyi B.","Shypilov A.",3,1,11,9,11,8,6,11,11,9,NA,NA,1
"7321",2022-07-06 18:20:00,"Dubchak I.","Yavorskiy A.",0,3,3,11,3,11,4,11,NA,NA,NA,NA,0
"7322",2022-07-06 18:25:00,"Babenko P.","Hrymovskyi O.",3,2,10,12,11,8,13,11,9,11,11,5,1
"7323",2022-07-06 18:25:00,"Lyevshyn V.","Kistechko M.",3,2,9,11,11,9,10,12,11,6,14,12,1
"7324",2022-07-06 18:30:00,"Chuhai S.","Syksa A.",1,3,11,5,7,11,9,11,6,11,NA,NA,0
"7325",2022-07-06 18:35:00,"Hryshchenko O.","Chernyshov D.",0,3,9,11,10,12,6,11,NA,NA,NA,NA,0
"7326",2022-07-06 18:35:00,"Ivanov V.","Gudimenko E.",3,2,11,6,11,1,7,11,7,11,11,3,1
"7327",2022-07-06 18:40:00,"Udovenko I.","Parnyvoda I.",0,3,9,11,4,11,8,11,NA,NA,NA,NA,0
"7328",2022-07-06 18:45:00,"Kilian V.","Coubal V.",3,0,11,5,14,12,11,8,NA,NA,NA,NA,1
"7329",2022-07-06 18:50:00,"Burenok D.","Mischenko S.",3,1,11,8,11,7,7,11,11,8,NA,NA,1
"7330",2022-07-06 18:50:00,"Sydorak N.","Kuzmych V.",3,1,11,7,11,7,13,15,11,6,NA,NA,1
"7331",2022-07-06 18:55:00,"Chelpanov S.","Chepurnyi A.",3,2,5,11,11,8,11,9,8,11,11,7,1
"7332",2022-07-06 18:55:00,"Pesternikov D.","Danyliuk N.",2,3,11,9,9,11,10,12,11,8,8,11,0
"7333",2022-07-06 19:00:00,"Maliuk S.","Zaporozhets R.",1,3,4,11,11,7,6,11,5,11,NA,NA,0
"7334",2022-07-06 19:05:00,"Khripun R.","Diachenko M.",3,0,11,6,11,5,11,3,NA,NA,NA,NA,1
"7335",2022-07-06 19:05:00,"Voronenkov V.","Efimenko I.",3,0,12,10,11,6,11,7,NA,NA,NA,NA,1
"7336",2022-07-06 19:10:00,"Skorobahatyi Y.","Strutynskyi O.",0,3,13,15,8,11,10,12,NA,NA,NA,NA,0
"7337",2022-07-06 19:15:00,"Hajek M.","Kilian V.",3,0,11,8,11,4,12,10,NA,NA,NA,NA,1
"7338",2022-07-06 19:20:00,"Hovorunets O.","Chaikovskyi B.",3,1,5,11,13,11,11,8,11,9,NA,NA,1
"7339",2022-07-06 19:20:00,"Yavorskiy A.","Dubchak I.",3,2,11,3,14,12,9,11,11,13,14,12,1
"7340",2022-07-06 19:25:00,"Lyevshyn V.","Pavlyuk O.",1,3,12,14,13,11,11,13,10,12,NA,NA,0
