"","Rnk","GC","hours","minutes","seconds","BIB","Specialty","Rider","Age","Team","UCI","Pnt","Time","year","tot_seconds"
"1476",51,59,3,17,17,102,"Classic","DILLIER Silvan   Alpecin - Deceuninck",31,"Alpecin - Deceuninck",NA,NA,",,0:23",2022,11837
"1477",52,39,2,30,8,74,"GC","IZAGIRRE Ion   Cofidis",33,"Cofidis",NA,NA,",,0:23",2022,9008
"1478",53,31,2,15,34,27,"Classic","VAN BAARLE Dylan   INEOS Grenadiers",30,"INEOS Grenadiers",NA,NA,",,0:23",2022,8134
"1479",54,14,0,50,25,97,"Climber","PINOT Thibaut   Groupama - FDJ",32,"Groupama - FDJ",NA,NA,",,0:23",2022,3025
"1480",55,98,4,11,50,171,"Classic","PEDERSEN Mads   Trek - Segafredo",26,"Trek - Segafredo",NA,NA,",,0:23",2022,15110
"1481",56,85,3,52,57,84,"Classic","MOHORIČ Matej   Bahrain - Victorious",27,"Bahrain - Victorious",NA,NA,",,0:23",2022,13977
"1482",57,113,4,37,36,135,"TT","GRUZDEV Dmitriy   Astana Qazaqstan Team",36,"Astana Qazaqstan Team",NA,NA,",,0:23",2022,16656
"1483",58,47,2,48,8,93,"Classic","GENIETS Kevin   Groupama - FDJ",25,"Groupama - FDJ",NA,NA,",,0:23",2022,10088
"1484",59,106,4,28,14,58,"Classic","SÉNÉCHAL Florian   Quick-Step Alpha Vinyl Team",29,"Quick-Step Alpha Vinyl Team",NA,NA,",,0:23",2022,16094
"1485",60,70,3,36,18,107,"Classic","SBARAGLI Kristian   Alpecin - Deceuninck",32,"Alpecin - Deceuninck",NA,NA,",,0:23",2022,12978
"1486",61,46,2,46,7,123,"Classic","GOOSSENS Kobe   Intermarché - Wanty - Gobert Matériaux",26,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:23",2022,9967
"1487",62,7,0,18,44,124,"Climber","MEINTJES Louis   Intermarché - Wanty - Gobert Matériaux",30,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:23",2022,1124
"1488",63,77,3,45,59,201,"Classic","MATTHEWS Michael   Team BikeExchange - Jayco",31,"Team BikeExchange - Jayco",NA,NA,",,0:23",2022,13559
"1489",64,104,4,23,5,113,"Sprint","DEGENKOLB John   Team DSM",33,"Team DSM",NA,NA,"0:340:34",2022,15785
"1490",65,118,4,42,46,114,"Sprint","EEKHOFF Nils   Team DSM",24,"Team DSM",NA,NA,",,0:34",2022,16966
"1491",66,4,0,13,39,91,"Climber","GAUDU David   Groupama - FDJ",25,"Groupama - FDJ",NA,NA,",,0:34",2022,819
"1492",67,49,2,51,56,153,"GC","BOUET Maxime   Team Arkéa Samsic",35,"Team Arkéa Samsic",NA,NA,",,0:34",2022,10316
"1493",68,82,3,51,46,144,"TT","BISSEGGER Stefan   EF Education - EasyPost",23,"EF Education - EasyPost",NA,NA,",,0:34",2022,13906
"1494",69,110,4,35,5,126,"Sprint","PETIT Adrien   Intermarché - Wanty - Gobert Matériaux",31,"Intermarché - Wanty - Gobert Matériaux",NA,NA,",,0:34",2022,16505
"1495",70,53,3,3,38,77,"TT","THOMAS Benjamin   Cofidis",26,"Cofidis",NA,NA,"0:420:42",2022,11018
"1496",71,67,3,32,6,184,"Classic","BURGAUDEAU Mathieu   TotalEnergies",23,"TotalEnergies",NA,NA,"0:450:45",2022,12726
"1497",72,48,2,51,34,23,"TT","CASTROVIEJO Jonathan   INEOS Grenadiers",35,"INEOS Grenadiers",NA,NA,",,0:45",2022,10294
"1498",73,133,5,36,33,67,"Sprint","TORRES Albert   Movistar Team",32,"Movistar Team",NA,NA,",,0:45",2022,20193
"1499",74,120,4,49,7,166,"GC","VAN MOER Brent   Lotto Soudal",24,"Lotto Soudal",NA,NA,"0:480:48",2022,17347
"1500",75,74,3,40,10,15,"Classic","LAPORTE Christophe   Jumbo-Visma",29,"Jumbo-Visma",NA,NA,"0:510:51",2022,13210
"1501",76,1,0,0,0,18,"GC","VINGEGAARD JonasJumbo-Visma",25,"Jumbo-Visma",NA,NA,",,0:51",2022,0
"1502",77,21,1,35,55,16,"Classic","VAN AERT WoutJumbo-Visma",27,"Jumbo-Visma",NA,NA,",,0:51",2022,5755
"1503",78,17,1,2,29,14,"Climber","KUSS Sepp   Jumbo-Visma",27,"Jumbo-Visma",NA,NA,",,0:51",2022,3749
"1504",79,35,2,23,34,12,"Classic","BENOOT Tiesj   Jumbo-Visma",28,"Jumbo-Visma",NA,NA,",,0:51",2022,8614
"1505",80,109,4,33,44,106,"Sprint","PLANCKAERT Edward   Alpecin - Deceuninck",27,"Alpecin - Deceuninck",NA,NA,",,0:51",2022,16424
"1506",81,15,0,56,54,45,"Climber","KONRAD Patrick   BORA - hansgrohe",30,"BORA - hansgrohe",NA,NA,"0:530:53",2022,3414
"1507",82,19,1,31,19,6,"GC","MCNULTY Brandon   UAE Team Emirates",24,"UAE Team Emirates",NA,NA,",,0:53",2022,5479
"1508",83,76,3,44,22,195,"GC","NIV Guy   Israel - Premier Tech",28,"Israel - Premier Tech",NA,NA,",,0:53",2022,13462
"1509",84,34,2,23,15,98,"GC","STORER Michael   Groupama - FDJ",25,"Groupama - FDJ",NA,NA,",,0:53",2022,8595
"1510",85,61,3,18,18,92,"Classic","DUCHESNE Antoine   Groupama - FDJ",30,"Groupama - FDJ",NA,NA,",,0:53",2022,11898
"1511",86,87,3,56,5,95,"Classic","LE GAC Olivier   Groupama - FDJ",28,"Groupama - FDJ",NA,NA,",,0:53",2022,14165
"1512",87,23,1,42,14,196,"GC","HOULE Hugo   Israel - Premier Tech",31,"Israel - Premier Tech",NA,NA,",,0:53",2022,6134
"1513",88,18,1,11,30,86,"Climber","TEUNS Dylan   Bahrain - Victorious",30,"Bahrain - Victorious",NA,NA,",,0:53",2022,4290
"1514",89,42,2,37,51,133,"GC","DOMBROWSKI Joe   Astana Qazaqstan Team",31,"Astana Qazaqstan Team",NA,NA,",,0:53",2022,9471
"1515",90,68,3,34,33,217,"GC","ROLLAND Pierre   B&B Hotels - KTM",35,"B&B Hotels - KTM",NA,NA,"0:570:57",2022,12873
"1516",91,128,5,20,17,187,"Classic","TURGIS Anthony   TotalEnergies",28,"TotalEnergies",NA,NA,",,0:57",2022,19217
"1517",92,56,3,12,6,185,"Climber","LATOUR Pierre   TotalEnergies",28,"TotalEnergies",NA,NA,",,0:57",2022,11526
"1518",93,16,1,1,15,25,"Classic","PIDCOCK Thomas   INEOS Grenadiers",22,"INEOS Grenadiers",NA,NA,"0:580:58",2022,3675
"1519",94,86,3,53,5,43,"Classic","HALLER Marco   BORA - hansgrohe",31,"BORA - hansgrohe",NA,NA,"1:001:00",2022,13985
"1520",95,107,4,28,53,167,"Classic","VERMEERSCH Florian   Lotto Soudal",23,"Lotto Soudal",NA,NA,"1:021:02",2022,16133
"1521",96,73,3,40,6,156,"Classic","LOUVEL Matis   Team Arkéa Samsic",23,"Team Arkéa Samsic",NA,NA,"1:061:06",2022,13206
"1522",97,29,2,0,55,22,"GC","MARTÍNEZ Daniel Felipe   INEOS Grenadiers",26,"INEOS Grenadiers",NA,NA,"1:101:10",2022,7255
"1523",98,26,1,53,3,68,"GC","VERONA Carlos   Movistar Team",29,"Movistar Team",NA,NA,"1:121:12",2022,6783
"1524",99,25,1,48,18,141,"Climber","URÁN Rigoberto   EF Education - EasyPost",35,"EF Education - EasyPost",NA,NA,",,1:12",2022,6498
"1525",100,117,4,42,46,83,"TT","GRADEK Kamil   Bahrain - Victorious",31,"Bahrain - Victorious",NA,NA,",,1:12",2022,16966
"1526",101,89,3,58,19,145,"Classic","DOULL Owain   EF Education - EasyPost",29,"EF Education - EasyPost",NA,NA,"1:161:16",2022,14299
"1527",102,119,4,46,14,56,"Classic","LAMPAERT Yves   Quick-Step Alpha Vinyl Team",31,"Quick-Step Alpha Vinyl Team",NA,NA,"1:311:31",2022,17174
"1528",103,88,3,58,15,213,"GC","GOUGEARD Alexis   B&B Hotels - KTM",29,"B&B Hotels - KTM",NA,NA,",,1:31",2022,14295
"1529",104,112,4,37,29,215,"Sprint","LEMOINE Cyril   B&B Hotels - KTM",39,"B&B Hotels - KTM",NA,NA,",,1:31",2022,16649
"1530",105,132,5,31,27,205,"Classic","JANSEN Amund Grøndahl   Team BikeExchange - Jayco",28,"Team BikeExchange - Jayco",NA,NA,",,1:31",2022,19887
"1531",106,44,2,41,23,73,"Climber","GESCHKE SimonCofidis",36,"Cofidis",NA,NA,",,1:31",2022,9683
"1532",107,64,3,29,18,35,"Classic","DEWULF Stan   AG2R Citroën Team",24,"AG2R Citroën Team",NA,NA,",,1:31",2022,12558
"1533",108,103,4,19,42,104,"Sprint","KRIEGER Alexander   Alpecin - Deceuninck",30,"Alpecin - Deceuninck",NA,NA,"1:471:47",2022,15582
"1534",109,62,3,25,32,72,"Classic","PÉRICHON Pierre-Luc   Cofidis",35,"Cofidis",NA,NA,"1:491:49",2022,12332
"1535",110,130,5,30,19,162,"Classic","FRISON Frederik   Lotto Soudal",29,"Lotto Soudal",NA,NA,",,1:49",2022,19819
"1536",111,55,3,10,29,46,"Classic","POLITT Nils   BORA - hansgrohe",28,"BORA - hansgrohe",NA,NA,",,1:49",2022,11429
"1537",112,52,2,58,15,42,"GC","GROßSCHARTNER Felix   BORA - hansgrohe",28,"BORA - hansgrohe",NA,NA,",,1:49",2022,10695
"1538",113,66,3,30,44,176,"Hills","SIMMONS Quinn   Trek - Segafredo",21,"Trek - Segafredo",NA,NA,"1:521:52",2022,12644
"1539",114,75,3,41,54,163,"Classic","GILBERT Philippe   Lotto Soudal",40,"Lotto Soudal",NA,NA,"2:082:08",2022,13314
"1540",115,94,4,3,31,24,"TT","GANNA Filippo   INEOS Grenadiers",25,"INEOS Grenadiers",NA,NA,"2:142:14",2022,14611
"1541",116,105,4,26,40,26,"Classic","ROWE Luke   INEOS Grenadiers",32,"INEOS Grenadiers",NA,NA,",,2:14",2022,16000
"1542",117,58,3,16,44,172,"Climber","CICCONE Giulio   Trek - Segafredo",27,"Trek - Segafredo",NA,NA,",,2:14",2022,11804
"1543",118,24,1,45,57,175,"Climber","MOLLEMA Bauke   Trek - Segafredo",35,"Trek - Segafredo",NA,NA,"2:272:27",2022,6357
"1544",119,124,5,2,34,127,"Classic","VAN DER HOORN Taco   Intermarché - Wanty - Gobert Matériaux",28,"Intermarché - Wanty - Gobert Matériaux",NA,NA,"2:322:32",2022,18154
"1545",120,71,3,37,31,87,"TT","TRATNIK Jan   Bahrain - Victorious",32,"Bahrain - Victorious",NA,NA,"2:492:49",2022,13051
"1546",121,126,5,15,9,8,"Classic","HIRSCHI Marc   UAE Team Emirates",23,"UAE Team Emirates",NA,NA,",,2:49",2022,18909
"1547",122,123,5,0,13,3,"TT","BJERG Mikkel   UAE Team Emirates",23,"UAE Team Emirates",NA,NA,",,2:49",2022,18013
"1548",123,37,2,25,38,115,"GC","HAMILTON Chris   Team DSM",27,"Team DSM",NA,NA,"2:552:55",2022,8738
"1549",124,90,3,58,31,34,"Classic","COSNEFROY Benoît   AG2R Citroën Team",26,"AG2R Citroën Team",NA,NA,"3:013:01",2022,14311
"1550",125,121,4,51,5,202,"GC","BAUER Jack   Team BikeExchange - Jayco",37,"Team BikeExchange - Jayco",NA,NA,"3:103:10",2022,17465
"1551",126,83,3,52,20,76,"Classic","PEREZ Anthony   Cofidis",31,"Cofidis",NA,NA,",,3:10",2022,13940
"1552",127,95,4,3,52,54,"TT","CATTANEO Mattia   Quick-Step Alpha Vinyl Team",31,"Quick-Step Alpha Vinyl Team",NA,NA,"3:323:32",2022,14632
"1553",128,122,4,54,12,108,"Classic","VAN KEIRSBULCK Guillaume   Alpecin - Deceuninck",31,"Alpecin - Deceuninck",NA,NA,"4:024:02",2022,17652
"1554",129,97,4,10,0,53,"Classic","BAGIOLI Andrea   Quick-Step Alpha Vinyl Team",23,"Quick-Step Alpha Vinyl Team",NA,NA,"4:144:14",2022,15000
"1555",130,127,5,15,26,206,"GC","JUUL-JENSEN Christopher   Team BikeExchange - Jayco",33,"Team BikeExchange - Jayco",NA,NA,"4:294:29",2022,18926
"1556",131,45,2,44,4,47,"Climber","SCHACHMANN Maximilian   BORA - hansgrohe",28,"BORA - hansgrohe",NA,NA,"5:245:24",2022,9844
"1557",132,93,3,59,21,148,"Classic","RUTSCH Jonas   EF Education - EasyPost",24,"EF Education - EasyPost",NA,NA,",,5:24",2022,14361
"1558",133,111,4,36,55,55,"Classic","HONORÉ Mikkel Frølich   Quick-Step Alpha Vinyl Team",25,"Quick-Step Alpha Vinyl Team",NA,NA,"6:446:44",2022,16615
"1559",134,72,3,37,37,165,"Hills","KRON Andreas   Lotto Soudal",24,"Lotto Soudal",NA,NA,",,6:44",2022,13057
"1560",NA,NA,0,NA,NA,63,"GC","IZAGIRRE Gorka   Movistar Team",34,"Movistar Team",NA,NA,"-",2022,NA
"1561",NA,NA,0,NA,NA,198,"Climber","WOODS Michael   Israel - Premier Tech",35,"Israel - Premier Tech",NA,NA,"-",2022,NA
"1562",NA,NA,0,NA,NA,192,"Sprint","BOIVIN Guillaume   Israel - Premier Tech",33,"Israel - Premier Tech",NA,NA,"-",2022,NA
"1563",1,139,5,33,51,76,"Classic","MEEUS Jordi   BORA - hansgrohe",25,"BORA - hansgrohe",210,100,"2:56:13",2023,20031
"1564",2,97,4,32,46,106,"Sprint","PHILIPSEN JasperAlpecin - Deceuninck",25,"Alpecin - Deceuninck",150,70,",,0:00",2023,16366
"1565",3,137,5,27,21,164,"Sprint","GROENEWEGEN Dylan   Team Jayco AlUla",30,"Team Jayco AlUla",110,50,",,0:00",2023,19641
"1566",4,105,4,43,50,86,"Classic","PEDERSEN Mads   Lidl - Trek",27,"Lidl - Trek",90,40,",,0:00",2023,17030
"1567",5,149,5,57,44,192,"Sprint","BOL Cees   Astana Qazaqstan Team",27,"Astana Qazaqstan Team",70,32,",,0:00",2023,21464
"1568",6,125,5,10,20,111,"Classic","GIRMAY Biniam   Intermarché - Circus - Wanty",23,"Intermarché - Circus - Wanty",55,26,",,0:00",2023,18620
"1569",7,98,4,33,15,122,"Sprint","COQUARD Bryan   Cofidis",31,"Cofidis",45,22,",,0:00",2023,16395
"1570",8,140,5,33,52,207,"TT","WÆRENSKJOLD Søren   Uno-X Pro Cycling Team",23,"Uno-X Pro Cycling Team",40,18,",,0:00",2023,20032
"1571",9,90,4,21,21,157,"Hills","STRONG Corbin   Israel - Premier Tech",23,"Israel - Premier Tech",35,14,",,0:00",2023,15681
"1572",10,132,5,17,22,177,"Classic","MOZZATO Luca   Team Arkéa Samsic",25,"Team Arkéa Samsic",30,10,",,0:00",2023,19042
"1573",11,127,5,14,17,211,"Sprint","SAGAN Peter   TotalEnergies",33,"TotalEnergies",25,8,",,0:00",2023,18857
"1574",12,104,4,42,36,57,"Classic","LAMPAERT Yves   Soudal Quick-Step",32,"Soudal Quick-Step",20,6,",,0:00",2023,16956
"1575",13,107,4,44,34,18,"Classic","TRENTIN Matteo   UAE Team Emirates",33,"UAE Team Emirates",15,4,",,0:00",2023,17074
"1576",14,144,5,42,20,148,"Sprint","WELSFORD Sam   Team dsm - firmenich",27,"Team dsm - firmenich",10,2,",,0:00",2023,20540
"1577",15,150,6,7,11,58,"Sprint","MØRKØV Michael   Soudal Quick-Step",38,"Soudal Quick-Step",5,1,",,0:00",2023,22031
"1578",16,65,3,36,9,176,"Classic","LOUVEL Matis   Team Arkéa Samsic",24,"Team Arkéa Samsic",NA,NA,",,0:00",2023,12969
"1579",17,52,3,2,59,133,"Hills","ARANBURU Alex   Movistar Team",27,"Movistar Team",NA,NA,",,0:00",2023,10979
"1580",18,77,4,1,43,112,"GC","CALMEJANE Lilian   Intermarché - Circus - Wanty",30,"Intermarché - Circus - Wanty",NA,NA,",,0:00",2023,14503
"1581",19,148,5,56,37,194,"Classic","FEDOROV Yevgeniy   Astana Qazaqstan Team",23,"Astana Qazaqstan Team",NA,NA,",,0:00",2023,21397
"1582",20,92,4,22,51,69,"Hills","WRIGHT Fred   Bahrain - Victorious",24,"Bahrain - Victorious",NA,NA,",,0:00",2023,15771
"1583",21,101,4,39,22,93,"Classic","COSNEFROY Benoît   AG2R Citroën Team",27,"AG2R Citroën Team",NA,NA,",,0:00",2023,16762
"1584",22,76,3,56,45,96,"Classic","NAESEN Oliver   AG2R Citroën Team",32,"AG2R Citroën Team",NA,NA,",,0:00",2023,14205
"1585",23,120,5,6,38,188,"Classic","VERMEERSCH Florian   Lotto Dstny",24,"Lotto Dstny",NA,NA,",,0:00",2023,18398
"1586",24,50,2,56,21,155,"Classic","NEILANDS Krists   Israel - Premier Tech",28,"Israel - Premier Tech",NA,NA,",,0:00",2023,10581
"1587",25,57,3,11,24,101,"Classic","VAN DER POEL Mathieu   Alpecin - Deceuninck",28,"Alpecin - Deceuninck",NA,NA,",,0:00",2023,11484
"1588",26,20,1,14,10,35,"Classic","MADOUAS Valentin   Groupama - FDJ",27,"Groupama - FDJ",NA,NA,",,0:00",2023,4450
"1589",27,88,4,16,19,217,"Classic","OSS Daniel   TotalEnergies",36,"TotalEnergies",NA,NA,",,0:00",2023,15379
"1590",28,100,4,37,58,212,"Sprint","BOASSON HAGEN Edvald   TotalEnergies",36,"TotalEnergies",NA,NA,",,0:00",2023,16678
"1591",29,135,5,23,59,196,"Classic","MOSCON Gianni   Astana Qazaqstan Team",29,"Astana Qazaqstan Team",NA,NA,",,0:00",2023,19439
"1592",30,111,4,54,13,116,"Hills","SMITH Dion   Intermarché - Circus - Wanty",30,"Intermarché - Circus - Wanty",NA,NA,",,0:00",2023,17653
"1593",31,116,5,1,34,78,"Sprint","VAN POPPEL Danny   BORA - hansgrohe",29,"BORA - hansgrohe",NA,NA,",,0:00",2023,18094
"1594",32,54,3,8,29,33,"TT","KÜNG Stefan   Groupama - FDJ",29,"Groupama - FDJ",NA,NA,",,0:00",2023,11309
"1595",33,91,4,21,55,184,"Classic","EENKHOORN Pascal   Lotto Dstny",26,"Lotto Dstny",NA,NA,",,0:00",2023,15715
"1596",34,146,5,44,39,144,"TT","EDMONDSON Alex   Team dsm - firmenich",29,"Team dsm - firmenich",NA,NA,",,0:00",2023,20679
"1597",35,78,4,2,37,73,"Classic","HALLER Marco   BORA - hansgrohe",32,"BORA - hansgrohe",NA,NA,",,0:00",2023,14557
"1598",36,37,2,38,53,134,"GC","IZAGIRRE Gorka   Movistar Team",35,"Movistar Team",NA,NA,",,0:00",2023,9533
"1599",37,129,5,15,6,102,"Classic","DILLIER Silvan   Alpecin - Deceuninck",32,"Alpecin - Deceuninck",NA,NA,",,0:00",2023,18906
"1600",38,134,5,23,51,201,"Classic","KRISTOFF Alexander   Uno-X Pro Cycling Team",36,"Uno-X Pro Cycling Team",NA,NA,",,0:00",2023,19431
"1601",39,38,2,42,5,154,"GC","HOULE Hugo   Israel - Premier Tech",32,"Israel - Premier Tech",NA,NA,",,0:00",2023,9725
"1602",40,72,3,51,5,67,"Classic","MOHORIČ Matej   Bahrain - Victorious",28,"Bahrain - Victorious",NA,NA,",,0:00",2023,13865
"1603",41,2,0,7,29,11,"Climber","POGAČAR TadejUAE Team Emirates",24,"UAE Team Emirates",NA,NA,",,0:00",2023,449
"1604",42,79,4,3,24,88,"Classic","STUYVEN Jasper   Lidl - Trek",31,"Lidl - Trek",NA,NA,",,0:00",2023,14604
"1605",43,51,2,58,7,173,"Climber","CHAMPOUSSIN Clément   Team Arkéa Samsic",25,"Team Arkéa Samsic",NA,NA,",,0:00",2023,10687
"1606",44,47,2,54,5,118,"Classic","ZIMMERMANN Georg   Intermarché - Circus - Wanty",25,"Intermarché - Circus - Wanty",NA,NA,",,0:00",2023,10445
"1607",45,59,3,17,49,187,"Classic","VAN GILS Maxim   Lotto Dstny",23,"Lotto Dstny",NA,NA,",,0:00",2023,11869
"1608",46,40,2,43,33,195,"GC","LUTSENKO Alexey   Astana Qazaqstan Team",30,"Astana Qazaqstan Team",NA,NA,",,0:00",2023,9813
"1609",47,128,5,14,24,172,"Classic","BIERMANS Jenthe   Team Arkéa Samsic",27,"Team Arkéa Samsic",NA,NA,",,0:00",2023,18864
"1610",48,87,4,15,9,52,"TT","ASGREEN Kasper   Soudal Quick-Step",28,"Soudal Quick-Step",NA,NA,",,0:00",2023,15309
"1611",49,114,5,0,23,107,"Classic","RICKAERT Jonas   Alpecin - Deceuninck",29,"Alpecin - Deceuninck",NA,NA,",,0:00",2023,18023
"1612",50,108,4,46,38,205,"Classic","TILLER Rasmus   Uno-X Pro Cycling Team",26,"Uno-X Pro Cycling Team",NA,NA,",,0:00",2023,17198
"1613",51,73,3,53,6,98,"Classic","PETERS Nans   AG2R Citroën Team",29,"AG2R Citroën Team",NA,NA,",,0:00",2023,13986
"1614",52,131,5,17,9,34,"Classic","LE GAC Olivier   Groupama - FDJ",29,"Groupama - FDJ",NA,NA,",,0:00",2023,19029
"1615",53,69,3,41,48,175,"Climber","GUGLIELMI Simon   Team Arkéa Samsic",26,"Team Arkéa Samsic",NA,NA,",,0:00",2023,13308
"1616",54,68,3,41,37,174,"Classic","DELAPLACE Anthony   Team Arkéa Samsic",33,"Team Arkéa Samsic",NA,NA,",,0:00",2023,13297
"1617",55,5,0,13,17,27,"GC","RODRÍGUEZ Carlos   INEOS Grenadiers",22,"INEOS Grenadiers",NA,NA,",,0:00",2023,797
"1618",56,3,0,10,56,19,"Climber","YATES Adam   UAE Team Emirates",30,"UAE Team Emirates",NA,NA,",,0:00",2023,656
"1619",57,16,0,57,29,165,"GC","HARPER Chris   Team Jayco AlUla",28,"Team Jayco AlUla",NA,NA,",,0:00",2023,3449
"1620",58,141,5,35,17,168,"Sprint","REINDERS Elmar   Team Jayco AlUla",31,"Team Jayco AlUla",NA,NA,",,0:00",2023,20117
"1621",59,75,3,55,25,216,"Climber","LATOUR Pierre   TotalEnergies",29,"TotalEnergies",NA,NA,",,0:00",2023,14125
"1622",60,121,5,8,7,63,"Hills","ARNDT Nikias   Bahrain - Victorious",31,"Bahrain - Victorious",NA,NA,",,0:00",2023,18487
"1623",61,22,1,17,6,171,"Climber","BARGUIL Warren   Team Arkéa Samsic",31,"Team Arkéa Samsic",NA,NA,",,0:00",2023,4626
"1624",62,14,0,56,9,16,"Climber","MAJKA Rafał   UAE Team Emirates",33,"UAE Team Emirates",NA,NA,",,0:00",2023,3369
"1625",63,10,0,26,30,121,"Climber","MARTIN Guillaume   Cofidis",30,"Cofidis",NA,NA,",,0:00",2023,1590
"1626",64,39,2,43,32,156,"Climber","SCHULTZ Nick   Israel - Premier Tech",28,"Israel - Premier Tech",NA,NA,",,0:00",2023,9812
"1627",65,58,3,13,32,143,"Classic","DINHAM Matthew   Team dsm - firmenich",23,"Team dsm - firmenich",NA,NA,",,0:00",2023,11612
"1628",66,126,5,11,1,152,"Sprint","BOIVIN Guillaume   Israel - Premier Tech",34,"Israel - Premier Tech",NA,NA,",,0:00",2023,18661
"1629",67,32,2,24,29,81,"Climber","CICCONE GiulioLidl - Trek",28,"Lidl - Trek",NA,NA,",,0:00",2023,8669
"1630",68,62,3,28,47,77,"Classic","POLITT Nils   BORA - hansgrohe",29,"BORA - hansgrohe",NA,NA,",,0:00",2023,12527
"1631",69,53,3,8,26,137,"TT","OLIVEIRA Nelson   Movistar Team",34,"Movistar Team",NA,NA,",,0:00",2023,11306
"1632",70,66,3,37,30,46,"Classic","POWLESS Neilson   EF Education - EasyPost",26,"EF Education - EasyPost",NA,NA,",,0:00",2023,13050
"1633",71,124,5,10,4,178,"Classic","PICHON Laurent   Team Arkéa Samsic",37,"Team Arkéa Samsic",NA,NA,",,0:00",2023,18604
"1634",72,55,3,9,31,97,"GC","PARET-PEINTRE Aurélien   AG2R Citroën Team",27,"AG2R Citroën Team",NA,NA,",,0:00",2023,11371
"1635",73,25,1,50,19,92,"Climber","BERTHET Clément   AG2R Citroën Team",25,"AG2R Citroën Team",NA,NA,",,0:00",2023,6619
"1636",74,35,2,34,28,158,"Climber","TEUNS Dylan   Israel - Premier Tech",31,"Israel - Premier Tech",NA,NA,",,0:00",2023,9268
"1637",75,17,1,4,59,91,"GC","O'CONNOR Ben   AG2R Citroën Team",27,"AG2R Citroën Team",NA,NA,",,0:00",2023,3899
"1638",76,7,0,14,44,71,"GC","HINDLEY Jai   BORA - hansgrohe",27,"BORA - hansgrohe",NA,NA,",,0:00",2023,884
"1639",77,102,4,40,23,15,"GC","LAENGEN Vegard Stake   UAE Team Emirates",34,"UAE Team Emirates",NA,NA,",,0:00",2023,16823
"1640",78,142,5,39,23,128,"Classic","ZINGLE Axel   Cofidis",24,"Cofidis",NA,NA,",,0:00",2023,20363
"1641",79,26,1,58,46,74,"TT","JUNGELS Bob   BORA - hansgrohe",30,"BORA - hansgrohe",NA,NA,",,0:00",2023,7126
"1642",80,6,0,13,27,65,"Climber","BILBAO Pello   Bahrain - Victorious",33,"Bahrain - Victorious",NA,NA,",,0:00",2023,807
"1643",81,19,1,12,41,62,"Climber","LANDA Mikel   Bahrain - Victorious",33,"Bahrain - Victorious",NA,NA,",,0:00",2023,4361
"1644",82,81,4,7,42,94,"Classic","DEWULF Stan   AG2R Citroën Team",25,"AG2R Citroën Team",NA,NA,",,0:00",2023,14862
"1645",83,4,0,12,23,161,"Climber","YATES Simon   Team Jayco AlUla",30,"Team Jayco AlUla",NA,NA,",,0:00",2023,743
"1646",84,64,3,34,58,182,"TT","CAMPENAERTS Victor   Lotto Dstny",31,"Lotto Dstny",NA,NA,",,0:00",2023,12898
"1647",85,136,5,27,4,183,"Classic","DE BUYST Jasper   Lotto Dstny",29,"Lotto Dstny",NA,NA,",,0:00",2023,19624
"1648",86,30,2,15,33,204,"Climber","JOHANNESSEN Tobias Halland   Uno-X Pro Cycling Team",23,"Uno-X Pro Cycling Team",NA,NA,",,0:00",2023,8133
"1649",87,110,4,54,7,42,"GC","AMADOR Andrey   EF Education - EasyPost",36,"EF Education - EasyPost",NA,NA,",,0:00",2023,17647
"1650",88,145,5,44,9,142,"Sprint","DEGENKOLB John   Team dsm - firmenich",34,"Team dsm - firmenich",NA,NA,",,0:00",2023,20649
"1651",89,112,4,56,32,167,"Sprint","MEZGEC Luka   Team Jayco AlUla",35,"Team Jayco AlUla",NA,NA,",,0:00",2023,17792
"1652",90,103,4,41,35,117,"Classic","TEUNISSEN Mike   Intermarché - Circus - Wanty",30,"Intermarché - Circus - Wanty",NA,NA,",,0:00",2023,16895
"1653",91,9,0,23,8,31,"Climber","GAUDU David   Groupama - FDJ",26,"Groupama - FDJ",NA,NA,",,0:00",2023,1388
"1654",92,11,0,28,3,37,"Climber","PINOT Thibaut   Groupama - FDJ",33,"Groupama - FDJ",NA,NA,",,0:00",2023,1683
"1655",93,70,3,46,3,38,"Hills","VAN DEN BERG Lars   Groupama - FDJ",25,"Groupama - FDJ",NA,NA,",,0:00",2023,13563
"1656",94,63,3,33,43,36,"Hills","PACHER Quentin   Groupama - FDJ",31,"Groupama - FDJ",NA,NA,",,0:00",2023,12823
"1657",95,31,2,21,13,213,"Classic","BURGAUDEAU Mathieu   TotalEnergies",24,"TotalEnergies",NA,NA,",,0:00",2023,8473
"1658",96,43,2,47,7,208,"GC","GREGAARD Jonas   Uno-X Pro Cycling Team",26,"Uno-X Pro Cycling Team",NA,NA,",,0:00",2023,10027
"1659",97,27,2,5,44,68,"GC","POELS Wout   Bahrain - Victorious",35,"Bahrain - Victorious",NA,NA,",,0:00",2023,7544
"1660",98,83,4,8,58,43,"Classic","BETTIOL Alberto   EF Education - EasyPost",29,"EF Education - EasyPost",NA,NA,",,0:00",2023,14938
"1661",99,118,5,5,18,54,"Classic","DECLERCQ Tim   Soudal Quick-Step",34,"Soudal Quick-Step",NA,NA,",,0:00",2023,18318
